zts1e	新手冒險家學習課程
zts2157e	尋找神之使者，瓦爾基裡。
zts2158e	勇士的資格
zts2159e	於克林山地打敗灰狼
zts2160e	勇士的資格(2)
zts2161e	於比斯特神殿打敗憤怒腥紅獵獸
zts2162e	勇士的資格(3)
zts2163e	打敗強大的敵人。
zts2164e	承認
zts2165e	與芙蕾雅對話
zts2166e	同伴
zts2167e	新的會面(2)
zts2168e	與拉格納羅洛對話
zts2169e	賭債
zts2170e	賭債(2)
zts2171e	咬緊牙關
zts2172e	償還拉格納羅洛的債務
zts2173e	同伴？敵人？
zts2174e	準備，完成。
zts2175e	準備離開
zts2176e	收集天使翅膀
zts2177e	準備離開(2)
zts2178e	於寒冰晶冠打敗三個敵人
zts2179e	旅程的開始
zts2180e	談判
zts2181e	努力工作
zts2182e	與比茲柏修斯對話
zts2183e	庫存儲備
zts2184e	收集鋼鐵
zts2185e	巨大的雞
zts2186e	於曙光平原打敗鬥雞
zts2187e	清除阻礙物
zts2188e	於克林山地打敗魔物
zts2189e	清除阻礙物(2)
zts2190e	於寒冰晶冠打敗魔物
zts2191e	處理小賊
zts2192e	於楓葉森林打敗海洛
zts2193e	麻煩
zts2194e	完成超級吱喳雞遠征團3次
zts2195e	麻煩(2)
zts2196e	完成水鑲冰晶遠征團3次
zts2197e	麻煩(3)
zts2198e	完成阿修羅遠征團3次
zts2199e	麻煩(4)
zts2200e	完成暗黑卡斯特拉遠征團3次
zts2201e	取回欠單
zts2202e	無時無刻看著你
zts2203e	接下來的旅程
zts2204e	新的會面(1)
zts2205e	傳說的開始
zts2206e	返回
zts2207e	前往塵世間
zts2208e	回億
zts2209e	前往塵世間
zts2210e	維京與瓦爾基裡
zts2211e	為了塵世
zts2212e	維京薩滿法師
zts2213e	尋找維京薩滿法師
zts2214e	誤解
zts2215e	與妮恩談一下
zts2216e	誤解(2)
zts2217e	誤解(3)
zts2218e	調查現場
zts2219e	於塵世間尋找線索
zts2220e	熟悉的面具
zts2221e	擊敗怪物取得線索
zts2222e	沙漠
zts2223e	前往摩里塔茲港口附近
zts2224e	線索
zts2225e	前往沙漠
zts2226e	拳頭就是法律
zts2227e	擊敗沙漠盜賊
zts2228e	同伴撕裂
zts2229e	從頭開始
zts2230e	與港口守衛圖穆談一下
zts2231e	與哈瑪特‧阿卡瑪談一下
zts2232e	線索(2)
zts2233e	擊敗怪物
zts2234e	線索(3)
zts2235e	線索(4)
zts2236e	跟隨線索
zts2237e	跟隨線索(2)
zts2238e	沙漠盜賊領袖
zts2239e	前往舊亞斯特聖殿
zts2240e	捉迷藏
zts2241e	完成 盜賊團突襲1次
zts2242e	捉迷藏(2)
zts2243e	完成 盜賊團突襲3次
zts2244e	捉迷藏(3)
zts2245e	完成 盜賊團突襲10次
zts2246e	前往約頓海姆
zts2247e	與尤瓦達談一下
zts2248e	哥特
zts2249e	偵察
zts2250e	偵察(2)
zts2251e	與偵察兵談一下
zts2252e	協助建立偵察隊伍
zts2253e	協助建立偵察隊伍(2)
zts2254e	收集偵察裝備材料
zts2255e	維京部落發生的事
zts2256e	故事結局
zts2257e	揭開真相
zts2258e	希望之光
zts2259e	壓制準備
zts2260e	復仇
zts2261e	完成法布尼爾遠征團
zts2262e	誤解的悲劇
zts2263e	破裂的跡象
zts2264e	前往目的地
zts2265e	詠嘆調城堡的鎖匙
zts2266e	收集鎖匙的材料
zts2267e	訓練
zts2268e	完成遠征團
zts2269e	豬肚
zts2270e	取得烤肉與柔軟飲料
zts2271e	熏制豬肚
zts2272e	燒烤未經烹調的豬肚
zts2273e	怪物壓制
zts2274e	擊敗怪物
zts2275e	補充體力的食物
zts2276e	收集煤炭碎片
zts2277e	熟悉的面具
zts2278e	線索(1)
zts2279e	答案
zts2280e	與芙蕾雅談一下
zts2281e	微妙的氣流
zts2282e	過份的擔心？
zts2283e	不安的感覺
zts2284e	再遇 拉格納羅洛
zts2285e	為拉格納羅洛供給食物
zts2286e	疑點
zts2287e	拉格納羅洛 的志向
zts2288e	叢林法則
zts2289e	調解人
zts2290e	基礎
zts2291e	完成法布尼爾遠征團5次
zts2292e	誤解 與 認識
zts2293e	把禮物送給 尤瓦達
zts2294e	冒險就是生命
zts2295e	戰士儀式
zts2296e	戰士儀式 (2)
zts2297e	哥特傳說
zts2298e	找到傳說夢古
zts2299e	前往城鎮
zts2300e	最後一招！
zts2301e	尋人，知道傳說夢古的人
zts2302e	線索，幾乎沒有
zts2303e	與 尤柏蘭 對話
zts2304e	編成！
zts2305e	沒有，就自己創造吧！
zts2306e	收集素材
zts2307e	沒有，就自己創造吧！(2)
zts2308e	阿里比
zts2309e	阿里比(2)
zts2310e	探索位置
zts2311e	阿里比(3)
zts2312e	欺騙者
zts2313e	第二個挑戰
zts2314e	完成小綿羊大農場
zts2315e	生存能力測試
zts2316e	完成流星閃閃大作戰
zts2317e	團隊能力測試
zts2318e	完成夢古夢古國王防守戰
zts2319e	獲得來自哥特的認可
zts2320e	認識哥特長老
zts2321e	與哥特長老談話
zts2322e	勸說
zts2323e	陰謀
zts2324e	消失的尤柏蘭
zts2325e	前往目的地
zts2326e	消失的尤柏蘭(2)
zts2327e	消失的尤柏蘭(3)
zts2328e	訊息源頭
zts2329e	與珍妮花對話
zts2330e	訊息源頭(2)
zts2331e	前往巴頓鎮
zts2332e	尋找衛兵
zts2333e	與衛兵對話
zts2334e	尋找衛兵(2)
zts2335e	前往沙漠飛鷹城
zts2336e	商人
zts2337e	與商人對話
zts2338e	商人(2)
zts2339e	商人(3)
zts2340e	把冰之花帶給商人
zts2341e	商人(4)
zts2342e	給商人帶來 200,000 金幣
zts2343e	後巷的煉金術士
zts2344e	與後巷的煉金術士對話
zts2345e	後巷的煉金術士(2)
zts2346e	後巷的煉金術士(3)
zts2347e	給後巷的煉金術士帶來他所需的物品
zts2348e	後巷的煉金術士(4)
zts2349e	流浪的煉金術士
zts2350e	與流浪的煉金術士對話
zts2351e	流浪的煉金術士(2)
zts2352e	流浪的煉金術士(3)
zts2353e	流浪的煉金術士(4)
zts2354e	把硬幣帶給流浪的煉金術士
zts2355e	流浪的煉金術士(5)
zts2356e	哥特長老
zts2357e	哥特長老(2)
zts2358e	哥特長老(3)
zts2359e	哥特長老(4)
zts2360e	拉迪 安魯爾
zts2361e	把材料帶給拉迪 安魯爾
zts2362e	完成了
zts2363e	把閃亮的羊皮紙帶給哥特長老
zts2364e	前往被遺忘的塔
zts2365e	前往被遺忘的塔(2)
zts2366e	擊敗尤柏蘭
zts2367e	前往被遺忘的塔(3)
zts2368e	前往被遺忘的塔(4)
zts2369e	墮落的惡魔
zts2370e	擊敗腐化的尤柏蘭
zts2371e	旅程的盡頭
zts2372e	和解的開始
zts2373e	前往瓦爾哈拉
zts2374e	與羅伊的靈魂對話
zts2375e	前往「被遺棄的地下墓穴」路徑
zts2376e	為Dr.夢古帶來2,000,000。
zts2377e	武道家的宗師
zts2378e	參觀羅佩勒圖書館
zts2379e	讓我們學習隱世武術
zts2380e	與倉庫管理員傑克琛對話
zts2381e	武術的基礎訓練
zts2382e	學會武道家的堅毅精神
zts2383e	實際操作！！
zts2384e	來學習高級技巧
zts2385e	被遺忘的宗師
zts2386e	調查被遺忘的宗師
zts2387e	前往翻滾斷層下的霧氣森林
zts2388e	前往回憶洞穴
zts2389e	古代宗師的回憶
zts2390e	新的線索
zts2391e	前往羅佩勒圖書館
zts2392e	和迪肯交談
zts2393e	祖師的標記
zts2394e	第二位宗師
zts2395e	尋找第二位宗師
zts2396e	尋找潛藏的月無缺
zts2397e	神秘的寺廟
zts2398e	赤龍之拳 VS月無缺
zts2399e	告別月無缺
zts2400e	擊敗冬天的怪物
zts2402e	清除5次紳士雪人遠征團和百年虎王遠征團
