zts1e	新物品
zts617e	聖光魔法師卡片
zts618e	光屬性特殊人物卡片[n][n]光與秩序的信奉者！！[n]遵從母親愛羅尼亞之意的智慧的魔法師[n][n]
zts619e	同伴專用近距離武器
zts620e	同伴專用遠距離武器
zts621e	同伴專用 魔法武器
zts622e	同伴專用 防具(精神)
zts623e	同伴專用 防具(敏捷)
zts624e	同伴專用 防具(身體)
zts625e	拉動的機關(啟動前)
zts626e	舊箱子
zts627e	小的HP恢復劑
zts628e	使用後可恢復角色與自組隊伍的能量[n][n]
zts629e	中的HP恢復劑
zts630e	大的HP恢復劑
zts631e	小的MP恢復劑
zts632e	中的MP恢復劑
zts633e	大的MP恢復劑
zts634e	小的全體恢復劑
zts635e	中的全體恢復劑
zts636e	大的全體恢復劑
zts637e	非常大的全體恢復劑
zts638e	渾沌種子
zts639e	下列狀況下需使用。[n]1. 死亡後原地復活時 : 10個[n]2.進入時空裂縫 : 規定的數量[n]3. 復活寵物及同伴 : 5個[n]4. 任務要在途中取消時 : 5個[n][n]
zts640e	吉溫之石
zts641e	利用精煉劑精煉後，可得到魂之液、賽隆及水晶。[n]只要購買精煉劑後，雙擊精煉劑即可進行精煉。[n][n]
zts642e	雪樂粉末
zts643e	下列狀況下需使用。[n]1. 強化裝備時[n]2. 提升魂之液、賽隆、水晶時[n][n]
zts644e	魂之液
zts645e	強化裝備時使用[n]，可從+1..提升到+5[n][n]
zts646e	完整的魂之液
zts647e	強化裝備時使用[n]，可從+6..提升到+10[n][n]
zts648e	1Lv 賽隆
zts649e	可在飾品中附屬等級1的效果[n][n]
zts650e	2Lv 賽隆
zts651e	可在飾品中附屬等級2的效果[n][n]
zts652e	3Lv 賽隆
zts653e	可在飾品中附屬等級3的效果[n][n]
zts654e	4Lv 賽隆
zts655e	可在飾品中附屬等級4的效果[n][n]
zts656e	5Lv 賽隆
zts657e	可在飾品中附屬等級5的效果[n][n]
zts658e	6Lv 賽隆
zts659e	可在飾品中附屬等級6的效果[n][n]
zts660e	7Lv 賽隆
zts661e	可在飾品中附屬等級7的效果[n][n]
zts662e	8Lv 賽隆
zts663e	可在飾品中附屬等級8的效果[n][n]
zts664e	9Lv 賽隆
zts665e	可在飾品中附屬等級9的效果[n][n]
zts666e	10Lv 賽隆
zts667e	可在飾品中附屬等級10的效果[n][n]
zts668e	德諾江的沙
zts669e	生產各種物品時必要的材料[n][n]
zts670e	弦月的水晶
zts671e	在迷你屋中使用。[n]可利用[魂之液、賽隆、水晶生產道具]將它分成水晶碎片[n][n]
zts672e	半月的水晶
zts673e	在迷你屋中使用。[n][n]
zts674e	滿月的水晶
zts675e	紅色水晶碎片
zts676e	生產時使用[n][n]
zts677e	藍色水晶碎片
zts678e	白色水晶碎片
zts679e	黑色水晶碎片
zts680e	冒險家生產道具
zts681e	可生產冒險家使用的物品。[n]雙擊後會出現目錄。[n][n]
zts682e	魂之液 精煉劑
zts683e	與吉溫之石一起使用時，可得到雪樂粉末與魂之液。[n]雪樂粉末與魂之液可用在強化武器/服裝上。[n]點兩下即可使用。[n][n]
zts684e	賽隆 精煉劑
zts685e	與吉溫之石一起使用時，可得到雪樂粉末與賽隆。[n]雪樂粉末可用在強化武器/服裝上。[n]賽隆可用在追加飾品的附屬能力時使用。[n]點兩下即可使用。[n][n]
zts686e	水晶 精煉劑
zts687e	與吉溫之石一起使用時，可得到雪樂粉末與水晶。[n]雪樂粉末可用在強化武器/服裝上。[n]水晶使用在迷你屋與生產上。[n]點兩下即可使用。[n][n]
zts688e	劍士 生產道具
zts689e	生產劍士使用的物品。[n]雙擊後會出現目錄。[n][n]
zts690e	弓手 生產道具
zts691e	生產弓手使用的物品。[n]雙擊後會出現目錄。[n][n]
zts692e	咒術師 生產道具
zts693e	生產咒術師使用的物品。[n]雙擊後會出現目錄。[n][n]
zts694e	一般箱子
zts695e	高級箱子
zts696e	神秘箱子
zts697e	拉動桿(啟動後)
zts698e	黃金
zts699e	飾品生產道具
zts700e	可生產各種飾品。[n]雙擊後會出現目錄。[n][n]
zts701e	神秘的水晶球(啟動前)
zts702e	神秘的水晶球(啟動後)
zts703e	獎勵箱子
zts704e	按鈕(啟動前)
zts705e	按鈕(啟動後)
zts706e	木頭拉桿(啟動前)
zts707e	木頭拉桿(啟動後)
zts708e	惡魔的石像(啟動前)
zts709e	惡魔的石像(啟動後)
zts710e	封印的鑰匙
zts711e	史蒙的研究材料
zts712e	設立研究所的大魔法師史蒙[n]正在研究中的材料。[n]沒有人知道它的用途。[n][n]
zts713e	工藝品
zts714e	攻擊力增強
zts715e	防禦力增強
zts716e	近距離防禦增強
zts717e	遠距離防禦增強
zts718e	魔法防禦增強
zts719e	無限MP
zts720e	超強之力
zts721e	全體恢復
zts722e	隨機箱子
zts723e	自組隊伍復活
zts724e	移動力強化
zts725e	無敵之盾
zts726e	魂之液，賽隆，水晶 生產道具
zts727e	可提升至全整魂之液、[n]各等級賽隆、[n]水晶升級。[n][n]
zts728e	原料生產道具
zts729e	可提升金屬架、木材、布、皮革之類原料的品質。[n][n]
zts730e	治療膠囊
zts731e	點擊迷你屋
zts732e	非常大的全體恢復劑??
zts733e	特殊卡片
zts734e	特殊點數補充劑
zts735e	特殊 點數(SP)追加 10000 點數[n][n]
zts736e	Land點數補充劑
zts737e	即時之石
zts738e	野餐籃
zts739e	最多可讓3人跳舞[n][n]
zts740e	烤乳豬
zts741e	最多可讓8人跳舞[n][n]
zts742e	手套、鞋子 生產道具
zts743e	簡單的路牌
zts744e	讓其他人在30分鐘內可進入 迷你屋[n]時所設的牌子。[n]看起來有點窮酸。[n][n]
zts745e	屋狀路牌
zts746e	讓其他人在30分鐘內可進入 迷你屋[n]時所設的牌子。[n]牌子看起來像一個可愛的小屋子。[n][n]
zts747e	野生音之花
zts748e	音之花
zts749e	可賦予任務[n][n]
zts750e	黃金獎賞
zts751e	完成時可獲得黃金[n][n]
zts752e	經驗值獎賞
zts753e	完成時可獲得經驗值[n][n]
zts754e	職業經驗值獎賞
zts755e	完成時可獲得職業經驗值[n][n]
zts756e	名譽獎賞
zts757e	完成時可獲得名譽值[n][n]
zts758e	隊伍時空裂縫碎片
zts759e	點兩下可以看到任務[n][n]
zts760e	個人時空裂縫碎片
zts761e	點兩下可以看到任務[n][n]
zts762e	狩獵時空裂縫碎片
zts763e	獵殺專用時空裂縫碎片
zts764e	研究所時空裂縫碎片
zts765e	點數增加
zts766e	請點兩下
zts767e	吱渣雞的羽毛
zts768e	乳膠液
zts769e	不用的骷髏頭
zts770e	毒蜘蛛軍團 Part 2
zts771e	取得歐比克蜘蛛印章的時空裂縫[n]等級限制 : 60-69[n]使用時可直接進入。[n][n]
zts772e	同伴雷登的套裝
zts773e	點擊同伴後再雙擊套裝[n]就可以變成帥氣的模樣。[n]使用後移動速度提升2。[n]同伴被保管到彈珠時，[n]套裝會消失。[n][n]
zts774e	過去的約束 Part2
zts775e	取得阿修羅王印章的時空裂縫[n]限制等級 : 40-49[n]使用時可直接進入。[n][n]
zts776e	過去的約束 Part 3
zts777e	年糕
zts778e	過年專用活動物品。[n]集滿10個交給艾美櫃檯時，可獲得達伶。[n][n]
zts779e	白色字樣 N(活動用)
zts780e	使用時 HP與MP會提升 2000。[n]N、O、S、！全部收齊還可獲得獎勵物品。[n]此物品在活動結束時會消失。[n](結束日 11月 21日)[n][n]
zts781e	O (活動)
zts782e	使用時 10分鐘內獲得的經驗值可提升10%。[n](但是角色死亡時效果會消失)[n]N、O、S、！全部收齊還可獲得獎勵物品。[n]此物品在活動結束時會消失。[n](結束日 11月 21日)[n][n]
zts783e	S (活動)
zts784e	使用時 10分鐘內攻擊力會提升提升20%。[n](但是角色死亡時效果會消失)[n]N、O、S、！全部收齊還可獲得獎勵物品。[n]此物品在活動結束時會消失。[n](結束日 11月 21日)[n][n]
zts785e	！ (活動)
zts786e	N、O、S各擁有一個時，使用此物品可獲得[n]10000的基本SP，還可獲得獎賞物品。[n]此物品在活動結束時會消失。[n](結束日 11月 21日)[n][n]
zts787e	史蒙的研究論文
zts788e	史蒙針對自己的研究所紀錄下來的[n]論文資料。[n]但是因為內容太困難[n]所以無法理解。[n][n]
zts789e	純情的百合花
zts790e	SP立即補充卡片
zts791e	愛羅尼亞獎章
zts792e	使用時 30天內會賦予下列的效果。[n][主要效果][n]裝備、主要、其他物品的持有量各增加8格，[n]共增加24格空間。[n](與冒險家的獎章一起使用會再增加32格)[n][附加效果][n]戰鬥經驗值獲得量提升 15%，[n]職業經驗值獲得量提升15%，[n]寵物及同伴的獲得經驗值提升15%。[n](與冒險家的獎章一起使用會再提升30%)，[n]黃金獲得量提升20%，[n]名譽獲得量提升 20%。[n][注意事項][n]使用期限到期後，放在增加的物品攔中的物品將無法取出。[n]到期之前請務必整理物品。[
zts793e	冒險家獎章
zts794e	使用時 30天內會賦予下列的效果。[n][主要效果][n]裝備、主要、其他物品的持有量各增加4格，[n]共增加12格空間。[n](與愛羅尼亞的獎章一起使用會再增加32格)[n][附加效果][n]戰鬥經驗值獲得量提升 15%，[n]職業經驗值獲得量提升15%，[n]寵物及同伴的獲得經驗值提升15%。[n](與愛羅尼亞的獎章一起使用會再提升30%)[n][注意事項][n]使用期限到期後，放在增加的物品攔中的物品將無法取出。[n]到期之前請務必整理物品。[n][n]
zts795e	自我介紹書
zts796e	使用時可登錄自我介紹(30字以內)。[n][使用及確認方法][n]雙擊自我介紹文後，可輸入文字。[n]想要確認時，可以在遊戲畫面的[n]自我肖像圖上按右鍵即可。[n][n]
zts797e	SP補充劑(小)
zts798e	恢復所有的HP。[n]還會追加30000 SP點數。[n][n]
zts799e	SP補充劑(中)
zts800e	恢復所有的HP/MP。[n]還會追加70000 SP點數。[n][n]
zts801e	SP補充劑(大)
zts802e	恢復所有的HP/MP[n]及消除所有負效果。[n]還會追家180000 SP點數。[n][n]
zts803e	研究所最終時空
zts804e	柏圖迷失的地方[n]限制等級 : 65-80[n]使用時可直接進入。[n][n]
zts805e	希魯安的泉水
zts806e	Nos Mall 公開測試任務
zts807e	Nos Mall 裝飾氣球
zts808e	金鈴鐺
zts809e	有此鈴鐺可以捕獲[n]聖誕夢古。 (100% 機率)[n]聖誕夢古的HP不到50%也可以。[n][n]
zts810e	銀鈴鐺
zts811e	有此鈴鐺可以捕獲[n]聖誕夢古。 (50%機率)[n]聖誕夢古的HP不到50%也可以。[n][n]
zts812e	水鑲冰晶印章
zts813e	在曙光平原的軟綿綿廣場裡[n]可以進行水鑲冰晶狩獵。[n]建議等級 : 30-49[n][使用方法][n]使用時會變成遠征隊的隊長。[n]成員隊長後可點擊其他人後，按下邀請加入按鈕[n]即可讓對方加入遠征隊。[n]與遠征隊員一起進入狩獵地圖的入口後，由隊長領先進入時，[n]其他所有隊員也都會自動進入。[n][注意事項][n]建議等級以上的玩家雖然也可以參加遠征隊，[n]但是會有懲罰。[n](愛心數不增加、遠征成功時無法獲得寶箱)[n][n]
zts814e	阿修羅王印章
zts815e	在比斯特神殿入口的詛咒的山蔘田裡[n]可以進行修羅王的狩獵。[n]建議等級 : 40-59[n][使用方法][n]使用時會變成遠征隊的隊長。[n]成員隊長後可點擊其他人後，按下邀請加入按鈕[n]即可讓對方加入遠征隊。[n]與遠征隊員一起進入狩獵地圖的入口後，由隊長領先進入時，[n]其他所有隊員也都會自動進入。[n][注意事項][n]建議等級以上的玩家雖然也可以參加遠征隊，[n]但是會有懲罰。[n](愛心數不增加、遠征成功時無法獲得寶箱)[n][n]
zts816e	暗黑卡斯特拉印章
zts817e	在比斯特神殿地下2樓的悲歡的宴會裡[n]可以進行暗黑卡斯特拉的狩獵。[n]建議等級 : 50-69[n][使用方法][n]使用時會變成遠征隊的隊長。[n]成員隊長後可點擊其他人後，按下邀請加入按鈕[n]即可讓對方加入遠征隊。[n]與遠征隊員一起進入狩獵地圖的入口後，由隊長領先進入時，[n]其他所有隊員也都會自動進入。[n][注意事項][n]建議等級以上的玩家雖然也可以參加遠征隊，[n]但是會有懲罰。[n](愛心數不增加、遠征成功時無法獲得寶箱)[n][n]
zts818e	傑克蜘蛛印章
zts819e	在岩山洞窟5的魔神沉睡地裡[n]可以進行歐比克蜘蛛的狩獵。[n]建議等級 : 60-79[n][使用方法][n]使用時會變成遠征隊的隊長。[n]成員隊長後可點擊其他人後，按下邀請加入按鈕[n]即可讓對方加入遠征隊。[n]與遠征隊員一起進入狩獵地圖的入口後，由隊長領先進入時，[n]其他所有隊員也都會自動進入。[n][注意事項][n]建議等級以上的玩家雖然也可以參加遠征隊，[n]但是會有懲罰。[n](愛心數不增加、遠征成功時無法獲得寶箱)[n][n]
zts820e	史域多哈因印章
zts821e	在林克山地山峰的苦澀的祭壇裡[n]可以進行史域多哈因的狩獵。[n]建議等級 : 70-89[n][使用方法][n]使用時會變成遠征隊的隊長。[n]成員隊長後可點擊其他人後，按下邀請加入按鈕[n]即可讓對方加入遠征隊。[n]與遠征隊員一起進入狩獵地圖的入口後，由隊長領先進入時，[n]其他所有隊員也都會自動進入。[n][注意事項][n]建議等級以上的玩家雖然也可以參加遠征隊，[n]但是會有懲罰。[n](愛心數不增加、遠征成功時無法獲得寶箱)[n][n]
zts822e	不使用
zts823e	活動箱子
zts824e	活動卷
zts825e	點兩下使用時，可得到[n]活動所準備的物品中的其中一個。[n][n]
zts826e	解除按鈕
zts827e	解除按鈕(啟動後)
zts828e	空間移動拉桿
zts829e	空間移動骨頭
zts830e	同伴麥克的套裝
zts831e	同伴哼的套裝
zts832e	特殊人物 獎章
zts833e	每天配給的基本SP點數將增加至[n]一萬點+ 三萬點。[n]共四萬點。[n](剩下時會累積10%)[n][n]
zts834e	銅鈴鐺
zts835e	有此鈴鐺可以捕獲[n]聖誕夢古。 (20% 機率)[n]聖誕夢古的HP不到50%也可以。[n][n]
zts836e	魯道夫鹿角
zts837e	艾美正在尋找的東西。[n]收集10個後拿給艾美吧。[n][n]
zts838e	第1次 manitto 時空
zts839e	第2次 manitto 時空
zts840e	第3次manitto 時空
zts841e	友情的獎章
zts843e	暗影吉隆崎印章
zts844e	與暗影吉隆崎展開激烈的一戰！！[n]即將公開！[n][n]
zts845e	擊退強大的巨翅妖球
zts846e	限制等級 : 20-30[n]可在[曙光平原]地圖進入。[n]3名隊伍成員都到齊才能進入。[n][n]
zts847e	擊退108魔王
zts848e	限制等級 : 30-40[n]可在[比斯特神殿入口]地圖進入。[n]3名隊伍成員都到齊才能進入。[n][n]
zts849e	獵殺各種怪物
zts850e	限制等級 : 35-45[n]可在[比斯特神殿 1樓]地圖進入。[n]3名隊伍成員都到齊才能進入。[n][n]
zts851e	依蘭特與巴特的戰鬥
zts852e	限制等級 : 40-50[n]可在[比斯特神殿 地下2樓]地圖進入。[n]3名隊伍成員都到齊才能進入。[n][n]
zts853e	消滅魔物　
zts854e	限制等級 : 45-55[n]可在[比斯特神殿 秘密地區 5樓]地圖進入。[n]3名隊伍成員都到齊才能進入。[n][n]
zts855e	神秘的水晶球
zts856e	限制等級 : 50-60[n]可在[林克山地 左側地區]地圖進入。[n]3名隊伍成員都到齊才能進入。[n][n]
zts857e	擊退飢餓王毒蜘蛛作戰
zts858e	限制等級 : 55-65[n]可在[林克山地 右側地區]地圖進入。[n]3名隊伍成員都到齊才能進入。[n][n]
zts859e	收集工藝品
zts860e	限制等級 : 15-20[n]可在[依蘭特北方平原]地圖進入。[n]只能獨自進入。[n][n]
zts861e	救出警衛叔叔
zts862e	限制等級 : 21-25[n]可在[西方礦山地區]地圖進入。[n]只能獨自進入。[n][n]
zts863e	突破敵陣
zts864e	限制等級 : 26-30[n]可在[曙光平原]地圖進入。[n]只能獨自進入。[n][n]
zts865e	迷宮陷阱
zts866e	限制等級 : 30-35[n]可在[曙光平原]地圖進入。[n]只能獨自進入。[n][n]
zts867e	依蘭特守衛隊戰鬥指揮
zts868e	限制等級 : 36-40[n]可在[比斯特神殿入口]地圖進入。[n]只能獨自進入。[n][n]
zts869e	潛入巴特部隊
zts870e	限制等級 : 41-45[n]可在[比斯特神殿1樓]地圖進入。[n]只能獨自進入。[n][n]
zts871e	擊退獨角尤達
zts872e	限制等級 : 46-50[n]可在[比斯特神殿地下1樓]地圖進入。[n]只能獨自進入。[n][n]
zts873e	惡魔的石像
zts874e	限制等級 : 51-55[n]可在[比斯特神殿地下2樓]地圖進入。[n]只能獨自進入。[n][n]
zts875e	魔物狩獵隊
zts876e	限制等級 : 56-60[n]可在[林克山地 左側]地圖進入。[n]只能獨自進入。[n][n]
zts877e	迷宮洞窟
zts878e	限制等級 : 61-65[n]可在[林克山地 右側]地圖進入。[n]只能獨自進入。[n][n]
zts879e	永遠之房
zts880e	暗黑卡斯特拉印章時空裂縫[n]限制等級 : 50-59[n]可在[比斯特神殿 地下2樓]地圖進入。[n]只能獨自進入。[n][n]
zts881e	毒蜘蛛軍團 Part 1
zts882e	取得歐比克蜘蛛印章的時空裂縫[n]限制等級 : 60-69[n]可在[岩山洞窟5]地圖進入。[n]只能獨自進入。[n][n]
zts883e	被遺忘的種族
zts884e	取得史域多哈因印章的時空裂縫[n]限制等級 : 70-79[n]可在[林克山地右側地區]地圖進入。[n]只能獨自進入。[n][n]
zts885e	灰豺狼巢穴
zts886e	限制等級 : 50-55[n]可在[林克山地 左側地區]地圖進入。[n]個人或隊伍都可進入。[n][n]
zts887e	飢餓王毒蜘蛛洞
zts888e	限制等級 : 55-60[n]可在[林克山地 左側地區]地圖進入。[n]個人或隊伍都可進入。[n][n]
zts889e	鬃毛野豺狼巢穴
zts890e	限制等級 : 60-65[n]可在[林克山地 右側地區]地圖進入。[n]個人或隊伍都可進入。[n][n]
zts891e	暗黑魔岩獵場
zts892e	限制等級 : 65-70[n]可在[林克山地 右側地區]地圖進入。[n]個人或隊伍都可進入。[n][n]
