zts1e	依蘭特 裝備商店 (使用)
zts770e	快找！不可以讓他逃掉！
zts771e	等著瞧！！
zts772e	被他逃掉了！！
zts773e	可惡…等著瞧！！
zts774e	啊！！沒抓到！！
zts775e	可惜！！
zts776e	救命啊！！救命啊！！
zts777e	在哪裡呢?
zts778e	南邊嗎?
zts779e	可惡啊！！！等著瞧吧！！！
zts780e	站住！！
zts781e	尤達像風一樣消失了…
zts782e	真的很感謝你，多虧你救了我！！
zts783e	沒什麼事吧?
zts784e	我是沒有什麼事情…可是要趕快抓住那個小惡魔，不然會很危險！！
zts785e	好！我現在馬上去追！！
zts786e	我也幫你好了！！
zts787e	尤達1 ： 我正在等你！！
zts788e	尤達2 ： 我朋友的仇人！！
zts789e	好！ 一個一個解決吧！！
zts790e	呼~終於殺光了！！
zts791e	還沒結束！ 你看東邊！！
zts792e	隱藏在東邊的通路慢慢出現…
zts793e	那邊就是那些傢伙的居住地了！！
zts794e	好！沒多少時間了，趕快行動吧！
zts795e	暫時應該會看不到那些小傢伙了！
zts796e	時空 故事10
zts797e	時空裂碎的聲音傳到耳邊
zts798e	要趕快找出原因來把他復原！不然這世界會面臨危機！
zts799e	聽到時空塌陷的聲音而來的嗎? 如果是這樣的話，請你過來幫我吧！！
zts800e	要趕快擋住封印，不然那些魔物會跑到依蘭特村莊！！
zts801e	我要幫什麼呢?
zts802e	我先在這裡擋住那些魔物，你趕快去尋找隱藏在各處的五個封印，並把它們關閉起來吧
zts803e	好像有人故意把那些封印打開了，所以時空才會開始混沌！！
zts804e	時空破碎的聲音變小了
zts805e	但是還是感覺到時空的回音動盪很強
zts806e	時空的回音動盪仍然很嚴重
zts807e	回音動盪漸漸的變小
zts808e	時空破碎的聲音變小了
zts809e	沒有多少時間了
zts810e	時間破碎的聲音消失了
zts811e	關閉了所有的封印！！
zts812e	出口漸漸呈現，要趕快離開這裡！
zts813e	成功了！！真的好厲害喔！！
zts814e	請問…貴姓啊?
zts815e	我的名字是雷登！！現在在依蘭特村莊進行武術的修練！！
zts816e	最近外面的世界變的很混亂，所以我才會來到這裡的
zts817e	啊！小心啊！！
zts818e	呼~差一點，還好你救了我~ 嗯！ 這裡整理的也差不多了
zts819e	我該回去了，再見…
zts820e	如果有緣一定會相見的
zts821e	雷登走了，很少看到這麼勇敢的青年…
zts822e	令人感受到結識了一個好緣分…
zts823e	時空 故事11
zts824e	保衛隊員的表情看起來好像都很焦慮
zts825e	他們好像不是很喜歡自己的任務…
zts826e	先去跟他們聊聊好了
zts827e	保衛隊1 ： 狼人族們的抵抗太強了啦！！
zts828e	保衛隊2 ： 我真的不喜歡這次的任務，狼人族們的話也有道理啊
zts829e	保衛隊3 ： 啊~~好想回家睡一覺喔！！
zts830e	保衛隊4 ： 只要完成這次任務後，我要馬上辭掉保衛隊的工作了！！
zts831e	城邊的防禦線被攻陷了！！
zts832e	快到上面鎮壓資深礦務們！！
zts833e	資深礦務1 ： 哼！羅布格的走狗！！
zts834e	資深礦務2 ： 我絕對不會放過你們！
zts835e	資深礦務1 ： 你為什麼攻擊我們?
zts836e	資深礦務2 ： 我們沒有做錯事情！
zts837e	資深礦務3 ： 壞的是羅布格！羅布格！！
zts838e	看似很疲勞的礦務們…
zts839e	難道還能昧著良心說都是他們的錯嗎?
zts840e	時空 故事12
zts841e	公告 - 魔物開始攻擊了
zts842e	沒有任何人可以保證你的安全
zts843e	深感恐懼者，趕快離開此地吧！
zts844e	我們需要的不是虛偽的冒險家，我們需要的是真正的戰士！
zts845e	- 依蘭特保衛隊長 曰.
zts846e	只能後退了！再打下去也沒有意義了！
zts847e	依蘭特保衛隊的慘敗…
zts848e	從今以後依蘭特與雅斯般會變的更加混亂及危險…
zts849e	從今以後該怎麼辦呢…
zts850e	這對冒險家來說…是一個很龐大的課題…
zts851e	時空 故事13
zts852e	殘酷戰鬥的痕跡，雷登的痕跡也跟著不見了
zts853e	不要緊張，要冷靜一點.雷登一定在這裡
zts854e	這裡的魔物幾乎全滅了…
zts855e	所以才會這麼安靜啊…
zts856e	啊，請問你知道雷登在哪裡嗎?
zts857e	上次看到他追著逃跑的魔物，然後就音訊全無了…
zts858e	堵住的空房，這是最後一個房間了
zts859e	雷登到底去哪裡了呢…
zts860e	房間中央有一個拉桿
zts861e	倒在地上的雷登…
zts862e	他被很多魔物包圍著！
zts863e	一定要把雷登救出來！！
zts864e	謝謝你救了我
zts865e	為了追這些魔物，不知不覺就走到這麼裡面了… 沒想到是一個陷阱
zts866e	身體還可以嗎?
zts867e	傷勢還不算嚴重，我要再去找找看有沒有其他魔物
zts868e	你用那樣的身體要去哪裡！快回來！
zts869e	假裝沒聽到並急忙跑開的雷登…該不會是感到丟臉吧
zts870e	無法攔住他
zts871e	時空 故事14
zts872e	狼人族們在示威中…
zts873e	目前與羅布格近衛隊們發生嚴重衝突的狀況
zts874e	礦山的管理員大叔一定被關在某處
zts875e	趁現在偷溜進去看看好了！
zts876e	進去後，出口馬上倒塌了
zts877e	好多灰塵，看到微弱的光芒… 啊！ 是礦山管理員！！
zts878e	啊，你在那邊嗎? 我來救你了！
zts879e	咳咳！！
zts880e	首先要趕快離開這裡！！
zts881e	咳咳！！要逃離的出口已經倒塌了！
zts882e	我們已經被困住了！
zts883e	沿著這個地下道走，應該可以找到出口的！快走吧！
zts884e	唉…我已經累了… 我要，放棄了…
zts885e	這裡就是出口了！快提起精神啊！
zts886e	時空 故事16
zts887e	充滿怨恨的恐怖大地.
zts888e	魔物們的地盤… 或許這裡就是地獄.
zts889e	海魯丹的軍事們！！來我這邊吧！！
zts890e	可以逃出的通路已開啟！！
zts891e	破碎的封印… 利用此通路，有好多魔界的軍事湧過來
zts892e	要趕快關閉封印！
zts893e	是誰在破壞我的好事啊！
zts894e	時空 故事17
zts895e	感覺不到魔物的痕跡
zts896e	好像被誰整理得很乾淨
zts897e	難道是灰色的騎士麥克嗎?
zts898e	我還以為是誰呢~原來是呆呆的冒險家啊！
zts899e	好吧！第一次我原諒你！
zts900e	不要再出現在我的狩獵場了！
zts901e	你無視我的警告嗎！
zts902e	我太小看你了！你等著瞧吧！！
zts903e	我絕對不會原諒你的！
zts904e	我絕對不會忘記今天的事情！
zts905e	喂！我並不想跟你打架！
zts906e	真是太傲慢了… 我總有一天會讓你後悔的！
zts907e	時空 故事18
zts908e	沒有表情的近衛隊隊員… 感覺不會這麼容易的放過我
zts909e	有一件很明確的事情！這裡一定隱藏著秘密！
zts910e	近衛隊1 ： 請不要隨便進入此地！
zts911e	近衛隊2 ： 請不要隨便進入此地！
zts912e	近衛隊3 ： 請不要隨便進入此地！
zts913e	近衛隊1 ： 你無視我們的警告嗎！
zts914e	近衛隊2 ： 不能經過此地！！
zts915e	後退後封鎖出口的羅布格近衛隊… 沒辦法了，走其他地方吧！
zts916e	充滿著惡臭的扭曲空間…
zts917e	有種非常… 危險！！
zts918e	請不要再干涉了！！
zts919e	請不要在這裡逗留了！
zts920e	凱， 麥克！！！
zts921e	我並不想把你這種傢伙埋在這裡
zts922e	我是戰士！我會用正當的方式讓你屈服於我的，你趕快逃吧！
zts923e	此路不通，沒有出路了！
zts924e	哈，過來吧！
zts925e	麥克說話後，秘密通道也被打開了！！
zts926e	時空 故事19
zts927e	又是你這個傢伙啊！我現在沒空理你了，下次再見吧！
zts928e	這裡敵人太多了，沒時間跟你玩耍！
zts929e	我協助你！
zts930e	那是我的侮辱，快給我消失吧！
zts931e	你看你的樣子吧，快起來！
zts932e	麥克從身上掏出藥… 意識漸漸清晰… 終於活過來了嗎…
zts933e	你已經欠我兩次命了.我不會嘲笑你的，放心吧！
zts934e	你是一個很勇敢的戰士，我又是一個尊重勇敢的戰士.
zts935e	小心吧.你的最後會由我來收拾
zts936e	時空 故事20
zts937e	請救救我們吧！！
zts938e	誰，誰啊?
zts939e	我們在地下室裡…戰鬥的時候，被惡魔抓到這裡來的
zts940e	惡…惡魔嗎?
zts941e	對，是惡魔沒錯，他們在控制這附近的魔物！
zts942e	惡魔到底為什麼…?
zts943e	詳細的等我出去再說吧！先救我們出去好嗎?
zts944e	我要怎麼辦才好呢?
zts945e	好像有一些拉桿.開啟那些拉桿之後，門就會打開了！
zts946e	好的，請等一下喔！！
zts947e	要小心一點喔，這裡有好多魔物出沒
zts948e	房間中央有一個拉桿，是機關的一部分嗎?
zts949e	所有的機關都開啟了，回到原來的房間看看吧！
zts950e	謝謝你！ 終於得救了！
zts951e	呼~得救了！！
zts952e	其他魔物逆襲之前，要快點離開這裡！
zts953e	到底在怕什麼呢?
zts954e	你應該知道現在雅斯般全地區，有很多的時空裂縫吧? 那背後就是有很多惡魔在作祟，但是我也不是很清楚明確的理由…
zts955e	什麼?
zts956e	我聽到惡魔們的對話… 還有… 礦山狼人族們的罷工…好像也跟惡魔們有關呢！
zts957e	怎麼可能！！倒底是為了什麼呢? 到底什麼事情讓與雅斯般完全無關的種族都來到這裡呢…，真是亂七八糟啊……
zts958e	可惜，我知道的也只有這些了，快點走吧！！我們所有的人合力也無法贏過惡魔的！
zts959e	時空 故事21
zts960e	辛苦你來到這裡了，終於可以解決我們的深仇大恨了
zts961e	我會在時空的最後一個房間等你的！！等一下再見了！
zts962e	來~ 接我的劍吧！！
zts963e	我輸了，把我殺了吧！
zts964e	喂！ 你為什麼不想一下，我們也可以成為朋友呢?
zts965e	……
zts966e	我們根本沒有任何理由打架啊！
zts967e	你是一個很偉大的戰士，而我只是想跟你鬥技，理由只是這樣，快把我殺了吧！
zts968e	……不要
zts969e	我這一生都會怨恨你的
zts970e	偉大的戰士慢慢的離開了，到底什麼是對的選擇呢?
zts971e	時空 故事22
zts972e	消滅所有的狼人族！！
zts973e	我們絕對不會輸的！
zts974e	廢話少說！ 接我的劍吧！！！
zts975e	卡-艾彌爾快要回來了！ 我們絕對不會輸的，卡-艾彌爾絕對不會輸的！！
zts976e	近衛隊長 ：此地區的所有狼人族已經消滅了，大家辛苦了！ 把我們的勝利獻給羅布格卿！！
zts977e	近衛隊同聲 ： 把我們的勝利獻給羅布格卿！！
zts978e	近衛隊長 ： 好了，大家撤退吧！
zts979e	喪失尊嚴了嗎? 這根本狗屁不通！！
zts980e	所有的都是羅布格卿的意願，我們是羅布格卿的右手，如果他的想法是如此，我們的想法一定跟他是相同的！
zts981e	但是，那也不能把惡魔帶到這裡來啊！
zts982e	難道還不明白惡魔嗎? 他們是極惡的、搞破壞的、毀滅世界的存在！！！ 那就是惡魔啊！！
zts983e	絕對不能讓那些危險的傢伙踏入雅斯般裡！！！
zts984e	近衛隊 ： 呵呵…太傻了，惡魔一直都跟我們一起共同存活在這個世界上…
zts985e	不管他們是不是破滅之神，我們只是借用他們的力量而已…
zts986e	狼人族的勢力絕不能小看，光靠我們的力量是不夠的！！ 不要想太多了，小朋友…
zts987e	我們近衛隊的法則只有一個！！ 就是跟隨羅布格卿的毅力！！ 只要是他的旨意，我們不可以不低頭…
zts988e	不低頭…?
zts989e	就是背叛！！
zts990e	我身為一個羅布格近衛隊之前，也是一名戰士！！ 所以我無法丟掉我的良心！
zts991e	攻擊背叛者！！
zts992e	呃啊！
zts993e	你還好吧??
zts994e	為什麼要幫我?
zts995e	因為我相信我們是朋友
zts996e	……我們不是朋友，我不喜歡你.
zts997e	呵呵，我知道！
zts998e	但是在我敗給你的時候，你已經殺了我身為戰士的自尊心了… 現在只剩下一個軀殼… 我連向你報仇的資格都沒有！ 這個軀殼… 給你吧！ 我已經屬於你的了！！
zts999e	這是什麼話??
zts1000e	我想成為你的右手！ 我要用剩下來的生命貢獻於你！
zts1001e	時空 故事24
zts1002e	戰鬥還在進行中，依蘭特保衛隊跟卡-艾彌爾的軍隊也都在戰鬥！！
zts1003e	戰爭要開始了！攻擊啊！！
zts1004e	毀滅敵人吧！！
zts1005e	後退啊！！
zts1006e	敵人後退了！衝啊！！
zts1007e	啊…
zts1008e	喂，醒一醒啊！！
zts1009e	啊啊啊啊…
zts1010e	要趕快離開這裡，這裡太危險了！
zts1011e	近衛隊長 ： 現在開始攻擊狼人族！衝啊！！
zts1012e	近衛隊們 ： 哇啊啊啊！！！
zts1013e	近衛隊長 ： 戰敗的士兵閃開！不要檔路！！
zts1014e	保衛隊1 ： 惡魔怎麼了? ?
zts1015e	保衛隊2 ： 難道羅布格那個老頭子，雇用惡魔了嗎?
zts1016e	保衛隊 1： 這像話嗎? 為了消滅幾隻狼人族而已，就找那些惡魔！！
zts1017e	惡魔的出現… 狼人族們的叛亂… 雅斯般面臨使上最混亂的時期，惡魔出現的理由是什麼呢? 狼人族們的抵抗只是因為不當的待遇嗎? 到底誰對誰錯?
zts1018e	時空 故事25
zts1019e	空空的地區，沒有任何人，也沒有風，絕、對、安、靜，這麼安靜的地方，我卻感到會發生事情…
zts1020e	你們被包圍了！
zts1021e	時空 故事26
zts1022e	近衛隊長 ： 在我們把那些巴特傢伙殺光光之前，絕對不會離開這裡的！
zts1023e	近衛隊們 ： 羅布格 萬歲！萬萬歲！！
zts1024e	巴特 ： 可笑！！！
zts1025e	消滅所有的殘黨！！ 抓住他們！！
zts1026e	哈哈！掉進我的陷阱了吧！巴特的兄弟們！！讓那些膽小的傢伙嘗試一下恐怖的滋味吧！！攻擊！！
zts1027e	啊！！上當了！！退！！ 後退！！
zts1028e	大家停！！~把刀放下！！
zts1029e	閃開！
zts1030e	喂！ 我們羅布格近衛隊跟你們這些惡魔不是同盟關係嗎? 出現在我的面前，就要幫我們攻擊野蠻族啊！
zts1031e	我們偉大的惡魔族沒有任何朋友！！
