zts1e	最棒的服務
zts9504e	當你於角鬥場取得勝利時將消耗1個[n]來換取獎章，額外經驗值與金幣。[n][注意事項][n]必須放於物品欄之內。[n]取得勝利時，道具會被消耗。[n]
zts9505e	超級角鬥場的門票 x 20
zts9506e	超級角鬥場氣勢 x 20
zts9507e	八週年記念勳章
zts9508e	使用時，15天內將會賦予以下功能。[n][主要效果][n]經驗值獲得量增加10%[n][n][附加效果][n]寵物與夥伴的經驗值獲得量上升10%[n]攻擊力與防禦力增加10%[n][n][注意事項][n]無法放入倉庫的道具[n]
zts9510e	渴望工作的九尾狐女，帶她上班吧～
zts9511e	可愛九尾家族萬變箱
zts9512e	可愛九尾家族萬變箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]可愛九尾女助手卡片[n]可愛九尾狐卡片[n]魔法掃把寶箱[n]南瓜夢古EX[n]魔化機械之翼[n]哈囉喂積高帽子(永久)[n]迷幻南瓜帽子(永久)[n]哈囉喂變身護符[n]魔法神燈[n]同伴S卡重置卷II[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts9513e	傳說中的剛煌龍秘寶，一起來發掘吧～
zts9514e	剛煌龍之黃金翼秘寶
zts9515e	剛煌龍之黃金翼秘寶[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]剛煌龍之黃金翼[n]烈焰燃燒之翼[n]烈焰冰霜之翼[n]赤丸晶球[n]魔法掃把寶箱[n]藍色魔法吉普車禮盒[n]大精靈之蛋[n]夢古寶石箱[n]百變特殊卡盒[n]靈魂復活石[n]S卡重置藥水[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]等級固定解除護符[n]希魯安的泉水[n]天使翅膀[n]
zts9533e	寶箱內藏著珍貴的精靈
zts9534e	氣泡精靈願望寶箱
zts9535e	氣泡精靈願望寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]氣泡精靈變身卡[n]熾天使之翼[n]墜惡暗之翼[n]維京勇士晶球[n]弧形滑板禮盒[n]黑色魔法吉普車禮盒[n]大精靈之蛋[n]夢古寶石箱[n]百變特殊卡盒[n]靈魂復活石[n]S卡重置藥水[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]等級固定解除護符[n]希魯安的泉水[n]天使翅膀[n]
zts9546e	海盜王丹尼爾變身卡
zts9547e	冰公主艾麗莎變身卡
zts9548e	蘊藏海盜王丹尼爾寶物的藏寶箱
zts9549e	海盜王丹尼爾寶箱
zts9550e	海盜王丹尼爾寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]海盜王丹尼爾變身卡[n]百年虎王卡[n]小可愛老虎外套 (永久)[n]小可愛老虎頭飾 (永久)[n]紫色魔法吉普車禮盒[n]滑雪板禮盒[n]飄逸之雪箱子[n]紅鼻子夢古晶球[n]聖誕夢古晶球[n]聖誕夢古扮裝(永久)[n]魔法神燈[n]同伴S卡重置卷II[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts9551e	冰公主艾麗莎的冰雪寶箱
zts9552e	冰公主艾麗莎寶箱
zts9553e	冰公主艾麗莎寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]冰公主艾麗莎變身卡[n]百年虎王卡[n]毛毛絨白虎外套 (永久)[n]毛毛絨白虎頭套 (永久)[n]紅色魔法吉普車禮盒[n]滑雪板禮盒[n]弧形滑板禮盒[n]冰晶夜鷹晶球[n]聖誕夢古EX晶球[n]聖誕夢古的帽子(永久)[n]魔法神燈[n]同伴S卡重置卷II[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts9573e	猴年春節禮盒
zts9574e	猴年春節禮盒
zts9575e	猴年春節禮盒[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]魔法飛龍箱子[n][神聖]獨角幻獸箱子[n]大天使路西斐爾變身卡[n]剛煌龍之黃金翼[n]冰晶夜鷹晶球[n]福鼠娘娘晶球[n]三本尾巴套裝(永久)[n]大精靈之蛋[n]艾卡凱姆[n]勒特爾[n]帝蒙爾[n]尤米妮克[n]新年利是[n]同伴S卡重置卷II[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]
zts9576e	可愛又迷人的反派寶箱
zts9577e	可愛又迷人的反派寶箱
zts9578e	可愛又迷人的反派寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]盜賊兵團N帽子(永久)[n]盜賊兵團N戰鬥服(永久)[n]盜賊兵團N帽子(30日)[n]盜賊兵團N戰鬥服(30日)[n]粉紅色韓國禮服(永久)[n]杜鵑韓服(永久)[n]韓國公子帽(永久)[n]韓國傳統帽(永久)[n]魔法毯子寶箱[n]魔法輕型車寶箱[n]黃色魔法吉普車禮盒[n]靈魂復活石[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]希魯安的泉水[n]
zts9599e	控偶師凱妮寶箱
zts9600e	控偶師凱妮寶箱
zts9601e	控偶師凱妮寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]控偶師凱妮變身卡[n]貓咪劍統士晶球[n][愛心]獨角幻獸箱子[n]大精靈之蛋[n]男生美國短毛貓帽子(永久)[n]男生美國短毛貓衣服(永久)[n]女生泰式貓帽子(永久)[n]女生泰式貓衣服(永久)[n]同伴卡片盒[n]靈魂復活石[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts9606e	小丑米米的魔法箱
zts9607e	小丑米米的魔法箱
zts9608e	小丑米米的魔法箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]小丑米米變身卡[n]青‧兵衛變身卡[n]魔法開篷車寶箱[n]黃色魔法吉普車禮盒[n]仙狐晶球[n]神聖天使蛋[n]超級吱喳雞蛋[n]蹦蹦復活兔套裝(永久)[n]跳跳復活兔套裝(永久)[n]復活節標牌[n]魔法神燈[n]同伴S卡重置卷II[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts9609e	帥氣的獅子寶箱
zts9610e	帥氣的獅子寶箱
zts9611e	帥氣的獅子寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]啡色燙髮獅子帽子(永久)[n]黃金獅子帽子(永久)[n]啡色燙髮獅子衣服(永久)[n]黃金獅子衣服(永久)[n]夢古半藏晶球[n]魔法毯子寶箱[n]大精靈之蛋[n]可愛夢古衣服(永久)[n]可愛夢古帽子(永久)[n]同伴卡片盒[n]靈魂復活石[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts9617e	所有攻擊力增加5%.[n]MP上限增加 200.[n]只有劍士, 弓手, 咒術師可裝備.[n]女性專用.[n]首次裝備時開始計算裝備時間.[n]裝備後不能交易.[n]
zts9621e	大福神的覺醒
zts9623e	佩拉諾的詛咒護符
zts9624e	樹妖 勞拉！！
zts9625e	萌萌樹娘的寶箱
zts9626e	萌萌樹娘的寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]樹妖 勞拉變身卡[n]大天使路西斐爾變身卡[n]西部牛仔晶球[n]魔法輕型車寶箱[n]大精靈之蛋[n]狐耳朵帽子(永久)[n]三本尾巴娃娃裝(永久)[n]特殊卡片盒[n]同伴S卡重置卷II[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts9636e	細細粒公主寶箱
zts9637e	細細粒公主寶箱
zts9638e	細細粒公主寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]細細粒公主 金星變身卡[n]白女巫雷娜卡片[n]魔法筋斗雲寶箱[n]黑色魔法吉普車禮盒[n]百變特殊卡盒[n]熾天使之翼[n]墜惡暗之翼[n]魔法神燈[n]靈魂復活石[n]同伴卡片盒[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts9641e	童話寶箱
zts9642e	童話寶箱
zts9643e	童話寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]胡桃夾子羽毛帽(永久)[n]胡桃夾子衛衣(永久)[n]胡桃夾子羽毛帽(30天)[n]胡桃夾子衛衣(30天)[n]夢古半藏晶球[n]魔法毯子寶箱[n]大精靈之蛋[n]可愛夢古衣服(永久)[n]可愛夢古帽子(永久)[n]百變特殊卡盒[n]S卡重置藥水[n]佩拉諾的詛咒護符[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts9658e	可愛又迷人的反派寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]盜賊兵團N帽子(永久)[n]盜賊兵團N戰鬥服(永久)[n]盜賊兵團N帽子(30日)[n]盜賊兵團N戰鬥服(30日)[n]粉紅色韓國禮服(永久)[n]杜鵑韓服(永久)[n]韓國公子帽(永久)[n]韓國傳統帽(永久)[n]魔法毯子寶箱[n]魔法輕型車寶箱[n]黃色魔法吉普車禮盒[n]靈魂復活石[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]希魯安的泉水[n]
zts9659e	帥氣的獅子寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]啡色燙髮獅子帽子(永久)[n]黃金獅子帽子(永久)[n]啡色燙髮獅子衣服(永久)[n]黃金獅子衣服(永久)[n]夢古半藏晶球[n]魔法毯子寶箱[n]大精靈之蛋[n]可愛夢古衣服(永久)[n]可愛夢古帽子(永久)[n]同伴卡片盒[n]靈魂復活石[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts9660e	細細粒公主寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]細細粒公主 金星變身卡[n]白女巫雷娜卡片[n]魔法筋斗雲寶箱[n]黑色魔法吉普車禮盒[n]百變特殊卡盒[n]熾天使之翼[n]墜惡暗之翼[n]魔法神燈[n]靈魂復活石[n]同伴卡片盒[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts9662e	魅惑惡魔的寶箱
zts9663e	魅惑惡魔的寶箱
zts9664e	魅惑惡魔的寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]魅惑的妖精之翼[n]惡魔監督者阿蒙變身卡[n]魔法滾軸滑板箱[n]紫色魔法吉普車禮盒[n]百變特殊卡盒[n]烈焰燃燒之翼[n]烈焰冰霜之翼[n]同伴卡片盒[n]S卡重置藥水[n]大福神的覺醒[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts9671e	爽一夏寶箱
zts9672e	爽一夏寶箱
zts9673e	爽一夏寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]龍王管家烏龜鮑爾晶球[n]夏日休閒沙灘帽[n]夏日清涼沙灘裝[n]夏日休閒沙灘帽(30天)[n]夏日清涼沙灘裝(30天)[n]艦長夢古晶球[n]美少女海賊寶珠[n]魔盜王 夢古(水) 晶球[n]魔盜王 夢古(火) 晶球[n]魔盜王 夢古(光) 晶球[n]魔盜王 夢古(黑暗) 晶球[n]同伴S卡重置卷II[n]大福神的覺醒[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts9674e	仲夏變身派對寶箱(二)
zts9675e	仲夏變身派對寶箱(二)
zts9676e	仲夏變身派對寶箱(二)[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]小丑 米米 變身卡[n]控偶師 凱妮 變身卡[n]冰公主艾麗莎變身卡[n]海盜王丹尼爾變身卡[n]氣泡精靈變身卡[n]可愛九尾女助手卡片[n]流亡者瓦芙變身卡[n]魔法UFO禮盒[n]藍色魔法吉普車禮盒[n]水漾夢古帽子(永久)[n]水漾夢古衣服(永久)[n]同伴卡片盒[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts9708e	你已經被拘捕！
zts9709e	夢之特警寶箱
zts9710e	夢之特警寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]夢之特警帽(永久)[n]夢之特警服(永久)[n]夢之特警帽(30天)[n]夢之特警服(30天)[n]泰拳夢古晶球[n]魔法UFO禮盒[n]大精靈之蛋[n]狐耳朵帽子(永久)[n]三本尾巴娃娃裝(永久)[n]百變特殊卡盒[n]S卡重置藥水[n]佩拉諾的詛咒護符[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts9711e	潮人潮物！
zts9712e	七夕潮人禮盒
zts9713e	七夕潮人禮盒[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]型仔捧球棍[n]法輪複合弓[n]啪啪網球拍[n]【迷人粉紅】舞會套裝 (永久)[n]【可愛鮮黃】舞會套裝 (永久)[n]【高貴澄藍】舞會套裝 (永久)[n]【深棕色】名偵探套裝 (永久)[n]【酒紅色】名偵探套裝 (永久)[n]【芥綠色】名偵探套裝 (永久)[n]同伴卡片盒[n]同伴S卡重置卷II[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts10023e	為你的愛人用心烹調美食吧！
zts10024e	愛情料理箱
zts10025e	愛情料理箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n][神聖]獨角幻獸箱子[n]愛情料理帽(永久)[n]愛情料理服(永久)[n]愛情料理帽(30天)[n]愛情料理服(30天)[n]水漾男孩水手服(永久)[n]水漾女孩水手服(永久)[n]水漾男孩水兵帽(永久)[n]水漾女孩貝蕾帽(永久)[n]同伴卡片盒[n]同伴S卡重置卷II[n]佩拉諾的詛咒護符[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts10026e	細味古代兵器的古典韻味吧！
zts10027e	兵器庫的寶藏
zts10028e	兵器庫的寶藏[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n][神聖]獨角幻獸箱子[n]狼‧牙棒(永久)[n]繡‧花弓(永久)[n]東‧鐵扇(永久)[n]狼‧牙棒(30天)[n]繡‧花弓(30天)[n]東‧鐵扇(30天)[n]流亡者瓦芙變身卡[n]印弟安夢古晶球[n]綠色魔法吉普車禮盒[n]百變特殊卡盒[n]大福神的覺醒[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts10035e	九週年記念勳章
zts10043e	服飾轉換卷
zts10054e	更多元化的改變
zts10055e	你可以改變服飾的外觀。[n]你需要準備「基礎服飾」以及「素材服飾」用作改變外觀。[n][注意事項][n]1. 只適用於永久外觀服飾。[n]2. 只適用於綁定裝備。[n]3. 改變後，「素材服飾」會消失。[n]4. 你可以使用[服飾轉換卷]來重置外觀。[n]5. 「素材服飾」的能力效果不會套用或增加到「基礎服飾」。[n]
zts10056e	奧丁的後裔
zts10057e	古北歐傳奇箱
zts10058e	古北歐傳奇箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]中古維京盔(永久)[n]中古維京鎧(永久)[n]中古維京盔(30天)[n]中古維京鎧(30天)[n]剛煌龍之黃金翼[n]可愛九尾女助手卡片[n]可愛九尾狐卡片[n]赤丸晶球[n]魔法掃把寶箱[n]南瓜夢古EX[n]哈囉喂積高帽子(永久)[n]迷幻南瓜帽子(永久)[n]哈囉喂變身護符[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts10069e	拉格納羅洛之鍵
zts10070e	芙蕾雅之鍵
zts10071e	與新的同伴結盟吧！
zts10072e	北歐神炎之戰爭寶箱
zts10073e	北歐神炎之戰爭寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]芙蕾雅之鍵[n]拉格納羅洛之鍵[n]維京勇士晶球[n]氣泡精靈變身卡[n]熾天使之翼[n]墜惡暗之翼[n]弧形滑板禮盒[n]黑色魔法吉普車禮盒[n]大精靈之蛋[n]夢古寶石箱[n]大福神的覺醒[n]佩拉諾的詛咒護符[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts10083e	維京法師妮恩之鍵
zts10084e	維京法師與冰公主寶箱
zts10085e	維京法師與冰公主寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]維京法師 妮恩[n]冰公主艾麗莎變身卡[n]百年虎王卡[n]毛毛絨白虎外套 (永久)[n]毛毛絨白虎頭套 (永久)[n]滑雪板禮盒[n]弧形滑板禮盒[n]冰晶夜鷹晶球[n]聖誕夢古EX晶球[n]聖誕夢古的帽子(永久)[n]大福神的覺醒[n]同伴S卡重置卷II[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts10086e	維京法師與海盜王寶箱
zts10087e	維京法師與海盜王寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]維京法師 妮恩[n]海盜王丹尼爾變身卡[n]百年虎王卡[n]小可愛老虎外套 (永久)[n]小可愛老虎頭飾 (永久)[n]滑雪板禮盒[n]飄逸之雪箱子[n]紅鼻子夢古晶球[n]聖誕夢古晶球[n]聖誕夢古扮裝(永久)[n]佩拉諾的詛咒護符[n]同伴S卡重置卷II[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts10109e	含有古代遺物的寶箱
zts10110e	蒸汽龐克文明寶箱
zts10111e	蒸汽龐克文明寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]62式蒸汽大劍[n]SO-21動力弓[n]68式蒸汽魔杖[n]盜賊兵團N帽子(永久)[n]盜賊兵團N戰鬥服(永久)[n]韓國傳統帽(永久)[n]粉紅色韓國禮服(永久)[n]韓國公子帽(永久)[n]杜鵑韓服(永久)[n]魔法毯子寶箱[n]魔法輕型車寶箱[n]黃色魔法吉普車禮盒[n]靈魂復活石[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]
zts10112e	Happy New Year！！！
zts10113e	雞年春節禮盒
zts10114e	雞年春節禮盒[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]冥煌龍之黑鋼翼[n]剛煌龍之黃金翼[n]魔法飛龍箱子[n][神聖]獨角幻獸箱子[n]大天使路西斐爾變身卡[n]細細粒公主 金星變身卡[n]冰晶夜鷹晶球[n]福鼠娘娘晶球[n]夏日休閒沙灘帽(永久)[n]夏日清涼沙灘裝(永久)[n]三本尾巴套裝(永久)[n]大精靈之蛋[n]新年利是[n]同伴S卡重置卷II[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]
zts10121e	獲得同伴存放欄擴充球，收集更多的同伴吧！
zts10122e	維京同伴集結寶箱
zts10123e	維京同伴集結寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]同伴存放欄擴充球[n]芙蕾雅之鍵[n]拉格納羅洛之鍵[n]維京法師妮恩之鍵[n]控偶師 凱妮 變身卡[n]貓咪劍統士晶球[n][愛心]獨角幻獸箱子[n]男生美國短毛貓帽子(永久)[n]男生美國短毛貓衣服(永久)[n]女生泰式貓帽子(永久)[n]女生泰式貓衣服(永久)[n]紅色魔法吉普車禮盒[n]同伴卡片盒[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts10127e	哥特騎士 每一位都英勇善戰
zts10128e	哥特騎士寶箱
zts10129e	哥特騎士寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]哥特騎士 珍妮花之鍵[n]小丑 米米 變身卡[n]青‧兵衛變身卡[n]魔法開篷車寶箱[n]黃色魔法吉普車禮盒[n]仙狐晶球[n]神聖天使蛋[n]超級吱喳雞蛋[n]蹦蹦復活兔套裝(永久)[n]跳跳復活兔套裝(永久)[n]魔法神燈[n]同伴存放欄擴充球[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts10130e	哥特騎士 珍妮花之鍵
zts10143e	珍貴寶箱限時特賣，錯過可惜！
zts10144e	傳奇遠征團寶箱
zts10145e	傳奇遠征團寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]龍之翼裝飾[n]女神愛羅尼亞的手工魔角[n]雷娜喜歡戴的女巫帽[n]樹妖 勞拉變身卡[n]大天使路西斐爾變身卡[n]魔法輕型車寶箱[n]大精靈之蛋[n]狐耳朵帽子(永久)[n]三本尾巴娃娃裝(永久)[n]特殊卡片盒[n]同伴S卡重置卷II[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts10146e	佩拉諾的精靈寶箱
zts10147e	佩拉諾的精靈寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]佩拉諾的祝福護符[n]吉隆崎之蛋[n]愛羅尼亞之蛋[n]黃昏的精華[n]哈托斯的精華[n]大精靈之蛋[n]艾卡凱姆[n]勒特爾[n]帝蒙爾[n]尤米妮克[n]佩拉諾的詛咒護符[n]大福神的覺醒[n]特殊卡片盒[n]同伴S卡重置卷II[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]
zts10159e	奇怪的同伴食糧
zts10160e	向神話級裝備邁進吧！
zts10161e	裝備後，衝裝備(衝稀有)的成功機率會提升10%。[n]即使失敗，裝備也會受到保護。[n]可用於武器以及服飾。[n]可使用三次。[n][注意事項][n]只能用於覺醒裝備。[n]此道具會重新分配魔性盾附加屬性。[n]隨機改變稀有等級1至8[n]
zts10162e	去流浪，去到盡！
zts10163e	瀟灑流浪者寶箱
zts10164e	瀟灑流浪者寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]流浪者頭巾[n]流浪者之服[n]大天使路西斐爾變身卡[n]高階火精靈[n]高階光精靈[n]青澀兔小芒變身卡[n]惡魔監督者[n]魔法滑浪風帆箱子[n]紅色魔法吉普車禮盒[n]同伴卡片盒[n]靈魂復活石[n]佩拉諾的詛咒護符[n]大福神的覺醒[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]
zts10165e	唔跳得，都睇得！
zts10166e	專業舞者寶箱
zts10167e	專業舞者寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]舞者頭飾[n]時尚舞衣[n]大天使路西斐爾變身卡[n]高階水精靈[n]高階黑暗精靈[n]青澀兔小芒變身卡[n]白女巫雷娜卡片[n]魔法滑浪風帆箱子[n]紅色魔法吉普車禮盒[n]同伴卡片盒[n]靈魂復活石[n]佩拉諾的詛咒護符[n]大福神的覺醒[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]神韻香水[n]創世女神的祝福[n]守護天使之祝福[n]
zts10180e	腐化的魔法骨龍寶箱
zts10181e	腐化的魔法骨龍寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]腐化的魔法骨龍箱子[n]龍王管家烏龜鮑爾晶球[n]夏日休閒沙灘帽(永久)[n]夏日清涼沙灘裝(永久)[n]艦長夢古晶球[n]美少女海賊寶珠[n]魔盜王 夢古(水) 晶球[n]魔盜王 夢古(火) 晶球[n]魔盜王 夢古(光) 晶球[n]魔盜王 夢古(黑暗) 晶球[n]同伴S卡重置卷II[n]佩拉諾的詛咒護符[n]大福神的覺醒[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts10182e	失控的尤柏蘭寶箱
zts10183e	失控的尤柏蘭寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]尤柏蘭之鍵[n]芙蕾雅之鍵[n]小丑 米米 變身卡[n]控偶師 凱妮 變身卡[n]冰公主艾麗莎變身卡[n]海盜王丹尼爾變身卡[n]氣泡精靈變身卡[n]魔法UFO禮盒[n]藍色魔法吉普車禮盒[n]水漾夢古帽子(永久)[n]水漾夢古衣服(永久)[n]同伴卡片盒[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts10184e	被施咒的羅洛寶箱
zts10185e	被施咒的羅洛寶箱[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]骷髏戰士羅洛變身卡[n]拉格納羅洛之鍵[n]青澀兔小芒變身卡[n]惡魔監督者[n]白女巫雷娜卡片[n]大天使路西斐爾變身卡[n]流亡者瓦芙變身卡[n]魔法滑浪風帆箱子[n]紅色魔法吉普車禮盒[n]狐耳朵帽子(永久)[n]三本尾巴娃娃裝(永久)[n]同伴卡片盒[n]大福神的守護[n]防爆護符[n]高等卡片防爆護符[n]低等卡片防爆護符[n]創世女神的祝福[n]守護天使之祝福[n]天使翅膀[n]
zts10186e	向神話級裝備邁進吧！
zts10187e	裝備後，衝裝備(衝稀有)的成功機率會提升10%。[n]即使失敗，裝備也會受到保護。[n]可用於武器以及服飾。[n]可使用三次。[n][注意事項][n]只能用於覺醒裝備。[n]此道具會保留魔性盾的附加屬性。[n]隨機改變稀有等級1至8[n]
zts10192e	尤柏蘭之鍵
zts10198e	打開寶箱獲得珍貴物品吧！
zts10199e	騎士夢古貓寶箱
