zts1e	Training for Rookie Adventurers
zts2309e	Alibi (2)
zts2310e	Explore this location.
zts2311e	Alibi (3)
zts2312e	Deceiver
zts2313e	The Second Task
zts2314e	Successfully complete the Sheep Farm raid.
zts2315e	Function Test
zts2316e	Successfully complete the Dodge Meteor raid.
zts2317e	Teamwork Test
zts2318e	Successfully complete the Bushi King Defence raid.
zts2319e	Earn the Goths' respect.
zts2320e	Meet with the Goth elder.
zts2321e	Speak with the Goth elder.
zts2322e	Conviction
zts2323e	Conspiracy
zts2324e	Yertirand's Missing
zts2325e	Go to this location.
zts2326e	Yertirand's Missing (2)
zts2327e	Yertirand's Missing (3)
zts2328e	A Source of Information
zts2329e	Talk to Jennifer.
zts2330e	A Source of Information (2)
zts2331e	Travel to Tart Hapendam.
zts2332e	Find the Guard
zts2333e	Talk to the guard.
zts2334e	Find the Guard (2)
zts2335e	Travel to Desert Eagle City.
zts2336e	Merchant
zts2337e	Talk to the Merchant.
zts2338e	Merchant (2)
zts2339e	Merchant (3)
zts2340e	Bring the Merchant an Ice Flower.
zts2341e	Merchant (4)
zts2342e	Bring the Merchant 200,000 Gold.
zts2343e	Backstreet Alchemist
zts2344e	Talk to the Backstreet Alchemist.
zts2345e	Backstreet Alchemist (2)
zts2346e	Backstreet Alchemist (3)
zts2347e	Bring the Backstreet Alchemist what she needs.
zts2348e	Backstreet Alchemist (4)
zts2349e	Wandering Alchemist
zts2350e	Talk to the Wandering Alchemist.
zts2351e	Wandering Alchemist (2)
zts2352e	Wandering Alchemist (3)
zts2353e	Wandering Alchemist (4)
zts2354e	Bring the Wandering Alchemist some coins.
zts2355e	Wandering Alchemist (5)
zts2356e	Great Goth Elder
zts2357e	Great Goth Elder (2)
zts2358e	Great Goth Elder (3)
zts2359e	Great Goth Elder (4)
zts2360e	Malcolm Mix
zts2361e	Bring the materials to Malcolm Mix.
zts2362e	All Set
zts2363e	Bring the Great Goth Elder the Shining Parchment Scroll.
zts2364e	To the Forgotten Tower
zts2365e	To the Forgotten Tower (2)
zts2366e	Defeat Yertirand.
zts2367e	To the Forgotten Tower (3)
zts2368e	To the Forgotten Tower (4)
zts2369e	Evil's Demise
zts2370e	Defeat the Twisted Yertirand.
zts2371e	Journey's End
zts2372e	The Start of Reconciliation
zts2373e	To Valhalla
zts2374e	Talk to Barni's Soul.
zts2375e	The Path to the Lost Catacombs
zts2376e	Bring Professor Macavity 2,000,000 Gold.
zts2377e	Mastering Martial Arts
zts2378e	Visit the Lopello Library
zts2379e	Learn Martial Arts
zts2380e	Talk to Head Storeman Jerico.
zts2381e	Martial Artist Basic Training
zts2382e	Learn the patience of a Martial Artist.
zts2383e	Proper Training!
zts2384e	Learn the advanced skill.
zts2385e	The Forgotten Masters
zts2386e	Investigate the Forgotten Masters.
zts2387e	Visit the Misty Forest below Stone Cliff.
zts2388e	Go to the Cave of Memory
zts2389e	The Masters' Memories
zts2390e	New Information
zts2391e	Go to the Lopello Library.
zts2392e	Talk to Tei Ken.
zts2393e	Mark of the Old Masters
zts2394e	The Second Master
zts2395e	Find the second master.
zts2396e	Find out where Mystic Arts is hiding.
zts2397e	Mystical Temple
zts2398e	Draconic Fist vs Mystic Arts
zts2399e	Farewell, Mystic Arts!
zts2400e	Defeat the winter monsters.
zts2402e	Successfully complete the raid from Snowman Flake and the Suspicious Tiger raid 5 times.
zts2403e	Amora's Story
zts2404e	Go to Commander Ray Ramos at the Fernon Outpost.
zts2405e	Ray's Request
zts2406e	Report to Ray Ramos.
zts2407e	Talk to Amora.
zts2408e	Search for Officer Chris in the Time-Space Stone.
zts2409e	Gathering Ingredients for the Cake (Easter Event)
zts2410e	Bring Eva Energy 10 Cleansed Eggs.
zts2411e	Not Enough Ingredients! (Easter Event)
zts2412e	Bring Soraya Style 10 Cleansed Eggs.
zts2413e	Story of the March Hare (Easter Event)
zts2414e	Bring Slugg an Easter Cake Slice and listen to the March Hare's story.
zts2415e	A Special Energy
zts2416e	Learn more about the special energy.
zts2417e	Find Master Wolf
zts2418e	Meeting Master Wolf
zts2419e	Fighting the Old Red Wolf
zts2420e	Master Wolf's Last Words
zts2421e	Like You're Possessed
zts2422e	Receive the quest reward.
zts2423e	Talk to Carven.
zts2424e	The Search for the Demon Sanctuary
zts2425e	Find the Rosebud Witch in the second basement of the Shanera Dungeon and talk to her.
zts2426e	Find the Ugly Spearman.
zts2427e	Defeat the Ugly Spearman and receive Time Space Pieces (Demon Sanctuary).
zts2428e	Talk to Catlotte. You can find her in the Cat Room in the Fir Forest.
zts2429e	A New Hero Is Born
zts2430e	Talk to Catlotte.
zts2431e	Receive the Sparkling Gemstone.
zts2432e	Go to the next place and defeat the horrible Spearman.
zts2433e	Talk to Catlotte.
zts2434e	The Quest of the New Hero has been completed.
zts2435e	Use the Time-Space Stone to go to the Demon Sanctuary Time-Space.
9e	El nacimiento de los Slade de las sombras
zts2060e	Escucha lo que tiene para contar Quersena.
zts2061e	¡Una taza de cacao, por favor!
zts2062e	Llévale el cacao a Quersena.
zts2063e	Fernon y los Slade de las sombras
zts2064e	Una propuesta inesperada
zts2065e	Preparativos
zts2066e	Reúne los materiales.
zts2067e	Caligor
zts2068e	Necesito el Espíritu de Caligor.
zts2069e	Por un futuro mejor
zts2070e	Creado por otro demonio
zts2071e	Habla con Quersena.
zts2072e	Encuentra al Caballero de la cruz herido.
zts2073e	Time-space (diario)
zts2074e	Derrota a 5 enemigos en el Time-space.
zts2075e	Explora el Time-space (diario)
zts2076e	Derrota a 7 enemigos en el Time-space.
zts2077e	Soberano del Time-space (diario)
zts2078e	Derrota a 10 enemigos en el Time-space.
zts2079e	Explora el Time-space (1) (diario)
zts2080e	Reúne Fragmentos del Time-space para investigación.
zts2081e	Explora el Time-space (2) (diario)
zts2082e	Reúne Esencia del Time-space para investigación.
zts2083e	Explora el Time-space (3) (diario)
zts2084e	Reúne Esencia del Time-space para investigación.
zts2085e	Reúne material para medicina (diario).
zts2086e	Reúne material para medicina.
zts2087e	Estíptico (diario)
zts2088e	Reúne material para el Estíptico.
zts2089e	Objetivo de investigación (diario)
zts2090e	Reúne la Esencia de Fernon.
zts2091e	Bienes robados (diario)
zts2092e	Llévale a Lilith el Mithril puro.
zts2093e	La gema más dura (diario)
zts2094e	Llévale a Lilith el Adamantio.
zts2095e	Colección de gemas raras (diario)
zts2096e	Llévale el Ertel a Lilith.
zts2097e	Oración para los muertos (diario)
zts2098e	Reúne Oraciones.
zts2099e	Rememorad a los muertos (diario)
zts2100e	Reúne Rosarios.
zts2101e	Rastro de la patrulla (diario)
zts2102e	Reúne Testamentos manchados de sangre.
zts2103e	Bien preparado (diario)
zts2104e	Reúne Refrigerante.
zts2105e	¡Ey, tranquilízate un poco! (diario)
zts2106e	Histeria de la vieja solterona (diario)
zts2107e	Estallar (diario)
zts2108e	Reúne el Espíritu de Caligor.
zts2109e	Derrota de Kertos (diario)
zts2110e	Completa con éxito el raid de Kertos 1 vez.
zts2111e	Derrota de Valakus (diario)
zts2112e	Completa con éxito el raid de Valakus 1 vez.
zts2113e	Derrota de Grenigas (diario)
zts2114e	Completa con éxito el raid de Grenigas 1 vez.
zts2115e	Derrota de Lord Draco (diario)
zts2116e	Derrota de Glacerus (diario)
zts2117e	Completa con éxito el raid de Glacerus 1 vez.
zts2118e	Derrota de la Bruja Laurena (diario)
zts2119e	Completa con éxito el raid de la Bruja Laurena 1 vez.
zts2120e	Castiga el mal (diario)
zts2121e	Derrota a 5 enemigos en Glacernon.
zts2122e	Castiga a los hipócritas (diario)
zts2123e	Purificación (diario)
zts2124e	Purifica a los Caballeros de la cruz.
zts2125e	Salva al Caballero de la cruz.
zts2126e	Haz inofensivos a los Caballeros de la cruz manipulados.
zts2127e	Ir a Ancelloan (diario)
zts2128e	Destruye Caballeros de la cruz dementes.
zts2129e	¡Destruye a los Guardianes! (diario)
zts2130e	Destruye 5 Guardianes en Mystic Heaven.
zts2131e	¡Destruye a Rozhanik! (diario)
zts2132e	Destruye a Rozhanik 5 veces en Mystic Heaven.
zts2133e	¡Destruye a Ester! (diario)
zts2134e	Destruye Ester 5 veces en Mystic Heaven.
zts2135e	¡Destruye a Lazekiel!
zts2136e	Destruye a Lazekiel 5 veces en Mystic Heaven.
zts2137e	¡Destruye a Misticaron! (diario)
zts2138e	Destruye a Misticaron 5 veces en Mystic Heaven.
zts2139e	¡Elimina Zelotes! (diario)
zts2140e	Destruye 5 Zelotes en Mystic Heaven.
zts2141e	¡Destruye Lanceros espantosos! (diario)
zts2142e	Destruye 5 Lanceros espantosos en Hellord.
zts2143e	¡Destruye Talliones! (diario)
zts2144e	Destruye 5 Talliones en Hellord.
zts2145e	¡Destruye Rements! (diario)
zts2146e	Destruye 5 Rements en Hellord.
zts2147e	¡Destruye Ismattes! (diario)
zts2148e	Destruye 5 Ismattes en Hellord.
zts2149e	¡Destruye a Bacoom! (diario)
zts2150e	Destruye a Bacoom 5 veces en Hellord.
zts2151e	Completa el raid de Lord Draco 1 vez.
zts2152e	Un reencuentro inesperado
zts2153e	Habla con el Alma de Barni.
zts2154e	Motivo
zts2155e	Escucha la historia de Barni.
zts2156e	La mensajera de los dioses
zts2157e	Encuentra al Ángel vengador, la mensajera de los dioses.
zts2158e	La prueba del guerrero
zts2159e	Acaba con Lobos en el Monte Krem.
zts2160e	La prueba del guerrero (2)
zts2161e	Acaba con Barepardos iracundos en las cercanías del Templo de Fernon.
zts2162e	La prueba del guerrero (3)
zts2163e	Acaba con los enemigos más fuertes.
zts2164e	Reconocimiento
zts2165e	Habla con Frigg.
zts2166e	Aliados
zts2167e	Nueva reunión (2)
zts2168e	Habla con Ragnar.
zts2169e	Deudas de juego
zts2170e	Deudas de juego (2)
zts2171e	Haciendo de tripas corazón
zts2172e	Paga las deudas de juego de Ragnar.
zts2173e	¿Aliado o enemigo?
zts2174e	¡Listo!
zts2175e	Listos para la marcha
zts2176e	Recolecta Plumas de ángel.
zts2177e	Listos para la marcha (2)
zts2178e	Acaba con 3 enemigos en Glacernon.
zts2179e	Comienza el viaje
zts2180e	Negociaciones
zts2181e	Trabajo duro
zts2182e	Habla con Teodor Topp.
zts2183e	Reservas de hierro
zts2184e	Reúne acero en las minas.
zts2185e	Pollo gigantomaníaco
zts2186e	Acaba con gallinas en los Prados Soleados.
zts2187e	Liberar la vía de transporte
zts2188e	Acaba con los monstruos del Monte Krem.
zts2189e	Liberar la vía de transporte (2)
zts2190e	Elimina a los monstruos de Glacernon.
zts2191e	¡Detened al ladrón!
zts2192e	Acaba con Wollets en el Bosque de Arce.
zts2193e	Esto huele a bulla
zts2194e	Completa el raid del Rey Pollo 3 veces.
zts2195e	Esto huele a bulla (2)
zts2196e	Completa el raid de la madre cubi 3 veces.
zts2197e	Esto huele a bulla (3)
zts2198e	Completa el raid de Ginseng 3 veces.
zts2199e	Esto huele a bulla (4)
zts2200e	Completa el raid de Dark Castra 3 veces.
zts2201e	Recaudar deudas
zts2202e	¡Te estoy vigilando!
zts2203e	El viaje continúa
zts2204e	Nueva reunión (1)
zts2205e	Principio de la leyenda
zts2206e	Volver
zts2207e	Ir a Midgard
zts2208e	Recuerdo
zts2209e	Ir a Midgard
zts2210e	Vikingos y Ángel vengador
zts2211e	A Midgard
zts2212e	Mago vikingo
zts2213e	¡Encuentra al Mago vikingo!
zts2214e	Malentendido
zts2215e	Habla con Erdimien.
zts2216e	Malentendido (2)
zts2217e	Malentendido (3)
zts2218e	Investigación de campo
zts2219e	Encuentra una pista en Midgard.
zts2220e	Máscara conocida
zts2221e	Derrota a los monstruos para conseguir una pista.
zts2222e	Al desierto
zts2223e	Ir a la zona del puerto
zts2224e	A la pista
zts2225e	Ir al desierto
zts2226e	La ley del más fuerte
zts2227e	Derrota a los Ladrones del desierto.
zts2228e	Obtener información
zts2229e	Otra vez
zts2230e	Habla con el Guardia del puerto Tom.
zts2231e	Habla con el presidente Noah.
zts2232e	Pista (2)
zts2233e	Derrota a los monstruos.
zts2234e	Pista (3)
zts2235e	Pista (4)
zts2236e	Sigue la pista.
zts2237e	Sigue la pista (2).
zts2238e	Líder de los Ladrones del Desierto
zts2239e	Ve al antiguo Templo de Aster.
zts2240e	Escondite
zts2241e	Completa con éxito el raid de la Banda de Ladrones 1 vez.
zts2242e	Escondite (2)
zts2243e	Completa con éxito el raid de la Banda de Ladrones 3 veces.
zts2244e	Escondite (3)
zts2245e	Completa con éxito el raid de la Banda de Ladrones 10 veces.
zts2246e	A Yotun
zts2247e	Habla con Utegarda.
zts2248e	Godos
zts2249e	Observador
zts2250e	Observador (2)
zts2251e	Habla con el observador.
zts2252e	Ayuda a fabricar el atuendo de observador.
zts2253e	Ayuda a fabricar el atuendo de observador (2).
zts2254e	Reúne el material para el atuendo de observador.
zts2255e	¿Qué ocurrió en la ciudad de los vikingos?
zts2256e	Toda la historia
zts2257e	La verdad sale a la luz
zts2258e	Rayo de esperanza
zts2259e	¡Acaba con ellos!
zts2260e	Venganza
zts2261e	Completa con éxito el raid de Fafnir 3 veces.
zts2262e	Malentendido trágico
zts2263e	La grieta
zts2264e	Ve a ese lugar.
zts2265e	Llave del Castillo Aria
zts2266e	Reúne material para la llave
zts2267e	Formación
zts2268e	Concluye con éxito el raid.
zts2269e	Tripa de cerdo
zts2270e	Consigue tripa de cerdo y una buena bebida.
zts2271e	Tripa de cerdo ahumada
zts2272e	Asa la tripa de cerdo cruda.
zts2273e	Derrota del monstruo
zts2274e	Derrota a los monstruos.
zts2275e	Comida para mejor resistencia
zts2276e	Reúne Montones de baba.
zts2277e	Máscara conocida
zts2278e	Pista (1)
zts2279e	Respuesta
zts2280e	Habla con Frigg.
zts2281e	Asunto delicado
zts2282e	Preocupación excesiva
zts2283e	Mal presentimiento
zts2284e	Visita de nuevo a Ragnar.
zts2285e	Llévale a Ragnar la comida.
zts2286e	Argumento dudoso
zts2287e	Esfuerzo de Ragnar
zts2288e	Ley de la jungla
zts2289e	Pacificador
zts2290e	Trabajo previo
zts2291e	Acaba con todos los monstruos del raid de Fafnir 5 veces.
zts2292e	Malentendidos y explicaciones
zts2293e	Llévale a Utegarda el regalo.
zts2294e	¡Arriesga tu vida!
zts2295e	El Ritual del Guerrero
zts2296e	El Ritual del Guerrero (2)
zts2297e	La leyenda de los godos
zts2298e	Hacia las Ardillas de la leyenda
zts2299e	Ve al pueblo.
zts2300e	La última salida
zts2301e	Encuentra a alguien que sepa algo acerca de las Ardillas sobre las que habla la leyenda.
zts2302e	La pista oculta
zts2303e	Habla con Yertirán.
zts2304e	A formar¡
zts2305e	Si no existe hay que fabricarlo
zts2306e	Reúne los materiales.
zts2307e	Si no existe hay que fabricarlo (2)
zts2308e	Coartada
zts2309e	Coartada (2)
zts2310e	Explora este lugar
zts2311e	Coartada (3)
zts2312e	Traidor
zts2313e	El segundo encargo
zts2314e	Concluye con éxito el raid de la Granja de ovejas.
zts2315e	Prueba de funcionamiento
zts2316e	Concluye con éxito el raid de "Esquivar meteorito".
zts2317e	Prueba de trabajo en equipo
zts2318e	Concluye con éxito el raid de la Defensa del rey ardilla.
zts2319e	Gánate el reconocimiento de los godos.
zts2320e	Visita al anciano de los godos.
zts2321e	Habla con el anciano de los godos.
zts2322e	Convicción
zts2323e	Conspiración
zts2324e	Yertirán ha desaparecido
zts2325e	Ve a ese lugar.
zts2326e	Yertirán ha desaparecido (2)
zts2327e	Yertirán ha desaparecido (3)
zts2328e	Fuente de información
zts2329e	Habla con Jennifer.
zts2330e	Fuente de información (2)
zts2331e	Viaja a Tart Hapendam.
zts2332e	Encuentra al guardia
zts2333e	Habla con el guardia.
zts2334e	Encuentra al guardia (2)
zts2335e	Viaja a la Ciudad Águila del Desierto.
zts2336e	Comerciante
zts2337e	Habla con el comerciante.
zts2338e	Comerciante (2)
zts2339e	Comerciante (3)
zts2340e	Llévale al comerciante la Flor de hielo.
zts2341e	Comerciante (4)
zts2342e	Llévale al comerciante 200 000 de oro.
zts2343e	Alquimista del patio
zts2344e	Habla con la alquimista del patio.
zts2345e	Alquimista del patio (2)
zts2346e	Alquimista del patio (3)
zts2347e	Llévale a la alquimista del patio todo lo que necesita.
zts2348e	Alquimista del patio (4)
zts2349e	Alquimista errante
zts2350e	Habla con el alquimista errante.
zts2351e	Alquimista errante (2)
zts2352e	Alquimista errante (3)
zts2353e	Alquimista errante (4)
zts2354e	Llévale monedas al alquimista errante.
zts2355e	Alquimista errante (5)
zts2356e	Gran anciano de los godos
zts2357e	Gran anciano de los godos (2)
zts2358e	Gran anciano de los godos (3)
zts2359e	Gran anciano de los godos (4)
zts2360e	Malcolm Mix
zts2361e	Llévale los materiales a Malcolm Mix.
zts2362e	Todo acabado
zts2363e	Llévale al Gran anciano de los godos el Pergamino brillante.
zts2364e	A la Torre Olvidada
zts2365e	A la Torre Olvidada (2)
zts2366e	Derrota a Yertirán.
zts2367e	A la Torre Olvidada (3)
zts2368e	A la Torre Olvidada (4)
zts2369e	La caída del mal
zts2370e	Derrota al Yertirán podrido.
zts2371e	El final del viaje
zts2372e	El principio de la reconciliación
zts2373e	Al Valhalla
zts2374e	Habla con el Alma de Barni.
zts2375e	El camino hacia las Catacumbas Abandonadas
zts2376e	Llévale al Dr. Maullido 2 000 000 de oro.
