zts1e	New Item
zts620e	Weapon for Partner (Ranged)
zts621e	Weapon for Partner (Magic)
zts622e	Armour for Partner (Magic)
zts623e	Armour for Partner (Ranged)
zts624e	Armour for Partner (Melee)
zts625e	Pull Lever (Before)
zts626e	Old Box
zts627e	Small Health Potion
zts628e	Heals you and your NosMate.[n][n]
zts629e	Medium Health Potion
zts630e	Large Health Potion
zts631e	Small Mana Potion
zts632e	Medium Mana Potion
zts633e	Large Mana Potion
zts634e	Small Recovery Potion
zts635e	Medium Recovery Potion
zts636e	Large Recovery Potion
zts637e	Huge Recovery Potion
zts638e	Seed of Power
zts639e	Can be used in the following situations:[n]1. To return to the previous location after resurrecting (10 Seeds of Power).[n]2. To enter Time-Space Stones (see number displayed).[n]3. To revive NosMates after death (5 Seeds of Power)[n]4. To give up a mission in a Time-Space Stone (5 Seeds of Power).[n][n]
zts640e	Gillion Stone
zts641e	Can be refined to obtain Soul Gems, Cellons and Crystals.[n]To refine it, purchase a refiner and double-click it.[n][n]
zts642e	Cella Powder
zts643e	Required for the following:[n]1. Upgrading equipment[n]2. Upgrading Soul Gems, Cellons and crystals[n][n]
zts644e	Soul Gem
zts645e	Used for improving equipment[n]from +1 to +5.[n][n]
zts646e	Complete Soul Gem
zts647e	Used for improving equipment[n]from +6 to +10.[n][n]
zts648e	Cellon (Level 1)
zts649e	Adds a level 1 option to accessories.
zts650e	Cellon (Level 2)
zts651e	Adds a level 2 option to accessories.
zts652e	Cellon (Level 3)
zts653e	Adds a level 3 option to accessories.
zts654e	Cellon (Level 4)
zts655e	Adds a level 4 option to accessories.
zts656e	Cellon (Level 5)
zts657e	Adds a level 5 option to accessories.
zts658e	Cellon (Level 6)
zts659e	Adds a level 6 option to accessories.
zts660e	Cellon (Level 7)
zts661e	Adds a level 7 option to accessories.
zts662e	Cellon (Level 8)
zts663e	Adds a level 8 option to accessories.
zts664e	Cellon (Level 9)
zts665e	Adds a level 9 option to accessories.
zts666e	Cellon (Level 10)
zts667e	Adds a level 10 option to accessories.[n][n]
zts668e	Dona River Sand
zts669e	Used in the production of various items.[n][n]
zts670e	New Moon Crystal
zts671e	Used in Miniland.[n]Can be broken into pieces using Production Tools for Gems, Cellons and Crystals.[n][n]
zts672e	Half Moon Crystal
zts673e	Full Moon Crystals are an important material for improving specialist cards.[n][n]
zts674e	Full Moon Crystal
zts675e	Red Crystal Piece
zts676e	Used for producing items.[n][n]
zts677e	Blue Crystal Piece
zts678e	White Crystal Piece
zts679e	Black Crystal Piece
zts680e	Production Tools for Adventurers
zts681e	Used for producing items for Adventurers.[n]Double-click it to display the list.[n][n]
zts682e	Soul Gem Refiner
zts683e	Use Gillion Stones to acquire Cella Powder and Soul Gems.[n]Cella Powder and Soul Gems are used for upgrading weapons and armour.[n]Double-click to use.[n][n]
zts684e	Cellon Refiner
zts685e	Use Gillion Stones to acquire Cella Powder and Cellons.[n]Cella Powder is used for upgrading weapons/armour.[n]Cellons are used for adding extra options to accessories.[n]Double-click to use.[n][n]
zts686e	Crystal Refiner
zts687e	Use Gillion Stones to acquire Cella Powder and Crystals.[n]Cella Powder is used for upgrading weapons/armour.[n]Crystals are used for production and in the Miniland.[n]Double-click to use.[n][n]
zts688e	Production Tools for Swordsmen
zts689e	Used for producing items for Swordsmen.[n]Double-click it to display the list.[n][n]
zts690e	Produces Tools for Archers
zts691e	Used for producing items for Archers.[n]Double-click it to display the list.[n][n]
zts692e	Produces Tools for Sorcerers
zts693e	Used for producing items for Sorcerers.[n]Double-click it to display the list.[n][n]
zts694e	Regular Box
zts695e	Luxurious Box
zts696e	Secret Box
zts697e	Pull Lever (After)
zts698e	Gold
zts699e	Production Tools for Accessories
zts700e	Used to craft various accessories.[n]Double-click to see the list.[n][n]
zts701e	Mysterious Crystal Ball (Before)
zts702e	Mysterious Crystal Ball (After)
zts703e	Bonus Box
zts704e	Button (Before)
zts705e	Button (After)
zts706e	Wooden Lever (Before)
zts707e	Wooden Lever (After)
zts708e	Devil Sculpture (Before)
zts709e	Devil Sculpture (After)
zts710e	Sealed Key
zts711e	Duke's Research Materials
zts712e	These are the research materials of Duke, the legendary magician.[n]Their meaning is still unknown.[n][n]
zts713e	Artifact
zts714e	Increases attack power.
zts715e	Increases defence power.
zts716e	Increases melee defence.
zts717e	Increases ranged defence.
zts718e	Increases magic defence.
zts719e	Mana Chest
zts720e	Strong Energy
zts721e	Recovery Chest
zts722e	Random Effect
zts723e	NosMate Resurrection
zts724e	Acceleration
zts725e	Mighty Shield
zts726e	Production Tools for Gems, Cellons and Crystals
zts727e	Can improve Soul Gems, Cellons (any level) and crystals.[n][n]
zts728e	Production Tools for Raw Materials
zts729e	Improve the quality of the raw materials metal, wood, fabric and leather.[n][n]
zts730e	Healing Capsule
zts731e	Click Miniland
zts732e	Huge Recovery Potion
zts733e	NotUse
zts734e	Specialist Point Potion
zts735e	Increases SP by 10,000.[n][n]
zts736e	Land Point Recharger
zts737e	Quick Time Stone
zts738e	Picnic Basket
zts739e	Up to 3 people can dance.[n][n]
zts740e	Barbecue
zts741e	Up to 8 people can dance.[n][n]
zts742e	Production Tools for Gloves and Shoes
zts743e	Small Signpost
zts744e	Set up this signpost so that other players can visit your Miniland for 60 minutes.[n]The signpost doesn't look anything special.[n][n]
zts745e	Large Signpost
zts746e	Set up this signpost so that other players can visit your Miniland for 60 minutes.[n]The signpost is in the shape of a house and looks pretty nice.[n][n]
zts747e	Wild Sound Flower
zts748e	Sound Flower
zts749e	Start a Sound Flower Quest.[n][n]
zts750e	Gold Reward
zts751e	You will receive a certain amount of gold after completion.[n][n]
zts752e	Experience Reward
zts753e	You will receive a certain amount of experience after completion.[n][n]
zts754e	Job Experience Reward
zts755e	You will receive a certain amount of job experience after completion.[n][n]
zts756e	Reputation Reward
zts757e	You will receive a certain amount of reputation after completion.[n][n]
zts758e	Group Time-Space Piece
zts759e	Double-click to check the mission.[n][n]
zts760e	Individual Time-Space Piece
zts761e	Double-click to check the mission.[n][n]
zts762e	Raid Time-Space Piece
zts763e	Hunting Time-Space Piece
zts764e	Laboratory Time-Space Piece
zts765e	Bonus Points
zts766e	Mysterious Box
zts767e	Chicken Feathers
zts768e	Blue Cuby
zts769e	Deserted Skull
zts770e	Spider Troops - Part 2
zts771e	The Time-Space for earning the Giant Black Spider Seal.[n]Level limit: 60-69[n]You can enter immediately with this item.[n][n]
zts772e	Skin for Bob
zts773e	The speed of your[n]partner increases by 2[n]with this item.[n]This outfit also gives[n]your partner a special[n]look.[n][n][Instructions][n]Select your partner and[n]double-click the suit in your[n]inventory. If you place your[n]partner in a bead this item[n]will disappear.[n][n]
zts774e	Shackles of the Past - Part 2
zts775e	The Time-Space for earning the Ginseng Seal.[n]Level limit: 40-49[n]You can enter immediately with this item.[n][n]
zts776e	Shackles of the Past - Part 3
zts777e	Cake
zts778e	A cake for Thanksgiving.[n]Collect 10 of these tasty treats and give them to Mimi Mentor to receive a treasure.[n][n]
zts779e	N (Event)
zts780e	You can obtain this from modified imps during the event.[n]Can be exchanged with Dr Funkenstein.[n]Imps like spending time in magical places...[n][Note][n]This item disappears at the end of the event.[n]
zts781e	O (Event)
zts782e	You can obtain this from modified jellies during the event.[n]Can be exchanged with Dr Funkenstein.[n]Jellies are especially fond of places with lots of sand...[n][Note][n]This item disappears at the end of the event.[n][n]
zts783e	S (Event)
zts784e	You can obtain this from modified hamsters during the event.[n]Can be exchanged with Dr Funkenstein.[n]Hamsters feel particularly at home in ancient, underground ruins...[n][Note][n]This item disappears at the end of the event.[n][n]
zts785e	! (Event)
zts786e	You can obtain this from modified wolves during the event.[n]Can be exchanged with Dr Funkenstein.[n]Wolves like to roam forests and mountainous terrain...[n][Note][n]This item disappears at the end of the event.[n][n]
zts787e	Duke's Research Data
zts788e	Duk's comprehensive research data.[n]The contents are so complicated they haven't been deciphered yet.[n][n]
zts789e	Lily of Purity
zts790e	Instant Recharge Specialist Card
zts791e	Medal of Erenia
zts792e	When you use this, you will have the following for 30 days:[n][Main Effect][n]Adds 8 slots to your Equipment, Main and Other inventories for a total of 24 extra slots.[n](Using it in combination with the Adventurer's Medal provides a total of 32 slots.)[n][Additional Effect][n]Increases combat and job experience earned plus the experience earned by pets and partners by 15% each.[n](Use it in combination with the Adventurer's Medal increases the experience gained by 30%.)[n]Increases gold and reputation earned by 20%.[n][Note][n]Once the item expires, you may lose items from your extended inventory,[n]so be sure to rearrange your items in advance.[n][n]
zts793e	Adventurer's Medal
zts794e	When you use this, you will have the following for 30 days:[n][Main Effect][n]Adds 4 slots to your Equipment, Main and Other inventories for a total of 12 extra slots.[n](Using it in combination with the Medal of Erenia provides a total of 32 slots.)[n][Additional Effect][n]Increases combat and job experience earned plus the experience earned by pets and partners by 15% each.[n](Use it in combination with the Medal of Erenia increases the experience gained by 30%.)[n][Note][n]Once the item expires, you may lose items from your extended inventory,[n]so be sure to rearrange your items in advance.[n][n]
zts795e	Self-Introduction
zts796e	Write an introduction of up to 60 letters.[n][Instructions][n]Double-click the item[n]and insert your message.[n]Right-click your character's portrait[n]to check your message.[n][n]
zts797e	Small Special Potion
zts798e	Restores HP.[n]Increases SP by 30,000.[n][n]
zts799e	Medium Special Potion
zts800e	Restores HP/MP.[n]Increases SP by 70,000.[n][n]
zts801e	Large Special Potion
zts802e	Restores HP/MP.[n]Removes all negative effects.[n]Increases basic SP by 180.000.[n][n]
zts803e	Laboratory Finale Time-Space Piece
zts804e	You'll find Radal here.[n]Level limit: 65-99[n]You can enter immediately with this item.[n][n]
zts805e	Cylloan Spring Water
zts806e	NosMall Inauguration Quest
zts807e	Balloon Decoration
zts808e	Golden Bell
zts809e	Can catch a bushtail[n]with a probability of 100%.[n] It is not necessary to reduce[n]an animal to 50% HP[n]to use this bell.[n][n]
zts810e	Silver Bell
zts811e	Can catch a bushtail[n]with a probability of 50%.[n] It is not necessary to reduce[n]an animal to 50% HP[n]to use this bell.[n][n]
zts812e	Mother Cuby Seal
zts813e	Starts the Mother Cuby Raid on Jelly Square near Sunny Meadows.[n]Recommend level: 30-49[n][Instructions][n]Use to become the team leader.[n]Once you are the leader, click other characters and click the 'Team' button.[n]When ready, head to the raid entrance.[n]When the leader enters the raid, all other members will follow automatically.[n][Note][n]Characters higher than the recommended level may enter the raid, but will receive a penalty.[n](No additional hearts and no raid box, even upon victory)[n][n]
zts814e	Ginseng Seal
zts815e	Starts the Ginseng Raid at the Ginseng Farm at Fernon Outpost.[n]Recommend level: 40-59[n][Instructions][n]Use to become the team leader.[n]Once you are the leader, click other characters and click the 'Team' button.[n]When ready, head to the raid entrance.[n]When the leader enters the raid, all other members will follow automatically.[n][Note][n]Characters higher than the recommended level may enter the raid, but will receive a penalty.[n](No additional hearts and no raid box, even upon victory)[n][n]
zts816e	Dark Castra Seal
zts817e	Starts the Dark Castra Raid in the Hall of Mourning at Fernon Temple.[n]Recommend level: 50-69[n][Instructions][n]Use to become the team leader.[n]Once you are the leader, click other characters and click the 'Team' button.[n]When ready, head to the raid entrance.[n]When the leader enters the raid, all other members will follow automatically.[n][Note][n]Characters higher than the recommended level may enter the raid, but will receive a penalty.[n](No additional hearts and no raid box, even upon victory)[n][n]
zts818e	Giant Black Spider Seal
zts819e	Starts the Giant Black Spider Raid from the Spider Cavern in Mountain Cave 5 of Mount Krem.[n]Recommend level: 60-79[n][Instructions][n]Use to become the team leader.[n]Once you are the leader, click other characters and click the 'Team' button.[n]When ready, head to the raid entrance.[n]When the leader enters the raid, all other members will follow automatically.[n][Note][n]Characters higher than the recommended level may enter the raid, but will receive a penalty.[n](No additional hearts and no raid box, even upon victory)[n][n]
zts820e	Massive Slade Seal
zts821e	Starts the Giant Slade Raid at the Altar of Pain from the Peak of Mount Krem.[n]Recommend level: 70-89[n][Instructions][n]Use to become the team leader.[n]Once you are the leader, click other characters and click the 'Team' button.[n]When ready, head to the raid entrance.[n]When the leader enters the raid, all other members will follow automatically.[n][Note][n]Characters higher than the recommended level may enter the raid, but will receive a penalty.[n](No additional hearts and no raid box, even upon victory)[n][n]
zts822e	Do not use
zts823e	Event Box
zts824e	Event Coupon
zts825e	Double-click to receive one of many items.[n][n]
zts826e	Trigger
zts827e	Trigger (After)
zts828e	Teleport Lever
zts829e	Teleport Bone
zts830e	Skin for Tom
zts831e	Skin for Kliff
zts832e	Specialist Medal
zts833e	Specialist points are increased[n]by 30,000 every day.[n][n]
zts834e	Bronze Bell
zts835e	Can catch a bushtail[n]with a probability of 20%.[n] It is not necessary to reduce[n]an animal to 50% HP[n]to use this bell.[n][n]
zts836e	Antler
zts837e	Mimi is looking for this item.[n]Collect 10 lots and give them to her.[n][n]
zts838e	1st Secret Partner Time-Space Stone
zts839e	2nd Secret Partner Time-Space Stone
zts840e	3rd Secret Partner Time-Space Stone
zts841e	Medal of Friendship
zts843e	Shadow of Zenas Raid Seal
zts844e	The battle against the Shadow of Zenas is imminent.[n][n]
zts845e	Defeat Strong Fire Vampies
zts846e	Level limit : 20-30[n]The entrance can be found on Sunny Meadows.[n]Can only be entered with 3 party members.[n][n]
