zts1e	Effetto Generale
zts20860e	La forza di attacco dei tuoi NosMate aumenta. Ogni volta che un mostro viene sconfitto, la tua forza di attacco aumenta.
zts20861e	La forza di attacco dei tuoi NosMate aumenta. Ogni volta che un mostro viene sconfitto, la tua difesa aumenta.
zts20862e	Paura del buio
zts20863e	Il potere della Benedizione Oscurità fa rabbrividire i mostri costringendoli alla fuga.
zts20864e	Benedizione dell'Avatar del Re Bestia
zts20865e	Effetto conferito dall'Avatar del Re Bestia.
zts20866e	Benedizione dell'Avatar del Re Spettro
zts20867e	Effetto conferito dall'Avatar del Re Spettro.
zts20868e	Energia della Torre del Cielo
zts20869e	La torre conferisce un grande potere ai tuoi NosMate.
zts20870e	Scudo d'ombra
zts20871e	L'energia dell'ombra evocata protegge Paimon, il suo signore.
zts20872e	Potere del male (rafforzato)
zts20873e	L'energia maligna che fluì dallo Squarcio nel cielo potenzia ora i mostri della torre.
zts20874e	Scudo vitale
zts20875e	Taglio netto (F)
zts20876e	Taglio netto (E)
zts20877e	Taglio netto (D)
zts20878e	Taglio netto (C)
zts20879e	Taglio netto (B)
zts20880e	Taglio netto (A)
zts20881e	Taglio netto (S)
zts20882e	Fiondaflagello (F)
zts20883e	Fiondaflagello (E)
zts20884e	Fiondaflagello (D)
zts20885e	Fiondaflagello (C)
zts20886e	Fiondaflagello (B)
zts20887e	Fiondaflagello (A)
zts20888e	Fiondaflagello (S)
zts20889e	Flagello spettrale (F)
zts20890e	Flagello spettrale (E)
zts20891e	Flagello spettrale (D)
zts20892e	Flagello spettrale (C)
zts20893e	Flagello spettrale (B)
zts20894e	Flagello spettrale (A)
zts20895e	Flagello spettrale (S)
zts20896e	Maledizione del faraone (F)
zts20897e	Maledizione del faraone (E)
zts20898e	Maledizione del faraone (D)
zts20899e	Maledizione del faraone (C)
zts20900e	Maledizione del faraone (B)
zts20901e	Maledizione del faraone (A)
zts20902e	Maledizione del faraone (S)
zts20903e	Achenaton è con te (F)
zts20904e	Achenaton è con te (E)
zts20905e	Achenaton è con te (D)
zts20906e	Achenaton è con te (C)
zts20907e	Achenaton è con te (B)
zts20908e	Achenaton è con te (A)
zts20909e	Achenaton è con te (S)
zts20910e	L'obiettivo diventa vittima del flagello e infetta tutti gli avversari nelle vicinanze.
zts20911e	Power Plus
zts20912e	I buff per il lavoro di squadra potenziano i tuoi NosMate.
zts20913e	L'obiettivo diventa vittima del flagello e, con una probabilità del 50%, infetta gli avversari nelle vicinanze.
zts20915e	Ali Gladius
zts20916e	Questo buff si ottiene con le Ali Gladius.
zts20917e	Scudo Lama
zts20918e	Intorno a te vorticano lame volanti che infliggono danni a chi ti attacca.
zts20919e	Buff del 13º anniversario
zts20920e	Benedizione del Pasticcio dorato
zts20921e	Torta magica
zts20922e	Questa dolcissima creatura guarisce le tue ferite e aumenta la tua difesa.
zts20923e	Benedizione del Pasticcio
zts20924e	Baluardo
zts20925e	L'abilità di difesa speciale di Gechino Paladino.
zts20926e	Benedizione di Gechino Paladino
zts20927e	Ripara la lenza
zts20928e	Benedizione del Pesce loa
zts20929e	Pesci esca
zts20930e	Pesca di nascosto
zts20931e	Teletrasportati al Punto Pesca
zts20932e	Pesca
zts20933e	Sto aspettando che abbocchino.
zts20934e	Permette di riparare la lenza per renderla ancora più resistente.
zts20935e	La Benedizione del Pesce loa conferisce più punti esperienza.
zts20936e	Quando getti l'amo, l'esca non viene utilizzata. L'effetto termina quando getti l'amo.
zts20937e	I mostri aggressivi non ti possono vedere, quindi puoi pescare in tutta tranquillità.
zts20938e	Per mezzo del teletrasporto ti recherai nel Punto Pesca da te stabilito in precedenza.
zts20939e	I mostri non ti possono vedere, quindi puoi pescare in tutta tranquillità.
zts20940e	Quando getti l'amo, l'esca non viene utilizzata. Non è possibile ridurre il tempo di ricarica di questo effetto.
zts20941e	Ali di cristallo
zts20942e	Effetti delle Ali di cristallo
zts20943e	Forza taurina
zts20944e	Il possente corpo del toro riduce il danno subito.
zts20945e	Bandiera rossa!
zts20946e	Quando un toro da rodeo diventa furioso... è meglio levarsi di torno!
zts20947e	Raffica di vento
zts20948e	Un vento violento quanto un uragano indebolisce la tua difesa.
zts20949e	Benedizione della Civetta magica
zts20950e	La Civetta magica potenzia la tua forza di attacco e le tue resistenze agli elementi.
zts20954e	La potente Freccia venefica della Furia roditrice riduce la difesa, gli HP e gli MP.
zts20955e	Preparativi culinari
zts20956e	Prepari il piatto che vorresti cucinare. In questo modo, ti fai un po' di esperienza in cucina.
zts20957e	Spezia segreta
zts20958e	Insaporisci la ricetta con una Spezia segreta. In questo modo, preparerai piatti di successo.
zts20959e	Affilatura del coltello
zts20960e	Affili il tuo coltello da cucina. Così facendo, puoi tagliare altri ingredienti e realizzare nuovi piatti.
zts20961e	Aroma naturale
zts20962e	Provi a preparare un piatto senza spezie. In questo modo, non consumi alcuna spezia.
zts20963e	Nausea
zts20964e	Hai mangiato un piatto immangiabile e non stai per niente bene. In questo momento non puoi mangiare nulla.
zts20965e	Effetto Sazietà I
zts20966e	Un buff che si ottiene consumando piatti.
zts20967e	Effetto Sazietà II
zts20968e	Un buff potente che si ottiene consumando piatti.
zts20969e	Effetto Sazietà III
zts20970e	Un buff estremamente potente che si ottiene consumando piatti.
zts20971e	Nutriente Difesa
zts20972e	La forza di difesa aumenta grazie alle sostanze nutritive del piatto.
zts20973e	Nutriente Attacco
zts20974e	La forza di attacco aumenta grazie alle sostanze nutritive del piatto.
zts20975e	Energia Pesce lupo gigante
zts20976e	Questo piatto racchiude la forza del Pesce lupo gigante.
zts20977e	Nutriente Abilità
zts20978e	Il valore di Elusione incrementa in base alle sostanze nutritive della pietanza.
zts20979e	Nutriente Durezza
zts20980e	Il danno causato da colpo critico diminuisce grazie alle sostanze nutritive del piatto.
zts20981e	Nutriente Energia vitale
zts20982e	Il danno causato da colpo critico aumenta grazie alle sostanze nutritive del piatto.
zts20983e	Energia Kraken
zts20984e	Questo piatto racchiude la forza del Kraken.
zts20985e	Energia Megalodonte
zts20986e	Questo piatto racchiude la forza del Megalodonte.
zts20987e	Nutriente Elementi
zts20988e	Hai mangiato a sufficienza e ti senti particolarmente forte.
zts20989e	Nutriente Resistenza
zts20990e	Energia Pesce pescatore
zts20991e	Questo piatto racchiude la forza del Pesce pescatore.
zts20992e	Energia Alligatore nero
zts20993e	Questo piatto racchiude la forza del Tiranno dei fiumi e dell'Alligatore nero.
zts20994e	Energia Lava
zts20995e	Questo piatto racchiude la forza del tiranno della lava.
zts20996e	Energia Cioccosqualo
zts20997e	Questo piatto racchiude la forza del Cioccosqualo.
zts20998e	Energia Frigus
zts20999e	Questo piatto racchiude la forza del Frigus.
zts21000e	Energia Drago (debole)
zts21001e	Questo piatto racchiude un accenno della forza del Drago. Con il fuoco, te la cavi alla grande.
zts21002e	Energia Celacante
zts21003e	Questo piatto racchiude la forza del Celacante.
zts21004e	Sazietà I
zts21005e	Sazietà II
zts21006e	Avverti l'energia della Sazietà.
zts21007e	Sazietà III
zts21008e	Avverti la potente energia della Sazietà.
zts21009e	Affili il tuo coltello da cucina. Così facendo, puoi tagliare altri ingredienti e realizzare nuovi piatti.
zts21010e	Sazietà e riposo (debole)
zts21011e	La strana pietanza ha un effetto rigenerante sul tuo corpo.
zts21012e	Sazietà e immunità
zts21013e	Vi è una certa probabilità di resistere agli effetti negativi grazie a [Sazietà e immunità].
zts21014e	Nutriente Vista
zts21015e	La tua ottima vista ti permette di individuare anche i personaggi nascosti.
zts21016e	Nutriente Cervello
zts21017e	La tua astuzia aumenta e accumuli ancora più esperienza.
zts21018e	Sazietà e riposo (medio)
zts21019e	Ricevila forza del Kraken. L'effetto svanisce quando accedi alla Torre del Cielo o all'Arena della Gloria.
zts21020e	Sazietà e sollievo dal dolore
zts21021e	Una bella pancia piana aiuta a lenire il dolore.
zts21022e	Sazietà e integrazione proteica
zts21023e	Quando i tuoi HP scendono sotto un certo livello, l'apporto di proteine incrementa la tua forza di attacco.
zts21024e	Nutriente Cervello (forte)
zts21025e	Ricevi la forza del Tiranno dei fiumi. L'effetto svanisce quando accedi alla Torre del Cielo o all'Arena della Gloria.
zts21026e	Ricevila forza del Tiranno Lava. L'effetto svanisce quando accedi alla Torre del Cielo o all'Arena della Gloria.
zts21027e	Nutriente Vista (debole)
zts21028e	Sazietà e riposo
zts21029e	Sazietà e integrazione proteica (debole)
zts21030e	Narcotico
zts21031e	Ali floreali
zts21032e	Questo buff si ottiene con le Ali floreali.
zts21033e	Veleno floreale
zts21034e	Un potente veleno estratto dalle Ali floreali.
zts21035e	Segno di morte debole
zts21036e	Chi indossa questo segno subisce ulteriori danni extra e l'effetto [Scissione dello spirito].
zts21037e	Rallentamento
zts21038e	L'esplosione della Mina di fuoco ti rallenta.
zts21039e	Forza delle anime concentrate
zts21040e	Assorbi l'anima dell'avversario e diventi più forte. Scompare non appena utilizzi un'abilità di attacco.
zts21041e	Sostanza anestetizzante, presente nel cibo, in grado di lenire il dolore.
zts21042e	Energia Loa orso
zts21043e	Il tuo elemento fuoco e la tua forza di attacco aumentano grazie all'energia del Loa orso.
zts21044e	Fiamma protettiva
zts21045e	Godi della protezione delle fiamme sacre.
zts21046e	Radice infuocata
zts21047e	Radici infuocate sbucano dal terreno e avvinghiano i piedi.
zts21048e	Pelle di orso bruno
zts21049e	La tua belle diventa dura come quella di un orso.
zts21050e	Fiamma taumaturgica
zts21051e	Una fiamma guaritrice ti rigenera e ti protegge dagli effetti negativi.
zts21052e	Corazza infuocata
zts21053e	Ustiona gli avversari nelle vicinanze.
zts21054e	Sfida dell'orso
zts21055e	Subisci il danno che avrebbero dovuto subire gli amici nelle tue vicinanze.
zts21056e	Nervosismo
zts21057e	L'obiettivo ha paura dell'enorme orso bruno e si innervosisce.
zts21058e	Fiamma purificatrice
zts21059e	Una fiamma pura che brucia tutti i tuoi effetti negativi.
zts21060e	Ustioni profonde
zts21061e	Gravi ustioni rallentano i tuoi movimenti.
zts21062e	Fiamma assorbente
zts21063e	Una fiamma incandescente polverizza tutti gli attacchi.
zts21064e	Energia Leopardo rosso
zts21065e	Ricevi l'energia del lesto Leopardo rosso. L'effetto agisce solo quando assumi la forma di un leopardo.
zts21066e	Energia Orso bruno
zts21067e	Ricevi l'energia dell'Orso bruno. L'effetto agisce solo quando assumi la forma di un orso o di un leopardo.
zts21068e	Ferita grave
zts21069e	Con un'ascia, infliggi une ferita profonda all'obiettivo.
zts21070e	Energia Acqua pura
zts21071e	Dell'acqua pura potenzia la tua difesa e il tuo elemento acqua.
zts21072e	Protezione Cascata
zts21073e	L'energia della cascata ti protegge dagli effetti negativi.
zts21074e	Energia Cascata
zts21075e	La potente energia della cascata aumenta la tua velocità di movimento, la tua forza di attacco e il valore della tua barra della rabbia.
zts21076e	Cascata flagellante
zts21077e	L'obiettivo viene colpito da una violenta corrente d'acqua proveniente dall'alto.
zts21078e	Tiro mortale
zts21079e	Una ferita profonda inflitta da un'arma mortale.
zts21080e	Luce abbagliante
zts21081e	L'abbagliante luce del sole ti acceca per un breve lasso di tempo.
zts21082e	Non riesci a difenderti come dovresti.
zts21083e	Guarigione naturale
zts21084e	La natura cura le tue ferite. Qualora dovesse morire, il Lupo solare verrà rianimato.
zts21085e	Energia vitale ripristinata
zts21086e	Dopo la guarigione sprizzi energia da tutti i pori.
zts21087e	Luce pungente
zts21088e	La luce del sole infligge delle ferite. Il danno dell'elemento luce e del Lupo solare aumenta.
zts21089e	Esplosione di macchie solari
zts21090e	In seguito all'esplosione di macchie solari, la resistenza alla luce diminuisce e il danno del Lupo solare aumenta.
zts21091e	Protezione Luogo selvaggio
zts21092e	L'indomabile energia della runa incisa sulla lancia ti protegge.
zts21093e	Rete sacra
zts21094e	Una rete di luce ti avvolge.
zts21095e	Potere del sole
zts21096e	L'energia solare della lancia ti rafforza.
zts21097e	Maledizione del Serpente velenoso
zts21098e	Il Serpente velenoso lancia una terribile maledizione sull'obiettivo.
zts21099e	Maledizione del Sacerdote voodoo
zts21100e	Il Sacerdote voodoo è in grado di potenziare le maledizioni attive.
zts21101e	Maledizione del ragno
zts21102e	Lancia la Maledizione del ragno sull'obiettivo.
zts21103e	Trasformazione: anima
zts21104e	Il mondo dei vivi non ha alcun influsso sull'anima.
zts21105e	Corpo impietrito
zts21106e	L'anima si attacca al tuo corpo, che si irrigidisce e si immobilizza.
zts21107e	Anima vendicativa
zts21108e	L'Anima vendicativa ti protegge.
zts21109e	Bambola voodoo
zts21110e	La tua anima è in armonia con la Bambola voodoo. Quest'ultima infligge dolori continui.
zts21111e	Rabbia della Bambola voodoo
zts21112e	La Bambola voodoo è furiosa.
zts21113e	Maledizione dell'Acquarius
zts21114e	Trasforma l'obiettivo in un Acquarius. Se subisce dei danni, ripristina la sua forma originale.
zts21115e	Maledizione letale
zts21116e	Una violenta maledizione che evoca la morte. Il danno da attacco dell'ombra subito aumenta.
zts21117e	Rabbia
zts21118e	La collera ti assale.
zts21119e	Vai su tutte le furie.
zts21120e	Scatto d'ira
zts21121e	La collera ti acceca.
zts21122e	Rabbia
zts21123e	Nulla è in grado di placare la tua rabbia. Solo il tempo può farlo. Quando l'effetto svanisce, la barra della rabbia viene resettata.
zts21124e	L'indomabile energia della runa incisa sulla lancia ti protegge. Il buff, però, non conferisce alcun HP extra né ai tuoi NosMate né al tuo Lupo solare.
zts21125e	Rancore della cascata
zts21126e	Collera della cascata
zts21127e	Furia della cascata
zts21128e	Ira della cascata
zts21129e	Corazza tenebrosa
zts21130e	Un'energia oscura avvolge Paimon e lo protegge. Scompare quando lo spirito del Druido del fuoco viene sconfitto.
zts21131e	Prevaricazione delle tenebre
zts21132e	Un effetto magico che potenzia Paimon. Scompare quando lo spirito del Sacerdote voodoo viene sconfitto.
zts21133e	Potere degli Eroi degli Orchi
zts21134e	Paimon sprigiona un'energia degli eroi degli Orchi che lo indebolisce.
zts21135e	Potere del male indebolito
zts21136e	L'evocazione dei seguaci di Paimon richiede un po' di tempo.
zts21137e	Il bramito potenzia il tuo corpo.
zts21138e	Tranquillità
zts21139e	Il rumore della cascata placa la collera del guerriero.
zts21140e	Scudo animico
zts21141e	L'Anima vendicativa ti protegge. Una parte del danno viene sostituita con MP.
zts21142e	Assorbi l'anima dell'avversario e diventi più forte. L'effetto scompare non appena utilizzi un'abilità di attacco o non appena vai in un'altra area.
zts21143e	La natura cura le tue ferite. Qualora dovesse morire, il Lupo solare verrà rianimato. Il buff, però, non conferisce alcun HP extra né ai tuoi NosMate né al tuo Lupo solare.
zts21144e	Lesto e letale
zts21145e	Schivi abilmente gli attacchi degli avversari.
zts21146e	Benedizione di Velutzi
zts21147e	Effetto conferito dal Baby-dinosauro Velutzi.
zts21148e	Benedizione Ape regina docile
zts21149e	Effetto conferito dall'Ape regina docile.
zts21150e	Buff del 14° anniversario
zts21151e	Marsupio Canguro morbidoso
zts21152e	Il marsupio del Canguro è morbidoso e lì dentro ci si sente protetti.
zts21153e	Pugni in alto!
zts21154e	Il Canguro sta di fronte a te e tiene in alto pugni in posizione difensiva.
zts21155e	Scudo vitale debole
zts21156e	Scudo vitale il cui effetto è leggermente indebolito.
zts21157e	Ricetta medica
zts21158e	Si prega di prendere le dosi raccomandate dal medico.
zts21159e	Benedizione del drago
zts21160e	Hai ottenuto la Benedizione del drago
zts21161e	Benedizione del Drago di fuoco
zts21162e	Hai ottenuto la Benedizione del Drago di fuoco
zts21163e	Benedizione del Drago di ghiaccio
zts21164e	Hai ottenuto la Benedizione del Drago di ghiaccio
zts21165e	Benedizione del Drago lunare
zts21166e	Hai ottenuto la Benedizione del Drago lunare
zts21167e	Benedizione del Drago celeste
zts21168e	Hai ottenuto la Benedizione del Drago celeste
zts21169e	Soffio di fuoco
zts21170e	Le fiamme del Drago di fuoco avviluppano l'avversario.
zts21171e	Soffio di ghiaccio
zts21172e	Il gelido respiro del Drago di ghiaccio congela l'avversario.
zts21173e	Ombra lunare
zts21174e	L'ombra del Drago lunare indebolisce l'avversario.
zts21175e	Luce paradisiaca
zts21176e	La luce del Drago celeste acceca l'avversario.
zts21177e	Colpo del drago
zts21178e	Stai soffrendo per gli effetti di un colpo talmente forte che sarebbe in grado di scalfire anche le squame di un drago.
zts21179e	Freccia del drago
zts21180e	Una freccia acuminata, fatta di ossa di drago, ti fa sanguinare.
zts21181e	Maledizione del drago
zts21182e	Una terribile maledizione, nata dall'anima di un drago, ti perseguita.
zts21183e	Incendio glaciale
zts21184e	Un fuoco freddo ti paralizza.
zts21185e	Energia dei Cristalli del drago
zts21186e	La forte energia del Cristallo del Drago ti sfinisce.
zts21187e	Schegge di ossa di drago
zts21188e	La ferita inflitta dalle Schegge di ossa di drago ti indebolisce.
zts21189e	Soffio di gelo
zts21190e	Il gelido soffio del Drago di ghiaccio ti paralizza.
zts21191e	Corazza di squame di drago
zts21192e	La tua armatura è ancora più resistente.
zts21193e	Piedilesti
zts21194e	L'energia dell'armatura ti rende più agile.
zts21195e	Forza magica del Drago di ghiaccio.
zts21196e	La magia del Drago di ghiaccio ti protegge.
zts21197e	Agilità del drago
zts21198e	La magia dei draghi contenuta nell'armatura ti rende più agile.
zts21199e	Presenza sinistra
zts21200e	L'incontenibile potenza del drago ti immobilizza quasi del tutto.
zts21201e	Veleno di drago debole
zts21202e	Il veleno di Valehir scorre nelle tue vene. Usa la Pozione della resistenza al veleno per eliminare l'effetto. Se uno degli avversari di Valehir subisce questo debuff, Valehir riceve il buff [Potere del decadimento].
zts21203e	Piaga del Drago non morto
zts21204e	Il potente veleno di Valehir ti fa perdere i sensi.
zts21205e	Nebbia del terrore
zts21206e	Una fitta nebbia ti fa rabbrividire. Essa scompare quando usi il potere del Drago zombie.
zts21207e	Potere del decadimento
zts21208e	Il Potere del decadimento rafforza Valehir quando una delle sue vittime subisce il debuff [Veleno di drago debole].
zts21209e	Scudo di nebbia
zts21210e	Una fitta nebbia rende Valehir invulnerabile.
zts21211e	Baluardo gelato
zts21214e	Catene di ghiaccio deboli
zts21215e	Il tuo corpo è bloccato dalle catene ghiacciate della magia del gelo di Alzanor.
zts21216e	Freddo pungente
zts21217e	Il potere di Alzanor ti fa letteralmente gelare il sangue.
zts21218e	Fradicio fino alle ossa
zts21219e	Ogni forza ti abbandona. Il ghiaccio si scioglie e ti congeli.
zts21220e	Senza forze
zts21221e	Alzanor ha esaurito tutta la magia del gelo, perciò è debole e vulnerabile.
zts21222e	Conduttore di gelo
zts21223e	Assorbe l'energia del gelo di Alzanor. Previene i danni degli attacchi di Alzanor.
zts21225e	Fuoco d'ombra
zts21226e	Il respiro di Asgobas, fatto di fuoco e ombra, ti consuma.
zts21227e	Riciclo di magia
zts21228e	Asgobas si libra in aria, dove assorbe nuova magia per rafforzarsi.
zts21229e	Drago ospite parassita
zts21230e	Dentro c'è un uovo di Asgobas.
zts21231e	Drago parassita
zts21232e	Alzanor avvolge il suo corpo nel ghiaccio e si cura.
zts21233e	Questo effetto termina non appena tutti i Golem di ghiaccio di Alzanors vengono sconfitti.
zts21234e	Il peso è piuttosto elevato e ti impedisce di muoverti.
zts21235e	Maledizione del Signore dei Draghi
zts21236e	Il Signore dei Draghi Asgobas ti ha maledetto. La maledizione verrà eliminata se esegui Ira del Signore dei Draghi.
zts21237e	Maledizione del Signore dei Draghi (debole)
zts21238e	Il Signore dei Draghi Asgobas ti ha maledetto.
zts21239e	Magia del Signore dei Draghi (debole)
zts21240e	Asgobas si rafforza tramite la sua magia.
zts21241e	Magia del Signore dei Draghi
zts21242e	Magia del Signore dei Draghi (forte)
zts21243e	Magia del Signore dei Draghi (definitiva)
zts21244e	Magia del Drago non morto
zts21245e	La Magia del Drago non morto rafforza Asgobas. L'effetto funziona solo se il Drago magico non morto si trova nelle vicinanze.
zts21246e	Questa è l'Energia del Drago di fuoco.
zts21247e	Questa è l'Energia del Drago di ghiaccio.
zts21248e	Benedizione Anno nuovo della tigre bianca
zts21249e	Ali di Luna
zts21250e	Effetto Ali di Luna
zts21251e	Potere della Luna
zts21252e	Ricevi i poteri della Luna e delle stelle.
zts21253e	Energia della Tigre bianca magica Anno nuovo
zts21254e	Ottieni il potere della Tigre bianca magica Anno nuovo.
zts21255e	Benedizione della Tigre bianca magica Anno nuovo
zts21256e	Effetto conferito dalla Tigre bianca magica Anno nuovo.
zts21257e	Rigenerazione MP – Signore dei Draghi
zts21258e	Il Signore dei Draghi rigenera di continuo degli MP.
zts21259e	Rafforza-nervi
zts21260e	Le foglie di eucalipto ti fanno rilassare.
zts21261e	Veleno Eucalipto
zts21262e	Calma i nervi.
zts21263e	Benedizione Koala
zts21264e	Dormiente
zts21265e	Il Koala usa le foglie di eucalipto per far addormentare gli avversari.
zts21266e	Benedizione Pallina di neve docile
zts21267e	Flagello di fuoco
zts21268e	Flagello di fuoco forte
zts21269e	Flagello di fuoco potente
zts21270e	Trasfusione (livello 1)
zts21271e	Trasfusione (livello 2)
zts21272e	Trasfusione (livello 3)
zts21273e	Trasfusione (livello 4)
zts21274e	Trasfusione (livello 5)
zts21275e	Trasfusione (livello 6)
zts21276e	Atto temerario
zts21277e	Per l'avversario diventa impossibile continuare ad agire in modo... giudizioso.
zts21278e	Bufera di neve
zts21279e	Potere della trasformazione (livello 4)
zts21280e	Potere della trasformazione (livello 6)
zts21281e	Potere dell'intransigenza (livello 1)
zts21282e	Potere dell'intransigenza (livello 2)
zts21283e	Potere dell'intransigenza (livello 3)
zts21284e	Potere dell'intransigenza (livello 4)
zts21285e	Potere dell'intransigenza (livello 5)
zts21286e	Potere dell'intransigenza (livello 6)
zts21287e	Potere dell'istinto (livello 1)
zts21288e	Potere dell'istinto (livello 2)
zts21289e	Potere dell'istinto (livello 3)
zts21290e	Potere dell'istinto (livello 4)
zts21291e	Potere dell'istinto (livello 5)
zts21292e	Potere dell'istinto (livello 6)
zts21293e	Potere della guarigione (livello 1)
zts21294e	Potere della guarigione (livello 2)
zts21295e	Potere della guarigione (livello 3)
zts21296e	Potere della guarigione (livello 4)
zts21297e	Potere della guarigione (livello 5)
zts21298e	Potere della guarigione (livello 6)
zts21299e	Potere dell'armatura purificatrice (livello 1)
zts21300e	Potere dell'armatura purificatrice (livello 2)
zts21301e	Potere dell'armatura purificatrice (livello 3)
zts21302e	Potere dell'armatura purificatrice (livello 4)
zts21303e	Potere dell'armatura purificatrice (livello 5)
zts21304e	Potere dell'armatura purificatrice (livello 6)
zts21305e	Potere della rigenerazione (livello 1)
zts21306e	Potere della rigenerazione (livello 2)
zts21307e	Potere della rigenerazione (livello 3)
zts21308e	Potere della rigenerazione (livello 4)
zts21309e	Potere della rigenerazione (livello 5)
zts21310e	Potere della rigenerazione (livello 6)
zts21311e	Potere del cerchio fiammeggiante (livello 1)
zts21312e	Potere del cerchio fiammeggiante (livello 2)
zts21313e	Potere del cerchio fiammeggiante (livello 3)
zts21314e	Potere del cerchio fiammeggiante (livello 4)
zts21315e	Potere del cerchio fiammeggiante (livello 5)
zts21316e	Potere del cerchio fiammeggiante (livello 6)
zts21317e	Potere della purezza (livello 1)
zts21318e	Potere della purezza (livello 2)
zts21319e	Potere della purezza (livello 3)
zts21320e	Potere della purezza (livello 4)
zts21321e	Potere della purezza (livello 5)
zts21322e	Potere della purezza (livello 6)
zts21323e	Potere della resistenza alle maledizioni (livello 1)
zts21324e	Potere della resistenza alle maledizioni (livello 2)
zts21325e	Potere della resistenza alle maledizioni (livello 3)
zts21326e	Potere della resistenza alle maledizioni (livello 4)
zts21327e	Potere della resistenza alle maledizioni (livello 5)
zts21328e	Potere della resistenza alle maledizioni (livello 6)
zts21329e	Potere del flagello vampiro (livello 1)
zts21330e	Potere del flagello vampiro (livello 2)
zts21331e	Potere del flagello vampiro (livello 3)
zts21332e	Potere del flagello vampiro (livello 4)
zts21333e	Potere del flagello vampiro (livello 5)
zts21334e	Potere del flagello vampiro (livello 6)
zts21335e	Potere della trasformazione (livello 1)
zts21336e	Potere della trasformazione (livello 2)
zts21337e	Potere della trasformazione (livello 3)
zts21338e	Potere della trasformazione (livello 5)
zts21339e	Veleno nervino (liv. 2)
zts21340e	Veleno nervino (liv. 3)
zts21341e	Veleno nervino (liv. 4)
zts21342e	La tecnica di combattimento eroica di Tart Hapendam
zts21343e	Incrementa del 75% l'esperienza eroe ottenuta.
zts21344e	Saggezza di Asgobas
zts21345e	Incrementa l'EXP Livello eroe ottenuta.
zts21346e	Benedizione della vita
zts21347e	Il potere magico della Terra dei Vivi ripristina gli HP.
zts21348e	Saggezza della vita
zts21349e	Le creature della Terra dei Vivi hanno tanto da insegnare.
zts21350e	Ira della vita
zts21351e	La rabbia delle creature selvagge della Terra dei Vivi fluisce in te.
zts21352e	Elementi della vita
zts21353e	Il potere magico della Terra dei Vivi rafforza i quattro elementi.
zts21354e	Armatura della vita
zts21355e	Il potere magico della Terra dei Vivi ti difende meglio di qualsiasi armatura.
zts21356e	Sapere della vita
zts21357e	Confusione
zts21358e	La Maledizione dell'altare ti indebolisce.
zts21359e	Inerzia
zts21360e	Forma reale
zts21361e	Maldestrezza
zts21362e	Letargia
zts21363e	Avvelenamento
zts21364e	Ricarica migliorata
zts21365e	Nobiltà
zts21366e	Senti in te la fierezza della nobiltà.
zts21367e	Guscio magico
zts21368e	Questo guscio d'uovo magico ti protegge.
zts21369e	Maledizione di Laurena (forte)
zts21370e	Laurena maledice i personaggi nel raid. Pertanto, non potranno sviluppare il loro pieno potenziale.
zts21371e	Adrenalina
zts21372e	L'adrenalina scorre nelle vene e incrementa la velocità di movimento.
zts21373e	Boost potenza
zts21374e	La forza di attacco viene incrementata per un certo periodo di tempo.
zts21375e	Boost potenza forte
zts21376e	Ali Retro
zts21377e	Effetto Ali Retro
zts21378e	Agitazione
zts21379e	Questo debuff viene innescato dalle esplosioni.
zts21380e	Ferita Proiettile magico
zts21381e	Una ferita causata da un proiettile magico.
zts21382e	Maledizione elementale
zts21383e	Maledizione della foresta.
zts21384e	Scudo di ghiaccio mana
zts21385e	Uno scudo in cui fluisce un gelido potere magico.
zts21392e	Energia del Gran pescatore
zts21393e	Aumenta la probabilità di catturare un pesce raro.
zts21394e	Benedizione dell'uccello lavatore
zts21395e	Effetto conferito dall'uccello lavatore addomesticato.
zts21396e	Ferite da bambù
zts21397e	Mangiando Bambù si rigenerano sia HP che MP.
zts21398e	Benedizione Baby panda
zts21399e	Effetto conferito dal Baby panda.
zts21400e	Armatura Caligo
zts21401e	La potente armatura di Caligo diminuisce i danni subiti.
zts21402e	Bambù nutriente
zts21403e	Buff del 15° anniversario
zts21404e	Vapore (F)
zts21405e	Vapore (E)
zts21406e	Vapore (D)
zts21407e	Vapore (C)
zts21408e	Vapore (B)
zts21409e	Vapore (A)
zts21410e	Vapore (S)
zts21411e	Armatura neutralizzata (F)
zts21412e	Armatura neutralizzata (E)
zts21413e	Armatura neutralizzata (D)
zts21414e	Armatura neutralizzata (C)
zts21415e	Armatura neutralizzata (B)
zts21416e	Armatura neutralizzata (A)
zts21417e	Armatura neutralizzata (S)
zts21418e	Surriscaldamento (F)
zts21419e	Surriscaldamento (E)
zts21420e	Surriscaldamento (D)
zts21421e	Surriscaldamento (C)
zts21422e	Surriscaldamento (B)
zts21423e	Surriscaldamento (A)
zts21424e	Surriscaldamento (S)
zts21425e	Surriscaldamento leggero (F)
zts21426e	Surriscaldamento leggero (E)
zts21427e	Surriscaldamento leggero (D)
zts21428e	Surriscaldamento leggero (C)
zts21429e	Surriscaldamento leggero (B)
zts21430e	Surriscaldamento leggero (A)
zts21431e	Surriscaldamento leggero (S)
zts21432e	Vapore leggero (F)
zts21433e	Vapore leggero (E)
zts21434e	Vapore leggero (D)
zts21435e	Vapore leggero (C)
zts21436e	Vapore leggero (B)
zts21437e	Vapore leggero (A)
zts21438e	Vapore leggero (S)
