zts1e	Descansar
zts2834e	Echas tu Condimento secreto al plato. Te ayuda a preparar platos correctamente.
zts2835e	Freír
zts2836e	Preparas un plato frito de alto nivel.
zts2837e	Afilar cuchillo
zts2838e	Afilas tu cuchillo de cocina.
zts2839e	Otorga una probabilidad de obtener ingredientes cortados o platos extra.
zts2840e	Comida saludable
zts2841e	Intentas preparar un plato sin condimentos.
zts2842e	Otorga una probabilidad de no tener que usar ni un solo condimento.
zts2843e	Entrenamiento de poder para cocineros: básico
zts2844e	Todas los ataques y defensas aumentan en 30.
zts2845e	Entrenamiento de poder para cocineros: avanzado
zts2846e	Entrenamiento de poder para cocineros: experto
zts2847e	Todas los ataques y defensas aumentan en 100.
zts2848e	Hay una ligera probabilidad de que te cortes con un cuchillo afilado y sufras el efecto [Hemorragia].
zts2849e	Otorga una probabilidad de obtener ingredientes cortados o platos extra.
zts2850e	Lanza la guadaña al enemigo y deja la [Marca de la muerte débil].
zts2851e	Garras afiladas
zts2852e	Atacas dos veces con tus garras.
zts2853e	Energía del Loa oso
zts2854e	La energía del oso mejora tu poder de ataque y tu elemento fuego.
zts2855e	Llama protectora
zts2856e	Genera un escudo de llamas protector.
zts2857e	Raíz flamígera
zts2858e	Invoca una raíz flamígera que brota del suelo y atrapa a los enemigos cercanos.
zts2859e	Figura del oso flamígero
zts2860e	Te transformas en un fuerte oso pardo.
zts2861e	Figura de leopardo flamígero
zts2862e	Te transformas en un veloz leopardo rojo.
zts2863e	Ataque zarpazo
zts2864e	Golpeas dos veces con tus zarpas.
zts2865e	Ovillo de ataque
zts2866e	Te enrollas y te lanzas contra el enemigo.
zts2867e	Tanque flamígero
zts2868e	Las llamas que te rodean causan daños a los enemigos cercanos.
zts2869e	Golpe llameante
zts2870e	Atacas en diagonal con tus zarpas delanteras.
zts2871e	Rugido del Loa oso
zts2872e	Te levantas sobre tus garras traseras y ruges al enemigo.
zts2873e	Pisotón paralizador
zts2874e	Te das media vuelta y das una patada con las garras traseras.
zts2875e	Llama absorbente
zts2876e	La llama te protege de los ataques enemigos y causa daños al oponente.
zts2877e	Agrietador
zts2878e	La tremenda fuerza de tu figura de oso agrieta el suelo.
zts2879e	Ataque en salto
zts2880e	Saltas y desciendes a toda velocidad hacia el oponente.
zts2881e	Llama purgadora
zts2882e	La energía flamígera pura filtra los efectos negativos.
zts2883e	Remolino de asalto
zts2884e	Giras sobre ti mismo y después te lanzas sobre tu objetivo.
zts2885e	Salto de fuego
zts2886e	La energía del fuego recorre tus piernas y te permite saltar muy alto.
zts2887e	Gancho de tormenta de fuego
zts2888e	La energía de las llamas recorre tus patas delanteras y propinas un gancho de mandíbula.
zts2889e	Figura de druida
zts2890e	Vuelves a convertirte en druida.
zts2891e	Piel de oso pardo
zts2892e	Tu armadura se vuelve tan resistente como la gruesa piel de un oso pardo.
zts2893e	Llama sanadora
zts2894e	Te rodea una llama que insufla vida.
zts2895e	Golpe de hacha
zts2896e	Atacas dos veces con tu hacha para dos manos.
zts2897e	Lanzamiento de hacha
zts2898e	Lanzas al enemigo un hacha que regresa como un bumerán.
zts2899e	Ataque fugaz intenso
zts2900e	Te lanzas sobre el oponente y lo empujas.
zts2901e	Hacha de la ira
zts2902e	Atacas 5 veces una parte del cuerpo para infligir heridas profundas.
zts2903e	Energía rúnica del agua
zts2904e	La energía del agua de la runa que tiene tu hacha aumenta tu elemento agua y tu defensa.
zts2905e	Contracorriente
zts2906e	Con ayuda del hacha, acercas a tu enemigo hacia ti.
zts2907e	Arrebato de ira
zts2908e	Blandes tu hacha con mucha fuerza.
zts2909e	Protección de la cascada
zts2910e	El agua mágica de la runa que tiene tu hacha rechaza los ataques enemigos durante un tiempo.
zts2911e	Remolino en cascada
zts2912e	Giras como un remolino sobre tu propio eje y golpeas con el hacha.
zts2913e	Poder de la cascada
zts2914e	La poderosa energía de la cascada mejora tu estado físico.
zts2915e	Golpe furioso de cascada
zts2916e	Saltas y le asestas un golpe en diagonal a tu objetivo. El impacto también afecta a los enemigos cercanos.
zts2917e	Arrebato de ira del berserker
zts2918e	La ira te hace golpear aún más fuerte con el hacha.
zts2919e	Tormenta atronadora
zts2920e	Blandes tu hacha con la fuerza con la que cae el agua.
zts2921e	Lanzamiento
zts2922e	Tiras una lanza.
zts2923e	Orden de ataque fugaz
zts2924e	Ordenas a tu Lobo solar que se lance sobre el objetivo.
zts2925e	Existe la posibilidad de que el objetivo sufra [aturdimiento].
zts2926e	Si el Lobo solar queda derrotado, la habilidad correspondiente no está disponible.
zts2927e	Relámpago
zts2928e	Te acercas rápidamente a tu objetivo y atacas repetidamente.
zts2929e	Lanza solar
zts2930e	Tiras una lanza gigante que se vuelve aún más grande por arte de magia.
zts2931e	Curación natural
zts2932e	Restablece tus HP y los de tu Lobo solar.
zts2933e	Si el Lobo solar ya ha sido derrotado, resucita.
zts2934e	Meteoro solar
zts2935e	Del cielo caen cuatro lanzas relucientes.
zts2936e	Patada animal
zts2937e	Tu lobo corre hacia el objetivo y lo empuja con un golpe de sus patas traseras.
zts2938e	Grilletes
zts2939e	Cuando la lanza impacta, se convierte en una trampa y atrapa al objetivo.
zts2940e	Erupción solar
zts2941e	Teletransporta a tu Lobo solar reluciente hasta el objetivo, que queda deslumbrado.
zts2942e	Protección de la naturaleza
zts2943e	Una runa de la lanza invoca la fuerza de la naturaleza, que te protege.
zts2944e	Red lumínica
zts2945e	La lanza que se ha tirado se transforma en una red de luz que atrapa al objetivo.
zts2946e	Retirada inmediata
zts2947e	Te retiras rápidamente después de colocar una trampa para osos, que se desplaza hacia un enemigo cercano.
zts2948e	Manada de lobos
zts2949e	Invocas una manada de lobos junto al objetivo y les ordenas atacar.
zts2950e	Explosión de la mancha solar
zts2951e	Tiras una lanza que alberga una poderosa energía solar.
zts2952e	Lobo torbellino
zts2953e	Teletransportas a tu Lobo solar hacia el objetivo, al que ataca mientras gira sobre sí mismo.
zts2954e	Juicio del sol
zts2955e	Del cielo cae una lanza sagrada gigante.
zts2957e	Rayo maldito
zts2958e	Disparas un rayo oscuro que contiene una maldición.
zts2959e	Nube venenosa
zts2960e	Con ayuda del alma de Loa serpiente, invocas una nube muy venenosa.
zts2961e	Araña espiritual
zts2962e	Invocas arañas azules gigantes que atacan a objetivos cercanos explotando.
zts2963e	Las explosiones pueden lanzar maldiciones sobre los objetivos.
zts2964e	Figura de espíritu
zts2965e	Te transforma en un espíritu durante un tiempo determinado.
zts2966e	No puedes recibir daños y tampoco se te puede atacar.
zts2967e	Alma pegajosa
zts2968e	Invocas un alma que se pega a tu objetivo de forma pertinaz.
zts2969e	Los brazos de los muertos emergen del suelo y agarran al objetivo.
zts2970e	Enjambre de langostas voraces
zts2971e	Invocas un enjambre de langostas voraces.
zts2972e	Causa daños a los enemigos cercanos.
zts2973e	Alma vengativa
zts2974e	Invocas un alma con sed de venganza.
zts2975e	Cuando te atacan, se venga de tu oponente.
zts2976e	Muñeco vudú
zts2977e	Maldices a tu objetivo mediante el Muñeco vudú.
zts2978e	Los HP del objetivo se reducen de forma constante. Si la maldición no se elimina, causa graves daños al objetivo.
zts2979e	Figura de acuántropo
zts2980e	Maldices a tu objetivo y lo conviertes en un Acuántropo.
zts2981e	Cuando adopta esta forma es muy susceptible a los daños.
zts2982e	Absorción del alma
zts2983e	Fortalece tu poder porque absorbes la energía espiritual de tu objetivo.
zts2984e	El poder reforzado solo puede utilizarse una vez.
zts2985e	Maldición mortal
zts2986e	Lanzas una maldición mortal sobre una amplia zona a tu alrededor.
zts2987e	Solo afecta a los enemigos que ya tienen penalizadores.
zts2988e	El Lobo solar se abalanza sobre el objetivo.
zts2989e	El Lobo solar da una patada al objetivo y lo empuja.
zts2990e	El Lobo solar ordena a las almas de sus antepasados que ataquen al objetivo.
zts2991e	El Lobo solar irradia una luz cegadora que provoca [aturdimiento] al objetivo.
zts2992e	El Lobo solar, girando rápidamente sobre sí mismo, ataca a un objetivo y a los oponentes que estén cerca de él.
zts2994e	Tu NosMate y tu Lobo solar no recibirán HP adicionales.
zts3010e	Tu NosMate y tu Lobo solar no recibirán HP adicionales.
zts3012e	Coletazo
zts3013e	Salta hacia un punto y ataca a los adversarios con la cola.
zts3014e	[Fácil] Resistencia a enfermedad
zts3015e	Libro de texto "Vitalidad dragoniana"
zts3017e	Libro de texto "Agilidad dragoniana"
zts3019e	Libro de texto "Intelecto dragoniano"
zts3020e	Libro de texto "Poder dragoniano"
zts3021e	Libro de texto "Magia dragoniana"
zts3038e	Aumenta los HP máximos en 12 000.
zts3039e	Aumenta la destreza en 150.
zts3040e	Aumenta la defensa mágica en 150.
zts3041e	Aumenta la fuerza corporal en 150.
zts3042e	Aumenta los MP máximos en 12 000.
zts3045e	Ira del Lord dragón
zts3046e	Aumenta los HP máximos en 10 000.
zts3047e	Aumenta los MP máximos en 10 000.
zts3048e	¡Comamos juntos!
zts3049e	Cómete un par de hojas de eucalipto con el koala.
zts3050e	Modorra del koala
zts3051e	El koala usa hojas de eucalipto para dormir al enemigo.
zts3072e	No se aplica a efectos que reducen el tiempo de espera.
zts3073e	Te mueves rápidamente.
zts3074e	La Coraza suprema aumenta la defensa y la probabilidad de resistir el movimiento forzado.
zts3075e	Remolino de pajaromapache
zts3076e	El Pajaromapache gira muy deprisa en círculos y crea un pequeño remolino.
zts3077e	Panda rodante
zts3078e	El Bebé panda se hace una bola y se precipita a toda mecha contra los enemigos.
zts3079e	Salida de vapor
zts3080e	Cuece a tus enemigos al vapor en su propio jugo.
zts3081e	Misil antiarmadura
zts3082e	Dispara los misiles que lleva en la parte trasera.
zts3083e	Salida de calor
zts3084e	Misil antitanque
zts3085e	Presión en la caldera
zts3086e	Halitus libera un exceso de energía.
zts3087e	Sobrecalentamiento
zts3088e	Golpe rápido
zts3089e	Atacas a un enemigo con la lanza.
zts3090e	Golpe largo
zts3091e	Atacas a un enemigo que está más lejos con la lanza.
zts3092e	Golpe de escudo
zts3093e	Asestas a un enemigo un golpe de escudo que lo aturde.
zts3094e	Embestida lancera
zts3095e	Apuntas con la lanza a una hilera de enemigos y les golpeas a todos al esprintar.
zts3096e	Torbellino sagrado
zts3097e	Al blandir la lanza, generas un torbellino de luz.
zts3098e	Tiro con lanza
zts3099e	Arrojas la lanza e infliges daño a varios enemigos que se encuentren en fila.
zts3100e	Golpe triple
zts3101e	Atacas tres veces al enemigo en rápida sucesión.
zts3102e	Escudo de Dragonio
zts3103e	La dureza del escudo bloquea los ataques del enemigo.
zts3104e	Destrucción de armadura
zts3105e	Invocas cuatro lanzas de luz que impactan en los puntos débiles de la armadura enemiga.
zts3106e	Luz de protección
zts3107e	La energía lumínica de la magia de dragón purga los efectos negativos y aumenta la defensa de los aliados cercanos.
zts3108e	Aguijón de dragón
zts3109e	Al atacar, concentras la magia de dragón en un punto.
zts3110e	Disparar granada
zts3111e	Disparas una granada.
zts3112e	Granada de choque
zts3113e	Disparas una granada que libera una onda expansiva.
zts3114e	Disparo vertiginoso
zts3115e	Disparas una granada en un ángulo abrupto.
zts3116e	Granada de napalm
zts3117e	Disparas una granada de napalm que quema a todos los enemigos que se encuentren en el radio de acción.
zts3118e	Recarga
zts3119e	Recargas granadas más potentes.
zts3120e	Escudo energético de Dragonio
zts3121e	Genera un escudo de energía que te protege el cuerpo.
zts3122e	Granada gravitatoria
zts3123e	Disparas una granada que aumenta la gravedad donde hace impacto y sujeta en él a los enemigos.
zts3124e	Potencia de fuego aumentada
zts3125e	El calor aumenta la potencia de fuego.
zts3126e	Disparo HEAT
zts3127e	Disparas una granada HEAT con un poder de penetración extraordinario.
zts3128e	Transformación energética
zts3129e	Mejora la potencia de fuego de tu arma.
zts3130e	Disparas un haz de llamas que contiene energía calórica y magia de dragón hacia los enemigos que se encuentran en fila.
zts3131e	El aumento del alcance del ataque no tiene efecto.
zts3132e	Telequinesis
zts3133e	Controlas la gravedad y lanzas una piedra a un enemigo.
zts3134e	Atracción
zts3135e	Usas la energía gravitatoria para atraer a los enemigos hacia ti.
zts3136e	Usas la energía antigravitatoria para empujar a los enemigos lejos de ti.
zts3137e	Aplastar
zts3138e	Dejas caer una piedra gigante sobre el objetivo.
zts3139e	Campo antigravitatorio
zts3140e	Generas un campo antigravitatorio que te protege el cuerpo. El efecto consume MP.
zts3141e	Huida rápida
zts3142e	Infliges daño a un enemigo y lo alejas de ti de un empujón para huir de él.
zts3143e	Campo gravitatorio
zts3144e	Generas un campo gravitatorio que inflige daño a los enemigos cercanos.
zts3145e	Hipergravedad
zts3146e	Amplías la Esfera gravitatoria, lo que aumenta tu poder de ataque. Sin embargo, tiene efectos secundarios.
zts3147e	Reflexión por antigravedad
zts3148e	Generas un campo antigravitatorio que refleja el daño.
zts3149e	Ingravidez
zts3150e	Cualquiera que se encuentre a tu alrededor entran en un estado de ingravidez.
zts3151e	Los enemigos tienen dificultades, pero tú te has familiarizado con el efecto.
zts3152e	Agujero negro
zts3153e	Generas un agujero negro que lo absorbe todo.
zts3154e	Golpe fuerte
zts3155e	Asestas un golpe a un enemigo con los brazos robóticos pesados.
zts3156e	Tanquear
zts3157e	Conviertes el poder mágico en combustible.
zts3158e	Ataque en salto
zts3159e	Te abalanzas sobre el objetivo de un salto.
zts3160e	Machacar
zts3161e	Arrastras a los enemigos a un punto y los aplastas entre las manos robóticas.
zts3162e	Ataque con el martillo
zts3163e	Golpeas a los enemigos como con un martillo.
zts3164e	Puñetazo al suelo
zts3165e	Golpeas con fuerza el suelo.
zts3166e	Bloqueo frontal
zts3167e	Bloqueas los ataques enemigos con los brazos robóticos.
zts3168e	Ataque en salto potente
zts3169e	Golpe de asalto
zts3170e	Concentras el poder mágico en un brazo y te precipitas sobre el objetivo.
zts3171e	Excedente de combustible
zts3172e	Consumes combustible para fortalecer tu poder de combate.
zts3173e	Golpe de dragón
zts3174e	Concentras todo el poder en los puños y atacas en línea recta a los enemigos que se encuentren en fila.
zts3175e	Protocolo de recuperación
zts3176e	Consumes combustible para curarte.
zts3177e	Ataque de escombros
zts3178e	Atacas con manos robóticas entrelazadas.
zts3188e	Empujar
zts3194e	CEL2	1	-9	1	1	-8	1	1	-7	1	1	-6	1	1	-5	1	1	-4	1	1	-3	1	1	-2	1	1	-1	1	0	0	0
zts3196e	Galletas y regalos
zts3197e	Repartes galletas y regalos pesados por la zona.
zts3198e	Técnica del hombrecillo de jengibre
zts3199e	Te imbuyes de la energía del hombrecillo de jengibre Par.
zts3200e	Puntería del hombrecillo de jengibre
zts3201e	Te imbuyes de la energía del hombrecillo de jengibre Pur.
zts3202e	Poder del hombrecillo de jengibre
zts3203e	Te imbuyes de la energía del hombrecillo de jengibre Pir.
zts3204e	Sombra intensa
zts3205e	Pinta una sombra muy intensa en el suelo que ataca a los oponentes.
zts3206e	Pincelada espectral
zts3207e	Te otorga el poder de la energía espectral a través de pinceladas precisas.
zts3208e	Requiere 1000 puntos definitivos.
zts3209e	Requiere 1000 puntos definitivos y el 3.er efecto definitivo.
zts3210e	Tótem sagrado
zts3211e	Conjura un tótem sagrado que ayuda a quien lo utiliza y a los aliados cercanos.
zts3212e	La barra de energía sagrada tiene que estar totalmente llena para usar esta habilidad.
zts3213e	Se puede utilizar con objetivos con un 100 % de sus HP.
zts3214e	Latigazo
zts3215e	Golpea al enemigo con el látigo.
zts3216e	Reduce los HP, pero no puede asestar un golpe mortal.
zts3217e	Domesticación
zts3218e	Con ella puedes domesticar una mascota de 1 estrella.
zts3219e	Deberías tener un nivel superior al del animal que quieras domesticar y este debe tener menos de la mitad de sus HP.
zts3220e	Invocar monstruo de entrenamiento débil
zts3221e	Este monstruo de entrenamiento puede mejorar a mascotas que tengan un nivel de entrenamiento de hasta 20.
zts3222e	Se necesita una Jaula de monstruos de entrenamiento.
zts3223e	Extraer esencia
zts3224e	Extraes la esencia de la mascota seleccionada.
zts3225e	Solo se puede utilizar con mascotas que hayan alcanzado el nivel de entrenamiento máximo.
zts3226e	Conseguir un avance
zts3227e	Aumenta la valoración de estrellas de la mascota seleccionada.
zts3228e	Domesticación avanzada
zts3229e	Con ella puedes domesticar una mascota de 2 estrellas.
zts3230e	Invocar monstruo de entrenamiento
zts3231e	Este monstruo de entrenamiento puede mejorar a mascotas que tengan un nivel de entrenamiento de hasta 40.
zts3232e	Extraer esencia mejorada
zts3233e	Al extraer la esencia de mascotas con 1 o 2 estrellas, tienes una probabilidad del 10 % de recibir una adicional.
zts3234e	Invocar monstruo de entrenamiento fuerte
zts3235e	Este monstruo de entrenamiento puede mejorar a mascotas que tengan un nivel de entrenamiento de hasta 60.
zts3236e	Restaurar entrenamiento
zts3237e	Restablece el nivel de entrenamiento de la mascota seleccionada a 0.
zts3238e	Latigazo suave
zts3239e	Intentas domesticar a un aliado.
zts3240e	No sabes si es posible.
zts3241e	Gestos amenazantes
zts3242e	La mascota se prepara para el combate y aumenta su poder de ataque.
zts3243e	Gestos amenazantes 1
zts3244e	Gestos amenazantes 2
zts3245e	Gestos amenazantes 3
zts3246e	Gestos amenazantes 4
zts3247e	Gestos amenazantes 5
zts3248e	Gestos amenazantes 6
zts3249e	Aturdimiento masivo
zts3250e	Deja inconscientes a los enemigos en las proximidades.
zts3251e	Aturdimiento masivo 1
zts3252e	Aturdimiento masivo 2
zts3253e	Aturdimiento masivo 3
zts3254e	Aturdimiento masivo 4
zts3255e	Aturdimiento masivo 5
zts3256e	Aturdimiento masivo 6
zts3257e	Arrebato voraz
zts3258e	La mascota muerde con voracidad a los enemigos.
zts3259e	Arrebato voraz 1
zts3260e	Arrebato voraz 2
zts3261e	Arrebato voraz 3
zts3262e	Arrebato voraz 4
zts3263e	Arrebato voraz 5
zts3264e	Arrebato voraz 6
zts3265e	Posición defensiva
zts3266e	La mascota adopta una posición defensiva y aumenta su defensa.
zts3267e	Posición defensiva 1
zts3268e	Posición defensiva 2
zts3269e	Posición defensiva 3
zts3270e	Posición defensiva 4
zts3271e	Posición defensiva 5
zts3272e	Posición defensiva 6
zts3273e	Primeros auxilios
zts3274e	Tu cuerpo se regenera.
zts3275e	Primeros auxilios 1
zts3276e	Primeros auxilios 2
zts3277e	Primeros auxilios 3
zts3278e	Primeros auxilios 4
zts3279e	Primeros auxilios 5
zts3280e	Primeros auxilios 6
zts3281e	Instrucción de entrenador de mascotas 1
zts3282e	Todas los ataques y defensas aumentan en 25.
zts3283e	Instrucción de entrenador de mascotas 2
zts3284e	Instrucción de entrenador de mascotas 3
zts3285e	El monstruo de entrenamiento dura 15 minutos.
zts3286e	El monstruo de entrenamiento dura 30 minutos.
zts3287e	El monstruo de entrenamiento dura 60 minutos.
zts3288e	Flecha envenenada
zts3289e	Dispara una flecha envenenada al objetivo.
zts3290e	El enemigo impactado resulta envenenado.
zts3291e	Flecha de zarcillos
zts3292e	Dispara una flecha de la que brotan unos zarcillos.
zts3293e	Los zarcillos oprimen al objetivo.
zts3294e	Semillas mortales
zts3295e	Reparte unas semillas parásitas por el entorno.
zts3311e	Golpe de pastelito
zts3312e	Ataca un objetivo con el poder del pastelito.
zts3313e	Investigación muscular de Techron
zts3314e	Aumenta los HP máximos en 14 000.
zts3315e	Investigación cognitiva de Techron
zts3316e	Aumenta la destreza en 220.
zts3317e	Investigación cerebral de Techron
zts3318e	Aumenta la defensa mágica en 220.
zts3319e	Investigación ósea de Techron
zts3320e	Aumenta la fuerza corporal en 220.
zts3321e	Investigación mágica de Techron
zts3322e	Aumenta los MP máximos en 14 000.
zts3323e	Amistad de Hada (2)
zts3324e	Aumenta todas las resistencias elementales en 20.
zts3325e	Aumenta los HP máximos en 13 000.
zts3326e	Aumenta la destreza en 200.
zts3327e	Aumenta la defensa mágica en 200.
zts3328e	Aumenta la fuerza corporal en 200.
zts3329e	Aumenta los MP máximos en 13 000.
