zts1e	Nowy przedmiot
zts432e	Szabla ta stanowi pe³nowartoœciowy rodzaj broni dla ka¿dego wojownika, poniewa¿ wyposa¿ona jest we wszystkie ¿ywio³y i odpornoœci.[n][n]
zts433e	Z³amane Ostrze ¯ywio³ów
zts434e	Atak za pomoc¹ tego miecza zmniejsza odpornoœæ na ¿ywio³y u twojego przeciwnika oraz obra¿enia w wyniku ciosu krytycznego.[n][n]
zts435e	Czerwony £uk
zts436e	Zabiera przeciwnikowi P¯[n]i zwiêksza si³ê ataku krótkodystansowego.[n][n]
zts437e	£uk Pokoju
zts438e	Si³a natury zwiêksza obra¿enia.[n][n]
zts439e	Majestatyczny £uk
zts440e	Moc ¿ywio³ów sprawia, ¿e w³aœciciel tej broni otrzymuje mniejsze obra¿enia od magicznych ataków.[n][n]
zts441e	Mityczna Ró¿d¿ka
zts442e	Ta ró¿d¿ka w³ada ¿ywio³em ognia i kradnie dusze przeciwników.[n][n]
zts443e	Ró¿d¿ka Ducha
zts444e	Potêga duchów, drzemi¹ca w tej ró¿d¿ce, redukuje wszystkie odpornoœci przeciwnika na moc ¿ywio³ów i zamienia je dodatkow¹ energiê wzmacniaj¹c¹ w³aœciciela ró¿d¿ki.[n][n]
zts445e	Majestatyczna Ró¿d¿ka
zts446e	M¹drzy ludzie nosz¹ tê broñ w celu w³asnej ochrony.[n][n]
zts447e	Niebieska Szata Mêdrca
zts448e	Szata Próby
zts449e	Solaris
zts450e	Ten uroczy zwierzak wzmacnia si³ê ataku swojego w³aœciciela o 30% poprzez zastosowanie ¿ywio³u œwiat³a.[n][n]
zts451e	Sellaim
zts452e	Wró¿ka wody rozwija siê do poziomu 70.[n]Niezdatna do handlu z innymi graczami![n][n]
zts453e	Woondine
zts454e	Wró¿ka Wody rozwija siê do poziomu 70.[n]Nie mo¿na handlowaæ z innymi graczami![n][n]
zts455e	Eperial
zts456e	Wró¿ka œwiat³a rozwija siê do poziomu 70.[n]Nie mo¿na handlowaæ z innymi graczami![n][n]
zts457e	Turik
zts458e	Wró¿ka mroku rozwija siê do poziomu 70.[n]Niezdatna do handlu z innymi graczami![n][n]
zts459e	Du¿a Sellaim
zts460e	Du¿a Woondine
zts461e	Du¿a Eperial
zts462e	Du¿a Turik
zts463e	Amulet Boskiego B³ogos³awieñstwa
zts465e	Amulet Ochrony
zts467e	Amulet Wzmocnienia
zts468e	Wzmacnia wyposa¿enie o utrwalonym poziomie. [n]Do ochrony przed zniszczeniem potrzebujesz jeszcze zwoju ochrony wyposa¿enia. Przewa¿nie u¿ywany dla broni i wyposa¿enia.[n](Mo¿na u¿yæ 3 razy).[n][n]
zts469e	Per³a Zwierzaka
zts470e	Za pomoc¹ tego przedmiotu umieœcisz[n]swojego NosKumpla w perle[n], któr¹ mo¿esz przechowywaæ w ekwipunku[n]lub magazynie.[n]NosKumpli, których umieœci³eœ[n]w perle, mo¿esz wymieniaæ[n]z innymi graczami.[n][n][Instrukcja][n]Wybierz NosKumpla i kliknij[n]dwa razy na per³ê.[n][n]Wskazówka:[n]Poprzez umieszczenie NosKumpla[n]w perle[n]utracisz jego imiê. Jeœli twój[n]NosKumpel ma poziom wy¿szy od twojego,[n]mo¿esz go zostawiæ w[n]mini-landzie, jednak[n]nie mo¿esz go zabraæ ze sob¹ na misje.[n][n]
zts471e	Per³a Partnera
zts472e	Za pomoc¹ tego przedmiotu umieœcisz[n]swojego partnera w perle[n], któr¹ mo¿esz przechowywaæ w ekwipunku[n]lub magazynie.[n]Partnerów, których umieœci³eœ[n]w perle, mo¿esz wymieniaæ[n]z innymi graczami.[n][n][Instrukcja][n]Wybierz partnera i kliknij[n]dwa razy na per³ê.[n][n]Wskazówka:[n]Poprzez umieszczenie partnera[n]w perle[n]utracisz jego imiê. Jeœli twój[n]partner ma poziom wy¿szy od twojego,[n]mo¿esz go zostawiæ w[n]mini-landzie, jednak[n]nie mo¿esz go zabraæ ze sob¹ na misje.[n][n]
zts473e	Pojemnik na Karty Specjalisty
zts474e	S³u¿y do przechowywania karty specjalisty.[n]Mo¿na wymieniaæ miêdzy graczami.[n][Instrukcja][n]Najpierw za³ó¿ kartê specjalisty do przechowania.[n]Nastêpnie kliknij dwa razy na pojemnik do przechowywania. Karta zostanie od ciebie uwolniona i umieszczona w pojemniku.[n]Jeœli zechcesz j¹ wyj¹æ, ponownie kliknij dwa razy na pojemnik.[n][Wskazówka][n]Jeœli masz jakieœ punkty umiejêtnoœci na karcie specjalisty, musisz je najpierw zu¿yæ, zanim bêdziesz móg³ umieœciæ kartê w pojemniku.[n]Jeœli usuniesz z pojemnika kartê, ten zniknie.[n][n]
zts475e	Amulet Otwarcia NosMarketu
zts476e	Scrammer
zts477e	Kris
zts478e	Kusza Winslet
zts479e	Kusza Balenty
zts480e	Miotacz Zaklêæ Plaz
zts481e	Miotacz Zaklêæ Œwiat³a
zts482e	Spojrzenie Stra¿nika
zts483e	Tunika Œwiat³a
zts484e	Odwa¿ny Obroñca
zts485e	Wspania³y Obroñca
zts486e	Flamberg
zts487e	Potê¿ny miecz, mog¹cy zadawaæ rozleg³e obra¿enia.[n][n]
zts488e	£uk Mocy
zts489e	Za pomoc¹ tego ³uku zadaje niektórym potworom rozleg³e obra¿enia.[n][n]
zts490e	Ró¿d¿ka Kaia
zts491e	U¿ywane przez wybitnych magów.[n][n]
zts492e	Pud³o Rajdu
zts493e	Co znajduje siê w tej skrzyni?[n]SprawdŸ, klikaj¹c na ni¹ dwa razy.[n]Jeœli w skrzyni znajduje siê wyposa¿enie, bêdzie ono mia³o taki sam poziom unikalnoœci jak skrzynia.[n][n]
zts494e	Szlachetny Naszyjnik Oriharcon
zts495e	Antyczny Naszyjnik Oriharcon
zts496e	Szlachetny Pierœcieñ Oriharcon
zts497e	Antyczny Pierœcieñ Oriharcon
zts498e	Szlachetna Bransoletka Oriharcon
zts499e	Antyczna Bransoletka Oriharcon
zts500e	Antyczny Kryszta³owy Naszyjnik
zts501e	Antyczny Kryszta³owy Pierœcieñ
zts502e	Antyczna Kryszta³owa Bransoletka
zts503e	Antyczny Diamentowy Naszyjnik
zts504e	Antyczny Diamentowy Pierœcieñ
zts505e	Antyczna Diamentowa Bransoletka
zts506e	P³omienne Rêkawice
zts507e	Sztormowe Rêkawice
zts508e	Boskie Rêkawice
zts509e	Rêkawice Œmierci
zts510e	Ogniste Buty
zts511e	Buty Fali
zts512e	Buty Œwiat³a
zts513e	Buty Mroku
zts514e	Czerwony Pierœcieñ Radala
zts515e	Jeden z dwóch pierœcieni, który znajdowa³ siê w posiadaniu Radala za jego ¿ycia. Przedmiot ten jest u¿ywany w wa¿nych misjach.[n][n]
zts516e	B³êkitny Pierœcieñ Radala
zts517e	Nierozpuszczalne Rêkawice
zts518e	Rêkawice te s¹ bardzo odporne na kwas[n]i rzadko siê utleniaj¹.[n][n]
zts519e	Zwyk³y Z³oty Naszyjnik
zts520e	Szlachetny Z³oty Naszyjnik
zts521e	Srebrny Pierœcieñ
zts522e	Modna Bransoletka
zts523e	Antyczny Naszyjnik Mano
zts524e	Antyczny Pierœcieñ Mano
zts525e	Antyczna Bransoletka Mano
zts526e	Szlachetny Naszyjnik Mano
zts527e	Szlachetny Pierœcieñ Mano
zts528e	Szlachetna Bransoletka Mano
zts529e	Luksusowa Bransoleta Mano
zts530e	Naszyjnik Kociego Oka
zts531e	Pierœcieñ Kociego Oka
zts532e	Bransoleta Kociego Oka
zts533e	Szlachetny Naszyjnik Kociego Oka
zts534e	Szlachetny Pierœcieñ Kociego Oka
zts535e	Szlachetna Bransoletka Kociego Oka
zts536e	Luksusowy Naszyjnik Kociego Oka
zts537e	Luksusowa Bransoletka Kociego Oka
zts538e	Kryszta³owy Naszyjnik
zts539e	Kryszta³owy Pierœcieñ
zts540e	Kryszta³owa Bransoletka
zts541e	Szlachetny Kryszta³owy Naszyjnik
zts542e	Szlachetny Kryszta³owy Pierœcieñ
zts543e	Szlachetna Kryszta³owa Bransoletka
zts544e	Luksusowy Kryszta³owy Pierœcieñ
zts545e	Luksusowa Kryszta³owa Bransoletka
zts546e	Diamentowy Naszyjnik
zts547e	Diamentowy Pierœcieñ
zts548e	Diamentowa Bransoletka
zts549e	Szlachetny Diamentowy Naszyjnik
zts550e	Szlachetny Diamentowy Pierœcieñ
zts551e	Szlachetna Diamentowa Bransoletka
zts552e	Luksusowy Diamentowy Naszyjnik
zts553e	Luksusowy Diamentowy Pierœcieñ
zts554e	Luksusowa Diamentowa Bransoletka
zts555e	Lekkie Rêkawice
zts556e	Trwa³e i zarazem lekkie rêkawice,[n]nieco poprawiaj¹ce unik.[n][n]
zts557e	Jedwabne Rêkawice
zts558e	Delikatne i luksusowe rêkawice przepe³nione magi¹.[n] Zwiêkszaj¹ si³ê ataku magicznego.[n][n]
zts559e	Magiczne Rêkawice
zts560e	Wype³nione magi¹, zwiêkszaj¹ PM.[n][n]
zts561e	Jasne Rêkawice
zts562e	Maj¹ wiêksz¹ si³ê obrony ataków krótkodystansowych ni¿ inne rêkawice.[n][n]
zts563e	Szybkie Rêkawice
zts564e	Ich op³ywowy kszta³t pozwala ci siê szybciej poruszaæ.[n][n]
zts565e	Bojowe Rêkawice
zts566e	Maj¹ wiêksz¹ si³ê obrony ataków krótkodystansowych ni¿ zwyczajne rêkawice.[n][n]
zts567e	Rêkawice Kolcze
zts568e	Bardzo popularne wœród wojowników.[n][n]
zts569e	B³yskawiczne Rêkawice
zts570e	Lekkie Buty
zts571e	Lekkie buty siêgaj¹ce do kostek.[n][n]
zts572e	Szybkie Buty
zts573e	Zwiêkszaj¹ tylko twoj¹ szybkoœæ,[n]jednak nie maj¹ wp³ywu na si³ê obrony.[n][n]
zts574e	Kolcze Buty
zts575e	Buty zapewniaj¹ce siln¹ obronê.[n][n]
zts576e	Futrzane Buty
zts577e	Buty te wykonane zosta³y z futra starego demona[n]i absorbuj¹ magiczne ataki.[n][n]
zts578e	Stalowe Buty
zts579e	Buty Ochronne
zts580e	Buty Wiatru
zts581e	Ciê¿kie Metalowe Buty
zts582e	Rêkawice Kucharskie
zts583e	Chroni¹ twoje rêce przed gor¹cymi obiektami.[n][n]
zts584e	B³yszcz¹ce Rêkawice
zts585e	Duch œwiat³a bêdzie ciê ochraniaæ.[n][n]
zts586e	Rêkawice Wiatru
zts587e	Daj¹ uczucie jakby delikatna bryza muska³a rêce. [n]Posiadaj¹ moc uniku[n][n]
zts588e	Rêkawice Odpornoœci
zts589e	Rêkawice Mroku
zts590e	Przepe³niony energi¹ mroku.[n][n]
zts591e	Czarne Buty
zts592e	Wodne Buty
zts593e	Daj¹ dodatkow¹ odpornoœæ na wodê.[n][n]
zts594e	Glany
zts595e	Wype³nione energi¹ œwiat³a.[n][n]
zts596e	P³omienne Buty
zts597e	Przepe³nione energi¹ ognia.[n][n]
zts598e	Buty G³êbokiego Morza
zts599e	Otula cia³o energi¹ mroku[n]i zwiêksza odpornoœæ na œwiat³o.[n][n]
zts600e	Wró¿ka Ognia
zts601e	Wró¿ka ¿ywio³ów[n][n]Im d³u¿ej masz j¹ przy sobie podczas walki, tym bardziej roœnie jej si³a ¿ywio³u podczas ataku.[n](w walce z potworami +-15 poziom).[n]Si³a ataku zostanie dodana do si³y ¿ywio³u twojej postaci.[n]Wró¿ka mo¿e zwiêkszyæ twoj¹ si³ê ¿ywio³u do 50%.[n][n]
zts602e	Wró¿ka Wody
zts603e	Wró¿ka Œwiat³a
zts604e	Wró¿ka Mroku
zts605e	Karta Specjalisty Pi¿amy
zts606e	Hej! Cieszmy siê ¿yciem![n]Dlaczego tak siê martwisz? Korzystaj z ¿ycia![n][n]
zts607e	Karta Specjalisty ¯elaznego Wojownika
zts608e	Karta specjalisty - ¿ywio³ ognia[n][n]Wojownik króluje na polu walki dziêki swojej sprawnoœci we w³adaniu mieczem. Ognisty kunszt sprawia, ¿e w walce wrêcz wojownik ten poradzi sobie nawet z najgroŸniejszym wrogiem.[n][n]
zts609e	Karta Specjalisty Ninja
zts610e	Karta specjalisty - ¿ywio³ wody[n][n]Oczy wojownika wype³nia nienawiœæ. Cokolwiek stanie na drodze tego potê¿nego rycerza, bêdzie musia³o zapoznaæ siê z ostrzem jego miecza.[n][n]
zts611e	Karta Specjalisty Myœliwego
zts612e	Karta specjalisty - ¿ywio³ wody[n][n]Rozpoczyna walkê, zsy³aj¹c œmiercionoœne groty strza³ na swoich wrogów. Dziêki swojej wyj¹tkowej szybkoœci wróg nie zd¹¿y spostrzec ataku.[n][n]
zts613e	Karta Specjalisty Zabójcy
zts614e	Karta specjalisty - ¿ywio³ mroku[n][n]Pod t¹ mask¹ skrywa siê z³y, podstêpny wojownik o wstrêtnym charakterze. Przeciwnicy, którzy znajd¹ siê w jego pobli¿u, ani na chwilê nie powinni spuszczaæ go z oka.[n][n]
zts615e	Karta Specjalisty Ognistego Maga
zts616e	Karta specjalisty - ¿ywio³ ognia[n][n]Mag ten nosi symbol zniszczenia i zag³ady. Niszcz¹c¹ moc czerpi¹ z najpotê¿niejszych zaklêæ ognia.[n][n]
zts617e	Karta Specjalisty "Œwiêty Mag"
zts618e	Karta specjalisty - ¿ywio³ œwiat³a[n]Stra¿nik œwiat³a, przykazañ i równowagi. Ten m¹dry maga dzia³a zgodnie z bosk¹ wol¹ Erenii, pos³uguj¹c siê moc¹ dobra, aby pokonaæ swoich wrogów.[n][n]
zts619e	Miecz Partnera
zts620e	£uk Partnera
zts621e	Ró¿d¿ka dla Partnera
zts622e	Zbroja dla Partnera (Magia)
zts623e	Zbroja Partnera (Walka D³ugodystansowa)
zts624e	Zbroja dla Partnera (Walka Wrêcz)
zts625e	DŸwignia (przed u¿yciem)
zts626e	Stara Skrzynia
zts627e	Ma³y Eliksir ¯ycia
zts628e	Leczy ciebie i twojego NosKumpla.[n][n]
zts629e	Œredni Eliksir ¯ycia
zts630e	Du¿y Eliksir ¯ycia
zts631e	Ma³y Eliksir Many
zts632e	Œredni Eliksir Many
zts633e	Du¿y Eliksir Many
zts634e	Ma³y Eliksir Odnowy
zts635e	Œredni Eliksir Odnowy
zts636e	Du¿y Eliksir Odnowy
zts637e	Olbrzymi Eliksir Odnowy
zts638e	Ziarno Mocy
zts639e	Mo¿na u¿yæ w nastêpuj¹cych sytuacjach: [n] 1. Aby po wskrzeszeniu wróciæ do miejsca œmierci (10 Ziaren Mocy) [n] 2. Aby wejœæ do czasoprzestrzeni (podana iloœæ) [n] 3. Aby wskrzesiæ NosKumpla po œmierci (5 Ziaren Mocy) [n] 4. Podczas misji, by j¹ przerwaæ w Kamieniu Czasoprzestrzeni (5 Ziaren Mocy) [n][n]
zts640e	Kamieñ Gillion
zts641e	Musi zostaæ uszlachetniony, aby pozyskaæ Kamieñ Duszy, Cellon i Kryszta³[n]Aby dokonaæ uszlachetnienia, musisz zakupiæ uszlachetniacz i klikn¹æ na niego dwa razy.[n][n]
zts642e	Proszek Cella
zts643e	Wymagany w nastêpuj¹cych przypadkach:[n] 1. W celu ulepszenia wyposa¿enia[n]2. Ulepszenia Kamienia Duszy, Cellonu i Kryszta³u[n][n]
zts644e	Kamieñ Duszy
zts645e	U¿ywane do ulepszenia wyposa¿enia[n]od +1 do +5.[n][n]
zts646e	Kompletny Kamieñ Duszy
zts647e	U¿ywane do ulepszenia wyposa¿enia[n]od +6 do +10.[n][n]
zts648e	Cellon (Poziom 1)
zts649e	Dodaje opcjê poziomu 1 do akcesoriów.
zts650e	Cellon (Poziom 2)
zts651e	Dodaje opcjê poziomu 2 do akcesoriów.
zts652e	Cellon (Poziom 3)
zts653e	Dodaje opcjê poziomu 3 do akcesoriów.
zts654e	Cellon (Poziom 4)
zts655e	Dodaje opcjê poziomu 4 do akcesoriów.
zts656e	Cellon (Poziom 5)
zts657e	Dodaje opcjê poziomu 5 do akcesoriów.
zts658e	Cellon (Poziom 6)
zts659e	Dodaje opcjê poziomu 6 do akcesoriów.
zts660e	Cellon (Poziom 7)
zts661e	Dodaje opcjê poziomu 7 do akcesoriów.
zts662e	Cellon (Poziom 8)
zts663e	Dodaje opcjê poziomu 8 do akcesoriów.
zts664e	Cellon (Poziom 9)
zts665e	Dodaje opcjê poziomu 9 do akcesoriów.
zts666e	Cellon (Poziom 10)
zts667e	Dodaje opcjê poziomu 10 do akcesoriów.[n][n]
zts668e	Piasek z Rzeki Donner
zts669e	Potrzebne do produkcji ró¿nych przedmiotów.[n][n]
zts670e	Kryszta³ Nowiu Ksiê¿yca
zts671e	U¿ywany w mini-landzie.[n]U¿yj [narzêdzi do klejnotów, cellonów i kryszta³ów], by rozbiæ kryszta³.[n][n]
zts672e	Kryszta³ Pó³ksiê¿yca
zts673e	Kryszta³ pe³ni ksiê¿yca to wa¿ny materia³ do procesu ulepszania kart specjalisty.[n][n]
zts674e	Kryszta³ Pe³ni Ksiê¿yca
zts675e	Fragment Czerwonego Kryszta³u
zts676e	Do celów produkcyjnych.[n][n]
zts677e	Fragment Niebieskiego Kryszta³u
zts678e	Fragment Bia³ego Kryszta³u
zts679e	Fragment Czarnego Kryszta³u
zts680e	Narzêdzia Poszukiwaczy Przygód
zts681e	Potrzebne do stworzenia przedmiotów dla poszukiwaczy przygód.[n]Kliknij dwa razy, aby zobaczyæ listê.[n][n]
zts682e	Uszlachetniacz Kamieni Duszy
zts683e	U¿yj kamieni Gillion do uzyskania proszku Cella i kamieni duszy.[n]Proszek Cella i kamienie duszy u¿ywane s¹ do ulepszenia broni i zbroi.[n]Kliknij dwa razy w celu u¿ycia.[n][n]
zts684e	Uszlachetniacz Cellonu
zts685e	U¿yj kamieni Gillion do uzyskania proszku Cella i Cellonu.[n]Proszek Cella jest u¿ywany do ulepszenia broni i zbroi.[n] Cellon jest u¿ywany w celu nadawania wyposa¿eniu dodatkowych opcji.[n]Kliknij dwa razy w celu u¿ycia.[n][n]
zts686e	Uszlachetniacz Kryszta³ów
zts687e	U¿yj kamieni Gillion do uzyskania proszku Cella i kryszta³u.[n]Proszek Cella jest u¿ywany do ulepszenia broni i zbroi.[n] Kryszta³ jest u¿ywany w mini-landzie do produkcji.[n]Kliknij dwa razy w celu u¿ycia.[n][n]
zts688e	Narzêdzia Wojowników
zts689e	Potrzebne do stworzenia przedmiotów dla wojowników.[n]Kliknij dwa razy, aby zobaczyæ listê.[n][n]
zts690e	Narzêdzia £uczników
zts691e	Potrzebne do stworzenia przedmiotów dla ³uczników.[n]Kliknij dwa razy, aby zobaczyæ listê.[n][n]
zts692e	Narzêdzia Magów
zts693e	Potrzebne do stworzenia przedmiotów dla magów.[n]Kliknij dwa razy, aby zobaczyæ listê.[n][n]
zts694e	Normalna Skrzynia
zts695e	Luksusowa Skrzynia
zts696e	Tajemnicza Skrzynia
zts697e	DŸwignia (po u¿yciu)
zts698e	Z³oto
zts699e	Narzêdzia Bi¿uterii
zts700e	Potrzebne do stworzenia ró¿nych ozdób.[n]Kliknij dwa razy, aby zobaczyæ listê.[n][n]
zts701e	Tajemnicza Kryszta³owa Kula (przed u¿yciem)
zts702e	Tajemnicza Kryszta³owa Kula (po u¿yciu)
zts703e	Bonusowa Skrzynia
zts704e	Przycisk (przed u¿yciem)
zts705e	Przycisk (po u¿yciu)
zts706e	Drewniana DŸwignia (przed u¿yciem)
zts707e	Drewniana DŸwignia (po u¿yciu)
zts708e	Pos¹g Diab³a (przed u¿yciem)
zts709e	Pos¹g Diab³a (po u¿yciu)
zts710e	Zapieczêtowany Klucz
zts711e	Materia³y Badawcze Duke'a
zts712e	S¹ to materia³y badawcze legendarnego czarodzieja Duke.[n]Nie wiadomo, czy to coœ wa¿nego.[n][n]
zts713e	Artefakt
zts714e	Zwiêksza si³ê ataku.
zts715e	Zwiêksza si³ê obrony.
zts716e	Zwiêksza si³ê ataku krótkodystansowego.
zts717e	Zwiêksza obronê ataku d³ugodystansowego.
zts718e	Wzmacnia obronê magiczn¹.
zts719e	Skrzynia Many
zts720e	Silna Energia
zts721e	Skrzynia Odpoczynku
zts722e	Losowy Efekt
zts723e	Odrodzenie NosKumpla
zts724e	Przyspiesz
zts725e	Potê¿na Tarcza
zts726e	Narzêdzia do Klejnotów, Cellonów i Kryszta³ów
zts727e	Mo¿e ulepszaæ klejnoty dusz, Cellon na ka¿dym poziomie i kryszta³y.[n][n]
zts728e	Narzêdzia do Materia³ów
zts729e	Ulepsza jakoœæ surowców, takich jak metal, drewno, p³ótno i skóra.[n][n]
zts730e	Kapsu³a Lecznicza
zts731e	Klik mini-landu
zts732e	Olbrzymi Eliksir Odnowy
zts733e	Specjalna karta
zts734e	Eliksir Punktów Specjalisty
zts735e	Zwiêksza PS o 10 000.[n][n]
zts736e	Uzupe³nienie punktów Land
zts737e	Szybki Kamieñ Czasu
zts738e	Kosz Piknikowy
zts739e	Maks. trzy osoby mog¹ tañczyæ.[n][n]
zts740e	Grill
zts741e	Maks. osiem osób mo¿e tañczyæ.[n][n]
zts742e	Narzêdzia do Rêkawiczek i Butów
zts743e	Ma³y Drogowskaz
zts744e	Ustaw ten drogowskaz, aby inni gracze przez 60 minut mogli odwiedzaæ twój Mini-land.[n]Wygl¹da trochê kiczowato.[n][n]
zts745e	Du¿y Drogowskaz
zts746e	Ustaw ten drogowskaz, aby inni gracze przez 60 minut mogli odwiedzaæ twój Mini-land.[n]Drogowskaz ma formê domu.[n][n]
zts747e	Dziki Kwiat DŸwiêku
zts748e	Kwiat DŸwiêku
zts749e	Rozpocznij misjê Kwiat DŸwiêku.[n][n]
zts750e	Nagroda w Postaci Z³ota
zts751e	Na zakoñczenie otrzymasz pewn¹ iloœæ z³ota.[n][n]
zts752e	Nagroda w Postaci Punktów Doœwiadczenia
zts753e	Po pomyœlnym ukoñczeniu otrzymasz okreœlon¹ iloœæ punktów doœwiadczenia.[n][n]
zts754e	Nagroda w Postaci Doœwiadczenia w Profesji
zts755e	Po zakoñczeniu otrzymasz okreœlon¹ iloœæ punktów profesji.[n][n]
zts756e	Nagroda w Postaci Reputacji
zts757e	Po pomyœlnym ukoñczeniu twoja reputacja zostanie powiêkszona.[n][n]
zts758e	Fragment Czasoprzestrzeni (grupa)
zts759e	Kliknij dwa razy, aby sprawdziæ misjê.[n][n]
zts760e	Fragment Czasoprzestrzeni (jedna osoba)
zts761e	Kliknij dwa razy, aby sprawdziæ misjê.[n][n]
zts762e	Fragment czasoprzestrzeni (rajd)
zts763e	Fragment Czasoprzestrzeni (polowanie)
zts764e	Fragment Czasoprzestrzeni (laboratorium)
zts765e	Punkty Bonusowe
zts766e	Tajemnicze Pude³ko
zts767e	Kurze Pierze
zts768e	Niebieska Kostka
zts769e	Porzucona Czaszka
zts770e	Armia Paj¹ków - Czêœæ 2
zts771e	Czasoprzestrzeñ do zdobycia pieczêci gigantycznego czarnego paj¹ka.[n]Limit poziomu: 60-69[n]Z tym przedmiotem natychmiast mo¿esz wejœæ do czasoprzestrzeni.[n][n]
zts772e	Strój dla Boba
zts773e	Prêdkoœæ twojego[n]partnera zostanie dziêki temu[n]przedmiotowi zwiêkszona o 2 punkty.[n]Poza tym strój ten nadaje[n]twemu partnerowi nadzwyczajny[n]wygl¹d.[n][n]Instrukcja:[n]Wybierz partnera i kliknij[n]dwa razy na strój w swoim[n]plecaku. Jeœli schowasz partnera[n]do per³y,[n] przedmiot zniknie.[n][n]
zts774e	Okowy Przesz³oœci - Czêœæ 2
zts775e	Czasoprzestrzeñ do zdobycia pieczêci ¿eñ-szenia.[n]Limit poziomu: 40-49[n]Z tym przedmiotem mo¿esz od razu wejœæ.[n][n]
zts776e	Okowy Przesz³oœci - Czêœæ 3
zts777e	Ciasto
zts778e	Ciasto z okazji do¿ynek.[n]Zbierz 10 takich przedmiotów i zanieœ do Mimi Mentor, aby otrzymaæ skarb.[n][n]
zts779e	N (event)
zts780e	Mo¿esz otrzymaæ podczas eventu od zmodyfikowanych impów.[n]Mo¿na wymieniæ u Dr Franeksteina.[n]Impy chêtnie przybywaj¹ w magicznych miejscach...[n][Uwaga][n]Przedmiot ten zniknie po zakoñczeniu eventu.[n]
zts781e	O (event)
zts782e	Mo¿esz otrzymaæ podczas eventu od zmodyfikowanych galaretek.[n]Mo¿na wymieniæ u Dr Franeksteina.[n]Galaretki chêtnie przybywaj¹ w piaszczystych miejscach...[n][Uwaga][n]Przedmiot ten zniknie po zakoñczeniu eventu.[n][n]
zts783e	S (event)
zts784e	Mo¿esz otrzymaæ podczas eventu od zmodyfikowanych chomików.[n]Mo¿na wymieniæ u Dr Franeksteina.[n]Chomiki czuj¹ siê najlepiej w pradawnych podziemnych ruinach...[n][Uwaga][n]Przedmiot ten zniknie po zakoñczeniu eventu.[n][n]
zts785e	! (Event)
zts786e	Mo¿esz otrzymaæ podczas eventu od zmodyfikowanych wilków.[n]Mo¿na wymieniæ u Dr Franeksteina.[n]Wilki chêtnie wêdruj¹ przez lasy i góry...[n][Uwaga][n]Przedmiot ten zniknie po zakoñczeniu eventu.[n][n]
zts787e	Rezultaty Badawcze Duke'a
zts788e	Chodzi o obszerne zapiski badañ Duke.[n]Bardzo trudny tekst akademicki nie zosta³ jeszcze w pe³ni zrozumia³y.[n][n]
zts789e	Lilia Czystoœci
zts790e	Karta Przywrócenia Punktów Specjalisty
zts791e	Medal Erenii
zts792e	Po u¿yciu na 30 dni zostaniesz wyposa¿ony w:[n][G³ówny efekt] [n]Pojawi siê 8 dodatkowych miejsc na przechowanie w ekwipunku: "Wyposa¿enie", "G³ówny" i "Ró¿ne". Razem utworz¹ sumê 24 miejsc na przechowanie.[n](Jeœli zastosujesz razem z Medalem Poszukiwacza Przygód, zyskasz 32 miejsca.)[n][Dodatkowy efekt][n]Zwiêksza zdobywane punkty doœwiadczenia bojowego i profesji oraz doœwiadczenia zwierz¹tek i partnerów o 15%. [n](Jeœli u¿yjesz Medalu Poszukiwacza Przygód, to wzrosn¹ o 30%)[n]Pozyskiwanie z³ota i reputacja wzrastaj¹ o 20%.[n][Uwaga][n]Gdy skoñczy siê czas, przedmioty znajduj¹ce siê w dodatkowej przestrzeni mog¹ zostaæ utracone,[n]dlatego lepiej wczeœniej uporz¹dkowaæ ekwipunek. [n][n]
zts793e	Medal Poszukiwacza Przygód
zts794e	Po u¿yciu na 30 dni zostaniesz wyposa¿ony w:[n][G³ówny efekt] [n]Pojawi¹ siê 4 dodatkowe miejsca na przechowanie w ekwipunku: "Wyposa¿enie", "G³ówny" i "Ró¿ne". Razem utworz¹ sumê 12 miejsc na przechowanie.[n](Jeœli zastosujesz razem z Medalem Erenii, zyskasz 32 miejsca.)[n][Dodatkowy efekt][n]Zwiêksza zdobywane punkty doœwiadczenia bojowego i profesji oraz doœwiadczenia zwierz¹tek i partnerów o 15%. [n](Jeœli u¿yjesz Medalu Erenii, to wzrosn¹ o 30%) [n][Uwaga][n]Gdy skoñczy siê czas, przedmioty znajduj¹ce siê w dodatkowej przestrzeni mog¹ zostaæ utracone,[n]dlatego lepiej wczeœniej uporz¹dkowaæ ekwipunek. [n][n]
zts795e	Autoprezentacja
zts796e	Mo¿esz siê przedstawiæ, maksymalnie 60 liter.[n][Instrukcja][n]Kliknij dwa razy na "autoprezentacja"[n]i wprowadŸ swoj¹ wiadomoœæ.[n]Aby sprawdziæ wiadomoœæ,[n] kliknij prawym przyciskiem myszy na portret postaci.[n][n]
zts797e	Ma³y Specjalny Eliksir
zts798e	Odnawia wszystkie P¯.[n]Dodatkowo zwiêksza liczbê PS o 30 000.[n][n]
zts799e	Œredni Specjalny Eliksir
zts800e	Odnawia P¯/PM.[n]Dodatkowo zwiêksza liczbê PS o 70 000. [n][n]
zts801e	Du¿y Specjalny Eliksir
zts802e	Odnawia P¯/PM.[n]Usuwa wszystkie negatywne efekty.[n]Dodatkowo zwiêksza liczbê PS o 180.000.[n][n]
