zts1e	Ausruhen
zts2586e	Du erfüllst deine Verbündeten in der Nähe mit dämonischen Kräften.
zts2587e	Luzifers Urteil
zts2588e	Du erhebst dich in die Lüfte und feuerst einen mächtigen Strahl ab.
zts2589e	Sturzflug des Dämonenkriegers
zts2590e	Carnos normaler Angriff
zts2591e	Biss
zts2592e	Wiederkunft des Bestienkönigs
zts2593e	Flügelböe
zts2594e	In der Falle
zts2595e	Atem des Todes
zts2596e	Dornenfell
zts2597e	Schattenkugel
zts2598e	Schattenfeuerball
zts2599e	Boodoo-Angriff
zts2600e	Kirollas normaler Angriff
zts2601e	Flammeneruption
zts2602e	Blitz aus heiterem Himmel
zts2603e	Vereister Meteor
zts2604e	Belials normaler Angriff
zts2605e	Höllenfeuerbeben
zts2606e	Explosiver Schnitt
zts2607e	Seelenverschlinger
zts2608e	Überraschende Wendung
zts2609e	Ruf des Dämonengottes
zts2610e	Magische Abhärtung
zts2611e	Anpassungsfähiges Fell
zts2612e	Angriff ist die beste Verteidigung
zts2613e	Dickes Fell
zts2614e	Unverwüstlich
zts2615e	Blitzschnelle Verteidigung
zts2616e	Bärenhieb
zts2617e	Blutige Rache
zts2618e	Angriffshaltung
zts2619e	Löwenklauen
zts2620e	Verstärkter Angriff
zts2621e	Scharfe Klauen
zts2622e	Stärkende Heilung
zts2623e	Schwäche ausnutzen
zts2624e	Löwenhieb
zts2625e	Tödlicher Treffer
zts2626e	Flink und tödlich
zts2627e	Gegner durchschauen
zts2628e	Zu langsam!
zts2629e	Ausweichen und zuschlagen
zts2630e	Überlebensinstinkt
zts2631e	Wachsende Erfahrung
zts2632e	Adlerklauen
zts2633e	Nervengift
zts2634e	Magisches Wissen
zts2635e	Angriff ist die beste Verteidigung
zts2636e	Rachefluch
zts2637e	Magischer Schutz
zts2638e	Lebende Bombe
zts2639e	Fluchumwandlung
zts2640e	Schlangenbiss
zts2641e	Vereister Meteor
zts2642e	Meteor-Angriff (Typ I)
zts2643e	Meteor-Angriff (Typ II)
zts2644e	Explosion des instabilen Golems
zts2645e	Macht die Haut widerstandsfähiger und lässt Stacheln aus dem Fell wachsen.
zts2646e	Kauern
zts2647e	Stärkt die Verteidigung auf Kosten der Angriffskraft.
zts2648e	Die Rüstung passt sich der Schadensart an.
zts2649e	Ausdauer des Bären
zts2650e	Der Segen des Bären-Loa gewährt dir mehr Ausdauer.
zts2651e	Stärkt die Widerstandskraft und die Rüstung.
zts2652e	Gesegnetes Fell
zts2653e	Das heilige Fell des Bären-Loa schützt dich vor schlechten Effekten.
zts2654e	Verstärkt blitzartig die Rüstung.
zts2655e	Wer es versteht, im Einklang mit der Natur zu leben, kann sich die Macht des Bären-Loa zu eigen machen.
zts2656e	Segen der Elemente
zts2657e	Sämtliche Elemente werden verstärkt.
zts2658e	Erhöht die Angriffskraft auf Kosten der Verteidigung.
zts2659e	Löwenklauen reißen tiefe Wunden.
zts2660e	Stärkt die Macht von Waffen.
zts2661e	Verstärkte Angriffe fügen zusätzlichen Schaden zu.
zts2662e	Gewährt die Chance, dass die Abklingzeiten von Skills zurückgesetzt werden.
zts2663e	Durchdringt die Rüstung von Gegnern.
zts2664e	Wer es versteht, im Einklang mit der Natur zu leben, kann sich die Macht des Löwen-Loa zu eigen machen.
zts2665e	Flink wie der Wind
zts2666e	Erhöht die Bewegungsgeschwindigkeit und den Meiden-Wert.
zts2667e	Durchbohrender Blick
zts2668e	Identifiziert die Schwachstellen des Gegners.
zts2669e	Höhenflug
zts2670e	Du verbirgst geschickt deine Schwachpunkte.
zts2671e	Adleraugen
zts2672e	Erhöht die Genauigkeit deiner Angriffe.
zts2673e	Auge um Auge
zts2674e	Wirft Schaden zurück auf den Gegner.
zts2675e	Bei Gefahr erhöht sich deine Geschicklichkeit.
zts2676e	Mit wachsender Erfahrung fällt es dir leichter, die Schwachstellen von Gegnern auszumachen.
zts2677e	Wer es versteht, im Einklang mit der Natur zu leben, kann sich die Macht des Adler-Loa zu eigen machen.
zts2678e	Schlangengift
zts2679e	Ein Angriff, der durch Gift verstärkt wird.
zts2680e	Deine Angriffskraft wird durch deine Magieverteidigung gestärkt.
zts2681e	Wenn du Schaden erleidest, wird dieser von deinen MP statt von deinen HP abgezogen.
zts2682e	Fluch
zts2683e	Du sinnst auf Rache und verfluchst den Gegner.
zts2684e	Elementarschild
zts2685e	Erlittener Elementarschaden wird reduziert.
zts2686e	Magische Rüstung
zts2687e	Der Schaden wird durch wundersame Magie reduziert.
zts2688e	Deine Elemente werden verstärkt, wenn du von schlechten Effekten betroffen bist.
zts2689e	Wer es versteht, im Einklang mit der Natur zu leben, kann sich die Macht des Schlangen-Loa zu eigen machen.
zts2690e	Dieses Buch enthält die Macht des Bären-Loa.
zts2691e	Erhöht die HP um 7.000.
zts2692e	Dieses Buch enthält die Macht des Adler-Loa.
zts2693e	Erhöht die Geschicklichkeit um 120.
zts2694e	Dieses Buch enthält die Macht des Schlangen-Loa.
zts2695e	Erhöht die Geisteskraft um 120.
zts2696e	Dieses Buch enthält die Macht des Löwen-Loa.
zts2697e	Erhöht die Körperkraft um 120.
zts2698e	Dieses Buch enthält die Macht des Geisterkönigs.
zts2699e	Erhöht die MP um 7.000.
zts2717e	Feuerkugel
zts2718e	Schleudert eine Feuerkugel auf Feinde in der Nähe und lässt Flammen auflodern.
zts2721e	Schwacher Segen des Geisterkönigs
zts2722e	Der Geisterkönig gibt dir und NosMates in deiner Nähe seinen Segen.
zts2723e	Paimons Schattenenergie
zts2724e	Die Macht von Paimons Schatten durchdringt dich und beschwört einen Elite-Schattenritter.
zts2745e	Kampfgeist des Bestienkönigs
zts2746e	Der Kampfgeist des Bestienkönigs stärkt die Moral deiner Verbündeten.
zts2747e	Geheul des Eulenbären
zts2748e	Befehl der Dunkelelfe
zts2749e	Moospudding-Energie
zts2757e	1. Einheit herbeirufen
zts2758e	Ruft im Himmelsturm die 1. Einheit herbei. Wenn die Einheit einen Teamwork-Buff besitzt, erhältst du ihn ebenfalls.
zts2759e	2. Einheit herbeirufen
zts2760e	Ruft im Himmelsturm die 2. Einheit herbei. Wenn die Einheit einen Teamwork-Buff besitzt, erhältst du ihn ebenfalls.
zts2770e	3. Einheit herbeirufen
zts2771e	Ruft im Himmelsturm die 3. Einheit herbei. Wenn die Einheit einen Teamwork-Buff besitzt, erhältst du ihn ebenfalls.
zts2772e	4. Einheit herbeirufen
zts2773e	Ruft im Himmelsturm die 4. Einheit herbei. Wenn die Einheit einen Teamwork-Buff besitzt, erhältst du ihn ebenfalls.
zts2774e	5. Einheit herbeirufen
zts2775e	Ruft im Himmelsturm die 5. Einheit herbei. Wenn die Einheit einen Teamwork-Buff besitzt, erhältst du ihn ebenfalls.
zts2779e	Tödlicher Wirbelsturm
zts2780e	Atem des Todes
zts2781e	Geisterseuche
zts2782e	Magischer Kuchen
zts2783e	In diesem süßen Kuchen steckt etwas ganz besonderes.
zts2784e	Schildhieb
zts2785e	Greift den Gegner mit einem gehörnten Schild an.
zts2786e	Angel auswerfen
zts2787e	Leine einholen
zts2788e	Köderfischen
zts2789e	Zur Angelstelle teleportieren
zts2790e	Fischen im Verborgenen
zts2791e	Prahlen
zts2792e	An der Leine
zts2793e	Angeltanz
zts2794e	Angelschnur pflegen
zts2795e	Angel auswerfen (Profi)
zts2796e	Du greifst mit deiner Angelrute an.
zts2797e	Du wirfst die Angel aus.
zts2798e	Dabei wird ein Köder verbraucht.
zts2799e	Du versuchst, den Fisch aus dem Wasser zu ziehen.
zts2800e	Du verwendest einen Plastikköder.
zts2801e	Dieser Effekt endet, wenn die Angel ausgeworfen wurde.
zts2802e	Du legst diese Angelstelle als Zielort für "Zur Angelstelle teleportieren" fest.
zts2803e	Wenn du diesen Skill während der Wirkungsdauer von "Zur Angelstelle teleportieren" erneut einsetzt, wirst du zu der Angelstelle teleportiert, die du zuvor festgelegt hast.
zts2804e	Du wirst für Monster unsichtbar.
zts2805e	Prahle mit einem großen Fisch, den du gefangen hast.
zts2806e	Zieht das Ziel zu dir heran.
zts2807e	Mit diesem Tanz bittest du den Fisch-Loa um seinen Segen.
zts2808e	Damit reparierst du deine Angelschnur und machst sie widerstandsfähiger.
zts2809e	Erhöht die Wahrscheinlichkeit, größere Fische zu fangen. Mit 50% Wahrscheinlichkeit wird die Größe des gefangenen Fisches erhöht. Die Wahrscheinlichkeit, einen Fisch zu angeln, ist um 5% erhöht.
zts2810e	Dabei wird ein Köder verbraucht.
zts2811e	Bringt dich zurück in die Stadt, nachdem du diesen Ort als Ziel festgelegt hast.
zts2812e	Macht dich und deine NosMates für Monster unsichtbar. Kann nur an Angelstellen verwendet werden.
zts2813e	Profi-Fischer-Handbuch
zts2814e	Sämtliche Angriffe und Verteidigungen sind um 50 erhöht.
zts2815e	Die Abklingzeit dieses Effekts kann nicht reduziert werden.
zts2817e	Grüner Riesentornado
zts2818e	Der Zauberkauz ruft einen starken Tornado herbei.
zts2819e	Es besteht die Wahrscheinlichkeit, dass Gegner um das Ziel herum Schaden erleiden und ihre Bewegung eingeschränkt wird.
zts2820e	Greife mit einem Wok an.
zts2821e	Zutaten vorbereiten
zts2822e	Bereite deine Zutaten vor.
zts2823e	Braten
zts2824e	Du bereitest ein Grillgericht zu.
zts2825e	Kochen beenden
zts2826e	Du beendest die Zubereitung. Timing ist beim Kochen das A und O!
zts2827e	Köcheln
zts2828e	Du bereitest ein Eintopfgericht zu.
zts2829e	Präsentieren
zts2830e	Du präsentierst stolz dein Gericht.
zts2831e	Kochvorbereitung
zts2832e	Du bereitest alles, was du zum Kochen benötigst vor. Gewährt dir mehr Kocherfahrung.
zts2833e	Geheimes Gewürz
zts2834e	Du fügst dem Gericht dein geheimes Gewürz hinzu. Hilft dir dabei, erfolgreich Gerichte zuzubereiten.
zts2835e	Anbraten
zts2836e	Du kochst ein anspruchsvolles Pfannengericht.
zts2837e	Messer wetzen
zts2838e	Du schärfst dein Kochmesser.
zts2839e	Gewährt die Chance, zusätzliche geschnittene Zutaten oder Gerichte zu erzeugen.
zts2840e	Gesundes Essen
zts2841e	Du versuchst, ein Gericht ohne Gewürze zu kochen.
zts2842e	Gewährt die Chance, überhaupt keine Gewürze zu verbrauchen.
zts2843e	Grundlagen-Krafttraining für Köche
zts2844e	Sämtliche Angriffe und Verteidigungen sind um 30 erhöht.
zts2845e	Fortgeschrittenen-Krafttraining für Köche
zts2846e	Experten-Krafttraining für Köche
zts2847e	Sämtliche Angriffe und Verteidigungen sind um 100 erhöht.
zts2848e	Es besteht die geringe Wahrscheinlichkeit, dass du dich an einem scharfen Messer verletzt und dadurch den Effekt [Blutung] erleidest.
zts2849e	Gewährt die Chance, zusätzliche geschnittene Zutaten oder Gerichte zu erzeugen.
zts2850e	Wirft die Sense auf den Feind und hinterlässt das [Schwaches Todeszeichen].
zts2851e	Scharfe Klauen
zts2852e	Du greifst zweimal mit deinen Klauen an.
zts2853e	Energie des Bären-Loa
zts2854e	Die Energie des Bären verbessert deine Angriffskraft und dein Feuerelement.
zts2855e	Schützende Flamme
zts2856e	Verleiht dir einen schützenden Flammenschild.
zts2857e	Flammenwurzel
zts2858e	Beschwört eine Flammenwurzel aus dem Boden, die Feinde in der Nähe fesselt.
zts2859e	Flammenbärengestalt
zts2860e	Du verwandelst dich in einen starken Braunbären.
zts2861e	Flammenleopardgestalt
zts2862e	Du verwandelst dich in einen schnellen roten Leoparden.
zts2863e	Prankenangriff
zts2864e	Du schlägst zweimal mit deinen Pranken zu.
zts2865e	Angriffsrolle
zts2866e	Du rollst dich zusammen und schnellst auf den Feind zu.
zts2867e	Flammenpanzer
zts2868e	Flammen um dich herum fügen Feinden in der Nähe Schaden zu.
zts2869e	Flammender Hieb
zts2870e	Du greifst diagonal mit der Vorderpranke an.
zts2871e	Gebrüll des Bären-Loa
zts2872e	Du stellst dich auf deine Hinterpranken und brüllst den Feind an.
zts2873e	Lähmender Tritt
zts2874e	Du drehst dich um und trittst mit den Hinterpranken zu.
zts2875e	Absorbierende Flamme
zts2876e	Die Flamme schützt dich vor feindlichen Angriffen und fügt dem Gegner Schaden zu.
zts2877e	Erdspalter
zts2878e	Die immense Kraft deiner Bärengestalt spaltet den Boden.
zts2879e	Sprungangriff
zts2880e	Du springst in die Höhe und schnellst auf Gegner nieder.
zts2881e	Reinigende Flamme
zts2882e	Reine Flammenenergie läutert schlechte Effekte.
zts2883e	Wirbelnder Ansturm
zts2884e	Du drehst dich auf der Stelle und stürmst dann auf dein Ziel zu.
zts2885e	Feuersprung
zts2886e	Feuerenergie durchströmt deine Beine, sodass du hoch springen kannst.
zts2887e	Feuersturm-Kinnhaken
zts2888e	Deine Vorderbeine werden von Flammenenergie durchströmt und du teilst einen Kinnhaken aus.
zts2889e	Druidengestalt
zts2890e	Du nimmst wieder deine Druidengestalt an.
zts2891e	Braunbärhaut
zts2892e	Macht deine Rüstung so widerstandsfähig wie die dicke Haut eines Braunbären.
zts2893e	Heilende Flamme
zts2894e	Die lebensspendende Flamme erfüllt dich.
zts2895e	Axtstreich
zts2896e	Du greifst zweimal mit einer Zweihandaxt an.
zts2897e	Axtwurf
zts2898e	Du bewirfst den Feind mit einer Axt, die wie ein Bumerang zurückkehrt.
zts2899e	Heftiger Sturmangriff
zts2900e	Du stürmst auf den Gegner zu und rempelst ihn an.
zts2901e	Axt des Zorns
zts2902e	Du greifst ein Körperteil 5-mal hintereinander an, um tiefe Wunden zu verursachen.
zts2903e	Runenkraft des Wassers
zts2904e	Die Wasserenergie der Rune auf deiner Axt erhöht dein Wasserelement und deine Verteidigung.
zts2905e	Gegenströmung
zts2906e	Mithilfe deiner Axt ziehst du den Feind näher zu dir.
zts2907e	Wutausbruch
zts2908e	Du schwingst deine Axt mit gewaltiger Kraft.
zts2909e	Schutz des Wasserfalls
zts2910e	Magisches Wasser aus der Rune auf deiner Axt wehrt eine Zeit lang feindliche Angriffe ab.
zts2911e	Wasserfall-Wirbelwind
zts2912e	Du drehst dich schnell wie ein Wirbelwind um die eigene Achse und schwingst deine Axt.
zts2913e	Macht des Wasserfalls
zts2914e	Die mächtige Energie des Wasserfalls verbessert deinen körperlichen Zustand.
zts2915e	Wütender Wasserfallschlag
zts2916e	Du springst in die Höhe und fügst deinem Ziel einen diagonalen Streich zu. Dein Aufprall wirkt sich auch auf Feinde in der Nähe aus.
zts2917e	Wutausbruch des Berserkers
zts2918e	Von Wut getrieben schwingst du deine Axt mit noch gewaltigerer Kraft.
zts2919e	Tosender Strom
zts2920e	Du schwingst deine Axt mit der großen Kraft dahinstürzenden Wassers.
zts2921e	Wurfspeer
zts2922e	Du wirfst einen Speer.
zts2923e	Befehl zum Sturmangriff
zts2924e	Du befiehlst deinem Sonnenwolf, auf das Ziel zuzustürmen.
zts2925e	Es besteht die Chance, dass das Ziel [Blackout] erleidet.
zts2926e	Falls der Sonnenwolf besiegt ist, ist der dazugehörige Skill nicht verfügbar.
zts2927e	Blitzstoß
zts2928e	Du näherst dich schnell deinem Ziel und stichst wiederholt darauf ein.
zts2929e	Sonnenspeer
zts2930e	Du wirfst einen riesigen Speer, der durch Magie noch größer wird.
zts2931e	Natürliche Heilung
zts2932e	Stellt deine HP und die deines Sonnenwolfs wieder her.
zts2933e	Falls der Sonnenwolf bereits besiegt ist, wird er wiederbelebt.
zts2934e	Sonnenmeteor
zts2935e	Viele gleißende Speere fallen vom Himmel.
zts2936e	Pfotentritt
zts2937e	Dein Wolf läuft zum Ziel und stößt es mit einem Tritt seiner Hinterbeine zurück.
zts2938e	Fußfessel
zts2939e	Wenn der Speer trifft, wandelt er sich zur Falle und schnürt das Ziel ein.
zts2940e	Sonneneruption
zts2941e	Teleportiert deinen hell leuchtenden Sonnenwolf zum Ziel, das von ihm geblendet wird.
zts2942e	Schutz der Wildnis
zts2943e	Eine Rune auf dem Speer ruft die Kraft der Natur herbei, die dich schützt.
zts2944e	Lichtnetz
zts2945e	Der geworfene Speer wandelt sich zu einem Lichtnetz, welches das Ziel umwickelt.
zts2946e	Prompter Rückzug
zts2947e	Du ziehst dich prompt zurück, nachdem du eine Bärenfalle ausgelegt hast, die sich auf einen Feind in der Nähe zubewegt.
zts2948e	Wolfsrudel
zts2949e	Du beschwörst ein Wolfsrudel beim Ziel und erteilst ihm den Angriffsbefehl.
zts2950e	Sonnenfleckenexplosion
zts2951e	Du wirfst einen Speer, der mächtige Sonnenenergie in sich birgt.
zts2952e	Wirbelnder Wolf
zts2953e	Du teleportierst deinen Sonnenwolf zum Ziel, welches er angreift, während er sich dreht.
zts2954e	Urteil der Sonne
zts2955e	Ein riesiger heiliger Speer fällt vom Himmel herunter.
zts2957e	Fluchstrahl
zts2958e	Du verschießt einen dunklen Strahl, der einen Fluch birgt.
zts2959e	Giftwolke
zts2960e	Mithilfe der Seele des Schlangen-Loa rufst du eine sehr giftige Wolke hervor.
zts2961e	Seelenspinne
zts2962e	Du beschwörst riesige blaue Spinnen, die Ziele in der Nähe angreifen, indem sie explodieren.
zts2963e	Die Explosionen können die Ziele mit Flüchen belegen.
zts2964e	Seelengestalt
zts2965e	Verwandelt dich für eine Zeit lang in eine Seele.
zts2966e	Dir kann kein Schaden zugefügt werden und du bist unangreifbar.
zts2967e	Klebrige Seele
zts2968e	Du beschwörst eine Seele, die sich hartnäckig an dein Ziel klebt.
zts2969e	Die Arme der Toten schießen aus dem Boden und packen das Ziel.
zts2970e	Gieriger Heuschreckenschwarm
zts2971e	Du beschwörst einen Schwarm gieriger Heuschrecken.
zts2972e	Er fügt einem Ziel in der Nähe Schaden zu.
zts2973e	Rachsüchtige Seele
zts2974e	Du beschwörst eine Seele, die auf Rache sinnt.
zts2975e	Wenn du angegriffen wirst, rächt sie sich an deinem Gegner.
zts2976e	Voodoopuppe
zts2977e	Du verfluchst dein Ziel mithilfe der Voodoopuppe.
zts2978e	Die HP des Ziels verringern sich beständig. Wird der Fluch nicht entfernt, so fügt er dem Ziel großen Schaden zu.
zts2979e	Wassermanngestalt
zts2980e	Du verfluchst dein Ziel und verwandelst es in einen Wassermann.
zts2981e	In dieser Gestalt ist es sehr anfällig für Schaden.
zts2982e	Seelenabsorption
zts2983e	Verstärkt deine Macht, indem du die Seelenenergie deines Ziels absorbierst.
zts2984e	Die verstärkte Macht kann nur einmal eingesetzt werden.
zts2985e	Todesfluch
zts2986e	Du belegst einen großen Bereich um dich herum mit einem tödlichen Fluch.
zts2987e	Dieser wirkt nur auf Feinde, die bereits Debuffs haben.
zts2988e	Der Sonnenwolf stürmt auf das Ziel zu.
zts2989e	Der Sonnenwolf tritt das Ziel und stößt es zurück.
zts2990e	Der Sonnenwolf befiehlt den Seelen seiner Vorfahren, das Ziel anzugreifen.
zts2991e	Der Sonnenwolf erstrahlt in blendendem Licht, das beim Ziel [Blackout] verursacht.
zts2992e	Der Sonnenwolf greift ein Ziel und die Gegner in dessen Nähe an, indem er sich schnell dreht.
zts2994e	Allerdings erhalten dein NosMate sowie dein Sonnenwolf keine zusätzlichen HP.
zts3010e	Allerdings erhalten dein NosMate sowie dein Sonnenwolf keine zusätzlichen HP.
zts3012e	Schwanzhieb
zts3013e	Springt auf der Stelle und greift Feinde mit seinem Schwanz an.
zts3014e	[Einfach] Krankheitsresistenz
zts3015e	Lehrbuch "Drachenvitalität"
zts3017e	Lehrbuch "Drachenagilität"
zts3019e	Lehrbuch "Drachenintellekt"
zts3020e	Lehrbuch "Drachenkraft"
zts3021e	Lehrbuch "Drachenmagie"
zts3038e	Erhöht die maximalen HP um 12.000.
zts3039e	Erhöht die Geschicklichkeit um 150.
zts3040e	Erhöht die Geisteskraft um 150.
zts3041e	Erhöht die Körperkraft um 150.
zts3042e	Erhöht die maximalen MP um 12.000.
zts3045e	Zorn des Drachenlords
zts3046e	Erhöht die maximalen HP um 10.000.
zts3047e	Erhöht die maximalen MP um 10.000.
zts3048e	Lass uns zusammen essen!
zts3049e	Iss mit dem Koala ein paar Eukalyptusblätter.
zts3050e	Schläfrigkeit des Koalas
zts3051e	Der Koala verwendet Eukalyptusblätter, um Gegner einschlafen zu lassen.
zts3072e	Effekte, die den Cooldown reduzieren, sind nicht betroffen.
zts3073e	Du machst einen schnellen Schritt.
zts3074e	Der Ultimativpanzer erhöht die Verteidigung und die Chance, erzwungener Bewegung zu widerstehen.
zts3075e	Waschbärvogel-Wirbelsturm
zts3076e	Der Waschbärvogel dreht sich blitzschnell im Kreis und erzeugt so einen kleinen Wirbelsturm.
zts3077e	Pandarolle
zts3078e	Der Babypanda rollt sich zusammen ... und mit Karacho auf deine Gegner zu!
zts3079e	Dampfausstoß
zts3080e	Dämpft deine Gegner im eigenen Saft.
zts3081e	Anti-Rüstung-Rakete
zts3082e	Feuert die auf dem Rücken angebrachten Raketen ab.
zts3083e	Hitzeausstoß
zts3084e	Anti-Panzer-Rakete
zts3085e	Druck auf dem Kessel
zts3086e	Halitus setzt seine überschüssige Energie frei.
zts3087e	Überhitzt
zts3088e	Schneller Stoß
zts3089e	Du greifst einen Gegner mit der Lanze an.
zts3090e	Langer Stoß
zts3091e	Du greifst einen weiter entfernten Gegner mit der Lanze an.
zts3092e	Schildschlag
zts3093e	Du versetzt dem Gegner einen Schlag mit dem Schild, der ihn betäubt.
zts3094e	Lanzenansturm
zts3095e	Du zielst mit der Lanze auf eine Reihe von Gegnern und triffst alle im Sprint.
zts3096e	Heiliger Wirbelwind
zts3097e	Durch Schwingen der Lanze erzeugst du einen Wirbelwind aus Licht.
zts3098e	Lanzenwurf
zts3099e	Du wirfst die Lanze und fügst mehreren Gegnern, die hintereinander stehen, Schaden zu.
zts3100e	Dreifachstoß
zts3101e	Du stichst dreimal in rascher Folge auf den Gegner ein.
zts3102e	Drakonium-Schild
zts3103e	Der harte Schild blockt Angriffe des Gegners ab.
zts3104e	Rüstungszerstörung
zts3105e	Du beschwört kleine Lichtspeere, die die Schwachstellen der gegnerischen Rüstung treffen.
zts3106e	Schützendes Licht
zts3107e	Mithilfe der Lichtenergie der Drachenmagie werden schlechte Effekte entfernt und die Abwehr von nahen Verbündeten erhöht.
zts3108e	Drachenstachel
zts3109e	Du konzentrierst die Drachenmagie beim Angriff auf einen Punkt.
zts3110e	Granate abfeuern
zts3111e	Du feuerst eine Granate ab.
zts3112e	Schock-Granate
zts3113e	Du feuerst eine Granate ab, die eine Schockwelle auslöst.
zts3114e	Steilschuss
zts3115e	Du feuerst eine Granate in einem steilen Winkel ab.
zts3116e	Napalmgranate
zts3117e	Du feuerst eine Napalmgranate ab, die alle Gegner im Zielbereich verbrennt.
zts3118e	Nachladen
zts3119e	Du lädst stärkere Granaten nach.
zts3120e	Drakonium-Energieschild
zts3121e	Generiert einen Energieschild, der deinen Körper schützt.
zts3122e	Schwerkraftgranate
zts3123e	Du feuerst eine Granate ab, die die Schwerkraft am Einschlagsort erhöht und Gegner dort bindet.
zts3124e	Erhöhte Feuerkraft
zts3125e	Die Feuerkraft wird durch Hitze verstärkt.
zts3126e	HEAT-Schuss
zts3127e	Du feuerst eine HEAT-Granate mit außergewöhnlicher Durchschlagskraft ab.
zts3128e	Energieumwandlung
zts3129e	Verbessert die Feuerkraft deiner Waffe.
zts3130e	Du schießt einen Flammenstrahl, der Hitzeenergie und Drachenmagie enthält, auf hintereinander stehende Gegner.
zts3131e	Erhöhung der Angriffsreichweite hat keine Auswirkung.
zts3132e	Telekinese
zts3133e	Du wirfst per Gravitationskontrolle einen Stein auf einen Gegner.
zts3134e	Heranziehen
zts3135e	Du ziehst mithilfe von Gravitationsenergie Gegner zu dir heran.
zts3136e	Du stößt mithilfe von Antigravitationsenergie Gegner von dir weg.
zts3137e	Zerquetschen
zts3138e	Du lässt einen riesigen Stein auf das Ziel fallen.
zts3139e	Antigravitationsfeld
zts3140e	Du erzeugst ein Antigravitationsfeld, das deinen Körper schützt. Effekt verbraucht MP.
zts3141e	Schnelle Flucht
zts3142e	Du verursachst Schaden an einem Gegner und stößt dich von ihm ab, um zu fliehen.
zts3143e	Gravitationsfeld
zts3144e	Du erzeugst ein Gravitationsfeld, das nahen Gegnern Schaden zufügt.
zts3145e	Hypergravitation
zts3146e	Du erhöhst deine Angriffskraft durch Erweitern der Gravitationssphäre. Hat allerdings Nebenwirkungen.
zts3147e	Reflexion durch Antigravitation
zts3148e	Du erzeugst ein Antigravitationsfeld, das Schaden reflektiert.
zts3149e	Schwerelosigkeit
zts3150e	Du lässt alles um dich herum gewichtslos werden.
zts3151e	Deine Gegner haben Schwierigkeiten, du aber bist mit dem Effekt vertraut.
zts3152e	Schwarzes Loch
zts3153e	Du erzeugst ein Schwarzes Loch, das alles in sich hinein saugt.
zts3154e	Schwerer Schlag
zts3155e	Du versetzt einem Gegner einen Schlag mit den schweren Roboterarmen.
zts3156e	Auftanken
zts3157e	Du verwandelst magische Kraft in Treibstoff.
zts3158e	Sprungangriff
zts3159e	Mit einem Sprung stürzt du dich auf dein Ziel.
zts3160e	Zerdrücken
zts3161e	Du ziehst Gegner an einer Stelle zusammen und klatschst in die Roboterhände.
zts3162e	Hammerangriff
zts3163e	Du schlägst auf die Gegner ein wie ein Hammer.
zts3164e	Bodenhieb
zts3165e	Du schlägst stark auf den Boden.
zts3166e	Frontalblock
zts3167e	Mithilfe der Roboterarme blockst du gegnerische Angriffe ab.
zts3168e	Starker Sprungangriff
zts3169e	Ansturmschlag
zts3170e	Du konzentrierst deine magische Kraft in einem Arm und stürmst auf das Ziel zu.
zts3171e	Treibstoff-Überschuss
zts3172e	Du verbrauchst Treibstoff, um deine Kampfkraft zu verstärken.
zts3173e	Drako-Schlag
zts3174e	Du sammelst alle Kraft in deinen Fäusten und greifst in gerade Linie hintereinander stehende Gegner an.
zts3175e	Erholungsprotokoll
zts3176e	Du verbrauchst Treibstoff, um dich zu heilen.
zts3177e	Trümmerattacke
zts3178e	Du attackierst mit verschränkten Roboterhänden.
zts3188e	Wegstoßen
zts3194e	CEL2	1	-9	1	1	-8	1	1	-7	1	1	-6	1	1	-5	1	1	-4	1	1	-3	1	1	-2	1	1	-1	1	0	0	0
zts3196e	Kekse und Geschenke
zts3197e	Du verteilst schwere Geschenke und Kekse in der Gegend.
zts3198e	Kampfstil des Lebkuchenmännchens
zts3199e	Du erhältst die Energie des Lebkuchenmännchens Par.
zts3200e	Treffsicherheit des Lebkuchenmännchens
zts3201e	Du erhältst die Energie des Lebkuchenmännchens Pur.
zts3202e	Zauberkraft des Lebkuchenmännchens
zts3203e	Du erhältst die Energie des Lebkuchenmännchens Pir.
zts3204e	Tiefe Schatten
zts3205e	Malt einen tiefen Schatten auf den Boden, der Gegner angreift.
zts3206e	Schattenmalerei
zts3207e	Verleiht dir mit präzisen Pinselstrichen die Macht der Schattenenergie.
zts3208e	Benötigt 1.000 Ulti-Punkte.
zts3209e	Benötigt 1.000 Ulti-Punkte und den 3. Ulti-Effekt.
zts3210e	Heiliges Totem
zts3211e	Beschwört ein heiliges Totem, das den Anwender und Verbündete in der Nähe bufft.
zts3212e	Die "Heilige Energie"-Leiste muss für diesen Skill vollständig gefüllt sein.
zts3213e	Kann nicht auf Ziele mit 100% HP angewendet werden.
zts3214e	Peitschenhieb
zts3215e	Greift den Gegner mit der Peitsche an.
zts3216e	Reduziert HP, kann aber keinen tödlichen Hieb versetzen.
zts3217e	Zähmen
zts3218e	Damit kannst du ein 1-Sterne-Haustier zähmen.
zts3219e	Du solltest ein höheres Level als das anvisierte Tier haben und es sollte weniger als die Hälfte seiner HP besitzen.
zts3220e	Schwaches Trainingsmonster beschwören
zts3221e	Dieses Trainingsmonster kann Haustiere bis Trainingslevel 20 verbessern.
zts3222e	Es wird ein Trainingsmonster-Käfig benötigt.
zts3223e	Essenz extrahieren
zts3224e	Du extrahierst die Essenz des ausgewählten Haustiers.
