zts1e	Riposo
zts2808e	Permette di riparare la lenza per renderla ancora più resistente.
zts2809e	Aumenta la probabilità di catturare pesci più grandi. Probabilità di pescare un pesce più grosso: 50%. La probabilità di catturare un pesce aumenta del seguente valore: 5%.
zts2810e	Viene utilizzata un'esca.
zts2811e	Ti riporta in città dopo aver selezionato questo luogo come destinazione.
zts2812e	Tu e i tuoi NosMate diventerete invisibili ai mostri. Si può usare solo nei Punti Pesca.
zts2813e	Manuale del Pescatore pro
zts2814e	Attacchi e difese aumentano di 50.
zts2815e	Non è possibile ridurre il tempo di ricarica di questo effetto.
zts2817e	Tornado gigante verde
zts2818e	La Civetta magica evoca un violento tornado.
zts2819e	Gli avversari nelle vicinanze dell'obiettivo potrebbero subire dei danni e i loro movimenti potrebbero venire limitati.
zts2820e	Attacca usando il Wok.
zts2821e	Prepara gli ingredienti
zts2822e	Prepara gli ingredienti.
zts2823e	Griglia
zts2824e	Prepari una pietanza grigliata.
zts2825e	Smetti di cucinare
zts2826e	Termina i preparativi. Le tempistiche giuste sono ciò che conta in cucina.
zts2827e	Cuoci a fuoco lento
zts2828e	Prepari uno spezzatino.
zts2829e	Presenta la pietanza
zts2830e	Presenti con orgoglio il piatto in tavola.
zts2831e	Preparativi culinari
zts2832e	Prepari in anticipo ciò che ti servirà per cucinare. Garantisce più esperienza culinaria.
zts2833e	Spezia segreta
zts2834e	Insaporisci la ricetta con una Spezia segreta. In questo modo, preparerai piatti di successo.
zts2835e	Soffriggi
zts2836e	Cucini un piatto in padella piuttosto complesso.
zts2837e	Affila il coltello
zts2838e	Affili il tuo coltello da cucina.
zts2839e	Così facendo, puoi tagliare altri ingredienti e realizzare nuovi piatti.
zts2840e	Cibo genuino
zts2841e	Provi a preparare un piatto senza spezie.
zts2842e	In questo modo, non consumi alcuna spezia.
zts2843e	Esercizi di forza per cuochi apprendisti
zts2844e	Attacchi e difese aumentano di 30.
zts2845e	Esercizi di forza per cuochi avanzati
zts2846e	Esercizi di forza per cuochi esperti
zts2847e	Attacchi e difese aumentano di 100.
zts2848e	Sussiste una probabilità, benché minima, di ferirsi con il coltello. In quello caso si subisce l'effetto [Sanguinamento].
zts2849e	Così facendo, puoi tagliare altri ingredienti e realizzare nuovi piatti.
zts2850e	Getta la falce sul nemico lasciando un [Segno di morte debole].
zts2851e	Artigli affilati
zts2852e	Attacchi due volte con gli artigli.
zts2853e	Energia Loa orso
zts2854e	L'energia dell'orso migliora la tua forza di attacco e il tuo elemento fuoco.
zts2855e	Fiamma protettiva
zts2856e	Ti conferisce uno scudo protettivo incandescente.
zts2857e	Radice infuocata
zts2858e	Evoca una radice infuocata dal terreno che immobilizza i nemici nelle vicinanze.
zts2859e	Forma: Orso fiammeggiante
zts2860e	Ti trasformi in un potente orso bruno.
zts2861e	Forma: Leopardo fiammeggiante
zts2862e	Ti trasformi in uno scattante leopardo rosso.
zts2863e	Zampata
zts2864e	Colpisci due volte con le zampe.
zts2865e	Sfera rotante
zts2866e	Ti appallottoli e colpisci violentemente il nemico.
zts2867e	Corazza infuocata
zts2868e	Le fiamme che avvolgono il tuo corpo infliggono danni ai nemici nelle vicinanze.
zts2869e	Fendente fiammeggiante
zts2870e	Attacchi in diagonale con la zampa posteriore.
zts2871e	Bramito del Loa orso
zts2872e	Ti alzi sulle zampe posteriori e urli contro il nemico.
zts2873e	Calcio paralizzante
zts2874e	Ti giri e colpisci con le zampe posteriori.
zts2875e	Fiamma assorbente
zts2876e	La fiamma ti protegge dagli attacchi avversari e infligge danni al nemico.
zts2877e	Fenditerra
zts2878e	L'immensa forza dell'orso spacca il terreno.
zts2879e	Attacco in salto
zts2880e	Salti in alto e ti scagli sull'avversario.
zts2881e	Fiamma purificatrice
zts2882e	Un'energia del fuoco purifica gli effetti negativi.
zts2883e	Assalto vorticoso
zts2884e	Giri vorticosamente sul posto e attacchi l'obiettivo.
zts2885e	Salto infuocato
zts2886e	Un'energia di fuoco ti attraversa le zampe permettendoti di saltare molto in alto.
zts2887e	Gancio Tempesta di fuoco
zts2888e	Un'energia di fuoco attraversa le tue zampe anteriori, e tu sferri un gancio.
zts2889e	Forma: Druido
zts2890e	Ripristini la tua originale forma di Druido.
zts2891e	Pelle di orso bruno
zts2892e	La tua armatura diventa resistente come la dura pelle di un orso bruno.
zts2893e	Fiamma taumaturgica
zts2894e	La fiamma rivitalizzante ti pervade.
zts2895e	Tiro d'ascia
zts2896e	Attacchi due volte con un'ascia a due mani.
zts2897e	Lancio d'ascia
zts2898e	Colpisco il nemico con un'ascia che torna indietro come un boomerang.
zts2899e	Assalto violento
zts2900e	Ti fiondi verso il nemico e gli dai uno spintone.
zts2901e	Ascia della collera
zts2902e	Colpisci 5 volte una parte del corpo provocando una profonda ferita.
zts2903e	Forza runica dell'acqua
zts2904e	L'energia marina della runa incisa sulla tua ascia aumenta il tuo elemento acqua e la tua difesa.
zts2905e	Corrente contraria
zts2906e	La tua ascia attira il nemico verso di te.
zts2907e	Scatto d'ira
zts2908e	Brandisci violentemente l'ascia.
zts2909e	Protezione Cascata
zts2910e	Dalla runa incisa sulla tua ascia sgorga dell'acqua magica che ti protegge dagli attacchi avversari per un certo lasso di tempo.
zts2911e	Turbine della cascata
zts2912e	Giri vorticosamente su te stesso come un turbine e brandisci la tua ascia.
zts2913e	Forza della cascata
zts2914e	La potente energia della cascata migliora la tua condizione fisica.
zts2915e	Cascata flagellante furiosa
zts2916e	Salti in alto e attacchi l'obiettivo con un colpo diagonale. L'urto provoca effetti anche sui nemici nelle vicinanze.
zts2917e	Scatto d'ira del berserker
zts2918e	In preda alla collera brandisci l'ascia ancora più violentemente.
zts2919e	Corrente fragorosa
zts2920e	Brandisci l'ascia con la potenza di un torrente impetuoso.
zts2921e	Giavellotto
zts2922e	Lanci un giavellotto.
zts2923e	Carica!
zts2924e	Ordini al tuo Lupo solare di attaccare l'obiettivo.
zts2925e	L'obiettivo potrebbe subire [Blackout].
zts2926e	Qualora il Lupo solare venga sconfitto, la relativa abilità non sarà dispopnibile.
zts2927e	Colpo lampo
zts2928e	Ti avvicini rapidamente all'obiettivo e lo colpisci più volte.
zts2929e	Lancia solare
zts2930e	Scagli un'enorme lancia che, grazie alla magia, diventa ancora più grande.
zts2931e	Guarigione naturale
zts2932e	Ripristina i tuoi HP e quelli del tuo Lupo solare.
zts2933e	Se il Lupo solare è già stato sconfitto, verrà rianimato.
zts2934e	Meteora solare
zts2935e	Lance luccicanti piovono dal cielo.
zts2936e	Colpo di zampa
zts2937e	Il tuo lupo corre verso l'obiettivo e lo respinge colpendolo con le zampe posteriori.
zts2938e	Lancia bloccante
zts2939e	Quando la lancia colpisce l'obiettivo, si trasforma in una trappola e lo blocca.
zts2940e	Eruzione solare
zts2941e	Il tuo Lupo solare si teletrasporta verso l'obiettivo e lo abbaglia.
zts2942e	Protezione Luogo selvaggio
zts2943e	La runa incisa sulla lancia evoca la forza della natura affinché questa ti protegga.
zts2944e	Rete lucente
zts2945e	La lancia scagliata si trasforma in una rete di luce che avvolge l'obiettivo.
zts2946e	Ritirata immediata
zts2947e	Dopo aver posizionato un Agguatorso ai danni di un nemico nelle vicinanze, batti subito in ritirata.
zts2948e	Branco di lupi
zts2949e	Evochi un branco di lupi intorno all'obiettivo e ordini di attaccare.
zts2950e	Esplosione di macchie solari
zts2951e	Scagli una lancia che sprigiona una potente energia solare.
zts2952e	Lupo vorticoso
zts2953e	Il Lupo solare viene teletrasportato presso l'obiettivo e inizia ad attaccarlo vorticosamente.
zts2954e	Giudizio del sole
zts2955e	Un'enorme lancia sacra cade dal cielo.
zts2957e	Raggio maledetto
zts2958e	Scagli un raggio oscuro che sprigiona una maledizione.
zts2959e	Nuvola tossica
zts2960e	Con l'aiuto dell'anima del Loa serpente evochi una nuvola tossica.
zts2961e	Ragno spettrale
zts2962e	Evochi dei ragni blu giganti che, esplodendo, colpiscono gli obiettivi nelle vicinanze.
zts2963e	Le esplosioni sono in grado di lanciare maledizioni sugli obiettivi.
zts2964e	Forma: Anima
zts2965e	Ti trasformi in un'anima per un certo lasso di tempo.
zts2966e	Non puoi subire alcun danno e diventi inattaccabile.
zts2967e	Anima appiccicosa
zts2968e	Evochi un'anima che si appiccica al tuo corpo.
zts2969e	Dal terreno sbucano braccia di morti che catturano l'obiettivo.
zts2970e	Sciame di cavallette avide
zts2971e	Evochi uno sciame di cavallette avide.
zts2972e	Infligge danni a un obiettivo nelle vicinanze.
zts2973e	Anima vendicativa
zts2974e	Evochi un'anima assetata di vendetta.
zts2975e	Se subisci un attacco, si vendica sul tuo avversario.
zts2976e	Bambola voodoo
zts2977e	Maledici l'obiettivo tramite la Bambola voodoo.
zts2978e	Gli HP dell'obiettivo diminuiscono costantemente. Se la maledizione non viene annullata, l'obiettivo subisce ingenti danni.
zts2979e	Forma: Acquarius
zts2980e	Maledici l'obiettivo e lo trasformi in un Acquarius.
zts2981e	Questa forma lo rende molto più vulnerabile ai danni.
zts2982e	Assorbimento dell'anima
zts2983e	Assorbi l'energia dell'anima del tuo obiettivo e ti rafforzi.
zts2984e	Puoi usufruire del rafforzamento una sola volta.
zts2985e	Maledizione letale
zts2986e	Lanci una maledizione mortale su un'enorme area intorno a te.
zts2987e	Essa agisce solo sui nemici che hanno già dei debuff.
zts2988e	Il Lupo solare assale l'obiettivo.
zts2989e	Il Lupo solare colpisce l'obiettivo e lo respinge.
zts2990e	Il Lupo solare ordina alle anime dei suoi avi di attaccare l'obiettivo.
zts2991e	Il Lupo solare irradia una luce abbagliante. L'obiettivo subisce un [Blackout].
zts2992e	Il Lupo solare si gira di scatto e attacca un obiettivo e gli avversari nelle immediate vicinanze di quest'ultimo.
zts2994e	I tuoi NosMate e il tuo Lupo solare non ricevono alcun HP extra.
zts3010e	I tuoi NosMate e il tuo Lupo solare non ricevono alcun HP extra.
zts3012e	Colpo di coda
zts3013e	Salta sul posto e attacca gli avversari con la sua coda.
zts3014e	[Facile] Resistenza alle malattie
zts3015e	Manuale "Vitalità del drago"
zts3017e	Manuale "Agilità del drago"
zts3019e	Manuale "Intelletto del drago"
zts3020e	Manuale "Forza del drago"
zts3021e	Manuale "Magia del drago"
zts3038e	Incrementa gli HP max. di 12.000.
zts3039e	Incrementa di 150 la destrezza.
zts3040e	Incrementa l'intelligenza di 150.
zts3041e	Incrementa la forza fisica di 150.
zts3042e	Incrementa gli MP massimi di 12.000.
zts3045e	Ira del Signore dei Draghi
zts3046e	Incrementa gli HP max. di 10.000.
zts3047e	Incrementa gli MP max. di 10.000.
zts3048e	Dai, mangiamo insieme!
zts3049e	Mangia un paio di foglie di eucalipto insieme al koala!
zts3050e	Sonnolenza del Koala
zts3051e	Il Koala usa le foglie di eucalipto per far addormentare gli avversari.
zts3072e	Gli effetti che riducono il tempo di attesa non sono soggetti a modifiche.
zts3073e	Compi un passo svelto.
zts3074e	La Corazza ultimativa aumenta la difesa e la probabilità di contrastare il movimento forzato.
zts3075e	Uragano letale Uccello lavatore
zts3076e	L'uccello lavatore vortica fulmineo e genera un uragano di piccole dimensioni.
zts3077e	Rolling panda
zts3078e	Il Baby panda si chiude a sfera e rotola contro gli avversai veloce come un fulmine!
zts3079e	Forza del vapore
zts3080e	Sciogliete i vostri avversari.
zts3081e	Missili anti-armatura
zts3082e	Spara i missili posteriori.
zts3083e	Forza del calore
zts3084e	Missili anti-corazza
zts3085e	Pressione Caldaia
zts3086e	Halitus rilascia l'energia in eccesso.
zts3087e	Surriscaldamento
zts3088e	Colpo rapido
zts3089e	Attacchi un avversario con la lancia.
zts3090e	Colpo lungo
zts3091e	usi la lancia per attaccare un avversario che si trova lontano da te.
zts3092e	Colpo di scudo
zts3093e	Colpisci l'avversario con lo scudo e lo stordisci.
zts3094e	Assalto di lancia
zts3095e	Miri contro una serie di avversari e li colpisci tutti insieme con la lancia.
zts3096e	Colpo rotante sacro
zts3097e	Se si fa ondeggiare la lancia, esegui un vortice di luce.
zts3098e	Tiro di lancia
zts3099e	Tiri la lancia e infliggi dei danni a diversi nemici quando si trovano in fila.
zts3100e	Colpo triplo
zts3101e	Infilzi l'avversario tre volte di seguito velocemente.
zts3102e	Scudo Draconium
zts3103e	Questo scudo robusto blocca gli attacchi dell'avversario.
zts3104e	Distruzione dell'armatura
zts3105e	Evochi delle piccole lance di luce che colpiscono i punti deboli dell'Armatura dell'avversario.
zts3106e	Luce della protezione
zts3107e	L'energia della luce della magia del drago rimuove gli effetti negativi e incrementa la difesa dei compagni che si trovano nelle vicinanze.
zts3108e	Stoccata del drago
zts3109e	Nell'attacco concentri la magia del drago in un solo punto.
zts3110e	Spara granata
zts3111e	Lanci una granata.
zts3112e	Granata shock
zts3113e	Lanci una granata che provoca un'Onda shock.
zts3114e	Colpo obliquo
zts3115e	Lanci una granata che seguendo una traiettoria obliqua.
zts3116e	Granata al napalm
zts3117e	Lanci una Granata al napalm e ustioni tutti gli avversari presenti nelle vicinanze.
zts3118e	Ricarica
zts3119e	Ricarichi delle granate più potenti.
zts3120e	Scudo energetico Draconium
zts3121e	Genera uno scudo energetico che protegge il corpo.
zts3122e	Granata gravitazionale
zts3123e	Lanci una granata che incrementa la forza di gravità nel punto di impatto e blocca i nemici in quello specifico punto.
zts3124e	Forza del fuoco incrementata
zts3125e	La forza del fuoco viene rafforzata dal calore.
zts3126e	Colpo HEAT
zts3127e	Lanci una Granata HEAT, un'arma che si distingue per l'elevata forza di sfondamento.
zts3128e	Conversione energetica
zts3129e	Migliora la potenza di fuoco della tua arma.
zts3130e	Lanci un raggio di fiamma contro gli avversari che si trovano in fila indiana. Nel raggio fluiscono dell'energia termica e la magia del drago.
zts3131e	L'incremento della gittata non sortisce alcun effetto.
zts3132e	Telecinesi
zts3133e	Lanci un sasso contro l'avversario utilizzando il controllo gravitazionale.
zts3134e	Attrazione
zts3135e	Attrai a te gli avversari usando l'energia gravitazionale.
zts3136e	Usi l'energia gravitazionale per allontanare gli avversari.
zts3137e	Schianto
zts3138e	Fai cadere un masso gigante sul bersaglio.
zts3139e	Campo antigravitazionale
zts3140e	Generi un Campo antigravitazionale che protegge il tuo corpo. L'effetto consuma degli MP.
zts3141e	Fuga rapida
zts3142e	Infliggi un danno a un avversario e ti allontani da lui.
zts3143e	Campo gravitazionale
zts3144e	Generi un Campo antigravitazionale che infligge dei danni contro i tuoi avversari.
zts3145e	Ipergravità
zts3146e	Aumenti la forza di attacco ampliando la sfera gravitazionale. Tuttavia comporta anche degli effetti collaterali.
zts3147e	Riflesso antigravitazionale
zts3148e	Generi un Campo antigravitazionale che riflette i danni.
zts3149e	Senza gravità
zts3150e	Improvvisamente, tutto ciò che hai intorno perderà la propria massa.
zts3151e	I tuoi avversari, a differenza di te, si troveranno in difficoltà a causa dell'effetto.
zts3152e	Buco nero
zts3153e	Crei un buco nero che risucchia qualsiasi cosa.
zts3154e	Colpo pesante
zts3155e	Colpisci un avversario con delle pesanti braccia robotiche.
zts3156e	Rifornimento
zts3157e	Trasformi l'energia magica in carburante.
zts3158e	Attacco in salto
zts3159e	Con un salto ti lanci sul bersaglio.
zts3160e	Frantumazione
zts3161e	Attrai gli avversari in un unico punto e gli frantumi con le braccia robotiche.
zts3162e	Attacco a martello
zts3163e	Colpisci gli avversari come se usassi un martello.
zts3164e	Fendente a terra
zts3165e	Colpisci forte a terra.
zts3166e	Blocco frontale
zts3167e	Con le braccia robotiche blocchi gli attacchi avversari.
zts3168e	Attacco in salto (forte)
zts3169e	Assalto
zts3170e	Concentrai il tuo potere magico in un braccio e ti catapulti sul bersaglio.
zts3171e	Surplus di carburante
zts3172e	Consumi carburante per potenziare la forza in combattimento.
zts3173e	Colpo idrodinamico
zts3174e	Concentri il tuo potere nei pugni e attacchi gli avversari che si trovano in fila in indiana.
zts3175e	Protocollo di recupero
zts3176e	Usi il carburante per curarti.
zts3177e	Attacco detritico
zts3178e	Attacchi con le mani robotiche incrociate.
zts3188e	Spinta
zts3194e	CEL2	1	-9	1	1	-8	1	1	-7	1	1	-6	1	1	-5	1	1	-4	1	1	-3	1	1	-2	1	1	-1	1	0	0	0
zts3196e	Biscotti e regali
zts3197e	Spargi regali pesanti e biscotti da tutte le parti.
zts3198e	Stile di battaglia dell'Omino Panpepato
zts3199e	Ricevi l'energia dell'Omino Panpepato Par.
zts3200e	Mira dell'Omino Panpepato
zts3201e	Ricevi l'energia dell'Omino Panpepato Pur.
zts3202e	Poteri magici dell'Omino Panpepato
zts3203e	Ricevi l'energia dell'Omino Panpepato Pir.
zts3204e	Ombra abissale
zts3205e	Genera un'Ombra abissale a terra. Questa, poi, attacca gli avversari.
zts3206e	Pittura d'ombre
zts3207e	Pennellate precise conferiscono il potere dell'energia dell'ombra.
zts3208e	Richiede 1.000 punti definitivi.
zts3209e	Richiede 1.000 punti definitivi e il 3° effetto definitivo.
zts3210e	Totem sacro
zts3211e	Evoca un Totem sacro che potenzia chi lo usa e gli alleati che si trovano nelle vicinanze.
zts3212e	Per usare questa abilità, la barra "Energia sacra" deve essere piena.
zts3213e	Non si può utilizzare sui bersagli aventi il 100% degli HP.
zts3214e	Frustata
zts3215e	Attacca l'avversario con la Frustata.
zts3216e	Riduce gli HP, ma può sferrare il colpo letale.
zts3217e	Addomesticamento
zts3218e	Con questa potrai addomesticare un pet a 1 stella.
zts3219e	Devi avere un livello più alto rispetto a quello dell'animale che hai puntato e deve avere meno della metà dei suoi HP.
zts3220e	Evoca Sparring monster debole
zts3221e	Questo Sparring monster può portare i tuoi pet al livello di addomesticamento 20.
zts3222e	È necessaria una Gabbia Sparring monster.
zts3223e	Estrai essenza
zts3224e	Estrai l'essenza del pet selezionato.
zts3225e	L'essenza si può utilizzare solo sui pet che hanno raggiunto il livello di addestramento massimo.
zts3226e	È il momento della svolta
zts3227e	Incrementa la stelle del pet selezionato.
zts3228e	Addomesticamento avanzato
zts3229e	Con questa potrai addomesticare un pet a 2 stelle.
zts3230e	Evoca Sparring monster
zts3231e	Questo Sparring monster può portare i tuoi pet al livello di addomesticamento 40.
zts3232e	Estrai essenza migliorata
zts3233e	Se si estrae l'essenza da un pet a 1 o 2 stelle, sussiste una probabilità del 10% di ottenerne una extra.
zts3234e	Evoca Sparring monster forte
zts3235e	Questo Sparring monster può portare i tuoi pet al livello di addomesticamento 60.
zts3236e	Resetta Addomesticamento
zts3237e	Riporta a 0 il livello di addomesticamento del pet selezionato.
zts3238e	Frustata leggera
zts3239e	Tenti di addomesticare un alleato.
zts3240e	Non sai se sia possibile.
zts3241e	Minacce
zts3242e	Il pet si prepara alla lotta e la sua forza di attacco viene incrementata.
zts3243e	Minacce 1
zts3244e	Minacce 2
zts3245e	Minacce 3
zts3246e	Minacce 4
zts3247e	Minacce 5
zts3248e	Minacce 6
zts3249e	Narcosi di massa
zts3250e	Rende incosciente gli avversari nelle vicinanze.
zts3251e	Narcosi di massa 1
zts3252e	Narcosi di massa 2
zts3253e	Narcosi di massa 3
zts3254e	Narcosi di massa 4
zts3255e	Narcosi di massa 5
zts3256e	Narcosi di massa 6
zts3257e	Strappo violento
zts3258e	Il pet si avventa in modo brusco contro gli avversari.
zts3259e	Strappo violento 1
zts3260e	Strappo violento 2
zts3261e	Strappo violento 3
zts3262e	Strappo violento 4
zts3263e	Strappo violento 5
zts3264e	Strappo violento 6
zts3265e	Postura di difesa
zts3266e	Il pet assume una posizione di difesa e la sua difesa viene incrementata.
zts3267e	Postura di difesa 1
zts3268e	Postura di difesa 2
zts3269e	Postura di difesa 3
zts3270e	Postura di difesa 4
zts3271e	Postura di difesa 5
zts3272e	Postura di difesa 6
zts3273e	Primo soccorso
zts3274e	Il tuo corpo si rigenera.
zts3275e	Primo soccorso 1
zts3276e	Primo soccorso 2
zts3277e	Primo soccorso 3
zts3278e	Primo soccorso 4
zts3279e	Primo soccorso 5
zts3280e	Primo soccorso 6
zts3281e	Guida Allenamento Pet 1
zts3282e	Attacchi e difese aumentano di 25.
zts3283e	Guida Allenamento Pet 2
zts3284e	Guida Allenamento Pet 3
zts3285e	Lo Sparring monster resta per 15 minuti.
zts3286e	Lo Sparring monster resta per 30 minuti.
zts3287e	Lo Sparring monster resta per 60 minuti.
zts3288e	Freccia avvelenata
zts3289e	Lancia una Freccia avvelenata contro il bersaglio.
zts3290e	L'avversario colpito viene avvelenato.
zts3291e	Freccia di tralcio
zts3292e	Scocca una freccia che si crea dal tralcio.
zts3293e	I tralci accalappiano il bersaglio.
zts3294e	Semi letali
zts3295e	Sparge dei semi parassitari nelle vicinanze.
zts3311e	Colpo tortina
zts3312e	Attacca un obiettivo con il potere della tortina.
zts3313e	La ricerca muscolare di Techron
zts3314e	Incrementa gli HP max. di 14.000.
zts3315e	La ricerca cognitiva di Techron
zts3316e	Incrementa di 220 la destrezza.
zts3317e	La ricerca sul cervello di Techron
zts3318e	Incrementa l'intelligenza di 220.
zts3319e	La ricerca sulle ossa di Techron
zts3320e	Incrementa la forza fisica di 220.
zts3321e	La ricerca sulla magia di Techron
zts3322e	Incrementa gli MP max. di 14.000.
zts3323e	Amicizia di fata (2)
zts3324e	Incrementa tutte le resistenze agli elementi di 20.
zts3325e	Incrementa gli HP max. di 13.000.
zts3326e	Incrementa di 200 la destrezza.
zts3327e	Incrementa l'intelligenza di 200.
zts3328e	Incrementa la forza fisica di 200.
zts3329e	Incrementa gli MP max. di 13.000.
