zts1e	Yeni nesne
zts468e	Sabit seviyeli teçhizatý güçlendirebilir. [n] Ancak yok edilmekten korumaz, bunun için ayný zamanda bir teçhizat koruma parþömeni gerekir. Normalde silahlar ve teçhizat için kullanýlýr [n] (3 kez kullanýlabilir).[n][n]
zts469e	Evcil Hayvan Ýncisi
zts470e	Bu nesneyle[n]NosMate'ni bir incinin içine[n]koyabilir ve envanterinde[n]ya da depoda koruyabilirsin.[n]Ýncinin içine koyulan NosMateler[n]diðer oyuncularla[n]takas edilebilir.[n][n][Kullanýmý][n]NosMate'ni seç ve[n]inciye çift týkla.[n][n]Not:[n] NosMate'i incinin içinde[n]koruduðunda adýný[n]kaybeder. NosMate'inin[n]seviyesi senin seviyenden yüksekse[n]onu Mini Ülke'de serbest býrakabilirsin,[n]ancak[n]misyonlarda yanýna alamazsýn.[n][n]
zts471e	Partner Ýncisi
zts472e	Bu nesneyle[n]partnerini bir incinin içine[n]koyabilir ve envanterinde[n]ya da depoda koruyabilirsin.[n]Ýncinin içine koyulan partnerler[n]diðer oyuncularla[n]takas edilebilir.[n][n][Kullanýmý][n]Partnerini seç ve[n]inciye çift týkla.[n][n]Not:[n]Partneri incinin içinde[n]koruduðunda adýný[n]kaybeder. Partnerinin[n]seviyesi senin seviyenden yüksekse[n]onu Mini Ülke'de serbest býrakabilirsin,[n]ancak[n]misyonlarda yanýna alamazsýn.[n][n]
zts473e	Uzman Kartý Tutucusu
zts474e	Bir uzmanlýk kartýný korumak için kullanýlýr.[n]Oyuncular arasýnda takas edilebilir.[n][Kullanýmý][n]Önce korumak istediðin uzmanlýk kartýný tak.[n]Sonra uzmanlýk kartý tutucusunu çift týkla, böylece uzmanlýk kartý vücudundan ayrýlýr ve tutucunun içine yerleþir.[n]Bir uzman kartýný çýkarmak için tekrar çift týklaman gerekir.[n][Not][n]Eðer uzmanlýk kartýnda hala kullanýlmamýþ beceri puanlarý varsa, kartý baþarýyla yerleþtirmek için önce bunlarý daðýtman gerekir.[n]Uzman kartýný tekrar çýkardýðýnda, tutucu yok olur.[n][n]
zts475e	NosMall Açýlýþ Týlsýmý
zts476e	Scrammer
zts477e	Kris
zts478e	Winslet Arbaleti
zts479e	Balenty Arbaleti
zts480e	Plaz Büyülü Silah
zts481e	Iþýk Büyülü Silahý
zts482e	Nöbetçi Bakýþý
zts483e	Iþýk Cübbesi
zts484e	Cesur Savunmacý
zts485e	Þahane Savunmacý
zts486e	Alevli Kýlýç
zts487e	Büyük hasar veren, kudretli bir kýlýç[n][n]
zts488e	Kudret Yayý
zts489e	Bu yay belirli canavarlara ciddi hasar verir.[n][n]
zts490e	Kai'nin Sihirli Deðneði
zts491e	Olaðanüstü Büyücüler tarafýndan kullanýlýr.[n][n]
zts492e	Akýn Kutusu
zts493e	Sandýðýn içinde ne var?[n]Çift týklayarak öðren.[n]Bir teçhizat eþyasý alýrsan, eþya sandýkla ayný nadirlik seviyesine sahip olur.[n][n]
zts494e	Asil Oriharcon Gerdanlýðý
zts495e	Antika Oriharcon Gerdanlýðý
zts496e	Asil Oriharcon Yüzüðü
zts497e	Antika Oriharcon Yüzüðü
zts498e	Asil Oriharcon Bilekliði
zts499e	Antika Oriharcon Bilekliði
zts500e	Antika Kristal Gerdanlýk
zts501e	Antika Kristal Yüzük
zts502e	Antika Kristal Bileklik
zts503e	Antika Elmas Gerdanlýk
zts504e	Antika Elmas Yüzük
zts505e	Antika Elmas Bileklik
zts506e	Alev Eldivenleri
zts507e	Fýrtýna Eldivenleri
zts508e	Tanrý Eldivenleri
zts509e	Ölüm Eldivenleri
zts510e	Ateþ Ayakkabýlarý
zts511e	Dalga Ayakkabýlarý
zts512e	Parlama Ayakkabýlarý
zts513e	Gölge Ayakkabýlarý
zts514e	Radal'ýn Kýrmýzý Yüzüðü
zts515e	Radal'ýn yaþadýðý zamanlarda sahip olduðu iki yüzükten biri. Bu nesne önemli misyonlarda kullanýlýr.[n][n]
zts516e	Radal'ýn Mavi Yüzüðü
zts517e	Çýkmayan Eldivenler
zts518e	Bu eldivenler aside dayanýklý[n]ve zor paslanýr.[n][n]
zts519e	Basit Altýn Gerdanlýk
zts520e	Ýþlenmiþ Altýn Gerdanlýk
zts521e	Gümüþ Yüzük
zts522e	Modaya Uygun Bileklik
zts523e	Antika Mano Gerdanlýðý
zts524e	Antika Mano Yüzüðü
zts525e	Antika Mano Bilekliði
zts526e	Asil Mano Gerdanlýðý
zts527e	Asil Mano Yüzüðü
zts528e	Asil Mano Bilekliði
zts529e	Lüks Mano Bilekliði
zts530e	Antika Kedi Gözü Gerdanlýk
zts531e	Antika Kedi Gözü Yüzük
zts532e	Kedi Gözü Bileklik
zts533e	Asil Kedi Gözü gerdanlýk
zts534e	Asil Kedi Gözü Yüzük
zts535e	Asil Kedi Gözü Bileklik
zts536e	Lüks Kedi Gözü Gerdanlýk
zts537e	Lüks Kedi Gözü Bileklik
zts538e	Kristal Gerdanlýk
zts539e	Kristal Yüzük
zts540e	Kristal Bileklik
zts541e	Asil Kristal Gerdanlýk
zts542e	Asil Kristal Yüzük
zts543e	Asil Kristal Bileklik
zts544e	Lüks Kristal Yüzük
zts545e	Lüks Kristal Bileklik
zts546e	Elmas Gerdanlýk
zts547e	Elmas Yüzük
zts548e	Elmas Bileklik
zts549e	Asil Elmas Gerdanlýk
zts550e	Asil Elmas Yüzük
zts551e	Asil Elmas Bileklik
zts552e	Lüks Elmas Gerdanlýk
zts553e	Lüks Elmas Yüzük
zts554e	Lüks Elmas Bileklik
zts555e	Hafif Eldivenler
zts556e	Saðlam ve buna raðmen hafif eldiven [n] hafif geliþtirilmiþ savuþturma[n][n]
zts557e	Ýpek Eldivenler
zts558e	Büyülü bir ruh barýndýran yumuþak ve lüks eldivenler.[n]Büyü saldýrýsý gücünü artýrýr.[n][n]
zts559e	Büyülü Eldivenler
zts560e	Sihirli bir ruh barýndýran bu eldiven BP'yi yükseltir.[n][n]
zts561e	Açýk Renk Eldivenler
zts562e	Baþka eldivenlere göre yakýn dövüþ savunma gücü daha yüksek.[n][n]
zts563e	Hýzlý Eldivenler
zts564e	Aerodinamik olursun ve düþük hava direnci nedeniyle daha hýzlý hareket edebilirsin.[n][n]
zts565e	Dövüþ Eldivenleri
zts566e	Yakýn dövüþ savunma gücü sýradan eldivenlere göre daha yüksektir.[n][n]
zts567e	Zincir Eldivenler
zts568e	Kýlýç Savaþçýlarý arasýnda çok yaygýndýr.[n][n]
zts569e	Þimþek Eldivenleri
zts570e	Hafif Çizmeler
zts571e	Ayak bileðine kadar uzanan hafif çizmeler.[n][n]
zts572e	Hýzlý Ayakkabýlar
zts573e	Bu ayakkabýlar hýzýný artýrýr[n]ama savunma gücüne bir etkisi olmaz.[n][n]
zts574e	Zincir Çizmeler
zts575e	Savunma gücü yüksek çizmeler.[n][n]
zts576e	Deri Çizmeler
zts577e	Bilindiði kadarýyla bu çizmeler yaþlý bir iblisin derisinden yapýlmýþ[n]ve büyü saldýrýlarýný emiyor.[n][n]
zts578e	Çelik Çizmeler
zts579e	Koruyucu Çizmeler
zts580e	Rüzgar Çizmeleri
zts581e	Aðýr Metal Çizmeler
zts582e	Fýrýn Eldivenleri
zts583e	Ellerini sýcak nesnelerden korur.[n][n]
zts584e	Parlayan Eldivenler
zts585e	Iþýk ruhundan korunursun.[n][n]
zts586e	Rüzgar Eldivenleri
zts587e	Elinin üzerinde hafif bir meltem esiyormuþ gibi hissettirir. [n] Savuþturma gücünü içerir [n][n]
zts588e	Direnç Eldivenleri
zts589e	Gölge Eldivenleri
zts590e	Karanlýk enerji dolu.[n][n]
zts591e	Kara Ayakkabýlarý
zts592e	Su Ayakkabýlarý
zts593e	Fazladan su direnci kazandýrýr.[n][n]
zts594e	Benekli Çizmeler
zts595e	Iþýk enerjisi dolu.[n][n]
zts596e	Alev Çizmeleri
zts597e	Ateþ enerjisi dolu.[n][n]
zts598e	Derin Deniz Çizmeleri
zts599e	Seni karanlýk enerjiyle sarmalar[n]ve ýþýk direncini artýrýr.[n][n]
zts600e	Ateþ Perisi
zts601e	Element Perisi[n][n]Savaþta bu periyi ne kadar uzun süre yanýnda taþýrsan, elementer saldýrý gücü o kadar artar.[n](+-15 seviye canavarlarla savaþýrken)[n]Bu, Bu karakterinin element gücüne eklenir.[n]Peri elementer gücünü %50'ye kadar artýrabilir.[n][n]
zts602e	Su Perisi
zts603e	Iþýk Perisi
zts604e	Gölge Perisi
zts605e	Pijama Uzman Kartý
zts606e	Hey! Hayatýn tadýný çýkaralým![n]Neden bu kadar kaygýlýsýn? Tadýný çýkarmaya bak![n][n]
zts607e	Savaþçý Uzman Kartý
zts608e	Uzman Kartý - Ateþ Elementi[n][n]Kýlýcýn gücüyle savaþ meydanýna hükmedersin. Bu gözü pek Kýlýç Savaþçýsý ateþli dövüþ sanatý, yakýn dövüþte en güçlü düþmanlardan bile üstün.[n][n]
zts609e	Ninja Uzman Kartý
zts610e	Uzman Kartý - Su Elementi[n][n]Bu Kýlýç Savaþçýsýnýn bakýþlarý nefret dolu. Bu güçlü Savaþçýnýn yoluna kim çýkarsa çýksýn, güçlü kýlýcýnýn keskin aðzýyla tanýþýr.[n][n]
zts611e	Avcý Uzman Kartý
zts612e	Uzman kartý - Su Elementi[n][n]Rakiplerini ölümcül bir ok yaðmuruna tutarak çarpýþmayý baþlatýr. Eþsiz hýzý sayesinde düþman saldýrýnýn yaklaþtýðýný görmez.[n][n]
zts613e	Hergele Uzman Kartý
zts614e	Uzman Kartý - Gölge Elementi[n][n]Bu maskenin ardýnda kana susamýþ ve tehlikeli bir yapýya sahip, hain ve kötü bir savaþçý gizli. Yakýnýnda bulunan rakipler gözlerini ondan asla ayýrmamalý.[n][n]
zts615e	Ateþ Büyücüsü Uzman Kartý
zts616e	Uzman Kartý - Ateþ Elementi[n][n]Bu Büyücüler yýkým ve batýþ simgesini taþýr. Yok edici güçlerini, ateþin en güçlü ve kudretli sihirli formüllerinden alýrlar.[n][n]
zts617e	"Kutsal Büyücü" uzman kartý
zts618e	Uzman Kartý - Iþýk Elementi[n][n]Iþýðýn, hükümlerin ve dengenin bekçisi. Bu bilge Büyücü Erenia'nýn tanrýsal iradesine hizmet eder ve düþmanlarýný alt etmek için iyiliðin gücünü kullanýr.[n][n]
zts619e	Partner Kýlýcý
zts620e	Partner Yayý
zts621e	Partner Sihirli Deðneði
zts622e	Partner Zýrhý (Büyü)
zts623e	Partner Zýrhý (Uzak Dövüþ)
zts624e	Partner Zýrhý (Yakýn Dövüþ)
zts625e	Çekme Kolu (Kullanýlmamýþ)
zts626e	Eski Sandýk
zts627e	Küçük Yaþam Ýksiri
zts628e	Seni ve NosMate'ini iyileþtirir.[n][n]
zts629e	Orta Boy Yaþam Ýksiri
zts630e	Büyük Yaþam Ýksiri
zts631e	Küçük Büyü Enerjisi Ýksiri
zts632e	Orta Boy Büyü Enerjisi Ýksiri
zts633e	Büyük Büyü Enerjisi Ýksiri
zts634e	Küçük Ýyileþtirici Ýksir
zts635e	Orta Boy Ýyileþtirici Ýksir
zts636e	Büyük Ýyileþtirici Ýksir
zts637e	Devasa Ýyileþtirici Ýksir
zts638e	Güç Tohumu
zts639e	Örneðin þu durumlarda kullanýlabilir: [n]1. Dirildikten sonra son konuma göre dönmek (10 güç tohumu) [n] 2. Uzay zaman taþlarýna girmek (gösterilen sayý) [n] 3. Ölen NosMateleri diriltmek (5 güç tohumu) [n] 4. Bir uzay zaman taþýndayken misyonu terk etmek (5 güç tohumu) [n][n]
zts640e	Gillion Taþý
zts641e	Bir ruh taþý, Cellon ve bir kristal elde etmek için arýtýlabilir.[n]Arýtmak için bir arýtýcý satýn al ve üzerine çift týkla.[n][n]
zts642e	Cella Tozu
zts643e	Þunlar için kullanýlýr:[n] 1. Teçhizatýný geliþtirmek[n] 2. Ruh taþýný, Cellonu ve kristalini geliþtirmek[n][n]
zts644e	Ruh Taþý
zts645e	+1 ile +5 arasýndaki teçhizatýn[n]geliþtirilmesinde kullanýlýr.[n][n]
zts646e	Mükemmel Ruh Taþý
zts647e	+6 ile +10 arasýndaki teçhizatýn[n]geliþtirilmesinde kullanýlýr.[n][n]
zts648e	Cellon (Seviye 1)
zts649e	Aksesuarlara 1. seviye seçeneði ekler.
zts650e	Cellon (Seviye 2)
zts651e	Aksesuarlara 2. seviye seçeneði ekler.
zts652e	Cellon (Seviye 3)
zts653e	Aksesuarlara 3. seviye seçeneði ekler.
zts654e	Cellon (Seviye 4)
zts655e	Aksesuarlara 4. seviye seçeneði ekler.
zts656e	Cellon (Seviye 5)
zts657e	Aksesuarlara 5. seviye seçeneði ekler.
zts658e	Cellon (Seviye 6)
zts659e	Aksesuarlara 6. seviye seçeneði ekler.
zts660e	Cellon (Seviye 7)
zts661e	Aksesuarlara 7. seviye seçeneði ekler.
zts662e	Cellon (Seviye 8)
zts663e	Aksesuarlara 8. seviye seçeneði ekler.
zts664e	Cellon (Seviye 9)
zts665e	Aksesuarlara 9. seviye seçeneði ekler.
zts666e	Cellon (Seviye 10)
zts667e	Aksesuarlara 10. seviye seçeneði ekler.[n][n]
zts668e	Gökgürültüsü Nehri Kumu
zts669e	Farklý eþyalarýn üretiminde kullanýlýr.[n][n]
zts670e	Yeni Ay Kristali
zts671e	Mini Ülke'de kullanýlýr.[n]Kristali bölmek için [deðerli taþ, Cellon ve kristaller] kullan.[n][n]
zts672e	Yarým Ay Kristali
zts673e	Dolunay kristali uzman kartýný geliþtirmekte kullanýlan önemli bir malzeme.[n][n]
zts674e	Dolunay Kristali
zts675e	Kýrmýzý Kristal Parçasý
zts676e	Üretimde kullanýlýr.[n][n]
zts677e	Mavi Kristal Parçasý
zts678e	Beyaz Kristal Parçasý
zts679e	Siyah Kristal Parçasý
zts680e	Maceracý Aleti
zts681e	Maceracýlar için nesne üretiminde kullanýlýr.[n]Listeyi görmek için üzerine çift týkla.[n][n]
zts682e	Ruh Taþý Arýtýcý
zts683e	Cella tozu ve ruh taþlarý elde etmek için Gillion taþlarý kullan.[n]Cella tozu ve ruh taþlarý, silah ve zýrh geliþtirmek için kullanýlýr.[n]Kullanmak için çift týkla.[n][n]
zts684e	Cellon Arýtýcý
zts685e	Cella tozu ve Cellon elde etmek için Gillion taþlarý kullan.[n]Cella tozu, silah ve zýrh geliþtirmek için kullanýlýr.[n]Cellon, aksesuarlara ek seçenekler eklemek için kullanýlýr.[n]Kullanmak için çift týkla.[n][n]
zts686e	Kristal Arýtýcý
zts687e	Cella tozu ve kristal elde etmek için Gillion taþlarý kullan.[n]Cella tozu, silah ve zýrh geliþtirmek için kullanýlýr.[n]Kristal, Mini Ülke'de ve üretimde kullanýlýr.[n]Kullanmak için çift týkla.[n][n]
zts688e	Kýlýç Savaþçýsý Aleti
zts689e	Kýlýç Savaþçýlarý için nesne üretiminde kullanýlýr.[n]Listeyi görmek için üzerine çift týkla.[n][n]
zts690e	Okçu Aleti
zts691e	Okçular için nesne üretiminde kullanýlýr.[n]Listeyi görmek için üzerine çift týkla.[n][n]
zts692e	Büyücü Aleti
zts693e	Büyücüler için nesne üretiminde kullanýlýr.[n]Listeyi görmek için üzerine çift týkla.[n][n]
zts694e	Normal Sandýk
zts695e	Lüks Sandýk
zts696e	Gizli Sandýk
zts697e	Çekme Kolu (Kullanýlmýþ)
zts698e	Altýn
zts699e	Aksesuar Aleti
zts700e	Çeþitli aksesuarlarýn üretiminde kullanýlýr.[n]Listeyi görmek için üzerine çift týkla.[n][n]
zts701e	Gizemli Kristal Küre (Kullanýlmamýþ)
zts702e	Gizemli Kristal Küre (Kullanýlmýþ)
zts703e	Bonus Sandýk
zts704e	Düðme (Kullanýlmamýþ)
zts705e	Düðme (Kullanýlmýþ)
zts706e	Tahta Kol (Kullanýlmamýþ)
zts707e	Tahta Kol (Kullanýlmýþ)
zts708e	Þeytan Heykeli (Kullanýlmamýþ)
zts709e	Þeytan Heykeli (Kullanýlmýþ)
zts710e	Mühürlü Anahtar
zts711e	Duke'un Araþtýrma Malzemeleri
zts712e	Bunlar efsane sihirbaz Duke'un araþtýrma malzemeleri.[n]Ne anlama geldikleri henüz belli deðil.[n][n]
zts713e	Artefakt
zts714e	Saldýrýyý güçlendirir.
zts715e	Savunmayý güçlendirir.
zts716e	Yakýn saldýrý savunmasýný güçlendirir.
zts717e	Uzak saldýrý savunmasýný güçlendirir.
zts718e	Büyü savunmasýný güçlendirir.
zts719e	Büyü enerjisi Sandýðý
zts720e	Güçlü Enerji
zts721e	Ýyileþtirici Sandýk
zts722e	Rastgele Efekt
zts723e	NosMate'in Yeniden Doðuþu
zts724e	Hýzlan
zts725e	Kudretli Kalkan
zts726e	Deðerli Taþ, Cellon ve Kristal Aleti
zts727e	Ruh deðerli taþlarýný, her seviyede Cellonu ve kristalleri geliþtirebilir.[n][n]
zts728e	Hammadde Aleti
zts729e	Metal, odun, kumaþ ve deri hammaddelerin kalitesini yükseltir.[n][n]
zts730e	Ýyileþtirme Kapsülü
zts731e	Mini Ülke Týklamasý
zts732e	Devasa Ýyileþtirici Ýksir
zts733e	Özel kart
zts734e	UP Ýksiri
zts735e	UP'yi 10.000 puan (UP) yükseltir.[n][n]
zts736e	Ülke puaný doldurucu
zts737e	Hýzlý zaman taþý
zts738e	Piknik Sepeti
zts739e	Üç kiþiye kadar dans edebilir.[n][n]
zts740e	Barbekü
zts741e	Sekiz kiþiye kadar dans edilebilir.[n][n]
zts742e	Eldiven ve Ayakkabý Aleti
zts743e	Küçük Levha
zts744e	Diðer oyuncularýn 60 dakika boyunca Mini Ülke'ne girebilmesi için bir levha dikebilirsin.[n]Levha pek kaliteli görünmüyor.[n][n]
zts745e	Büyük Levha
zts746e	Diðer oyuncularýn 60 dakika boyunca Mini Ülke'ne girebilmesi için bir levha dikebilirsin.[n]Bu þýk levha ev biçiminde.[n][n]
zts747e	Vahþi Melodi Çiçeði
zts748e	Çan Çiçeði
zts749e	Bir çan çiçeði görevi baþlatýr.[n][n]
zts750e	Altýn Ödülü
zts751e	Baþarýyla tamamladýðýnda, belli miktarda altýn alýrsýn.[n][n]
zts752e	Tecrübe Ödülü
zts753e	Baþarýyla tamamladýðýnda, belli miktarda tecrübe puaný alýrsýn.[n][n]
zts754e	Ýþ Tecrübesi Ödülü
zts755e	Baþarýyla tamamladýðýnda, belli miktarda iþ tecrübesi puaný alýrsýn.[n][n]
zts756e	Ýtibar Ödülü
zts757e	Baþarýyla tamamladýðýnda, itibarýn artar.[n][n]
zts758e	Uzay Zaman Parçasý (Grup)
zts759e	Misyonu kontrol etmek için çift týkla.[n][n]
zts760e	Uzay Zaman Parçasý (Birey)
zts761e	Misyonu kontrol etmek için çift týkla.[n][n]
zts762e	Uzay Zaman Parçasý (Akýn)
zts763e	Uzay Zaman Parçasý (Av)
zts764e	Uzay Zaman Parçasý (Laboratuvar)
zts765e	Bonus Puan
zts766e	Gizemli Kutu
zts767e	Tavuk Tüyleri
zts768e	Mavi Cuby
zts769e	Terk Edilmiþ Kafatasý
zts770e	Örümcek Birlikleri - 2. Bölüm
zts771e	Devasa siyah örümceðin mührünü ele geçirmeyi saðlayan uzay zaman.[n]Seviye sýnýrý: 60-69[n]Bununla hemen girebilirsin.[n][n]
zts772e	Bob Giysisi
zts773e	Bu nesne sayesinde[n]partnerinin hýzý[n]iki puan artar.[n]Ayrýca bu giysi[n]partnerine özel bir görünüm[n]kazandýrýr.[n][n]Kullaným talimatý:[n]Partnerini seç ve envanterindeki[n]giysinin üzerine çift[n]týkla. Partnerini bir[n]incinin içine kapatýrsan,[n]bu nesne kaybolur.[n][n]
zts774e	Geçmiþin Zincirleri - 2. Bölüm
zts775e	Ginseng mührünü ele geçirmeyi saðlayan uzay zaman.[n]Seviye sýnýrý: 40-49[n]Bununla hemen girebilirsin.[n][n]
zts776e	Geçmiþin Zincirleri - 3. Bölüm
zts777e	Pasta
zts778e	Þükran Günü pastasý.[n]Bu lezzetli yiyeceklerden 10 tane topla ve bir hazine almak için Danýþman Mimi'ye götür.[n][n]
zts779e	N (Etkinlik)
zts780e	Etkinlik boyunca bunu deðiþtirilmiþ Ýmplerden alabilirsin.[n]Dr. Atzenstein aracýlýðýyla takas edilebilir.[n]Ýmpler büyülü ortamlarda bulunmayý sever...[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts781e	O (Etkinlik)
zts782e	Etkinlik boyunca bunu deðiþtirilmiþ Jellylerden alabilirsin.[n]Dr. Atzenstein aracýlýðýyla takas edilebilir.[n]Jellyler özellikle bol kumlu ortamlarda bulunmayý sever...[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts783e	S (Etkinlik)
zts784e	Etkinlik boyunca bunu deðiþtirilmiþ Hamsterlerden alabilirsin.[n]Dr. Atzenstein aracýlýðýyla takas edilebilir.[n]Hamsterler kendilerini özellikle tarihi yeraltý duvarlarýnda rahat hissederler...[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts785e	! (Etkinlik)
zts786e	Etkinlik boyunca bunu deðiþtirilmiþ kurtlardan alabilirsin.[n]Dr. Atzenstein aracýlýðýyla takas edilebilir.[n]Kurtlar büyük bir zevkle orman ve daðlarda dolaþýrlar...[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts787e	Duke'un Araþtýrma Sonuçlarý
zts788e	Bunlar Duke'un araþtýrmasýnýn kapsamlý kayýtlarý.[n]Karmaþýk içeriði henüz tam olarak çözülemedi.[n][n]
zts789e	Saflýk Zambaðý
zts790e	Yüklemenin Uzman Kartý
zts791e	Erenia Madalyonu
zts792e	Bunu kullandýðýnda, 30 gün boyunca þunlarla donatýlýrsýn:[n][Ana efekt][n]"Donaným", "Ana" ve "Diðer" kategorilerine 8, yani toplam 24 yeni bölme daha eklenir.[n](Bir Maceracý madalyonuyla birleþtiðinde, toplam 32 bölme eklenir.)[n][Yan efekt][n]Savaþ ve iþ tecrübesi puanlarýný ve evcil hayvanlarýn ve partnerlerin tecrübe puanlarýný %15 artýrýr.[n](Maceracý madalyonuyla birleþtiðinde, tecrübe puanlarý %30 artar.)[n]Altýn kazanýmýný ve itibarý %20 artýrýr.[n][Uyarý][n]Süre dolduktan sonra, geliþmiþ envanterindeki eþyalar kaybolabilir,[n]bu nedenle gerekli önlemleri zamanýnda al.[n][n]
zts793e	Maceracý Madalyonu
zts794e	Bunu kullandýðýnda, 30 gün boyunca þunlarla donatýlýrsýn:[n][Ana efekt][n]"Donaným", "Ana" ve "Diðer" kategorilerine 4, yani toplam 12 yeni bölme daha eklenir.[n](Bir Erenia madalyonuyla birleþtiðinde, toplam 32 bölme eklenir.)[n][Yan efekt][n]Savaþ ve iþ tecrübesi puanlarýný ve evcil hayvanlarýn ve partnerlerin tecrübe puanlarýný %15 artýrýr.[n](Erenia madalyonuyla birleþtiðinde, tecrübe puanlarý %30 artar.)[n][Uyarý][n]Süre dolduktan sonra, geliþmiþ envanterindeki eþyalar kaybolabilir,[n]bu nedenle gerekli önlemleri zamanýnda al.[n][n]
zts795e	Tanýtým
zts796e	En fazla 60 karakter kullanarak kendini tanýt.[n][Dikkat][n]Çift týklayarak eþyayý seç[n]ve yazýný gir.[n]Karakterinin portresine[n]sað týklayarak mesajýný kontrol et.[n][n]
zts797e	Küçük Özel Ýksir
zts798e	YP'yi yeniler.[n]Ayrýca UP'yi 30.000 puan yükseltir.[n][n]
zts799e	Orta Boy Özel Ýksir
zts800e	YP/BP'yi yeniler.[n]Ayrýca UP'yi 70.000 puan yükseltir.[n][n]
zts801e	Büyük Özel Ýksir
zts802e	YP/BP'yi yeniler.[n]Bütün kötü efektleri kaldýrýr.[n]Ayrýca UP'yi 180.000 puan yükseltir.[n][n]
zts803e	Uzay Zaman Parçasý (Laboratuar - Final)
zts804e	Radal'ý burada bulursun.[n]Seviye sýnýrý: 65-99[n]Bununla hemen girebilirsin.[n][n]
zts805e	Cylloan Kaynak Suyu
zts806e	NosMall açýlýþ Görevi
zts807e	Balon Dekorasyonu
zts808e	Altýn Çan
zts809e	%100 olasýlýkla bir[n]Çalýkuyruk[n]yakalayabilir. Bu çaný[n]kullanabilmek için hayvanýn[n]YP'sinin %50'sini[n]düþürmeye gerek yok.[n][n]
zts810e	Gümüþ Çan
zts811e	%50 olasýlýkla bir[n]Çalýkuyruk[n]yakalayabilir. Bu çaný[n]kullanabilmek için hayvanýn[n]YP'sinin %50'sini[n]düþürmeye gerek yok.[n][n]
zts812e	Cuby Annenin Mührü
zts813e	Güneþli Çayýrlar'daki Jelly Meydaný'nda Cuby Anne akýnýný baþlatýr.[n]Önerilen seviye: 30-49[n][Kullanýmý][n]Oyuncu akýn lideri olur.[n]Takým lideri olduktan sonra oyuncularý üzerlerine týklayarak davet edebilirsin.[n]Akýn giriþine git.[n]Lider giriþ yaptýðýnda grubun diðer üyeleri de otomatik olarak onunla birlikte giriþ yapar.[n][Dikkat][n]Önerilenden yüksek seviyedeki karakterler akýna katýlabilir ancak ceza alýr.[n](Baþarýlý olunsa bile ekstra kalp veya akýn kutusu alýnamaz.)[n][n]
