zts1e	Efekt ogólny
zts20483e	Lwi cios +9
zts20484e	Szybki jak b³yskawica
zts20485e	Zwiêksza szybkoœæ poruszania siê oraz parametry uniku.
zts20486e	Szybki jak b³yskawica +1
zts20487e	Szybki jak b³yskawica +2
zts20488e	Szybki jak b³yskawica +3
zts20489e	Szybki jak b³yskawica +4
zts20490e	Szybki jak b³yskawica +5
zts20491e	Szybki jak b³yskawica +6
zts20492e	Szybki jak b³yskawica +7
zts20493e	Szybki jak b³yskawica +8
zts20494e	Szybki jak b³yskawica +9
zts20495e	Przeszywaj¹ce spojrzenie
zts20496e	Identyfikuje s³abe punkty przeciwnika.
zts20497e	Przeszywaj¹ce spojrzenie +1
zts20498e	Przeszywaj¹ce spojrzenie +2
zts20499e	Przeszywaj¹ce spojrzenie +3
zts20500e	Przeszywaj¹ce spojrzenie +4
zts20501e	Przeszywaj¹ce spojrzenie +5
zts20502e	Przeszywaj¹ce spojrzenie +6
zts20503e	Przeszywaj¹ce spojrzenie +7
zts20504e	Przeszywaj¹ce spojrzenie +8
zts20505e	Przeszywaj¹ce spojrzenie +9
zts20506e	Lot wysokoœciowy
zts20507e	Zrêcznie ukrywasz swoje s³abe punkty.
zts20508e	Lot wysokoœciowy +1
zts20509e	Lot wysokoœciowy +2
zts20510e	Lot wysokoœciowy +3
zts20511e	Lot wysokoœciowy +4
zts20512e	Lot wysokoœciowy +5
zts20513e	Lot wysokoœciowy +6
zts20514e	Lot wysokoœciowy +7
zts20515e	Lot wysokoœciowy +8
zts20516e	Lot wysokoœciowy +9
zts20517e	Sokole oko
zts20518e	Zwiêksza celnoœæ twoich ataków.
zts20519e	Sokole oko +1
zts20520e	Sokole oko +2
zts20521e	Sokole oko +3
zts20522e	Sokole oko +4
zts20523e	Sokole oko +5
zts20524e	Sokole oko +6
zts20525e	Sokole oko +7
zts20526e	Sokole oko +8
zts20527e	Sokole oko +9
zts20528e	Oko za oko
zts20529e	Odbija obra¿enia na przeciwnika.
zts20530e	Oko za oko +1
zts20531e	Oko za oko +2
zts20532e	Oko za oko +3
zts20533e	Oko za oko +4
zts20534e	Oko za oko +5
zts20535e	Oko za oko +6
zts20536e	Oko za oko +7
zts20537e	Oko za oko +8
zts20538e	Oko za oko +9
zts20539e	Instynkt prze¿ycia
zts20540e	Podczas niebezpieczeñstwa zwiêksza siê twoja zrêcznoœæ.
zts20541e	Instynkt prze¿ycia +1
zts20542e	Instynkt prze¿ycia +2
zts20543e	Instynkt prze¿ycia +3
zts20544e	Instynkt prze¿ycia +4
zts20545e	Instynkt prze¿ycia +5
zts20546e	Instynkt prze¿ycia +6
zts20547e	Instynkt prze¿ycia +7
zts20548e	Instynkt prze¿ycia +8
zts20549e	Instynkt prze¿ycia +9
zts20550e	Rosn¹ce doœwiadczenie
zts20551e	Z rosn¹cym doœwiadczeniem ³atwiej ci odkrywaæ s³abe punkty przeciwników.
zts20552e	Rosn¹ce doœwiadczenie +1
zts20553e	Rosn¹ce doœwiadczenie +2
zts20554e	Rosn¹ce doœwiadczenie +3
zts20555e	Rosn¹ce doœwiadczenie +4
zts20556e	Rosn¹ce doœwiadczenie +5
zts20557e	Rosn¹ce doœwiadczenie +6
zts20558e	Rosn¹ce doœwiadczenie +7
zts20559e	Rosn¹ce doœwiadczenie +8
zts20560e	Rosn¹ce doœwiadczenie +9
zts20561e	Szpony or³a
zts20562e	Kto potrafi ¿yæ w zgodzie z natur¹, mo¿e posi¹œæ moc Or³a Loa.
zts20563e	Szpony or³a +1
zts20564e	Szpony or³a +2
zts20565e	Szpony or³a +3
zts20566e	Szpony or³a +4
zts20567e	Szpony or³a +5
zts20568e	Szpony or³a +6
zts20569e	Szpony or³a +7
zts20570e	Szpony or³a +8
zts20571e	Szpony or³a +9
zts20572e	Jad wê¿a
zts20573e	Atak wzmocniony trucizn¹.
zts20574e	Jad wê¿a +1
zts20575e	Jad wê¿a +2
zts20576e	Jad wê¿a +3
zts20577e	Jad wê¿a +4
zts20578e	Jad wê¿a +5
zts20579e	Jad wê¿a +6
zts20580e	Jad wê¿a +7
zts20581e	Jad wê¿a +8
zts20582e	Jad wê¿a +9
zts20583e	Magia ataku
zts20584e	Twoja si³a ataku zostanie wzmocniona obron¹ magiczn¹.
zts20585e	Magia ataku +1
zts20586e	Magia ataku +2
zts20587e	Magia ataku +3
zts20588e	Magia ataku +4
zts20589e	Magia ataku +5
zts20590e	Magia ataku +6
zts20591e	Magia ataku +7
zts20592e	Magia ataku +8
zts20593e	Magia ataku +9
zts20594e	Atak to najlepsza obrona
zts20595e	Jeœli doznasz obra¿enia, zostan¹ one odjête od twoich PM a nie od P¯.
zts20596e	Atak to najlepsza obrona +1
zts20597e	Atak to najlepsza obrona +2
zts20598e	Atak to najlepsza obrona +3
zts20599e	Atak to najlepsza obrona +4
zts20600e	Atak to najlepsza obrona +5
zts20601e	Atak to najlepsza obrona +6
zts20602e	Atak to najlepsza obrona +7
zts20603e	Atak to najlepsza obrona +8
zts20604e	Atak to najlepsza obrona +9
zts20605e	Kl¹twa
zts20606e	Obmyœlasz zemstê i rzucasz kl¹twê na przeciwnika.
zts20607e	Kl¹twa +1
zts20608e	Kl¹twa +2
zts20609e	Kl¹twa +3
zts20610e	Kl¹twa +4
zts20611e	Kl¹twa +5
zts20612e	Kl¹twa +6
zts20613e	Kl¹twa +7
zts20614e	Kl¹twa +8
zts20615e	Kl¹twa +9
zts20616e	Tarcza ¿ywio³u
zts20617e	Zostan¹ zmniejszone doznane obra¿enia od ¿ywio³u.
zts20618e	Tarcza ¿ywio³u +1
zts20619e	Tarcza ¿ywio³u +2
zts20620e	Tarcza ¿ywio³u +3
zts20621e	Tarcza ¿ywio³u +4
zts20622e	Tarcza ¿ywio³u +5
zts20623e	Tarcza ¿ywio³u +6
zts20624e	Tarcza ¿ywio³u +7
zts20625e	Tarcza ¿ywio³u +8
zts20626e	Tarcza ¿ywio³u +9
zts20627e	Magiczna zbroja
zts20628e	Przez cudown¹ magiê zostan¹ zmniejszone obra¿enia.
zts20629e	Magiczna zbroja +1
zts20630e	Magiczna zbroja +2
zts20631e	Magiczna zbroja +3
zts20632e	Magiczna zbroja +4
zts20633e	Magiczna zbroja +5
zts20634e	Magiczna zbroja +6
zts20635e	Magiczna zbroja +7
zts20636e	Magiczna zbroja +8
zts20637e	Magiczna zbroja +9
zts20638e	Moc kl¹twy
zts20639e	Twoje ¿ywio³y zostan¹ wzmocnione, jeœli otrzymasz negatywne efekty.
zts20640e	Moc kl¹twy +1
zts20641e	Moc kl¹twy +2
zts20642e	Moc kl¹twy +3
zts20643e	Moc kl¹twy +4
zts20644e	Moc kl¹twy +5
zts20645e	Moc kl¹twy +6
zts20646e	Moc kl¹twy +7
zts20647e	Moc kl¹twy +8
zts20648e	Moc kl¹twy +9
zts20649e	Uk¹szenie wê¿a
zts20650e	Kto potrafi ¿yæ w zgodzie z natur¹, mo¿e posi¹œæ moc Wê¿a Loa.
zts20651e	Uk¹szenie wê¿a +1
zts20652e	Uk¹szenie wê¿a +2
zts20653e	Uk¹szenie wê¿a +3
zts20654e	Uk¹szenie wê¿a +4
zts20655e	Uk¹szenie wê¿a +5
zts20656e	Uk¹szenie wê¿a +6
zts20657e	Uk¹szenie wê¿a +7
zts20658e	Uk¹szenie wê¿a +8
zts20659e	Uk¹szenie wê¿a +9
zts20660e	Spalasz siê przez moc apokalipsy.
zts20661e	Odbijasz obra¿enia za pomoc¹ mocy odbicia.
zts20662e	¯ywio³y s¹ os³abiane za pomoc¹ mocy wilka.
zts20663e	Wzmacnia twoje ataki za pomoc¹ mocy odrzucenia.
zts20664e	Odpornoœæ na ogieñ jest zmniejszona przez moc wybuchu.
zts20665e	Moc zwinnoœci (poziom 1)
zts20666e	Stajesz siê sprawniejszy i poruszasz siê szybciej dziêki mocy zwinnoœci.
zts20667e	Moc zwinnoœci (poziom 2)
zts20668e	Moc zwinnoœci (poziom 3)
zts20669e	Moc zwinnoœci (poziom 4)
zts20670e	Moc zwinnoœci (poziom 5)
zts20671e	Moc b³yskawicy zmniejsza przez pora¿enie pr¹dem odpornoœæ na œwiat³o.
zts20672e	Moc kl¹twy sprawia, ¿e stajesz siê ociê¿a³ym.
zts20673e	Obrona jest zmniejszona przez moc niedŸwiedzia.
zts20674e	Zadaje przeciwnikom znajduj¹cym siê wokó³ ciebie obra¿enia moc¹ zimna.
zts20675e	Energia Bohaterskich Orków
zts20676e	Posiadasz moc Bohaterskich Orków i zadajesz potworom wiêcej obra¿eñ.
zts20677e	Noworoczne B³ogos³awieñstwo Byka
zts20678e	Wyczerpany
zts20679e	Zosta³eœ trafiony przez du¿¹ kulê. Twoje zmys³y s¹ zaæmione.
zts20680e	B³ogos³awieñstwo Myszki Kici
zts20681e	Zwiêksza ataki i obrony
zts20682e	Ochrona Bohatera
zts20683e	Nie tracisz doœwiadczenie bohatera, gdy giniesz.
zts20684e	Skorupa ¯ó³wia
zts20685e	Zawrót
zts20686e	Przez pewien czas nie mo¿esz siê poruszaæ, poniewa¿ krêci ci siê w g³owie po jeŸdzie na ¿ó³wiokopterze.
zts20687e	Fenomenalny Wzrok
zts20688e	Znakomity wzrok lodowego wilka wypatrzy s³abe punkty ka¿dego przeciwnika.
zts20689e	Otrzymujesz ten buff dziêki ¯ó³wiokopterowi.
zts20690e	Cierniowa Zbroja
zts20691e	Aura tej zbroi zadaje obra¿enia przeciwnikom.
zts20692e	Ulepszona Cierniowa Zbroja
zts20693e	Silna aura tej zbroi zadaje obra¿enia przeciwnikom.
zts20694e	Doskona³a Cierniowa Zbroja
zts20695e	Potê¿na aura tej zbroi zadaje obra¿enia przeciwnikom.
zts20696e	Ulepszony Pancerz
zts20697e	Mocny, ale ciê¿ki pancerz.
zts20698e	Samoleczenie
zts20699e	Twoje rany zabliŸniaj¹ siê.
zts20700e	Lawirowanie
zts20701e	Koncentrujesz siê wy³¹cznie na unikach.
zts20702e	Rozrzedzona Krew Nieœmiertelnego
zts20703e	Krew nieœmiertelnego demona daje ci trochê nowej energii.
zts20704e	Krew Nieœmiertelnego
zts20705e	Krew nieœmiertelnego demona daje ci now¹ energiê.
zts20706e	Zagêszczona Krew Nieœmiertelnego
zts20707e	Krew nieœmiertelnego demona daje ci du¿o nowej energii.
zts20708e	Kl¹twa Œlepoty
zts20709e	Z³e moce odbieraj¹ ci wzrok.
zts20710e	Kl¹twa Staroœci
zts20711e	Przez kl¹twê Paimona twoje cia³o siê starzeje. Twoja si³a ataku i wszystkie obrony s³abn¹.
zts20712e	£agodne B³ogos³awieñstwo Króla Duchów
zts20713e	Twoje ¿ywio³y i odpornoœci na ¿ywio³y zostaj¹ wzmocnione.
zts20714e	Wola Walki Króla Bestii
zts20715e	Wola walki Króla Bestii wzmacnia twoj¹ si³ê ataku i umo¿liwia ataki d³ugodystansowe.
zts20716e	Ryk SowoniedŸwiedzia
zts20717e	Ryk SowoniedŸwiedzia podnosi morale i wzmacnia ataki krótkodystansowe.
zts20718e	Rozkaz Mrocznego Elfa
zts20719e	Mroczny Elf wspiera ciê i wzmacnia ataki d³ugodystansowe.
zts20720e	Energia Mchowego Budyniu
zts20721e	Energia Mchowego Budyniu wzmacnia twoje magiczne ataki i obrony.
zts20722e	B³ogos³awieñstwo Ma³ej Lancy Œmierci
zts20723e	Zapieczêtowana Szczelina w Niebie
zts20724e	Paimon przez jakiœ czas nie mo¿e przywo³ywaæ poddanych. Jego si³a ataku jednak wzrasta.
zts20725e	Upiorny Spektakl
zts20726e	Zwiêksza si³ê ataku i wszystkie obrony.
zts20727e	Lodowa Klatka
zts20728e	Dopóki pozostajesz w klatce, nie mo¿esz siê ruszaæ.
zts20729e	Protektor
zts20730e	Twoi NosKumple s¹ chronieni przed obra¿eniami.
zts20731e	Ochrona Duszy
zts20732e	Nie tracisz P¯, gdy 'Ochrona Duszy' jest aktywna.
zts20733e	Serce Bestii
zts20734e	Serce Bestii zwiêksza twoj¹ si³ê ataku i wszystkie obrony.
zts20735e	B³ogos³awieñstwo Krzakogonów
zts20737e	Kocie B³ogos³awieñstwo
zts20739e	B³ogos³awieñstwo Œwiat³a
zts20741e	B³ogos³awieñstwo Mroku
zts20743e	B³ogos³awieñstwo Wody
zts20745e	B³ogos³awieñstwo Ognia
zts20747e	B³ogos³awieñstwo Wojowników
zts20748e	Ataki krótkodystansowe s¹ silniejsze.
zts20749e	B³ogos³awieñstwo Magów
zts20750e	Magiczne ataki s¹ silniejsze.
zts20751e	B³ogos³awieñstwo Strzelców
zts20752e	Ataki d³ugodystansowe s¹ silniejsze.
zts20753e	B³ogos³awieñstwo Ninja
zts20755e	B³ogos³awieñstwo Ewolucji
zts20757e	B³ogos³awieñstwo Têczy
zts20759e	B³ogos³awieñstwo Robotów
zts20760e	Zwiêksza szansê na zadanie ciosu krytycznego.
zts20761e	B³ogos³awieñstwo Piratów
zts20762e	Zwiêksza obra¿enia krytyczne.
zts20763e	Upiorne B³ogos³awieñstwo
zts20765e	Lodowate B³ogos³awieñstwo
zts20767e	B³ogos³awieñstwo Wilków
zts20769e	B³ogos³awieñstwo Galaretek
zts20771e	B³ogos³awieñstwo Wie¿y Nieba
zts20773e	B³ogos³awieñstwo Bestii
zts20775e	B³ogos³awieñstwo Duchów
zts20778e	B³ogos³awieñstwo Króla Duchów
zts20780e	B³ogos³awieñstwo Króla Bestii
zts20782e	Energia Mroku Paimona
zts20783e	Przenika ciê mroczna moc Paimona, przywo³uj¹c elitarnego mrocznego rycerza.
zts20784e	Energia Mroku Paimona +1
zts20785e	Energia Mroku Paimona +2
zts20786e	Energia Mroku Paimona +3
zts20787e	Energia Mroku Paimona +4
zts20788e	Energia Mroku Paimona +5
zts20789e	Energia Mroku Paimona +6
zts20790e	Energia Mroku Paimona +7
zts20791e	Energia Mroku Paimona +8
zts20792e	Energia Mroku Paimona +9
zts20793e	Moc Apokalipsy (poziom 6)
zts20794e	Moc Odbicia (poziom 6)
zts20795e	Moc Wilka (poziom 6)
zts20796e	Moc Odrzucenia (poziom 6)
zts20797e	Moc Wybuchu (poziom 6)
zts20798e	Moc Zwinnoœci (poziom 6)
zts20799e	Moc B³yskawicy (poziom 6)
zts20800e	Moc Kl¹twy (poziom 6)
zts20801e	Moc NiedŸwiedzia (poziom 6)
zts20802e	Moc Zimna (poziom 6)
zts20803e	Tajemnicze Uzdrowienie
zts20804e	Zwiêksza maks. P¯ oraz obrony twoich aktualnie aktywnych NosKumpli.
zts20805e	Zwiêksza maks. PM oraz si³ê ataku twoich aktualnie aktywnych NosKumpli.
zts20806e	Zwiêksza maks. P¯ oraz obrony, twoje i twoich aktualnie aktywnych NosKumpli.
zts20807e	Zwiêksza maks. PM oraz si³ê ataku, twoje i twoich aktualnie aktywnych NosKumpli.
zts20808e	Gdy zostanie pokonany potwór, twoi NosKumple odzyskuj¹ P¯.
zts20809e	Twoja si³a ataku roœnie dziêki mocy ognia.
zts20810e	Gdy pokonasz potwora, zadzia³a na ciebie [Tajemnicze Uzdrowienie].
zts20811e	Gdy jeden z twoich NosKumpli zostanie pokonany, odzyskasz P¯.
zts20812e	Gdy jeden z twoich NosKumpli zostanie pokonany, zarówno ty, jak i wszyscy NosKumple odzyskacie P¯.
zts20813e	Gdy pokonasz potwora, zadzia³a na ciebie [Upiorny Spektakl].
zts20814e	Gdy ktoœ ciê pokona, na wszystkich przeciwników zadzia³a [Lodowa Klatka].
zts20815e	Gdy twoi NosKumple pokonaj¹ potwora, wzroœnie twoja si³a ataku.
zts20816e	Gdy twoi NosKumple pokonaj¹ potwora, wzrosn¹ twoje obrony.
zts20817e	Gdy pokonasz potwora, twoi NosKumple odzyskaj¹ P¯.
zts20818e	Gdy pokonasz potwora, wzroœnie si³a ataku wszystkich NosKumpli.
zts20819e	Gdy pokonasz potwora, wzmocni¹ siê obrony wszystkich NosKumpli.
zts20820e	Gdy ktoœ ciê pokona, na wszystkich pobliskich NosKumpli zadzia³a [Niezwyciê¿enie].
zts20821e	Podczas twojej obrony przywo³ana zostanie z okreœlonym prawdopodobieñstwem iluzja Króla Duchów. Po zakoñczeniu efektu bêdzie dzia³aæ na ciebie [Ochrona Duszy].
zts20822e	Podczas twojej obrony przywo³ana zostanie z okreœlonym prawdopodobieñstwem iluzja Króla Bestii. Po zakoñczeniu efektu bêdzie dzia³aæ na ciebie [Serce Bestii].
zts20823e	Zimne Stopy
zts20824e	Ch³ód zmniejsza twoj¹ szybkoœæ poruszania siê.
zts20825e	Przywo³anie 1. jednostki
zts20826e	Przywo³uje 1. jednostkê w Wie¿y Nieba.
zts20827e	Przywo³anie 2. jednostki
zts20828e	Przywo³uje 2. jednostkê w Wie¿y Nieba.
zts20829e	Przywo³anie 3. jednostki
zts20830e	Przywo³uje 3. jednostkê w Wie¿y Nieba.
zts20831e	Przywo³anie 4. jednostki
zts20832e	Przywo³uje 4. jednostkê w Wie¿y Nieba.
zts20833e	Przywo³anie 5. jednostki
zts20834e	Przywo³uje 5. jednostkê w Wie¿y Nieba.
zts20835e	Zapobiega negatywnym efektom i zwiêksza obra¿enia zadawane potworom w Krainie Œmierci.
zts20836e	Uzdrowienie Leœnych Duchów
zts20837e	Leœne Duchy lecz¹ twoje rany swoj¹ energi¹.
zts20838e	Moc b³yskawicy zmniejsza przez pora¿enie pr¹dem ¿ywio³ œwiat³a. Przez jakiœ czas nie mo¿esz atakowaæ.
zts20839e	Si³a i poziom obrony s¹ zmniejszone przez moc niedŸwiedzia.
zts20840e	Przywo³aj iluzjê Króla Duchów. Po zakoñczeniu efektu, bêdzie dzia³aæ na ciebie [Ochrona Duszy].
zts20841e	Przywo³aj iluzjê Króla Bestii. Po zakoñczeniu efektu, bêdzie dzia³aæ na ciebie [Serce Bestii].
zts20842e	Twoja si³a ataku roœnie dziêki mocy ognia.
zts20843e	Gdy pokonasz potwora, zadzia³a na ciebie [Tajemnicze Uzdrowienie].
zts20844e	Gdy pokonasz potwora, zadzia³a na ciebie [Upiorny Spektakl].
zts20845e	Nieœmiertelnoœæ
zts20846e	Nie tracisz na krótki czas P¯.
zts20847e	Strza³owy
zts20848e	Przywo³aj na ziemi bombê. Przeciwnicy w obrêbie 5 pól doznaj¹ obra¿enia i otrzymuj¹ status [Zamroczenie].
zts20849e	Elektrowstrz¹s
zts20850e	Elektryczna energia chroni twoje cia³o. Przeciwnik doznaj¹ elektrowstrz¹su, gdy ciê zaatakuj¹.
zts20851e	Zwinny i odwa¿ny
zts20852e	Redukuje czas regeneracji umiejêtnoœci i zwiêksza szybkoœæ poruszania siê.
zts20853e	Krew Nieœmiertelnego
zts20854e	Przez krew nieœmiertelnego nie tracisz na krótki czas P¯.
zts20855e	Jesteœ niewidzialny i regenerujesz P¯ i PM.
zts20856e	Gdy pokonasz potwora, bêdziesz przez pewien czas niewidzialny i regenerujesz P¯ i PM.
zts20857e	Zwiêkszono wartoœæ uniku i obrony wszystkich NosKumpli w Wie¿y Nieba.
zts20858e	Zwiêkszono celnoœæ i si³ê ataku wszystkich NosKumpli w Wie¿y Nieba.
zts20859e	Zregenerowano twoje P¯ i PM oraz P¯ i PM twoich NosKumpli w Wie¿y Nieba i ponadto zwiêkszono wasz¹ obronê.
zts20860e	Zwiêkszono si³ê ataku twoich NosKumpli. Za ka¿dym razem, gdy potwór zostanie pokonany, zwiêkszy siê twoja si³a ataku.
zts20861e	Zwiêkszono si³ê ataku twoich NosKumpli. Za ka¿dym razem, gdy potwór zostanie pokonany, zwiêkszy siê twoja obrona.
zts20862e	Strach w Mroku
zts20863e	Moc b³ogos³awieñstwa mroku sprawi, ¿e potwory bêd¹ dr¿eæ ze strachu i zwiej¹, gdzie pieprz roœnie.
zts20864e	B³ogos³awieñstwo Awatara Króla Bestii
zts20865e	Efekt, którym obdarzy³ ciê Awatar Króla Bestii.
zts20866e	B³ogos³awieñstwo Awatara Króla Duchów
zts20867e	Efekt, którym obdarzy³ ciê Awatar Króla Duchów.
zts20868e	Energia Wie¿y Nieba
zts20869e	Wie¿a obdarza twojego NosKumpla wielk¹ si³¹.
zts20870e	Tarcza Mroku
zts20871e	Energia przywo³anego mroku chroni Paimona, jej w³adcy.
zts20872e	Wzmocniona Potêga Z³a
zts20873e	Z³a energia, który pozostaje przy otwarciu szczeliny w niebie, wzmacnia teraz potwory w wie¿y.
zts20874e	Tarcza ¯ycia
zts20875e	Czyste Ciêcie (F)
zts20876e	Czyste Ciêcie (E)
zts20877e	Czyste Ciêcie (D)
zts20878e	Czyste Ciêcie (C)
zts20879e	Czyste Ciêcie (B)
zts20880e	Czyste Ciêcie (A)
zts20881e	Czyste Ciêcie (S)
zts20882e	Katapulta Zarazy (F)
zts20883e	Katapulta Zarazy (E)
zts20884e	Katapulta Zarazy (D)
zts20885e	Katapulta Zarazy (C)
zts20886e	Katapulta Zarazy (B)
zts20887e	Katapulta Zarazy (A)
zts20888e	Katapulta Zarazy (S)
zts20889e	Duchowa Zaraza (F)
zts20890e	Duchowa Zaraza (E)
zts20891e	Duchowa Zaraza (D)
zts20892e	Duchowa Zaraza (C)
zts20893e	Duchowa Zaraza (B)
zts20894e	Duchowa Zaraza (A)
zts20895e	Duchowa Zaraza (S)
zts20896e	Kl¹twa Faraona (F)
zts20897e	Kl¹twa Faraona (E)
zts20898e	Kl¹twa Faraona (D)
zts20899e	Kl¹twa Faraona (D)
zts20900e	Kl¹twa Faraona (B)
zts20901e	Kl¹twa Faraona (A)
zts20902e	Kl¹twa Faraona (S)
zts20903e	W Towarzystwie Echnatona (F)
zts20904e	W Towarzystwie Echnatona (E)
zts20905e	W Towarzystwie Echnatona (D)
zts20906e	W Towarzystwie Echnatona (C)
zts20907e	W Towarzystwie Echnatona (B)
zts20908e	W Towarzystwie Echnatona (A)
zts20909e	W Towarzystwie Echnatona (S)
zts20910e	Cel staje siê ¿ywicielem zarazy i zara¿a przeciwników znajduj¹cych siê w pobli¿u.
zts20911e	Wzmocniona Moc
zts20912e	Twoi NosKumple zostan¹ wzmocnieni przez buff pracy zespo³owej.
zts20913e	Cel staje siê ¿ywicielem zarazy i z prawdopodobieñstwem 50% zara¿a przeciwników znajduj¹cych siê w pobli¿u.
zts20915e	Skrzyd³a Mieczy
zts20916e	Buff ten otrzymasz poprzez skrzyd³a mieczy.
zts20917e	Tarcza Ostrzy
zts20918e	Lataj¹ce ostrza kr¹¿¹ wokó³ ciebie i zadaj¹ obra¿enia atakuj¹cym przeciwnikom.
zts20919e	Wzmocnienie na 13. urodziny
zts20920e	B³ogos³awieñstwo Z³ocistego Budyniaczka
zts20921e	Magiczny Tort
zts20922e	Ta mi³a istotka leczy twoje rany i zwiêksza twoj¹ obronê.
zts20923e	B³ogos³awieñstwo Budyniaczka
zts20924e	Bastion
zts20925e	Specjalne umiejêtnoœci obronne Paladynowego Gekona.
zts20926e	B³ogos³awieñstwo Paladynowego Gekona.
zts20927e	Pielêgnacja ¿y³ki wêdkarskiej
zts20928e	B³ogos³awieñstwo ryby Loa
zts20929e	£owienie na przynêtê
zts20930e	Wêdkowaæ w ukryciu
zts20931e	Teleportacja do ³owiska
zts20932e	Wêdkowaæ
zts20933e	Czekam, a¿ ryba weŸmie.
zts20934e	Tym naprawisz swoj¹ ¿y³kê wêdkarsk¹ i sprawisz, ¿e bêdzie wytrzymalsza.
zts20935e	B³ogos³awieñstwo ryby Loa zwiêkszy liczbê otrzymanych punktów doœwiadczenia.
zts20936e	Jeœli zarzucisz wêdkê, przynêta nie zostanie zu¿yta. Efekt ten koñczy siê, gdy wêdka zostanie zarzucona.
zts20937e	Mo¿esz wêdkowaæ w spokoju, poniewa¿ jesteœ niewidzialny dla agresywnych potworów.
zts20938e	Zostaniesz teleportowany do wczeœniej wybranego przez siebie ³owiska.
zts20939e	Mo¿esz wêdkowaæ w spokoju, poniewa¿ jesteœ niewidzialny dla potworów.
zts20940e	Jeœli zarzucisz wêdkê, przynêta nie zostanie zu¿yta. Czas regeneracji tego efektu nie mo¿e zostaæ skrócony.
zts20941e	Kryszta³owe Skrzyd³a
zts20942e	Efekt Kryszta³owych Skrzyde³
zts20943e	Si³a Byka
zts20944e	Potê¿ne cia³o byka zmniejsza doznane obra¿enia.
zts20945e	Yeah!
zts20946e	Lepiej nie stawaæ na drodze rozwœcieczonemu Bykowi Rodeo.
zts20947e	Silny Podmuch
zts20948e	Huraganowy wiatr os³abia twoj¹ obronê.
zts20949e	B³ogos³awieñstwo M¹drej Sowy
zts20950e	M¹dra Sowa wzmacnia si³ê ataku i odpornoœci na ¿ywio³y.
zts20951e	Zatruta Strza³a Zjawy Nocy
zts20952e	Strza³a nocnego chomika zmniejsza szybkoœæ poruszania siê i P¯.
zts20953e	Zatruta Strza³a Czarnego Ciernia
zts20954e	Mocno zatruta strza³a gniewu gryzonia zmniejsza obronê oraz P¯ i PM.
zts20955e	Przygotowania do gotowania
zts20956e	Przygotowujesz potrawê, któr¹ chcesz ugotowaæ. To pomo¿e ci w zdobywaniu doœwiadczenia kulinarnego.
zts20957e	Tajna przyprawa
zts20958e	Dodajesz do swojej potrawy tajnej przyprawy. Pomaga ona w przyrz¹dzeniu smakowitych potraw.
zts20959e	Ostrzenie no¿a
zts20960e	Ostrzysz swój nó¿ kuchenny. Daje ci szansê na przyrz¹dzenie dodatkowych pokrojonych sk³adników lub potraw.
zts20961e	Naturalny aromat
zts20962e	Próbujesz ugotowaæ potrawê bez przypraw. Daje ci szansê, ¿e nie zu¿yjesz ¿adnych przypraw.
zts20963e	Md³oœci
zts20964e	Czujesz md³oœci, bo zjad³eœ nieœwie¿¹ potrawê. Teraz ju¿ nic nie mo¿esz prze³kn¹æ.
zts20965e	Efekt sytoœci I
zts20966e	Buff, który otrzymasz po spo¿yciu potraw.
zts20967e	Efekt sytoœci II
zts20968e	Mocny buff, który otrzymasz po spo¿yciu potraw.
zts20969e	Efekt sytoœci III
zts20970e	Bardzo mocny buff, który otrzymasz po spo¿yciu potraw.
zts20971e	Sk³adnik od¿ywczy obrony
zts20972e	Si³a obrony wzrasta dziêki sk³adnikom od¿ywczym potrawy.
zts20973e	Sk³adnik od¿ywczy ataku
zts20974e	Si³a ataku wzrasta dziêki sk³adnikom od¿ywczym potrawy.
zts20975e	Energia gigantycznego zêbacza
zts20976e	W tej potrawie tkwi moc olbrzymiego zêbacza.
zts20977e	Sk³adnik od¿ywczy zrêcznoœci
zts20978e	Wartoœæ uniku wzrasta dziêki sk³adnikom od¿ywczym potrawy.
zts20979e	Sk³adnik od¿ywczy wytrzyma³oœci
zts20980e	Obra¿enia od ciosu krytycznego malej¹ dziêki sk³adnikom od¿ywczym potrawy.
zts20981e	Sk³adnik od¿ywczy si³y ¿yciowej
zts20982e	Obra¿enia od ciosu krytycznego wzrastaj¹ dziêki sk³adnikom od¿ywczym potrawy.
zts20983e	Energia oœmiornicy
zts20984e	W tej potrawie tkwi moc oœmiornicy.
zts20985e	Energia Megalodona
zts20986e	W tej potrawie tkwi moc Megalodona.
zts20987e	Sk³adnik od¿ywczy ¿ywio³ów
zts20988e	Czujesz siê silny i syty.
zts20989e	Sk³adnik od¿ywczy odpornoœci
zts20990e	Energia ¿abnicy
zts20991e	W tej potrawie tkwi moc ¿abnicy.
zts20992e	Energia czarnego aligatora
zts20993e	W tej potrawie tkwi moc tyrana rzecznego i czarnego aligatora.
zts20994e	Energia lawy
zts20995e	W tej potrawie tkwi moc lawowego tyrana.
zts20996e	Energia rekina liksa
zts20997e	W tej potrawie tkwi moc rekina liksa.
zts20998e	Energia frigusa
zts20999e	W tej potrawie tkwi moc frigusa.
zts21000e	S³aba energia smoka
zts21001e	W tej potrawie tkwi odrobina smoczej mocy. Umiesz radziæ sobie z ogniem.
zts21002e	Energia latimerii
zts21003e	W tej potrawie tkwi moc latimerii.
zts21004e	Sytoœæ I
