zts1e	Odpoczynek
zts2405e	Zwiêksza si³ê ataku krótkodystansowego ciosu karate.
zts2406e	Wzmocnione nogi poziom 2
zts2407e	Rezonuj¹ce kopniêcie z pó³obrotu
zts2408e	Skraca czas regeneracji umiejêtnoœci.
zts2409e	Specjalizacja na zwierzêta niskiego poziomu
zts2410e	Specjalizacja na nieumarlaki niskiego poziomu
zts2411e	Zwiêksza si³ê ataku krótkodystansowego przeciwko nieumarlakom niskiego poziomu.
zts2412e	Ulepszony cios krytyczny poziom 1
zts2413e	Zwiêksza szansê na zadanie ciosu krytycznego przez falê uderzeniow¹.
zts2414e	Ulepszony cios krytyczny poziom 2
zts2415e	Ulepszony cios krytyczny poziom 3
zts2416e	Duch
zts2417e	Kl¹twa Narzeczonej
zts2418e	Uderzenie
zts2419e	Proste uderzenie bez broni.
zts2420e	Piêœæ bestii
zts2421e	Atak wielk¹ piêœci¹ bestii.
zts2422e	Zadrapanie
zts2423e	Dziki atak ostrym pazurem piêœci bestii.
zts2424e	Chwyt
zts2425e	Chwyæ przeciwnika piêœci¹ bestii.
zts2426e	Energia Haetae
zts2427e	Obdarza energi¹ Haetae.
zts2428e	Skok Haetae
zts2429e	Szybki skok do ty³u.
zts2430e	Potê¿ny atak piêœci¹ bestii.
zts2431e	Transformacja
zts2432e	Prze³¹cz miêdzy stylem Haetae, a stylem smoka.
zts2433e	P³omienie jojo
zts2434e	P³omienny atak w formie jojo.
zts2435e	Uderzenie knykciem
zts2436e	Zadaj przeciwnikowi bolesny cios knykciem.
zts2437e	P³omienny cios
zts2438e	Dziêki rozmachowi ciosu rozpala siê p³omieñ.
zts2439e	Ognista ³apa
zts2440e	Ognisty atak.
zts2441e	Smocza energia
zts2442e	Obdarza smocz¹ energi¹.
zts2443e	Smoczy skok
zts2444e	Szybki skok do przodu.
zts2445e	Ogieñ krzy¿owy
zts2446e	Skrzy¿uj p³omienie i okryj wroga ogniem.
zts2447e	Ostatni p³omieñ
zts2448e	Wyeliminuj przeciwnika p³omieniami.
zts2455e	Karabin maszynowy
zts2456e	Zwiêksza si³ê ataku krótkodystansowego na zwierzêta niskiego poziomu.
zts2457e	Magiczny kr¹g œwiat³a
zts2458e	Kocie pazury
zts2459e	Dobroæ serca
zts2460e	Uderzenie D³oni¹
zts2461e	Fala Uderzeniowa
zts2462e	B³yskawiczne uderzenie w podbrzusze przeciwnika.
zts2463e	Tysi¹c Kopniaków
zts2464e	Teleportuj siê nad przeciwnikiem i roznieœ go w py³.
zts2465e	Odskok
zts2466e	Odpieraj ataki poprzez odskoki.
zts2467e	Absorpcja Œwiat³a Ksiê¿yca
zts2468e	Gdy u¿yjesz umiejêtnoœci wzmocnienia, gdy oœwiecenie jest aktywne, otrzymasz dodatkowe wzmocnienie, które zwiêksza wszystkie ataki o 20%. Poza tym zwiêksza siê regeneracja PM o 30.
zts2469e	Gromadzenie Kwiatów
zts2470e	Je¿eli u¿yjesz umiejêtnoœci wzmocnienia, gdy oœwiecenie jest aktywne, otrzymasz dodatkowe wzmocnienie, które zwiêksza ka¿d¹ obronê o 20%. Poza tym z prawdopodobieñstwem 30% twoje obra¿enia zwiêksz¹ siê o 20%.
zts2471e	Dziki Taniec Sierpowatego Ksiê¿yca
zts2472e	Jeœli u¿yjesz tej umiejêtnoœci, gdy mo¿liwoœæ ataku jest aktywna, z prawdopodobieñstwem 100% otrzymasz cieñ sierpowatego ksiê¿yca.
zts2473e	Ciêcie Sierpowatego Ksiê¿yca
zts2474e	Jeœli u¿yjesz tej umiejêtnoœci, gdy mo¿liwoœæ ataku jest aktywna, ukradniesz 20% PM przeciwnika na ka¿dym w³asnym poziomie.
zts2475e	Moc Œwiat³a Ksiê¿yca
zts2476e	Jeœli u¿yjesz tej umiejêtnoœci, gdy mo¿liwoœæ ataku jest aktywna, wszystkie negatywne efekty do poziomu 4 zostan¹ usuniête.
zts2477e	Zaæmienie Ksiê¿yca
zts2478e	Jeœli u¿yjesz tej umiejêtnoœci, gdy mo¿liwoœæ ataku jest aktywna, z prawdopodobieñstwem 100% twój przeciwnik otrzyma znak pe³ni zamiast znaku ksiê¿yca.
zts2479e	Skok Kwiatu Lotosu
zts2480e	Je¿eli u¿yjesz tej umiejêtnoœci, gdy mo¿liwoœæ ataku jest aktywna, czas regeneracji skoku kwiatu lotosu zostanie zresetowany umo¿liwiaj¹c ci jego ponowne u¿ycie.
zts2481e	Nasiona Lotosu
zts2482e	Je¿eli u¿yjesz tej umiejêtnoœci, gdy mo¿liwoœæ ataku jest aktywna, dwa bia³e kwiaty lotosu zostan¹ zaklête.
zts2483e	Pu³apka Lotosu
zts2484e	Je¿eli u¿yjesz tej umiejêtnoœci, gdy mo¿liwoœæ ataku jest aktywna, kwiaty wybuchn¹ z chwil¹ znikniêcia i wyrz¹dz¹ przeciwnikowi 10 dodatkowych obra¿eñ na ka¿dym w³asnym poziomie.
zts2485e	Pe³en Rozkwit
zts2486e	Je¿eli u¿yjesz tej umiejêtnoœci, gdy mo¿liwoœæ ataku jest aktywna, prawdopodobieñstwo, ¿e przeciwnik doœwiadczy kl¹twy kwiatu lotosu, zwiêkszy siê o 50%. Jest to mo¿liwe tylko wówczas, gdy przeciwnik nie posiada tego debuffu. Je¿eli kl¹twa kwiatu lotosu jest ju¿ aktywna, zostanie ponownie wywo³ana mina kwiatów.
zts2487e	Stawianie Oporu
zts2488e	Gdy u¿yjesz stawiania oporu podczas ataku przeciwnika, uzyskasz efekt mo¿liwoœæ ataku.
zts2493e	Atak podstawowy przy u¿yciu d³oni.
zts2494e	Cios w Dó³
zts2495e	Sza³ Berserka
zts2496e	Strza³a od Serca
zts2497e	Wystrzeliwuje strza³ê z grotem w kszta³cie serca.
zts2498e	Potrójna Strza³a
zts2499e	Wystrzeliwuje trzy strza³y naraz.
zts2500e	Mistrzostwo £ucznictwa
zts2501e	Opanuj ³ucznictwo do perfekcji, by zwiêkszyæ swoj¹ si³ê ataku.
zts2502e	Atak podstawowy
zts2503e	Rzuæ œlubny bukiet
zts2504e	Oœwiadcz siê
zts2505e	Deszcz konfetti
zts2506e	Poca³uj
zts2507e	Ekscytuj¹cy taniec
zts2508e	Taniec w parze
zts2509e	Poza do zdjêcia
zts2510e	Serce z r¹k
zts2511e	Poza pary
zts2512e	£adna poza
zts2513e	Buff jest tylko wtedy dostêpny, gdy przeciwnik u¿y³ karty specjalisty stroju weselnego.
zts2518e	Zgni³a jajo-bomba
zts2519e	Bomba jajowa
zts2520e	Szalona jajo-bomba
zts2521e	Ciska ogromn¹ szalon¹ jajo-bombê w kierunku przeciwnika.
zts2522e	Ciska ogromn¹ zgni³¹ jajo-bombê w kierunku przeciwnika.
zts2523e	Silniejsza wola
zts2524e	Obdarza efektem, który zwiêksza si³ê woli gracza i jego NosKumpli.
zts2525e	Mocny cios, poprawiony kopniêciem.
zts2526e	G³êbokie kopniêcie
zts2527e	G³êbokie kopniêcie z obrotu.
zts2528e	Kopniêcie z wyskoku
zts2529e	Robisz salto w kierunku przeciwnika i odrzucasz go kopniêciem.
zts2530e	Kula energii
zts2531e	Uderzasz obiema d³oñmi o siebie i ciskasz w przeciwnika kulê energii.
zts2532e	Staje siê [Ultymatywn¹ kul¹ energii] w przypadku aktywnoœci [Ultymatywnego stylu walki].
zts2533e	Wymagana liczba punktów ultymatywnych: 2000.
zts2534e	Kop obrotowy
zts2535e	Wyskakujesz z miejsca do góry, obracasz siê trzykrotnie i kopiesz.
zts2536e	Staje siê [Ultymatywnym kopem obrotowym] w przypadku aktywnoœci [Ultymatywnego stylu walki].
zts2537e	Wymagana liczba punktów ultymatywnych: 1000.
zts2538e	Cios podbródkowy
zts2539e	Wyskakujesz do góry i zadajesz przy tym cios podbródkowy.
zts2540e	Staje siê [Ultymatywnym ciosem podbródkowym] w przypadku aktywnoœci [Ultymatywnego stylu walki].
zts2541e	Wymagana liczba punktów ultymatywnych: 3000.
zts2542e	Zablokowanie
zts2543e	Koncentrujesz siê, aby zablokowaæ ciosy przeciwników.
zts2544e	Jeœli doznasz ataku podczas gdy [Zablokowanie] jest aktywne, otrzymasz 1000 punktów ultymatywnych.
zts2545e	Wyrzut energii
zts2546e	Wyrzucasz fale oczyszczaj¹cej energii, które wzmacniaj¹ Twoich sprzymierzeñców.
zts2547e	Ultymatywny styl walki
zts2548e	Ten styl walki pozwoli Ci skorzystaæ z umiejêtnoœci ultymatywnych.
zts2549e	[Kula energii], [Kop obrotowy], [Cios podbródkowy] oraz [Potrójna kombinacja] s¹ realizowane w ich wariancie ultymatywnym, je¿eli ten styl walki jest aktywny.
zts2550e	Wola poszukiwacza prawdy
zts2551e	Wzmocni Twojego ducha poprzez medytacjê.
zts2552e	Potrójna kombinacja
zts2553e	Realizujesz kolejno po sobie [Kopniêcie z wyskoku], [Kulê Energii] oraz [Cios podbródkowy].
zts2554e	Staje siê [Ultymatywn¹ potrójn¹ kombinacj¹] w przypadku aktywnoœci [Ultymatywnego stylu walki].
zts2555e	Ultymatywna Kula energii
zts2556e	Ultymatywny Kop obrotowy
zts2557e	Ultymatywny Cios podbródkowy
zts2558e	Ultymatywna Potrójna kombinacja
zts2559e	Atak p³omieniami
zts2560e	P³omienna zbroja
zts2561e	Têczowa emotka (Alt+-)
zts2562e	Musisz kupiæ emotkê w Têczowym Sklepie, by j¹ móc u¿yæ.
zts2563e	Impreza z sushi
zts2564e	Zwab wrogów przepysznym sushi.
zts2565e	£apka na ryby
zts2566e	Umiejêtnoœæ ta jest dostêpna przez 10 sek. po u¿yciu "Impreza z sushi".
zts2567e	Cios szponiasty
zts2568e	Dziki atak twoimi ostrymi szponami.
zts2569e	Lot nurkuj¹cy
zts2570e	Wznosisz siê w powietrze, rzucasz siê na przeciwnika i atakujesz go swoimi szponami.
zts2571e	Rój nietoperzy
zts2572e	Przemieniasz siê w rój nietoperzy i mo¿esz siê szybko poruszaæ.
zts2573e	Mroczna burza
zts2574e	Obracasz siê w kó³ku i przywo³ujesz nietoperze, które atakuj¹ wszystkich przeciwników wokó³ ciebie.
zts2575e	Demoniczny ogieñ
zts2576e	Wystrzeliwujesz ze swojego oka czerwony p³omieñ.
zts2577e	Podwójne kopniêcie obrotowe
zts2578e	Wykonujesz kolejno po sobie obrotowe kopniêcie z wyskoku i niskie kopniêcie.
zts2579e	Kontra skrzyd³ami
zts2580e	Odpierasz ataki przeciwnika swoimi skrzyd³ami i odbijasz po czêœci obra¿enia.
zts2581e	Krwawe ³añcuchy
zts2582e	Wystrzeliwujesz krwawe ³añcuchy, które oplataj¹ twoich przeciwników.
zts2583e	Œmieræ z góry
zts2584e	Atakujesz z powietrza swoich przeciwników na ziemi.
zts2585e	Demoniczne moce
zts2586e	Wype³niasz swoich sprzymierzeñców w pobli¿u demonicznymi mocami.
zts2587e	Wyrok lucyfera
zts2588e	Wznosisz siê w powietrze i wystrzeliwujesz potê¿ny promieñ.
zts2589e	Pikuj¹cy Wojownik Demonów
zts2590e	Zwyczajny atak Karno
zts2591e	Uk¹szenie
zts2592e	Powrót Króla Duchów
zts2593e	Skrzyd³a porywu wiatru
zts2594e	W pu³apce
zts2595e	Oddech œmierci
zts2596e	Kolcze futro
zts2597e	Mroczna kula
zts2598e	Mroczna kula ognia
zts2599e	Atak Boodoo
zts2600e	Zwyczajny atak Kirollasa
zts2601e	Erupcja p³omieni
zts2602e	Piorun z jasnego nieba
zts2603e	Zlodowacia³y meteor
zts2604e	Zwyczajny atak Beliala
zts2605e	Trzêsienie ognia piekielnego
zts2606e	Wybuchowe ciêcie
zts2607e	Po¿eracz dusz
zts2608e	Niespodziewana zmiana
zts2609e	Reputacja Boga Demonów
zts2610e	Magiczne hartowanie
zts2611e	Elastyczne futro
zts2612e	Atak to najlepsza obrona
zts2613e	Gruba skóra
zts2614e	Niezniszczalny
zts2615e	Specjalna obrona
zts2616e	NiedŸwiedzi cios
zts2617e	Krwawa zemsta
zts2618e	Pozycja do ataku
zts2619e	Lwie pazury
zts2620e	Wzmocniony atak
zts2621e	Ostre pazury
zts2622e	Wzmacniaj¹ce uzdrowienie
zts2623e	Wykorzystaj os³abienie
zts2624e	Lwi cios
zts2625e	Œmiertelny cios
zts2626e	Zwinny i œmiertelny
zts2627e	WeŸ pod lupê przeciwnika
zts2628e	Za wolno!
zts2629e	Unik i uderzenie
zts2630e	Instynkt prze¿ycia
zts2631e	Rosn¹ce doœwiadczenie
zts2632e	Szpony or³a
zts2633e	Neurotoksyna
zts2634e	Magiczna wiedza
zts2635e	Atak to najlepsza obrona
zts2636e	Kl¹twa zemsty
zts2637e	Magiczna obrona
zts2638e	¯yj¹ca bomba
zts2639e	Kl¹twa przemiany
zts2640e	Uk¹szenie wê¿a
zts2641e	Zlodowacia³y meteor
zts2642e	Atak meteorytu (typ I)
zts2643e	Atak meteorytu (typ II)
zts2644e	Wybuch Niestabilnego Golema
zts2645e	Sprawia, ¿e skóra jest odporniejsza i z futra wyrastaj¹ kolce.
zts2646e	Kucanie
zts2647e	Wzmacnia obronê na koszt si³y ataku.
zts2648e	Zbroja dopasowuje siê do rodzaju obra¿eñ.
zts2649e	Wytrzyma³oœæ niedŸwiedzia
zts2650e	B³ogos³awieñstwo NiedŸwiedzia Loa obdarza ciê wiêksz¹ wytrzyma³oœci¹.
zts2651e	Wzmacnia odpornoœæ i zbrojê.
zts2652e	B³ogos³awione futro
zts2653e	Œwiête futro NiedŸwiedzia Loa chroni ciê przed negatywnymi efektami.
zts2654e	B³yskawicznie wzmacnia zbrojê.
zts2655e	Kto potrafi ¿yæ w zgodzie z natur¹, mo¿e posi¹œæ moc NiedŸwiedzia Loa.
zts2656e	B³ogos³awieñstwo ¿ywio³ów
zts2657e	Zostan¹ wzmocnione wszystkie ¿ywio³y.
zts2658e	Zwiêksza si³ê ataku na koszt obrony.
zts2659e	Lwie pazury zadaj¹ g³êbokie rany.
zts2660e	Wzmacnia moc broni.
zts2661e	Wzmocnione ataki zadaj¹ dodatkowe obra¿enia.
zts2662e	Daje szansê na reset czasu regeneracji umiejêtnoœci.
zts2663e	Przenika przez zbrojê przeciwników.
zts2664e	Kto potrafi ¿yæ w zgodzie z natur¹, mo¿e posi¹œæ moc Lwa Loa.
zts2665e	Szybki jak b³yskawica
zts2666e	Zwiêksza szybkoœæ poruszania siê oraz parametry uniku.
zts2667e	Przeszywaj¹ce spojrzenie
zts2668e	Identyfikuje s³abe punkty przeciwnika.
zts2669e	Lot wysokoœciowy
zts2670e	Zrêcznie ukrywasz swoje s³abe punkty.
zts2671e	Sokole oko
zts2672e	Zwiêksza celnoœæ twoich ataków.
zts2673e	Oko za oko
zts2674e	Odbija obra¿enia na przeciwnika.
zts2675e	Podczas niebezpieczeñstwa zwiêksza siê twoja zrêcznoœæ.
zts2676e	Z rosn¹cym doœwiadczeniem ³atwiej ci odkrywaæ s³abe punkty przeciwników.
zts2677e	Kto potrafi ¿yæ w zgodzie z natur¹, mo¿e posi¹œæ moc Or³a Loa.
zts2678e	Jad wê¿a
zts2679e	Atak wzmocniony trucizn¹.
zts2680e	Twoja si³a ataku zostanie wzmocniona obron¹ magiczn¹.
zts2681e	Jeœli doznasz obra¿enia, zostan¹ one odjête od twoich PM a nie od P¯.
zts2682e	Kl¹twa
zts2683e	Obmyœlasz zemstê i rzucasz kl¹twê na przeciwnika.
zts2684e	Tarcza ¿ywio³u
zts2685e	Zostan¹ zmniejszone doznane obra¿enia od ¿ywio³u.
zts2686e	Magiczna zbroja
zts2687e	Przez cudown¹ magiê zostan¹ zmniejszone obra¿enia.
zts2688e	Twoje ¿ywio³y zostan¹ wzmocnione, jeœli otrzymasz negatywne efekty.
zts2689e	Kto potrafi ¿yæ w zgodzie z natur¹, mo¿e posi¹œæ moc Wê¿a Loa.
zts2690e	Ksiêga ta zawiera moc NiedŸwiedzia Loa.
zts2691e	Zwiêksza iloœæ P¯ o 7000.
zts2692e	Ksiêga ta zawiera moc Or³a Loa.
zts2693e	Zwiêksza zrêcznoœæ o 120.
zts2694e	Ksiêga ta zawiera moc Wê¿a Loa.
zts2695e	Zwiêksza bystroœæ o 120.
zts2696e	Ksiêga ta zawiera moc Lwa Loa.
zts2697e	Zwiêksza si³ê fizyczn¹ o 120.
zts2698e	Ksiêga ta zawiera moc Król Duchów.
zts2699e	Zwiêksza iloœæ PM o 7000.
zts2717e	Ognista Kula
zts2718e	Rzuæ ognist¹ kulê na przeciwników w pobli¿u i roznieæ p³omienie.
zts2721e	£agodne B³ogos³awieñstwo Króla Duchów
zts2722e	Król Duchów b³ogos³awi ciebie i NosKumpli w pobli¿u.
zts2723e	Energia Mroku Paimona
zts2724e	Przenika ciê mroczna moc Paimona, przywo³uj¹c elitarnego mrocznego rycerza.
zts2745e	Wola Walki Króla Bestii
zts2746e	Wola walki Króla Bestii podnosi morale twoich sojuszników.
zts2747e	Ryk SowoniedŸwiedzia
zts2748e	Rozkaz Mrocznego Elfa
zts2749e	Energia Mchowego Budyniu
zts2757e	Przywo³anie 1. jednostki
zts2758e	Przywo³uje 1. jednostkê w Wie¿y Nieba. Jeœli jednostka ma buff pracy zespo³owej, ty te¿ go otrzymujesz.
zts2759e	Przywo³anie 2. jednostki
zts2760e	Przywo³uje 2. jednostkê w Wie¿y Nieba. Jeœli jednostka ma buff pracy zespo³owej, ty te¿ go otrzymujesz.
zts2770e	Przywo³anie 3. jednostki
zts2771e	Przywo³uje 3. jednostkê w Wie¿y Nieba. Jeœli jednostka ma buff pracy zespo³owej, ty te¿ go otrzymujesz.
zts2772e	Przywo³anie 4. jednostki
zts2773e	Przywo³uje 4. jednostkê w Wie¿y Nieba. Jeœli jednostka ma buff pracy zespo³owej, ty te¿ go otrzymujesz.
zts2774e	Przywo³anie 5. jednostki
zts2775e	Przywo³uje 5. jednostkê w Wie¿y Nieba. Jeœli jednostka ma buff pracy zespo³owej, ty te¿ go otrzymujesz.
zts2779e	Œmiercionoœny huragan
zts2780e	Oddech œmierci
zts2781e	Duchowa zaraza
zts2782e	Magiczny Tort
zts2783e	W tym s³odziutkim torciku jest coœ wyj¹tkowego.
zts2784e	Cios tarcz¹
zts2785e	Zaatakuj przeciwnika tarcz¹ z rogami.
zts2786e	Zarzucanie wêdki
zts2787e	Wci¹gniêcie ¿y³ki
zts2788e	£owienie na przynêtê
zts2789e	Teleportacja do ³owiska
zts2790e	Wêdkowaæ w ukryciu
zts2791e	Chwaliæ siê
zts2792e	Na wêdce
zts2793e	Taniec wêdkarza
zts2794e	Pielêgnacja ¿y³ki wêdkarskiej
zts2795e	Zarzucenie wêdki (zawodowiec)
zts2796e	Atakujesz swoj¹ wêdk¹.
zts2797e	Zarzucasz wêdkê.
zts2798e	Zu¿ywasz przy tym przynêt.
zts2799e	Próbujesz wyci¹gn¹æ rybê z wody.
zts2800e	U¿ywasz plastikowej przynêty.
zts2801e	Efekt ten koñczy siê, gdy wêdka zostanie zarzucona.
zts2802e	Ustalasz ³owisko jako docelowe miejsce dla "Teleportacja do ³owiska".
zts2803e	Jeœli ponownie u¿yjesz tê umiejêtnoœæ podczas czasu dzia³ania "Teleportacja do ³owiska", zostaniesz teleportowany do ³owiska, które wczeœniej ustali³eœ.
zts2804e	Stajesz siê niewidzialny dla potworów.
zts2805e	Pochwal siê grub¹ ryb¹, któr¹ uda³o ci siê z³owiæ.
zts2806e	Przyci¹gnij cel do siebie.
zts2807e	Tym tañcem prosisz rybê Loa o jej b³ogos³awieñstwo.
zts2808e	Tym naprawisz swoj¹ ¿y³kê wêdkarsk¹ i sprawisz, ¿e bêdzie wytrzymalsza.
zts2809e	Podnosi szansê na z³owienie wiêkszych ryb. Istnieje 50% szansy, ¿e wymiar z³owionej ryby zostanie zwiêkszony. Szansa na z³owienie ryby zosta³a zwiêkszona o 5%.
zts2810e	Zu¿ywasz przy tym przynêt.
zts2811e	Przenosi ciê z powrotem do miasta, po tym jak oznaczysz to miejsce jako swój cel.
zts2812e	Sprawia, ¿e ty i twoi NosKumple jesteœcie niewidzialni dla potworów. Mo¿na u¿yæ tylko w ³owisku.
zts2813e	Podrêcznik Zawodowego Rybaka
zts2814e	Wszystkie rodzaje ataków i obrony zwiêkszone s¹ o 50.
zts2815e	Czas regeneracji tego efektu nie mo¿e zostaæ skrócony.
zts2817e	Zielone Gigantyczne Tornado
zts2818e	M¹dra Sowa przyzywa gwa³towne tornado.
zts2819e	Istnieje szansa, ¿e przeciwnicy wokó³ celu doznaj¹ obra¿eñ i ich ruch zostanie ograniczony.
zts2820e	Atakuj, u¿ywaj¹c do tego woka.
zts2821e	Przygotowanie sk³adników
zts2822e	Przygotuj swoje sk³adniki.
zts2823e	Grillowanie
zts2824e	Przyrz¹dzasz potrawê z grilla.
zts2825e	Zakoñcz gotowanie
zts2826e	Koñczysz przyrz¹dzenie potraw. Najwa¿niejszym elementem gotowania jest czas.
zts2827e	Gotuj na wolnym ogniu
zts2828e	Przyrz¹dzasz potrawê gulaszow¹.
zts2829e	Prezentacja
zts2830e	Prezentujesz dumnie swoj¹ potrawê.
zts2831e	Przygotowania do gotowania
zts2832e	Przygotowujesz wszystko, czego potrzebujesz do gotowania. Obdarza ciê wiêkszym doœwiadczeniem kulinarnym.
zts2833e	Tajna przyprawa
zts2834e	Dodajesz do swojej potrawy tajnej przyprawy. Pomaga ona w przyrz¹dzeniu smakowitych potraw.
zts2835e	Sma¿enie
zts2836e	Przyrz¹dzasz wyrafinowane potrawy sma¿one.
zts2837e	Ostrzenie no¿a
zts2838e	Ostrzysz swój nó¿ kuchenny.
zts2839e	Daje ci szansê na przyrz¹dzenie dodatkowych pokrojonych sk³adników lub potraw.
zts2840e	Zdrowe jedzenie
zts2841e	Próbujesz ugotowaæ potrawê bez przypraw.
zts2842e	Daje ci szansê, ¿e w ogóle nie zu¿yjesz ¿adnych przypraw.
zts2843e	Podstawowe Æwiczenia Si³owe dla Kucharzy
zts2844e	Wszystkie rodzaje ataków i obrony zwiêkszone s¹ o 30.
zts2845e	Zaawansowane Æwiczenia Si³owe dla Kucharzy
zts2846e	Profesjonalne Æwiczenia Si³owe dla Kucharzy
zts2847e	Wszystkie rodzaje ataków i obrony zwiêkszone s¹ o 100.
zts2848e	Istnieje znikoma szansa, ¿e zranisz siê u¿ywaj¹c naostrzonego no¿a i doznasz efektu [Krwawienie].
zts2849e	Daje ci szansê na przyrz¹dzenie dodatkowych pokrojonych sk³adników lub potraw.
zts2850e	Rzuca w przeciwnika kos¹ i pozostawia na nim [S³aby Znak Œmierci].
zts2851e	Ostre Pazury
zts2852e	Atakujesz pazurami dwa razy.
zts2853e	Energia NiedŸwiedzia Loa
zts2854e	Energia niedŸwiedzia ulepsza twoj¹ si³ê ataku i twój ¿ywio³ ognia.
zts2855e	Ochronny P³omieñ
zts2856e	Obdarza ciê ochronn¹ p³omienn¹ tarcz¹.
zts2857e	P³omienny Korzeñ
zts2858e	Przywo³uje p³omienny korzeñ z ziemi, który wi¹¿e wrogów znajduj¹cych siê w pobli¿u.
zts2859e	P³omienisty Kszta³t NiedŸwiedzia
zts2860e	Przemieniasz siê w silnego niedŸwiedzia brunatnego.
zts2861e	P³omienisty Kszta³t Leoparda
zts2862e	Przemieniasz siê w szybkiego czerwonego leoparda.
zts2863e	Atak £apami
zts2864e	Uderzasz dwa razy swoimi ³apami.
zts2865e	Atak Przewracany
zts2866e	Zwijasz siê i toczysz siê w kierunku twoich wrogów.
zts2867e	P³omienisty Pancerz
zts2868e	P³omienie wokó³ ciebie zadaj¹ obra¿enia wrogom znajduj¹cym siê w pobli¿u.
zts2869e	P³omienny Cios
zts2870e	Atakujesz przedni¹ ³ap¹ po przek¹tnej.
zts2871e	Ryk NiedŸwiedzia Loa
zts2872e	Stajesz na tylnych ³apach i ryczysz w kierunku wroga.
zts2873e	Parali¿uj¹cy Kopniak
zts2874e	Obracasz siê i zadajesz kopniaka swoimi tylnymi ³apami.
zts2875e	Absorbuj¹cy P³omieñ
zts2876e	P³omieñ chroni ciê przed wrogimi atakami i zadaje obra¿enia przeciwnikowi.
zts2877e	£upacz Ziemi
zts2878e	Niesamowita si³a twojego niedŸwiedziego kszta³tu roz³upuje ziemiê.
zts2879e	Atak ze Skoku
zts2880e	Skaczesz do góry i spadasz na przeciwnika.
zts2881e	Oczyszczaj¹cy P³omieñ
zts2882e	Czysta energia p³omieni oczyszcza negatywne efekty.
zts2883e	Wiruj¹cy Atak
zts2884e	Krêcisz siê w miejscu i nastêpnie atakujesz cel.
zts2885e	Ognisty Skok
zts2886e	Ognista energia przep³ywa przez twoje nogi, dziêki czemu mo¿esz wysoko skakaæ.
zts2887e	Ognisty Cios Podbródkowy
zts2888e	Energia p³omieni przep³ywa przez twoje przednie nogi i zadajesz cios podbródkowy.
zts2889e	Kszta³t Druida
zts2890e	Przybierasz ponownie kszta³t druida.
zts2891e	Skóra NiedŸwiedzia Brunatnego
zts2892e	Sprawia, ¿e twoja zbroja jest wytrzyma³a tak jak gruba skóra niedŸwiedzia brunatnego.
zts2893e	Uzdrawiaj¹cy P³omieñ
zts2894e	Wype³nia ciê ¿yciodajny p³omieñ.
zts2895e	Uderzenie Topora
zts2896e	Atakujesz dwa razy u¿ywaj¹c dwurêcznego topory.
zts2897e	Rzut Toporem
zts2898e	Rzucasz we wroga topów, który powraca do ciebie jak bumerang.
zts2899e	Gwa³towny Atak Szturmowy
zts2900e	Szar¿uje na przeciwnika i wpadasz na niego, przewracaj¹c go.
zts2901e	Topór Gniewu
zts2902e	Atakujesz jedn¹ czêœæ cia³a 5 razy z rzêdu i, by zadaæ g³êbokie rany.
zts2903e	Moc Run Wody
zts2904e	Energia wody run dzia³aj¹ca na twój topów zwiêksza twój ¿ywio³ wody oraz twoj¹ obronê.
zts2905e	Pod Pr¹d
zts2906e	U¿ywaj¹c topora przyci¹gasz bli¿ej do siebie swoich wrogów.
zts2907e	Wybuch Gniewu
zts2908e	Z ogromn¹ si³¹ wymachujesz toporem.
zts2909e	Ochrona Wodospadu
zts2910e	Magiczna woda z run, dzia³aj¹ca na twój topów, odpiera przez jakiœ czas ataki wrogów.
zts2911e	Tr¹ba Powietrzna Wodospadu
zts2912e	Krêcisz siê wokó³ w³asnej osi tak szybko jak tr¹ba powietrzna i wymachujesz toporem.
zts2913e	Moc Wodospadu
zts2914e	Potê¿na energia wodospadu ulepsza twoj¹ kondycjê fizyczn¹.
zts2915e	Gniewne Uderzenie Wody
zts2916e	Skaczesz do góry i zadajesz swojemu celowi uderzenie po przek¹tnej. Twoje uderzenie dzia³a równie¿ na wrogów znajduj¹cych siê w pobli¿u.
zts2917e	Wybuch Gniewu Berserka
zts2918e	Napêdzony gniewem wymachujesz swoim toporem z jeszcze wiêksz¹ si³¹.
zts2919e	Wartki Nurt
zts2920e	Wymachujesz toporem z potê¿n¹ si³¹ spadaj¹cej wody.
zts2921e	W³ócznia
zts2922e	Rzucasz w³óczni¹.
zts2923e	Rozkaz Ataku Szturmowego
zts2924e	Rozkazujesz twojemu S³onecznemu Wilkowi, by rzuci³ siê na cel.
zts2925e	Istnieje szansa, ¿e cel dozna [Zamroczenia].
zts2926e	Po pokonaniu S³onecznego Wilka, nale¿¹ca do niego umiejêtnoœæ jest niedostêpna.
zts2927e	B³yskawiczne Pchniêcie
zts2928e	Szybko zbli¿asz siê do celu i kilkakrotnie zadajesz rany k³ute.
zts2929e	S³oneczna W³ócznia
zts2930e	Rzucasz ogromn¹ w³óczniê, która dziêki magii staje siê jeszcze wiêksza.
zts2931e	Naturalne Uzdrowienie
zts2932e	Regeneruje twoje P¯ i twojego S³onecznego Wilka.
zts2933e	Po pokonaniu S³onecznego Wilka, zostanie on o¿ywiony.
zts2934e	S³oneczne Meteoryty
zts2935e	Mnóstwo oœlepiaj¹cych w³óczni spada z nieba.
zts2936e	Kopniak £apami
