zts1e	Objeto nuevo
zts522e	Brazalete moderno
zts523e	Collar antiguo de Mano
zts524e	Anillo antiguo de Mano
zts525e	Brazalete antiguo de Mano
zts526e	Collar precioso de Mano
zts527e	Anillo precioso de Mano
zts528e	Brazalete precioso de Mano
zts529e	Brazalete lujoso de Mano
zts530e	Collar de ojo de gato
zts531e	Anillo de ojo de gato
zts532e	Brazalete de ojo de gato
zts533e	Collar precioso de ojo de gato
zts534e	Anillo precioso de ojo de gato
zts535e	Brazalete precioso de ojo de gato
zts536e	Collar lujoso de ojo de gato
zts537e	Brazalete lujoso de ojo de gato
zts538e	Collar de cristal
zts539e	Anillo de cristal
zts540e	Brazalete de cristal
zts541e	Collar precioso de cristal
zts542e	Anillo precioso de cristal
zts543e	Brazalete precioso de cristal
zts544e	Anillo lujoso de cristal
zts545e	Brazalete lujoso de cristal
zts546e	Collar de diamantes
zts547e	Anillo de diamantes
zts548e	Brazalete de diamantes
zts549e	Collar precioso de diamantes
zts550e	Anillo precioso de diamantes
zts551e	Brazalete precioso de diamantes
zts552e	Collar lujoso de diamantes
zts553e	Anillo lujoso de diamantes
zts554e	Brazalete lujoso de diamantes
zts555e	Guantes livianos
zts556e	Guante liviano pero resistente [n]Aumenta ligeramente la capacidad de esquivar.[n][n]
zts557e	Guantes de seda
zts558e	Guantes suaves y lujosos, llenos de un espíritu mágico.[n]Aumenta el poder de ataque mágico.[n][n]
zts559e	Guantes mágicos
zts560e	Llenos de un espíritu mágico. Aumentan los MP [n][n]
zts561e	Guantes claros
zts562e	Cuentan con una defensa de lucha cuerpo a cuerpo superior a otros guantes.[n][n]
zts563e	Guantes rápidos
zts564e	Eres aerodinámico y puedes moverte más rápidamente debido a una menor resistencia del aire.[n][n]
zts565e	Guantes de combate
zts566e	Cuentan con una defensa de lucha cuerpo a cuerpo superior a otros guantes.[n][n]
zts567e	Guantes de malla
zts568e	Muy popular entre espadachines.[n][n]
zts569e	Guantes relámpago
zts570e	Botas livianas
zts571e	Botas livianas que alcanzan hasta los tobillos.[n][n]
zts572e	Zapatos rápidos
zts573e	Estos zapatos solo aumentan tu velocidad,[n]pero no afectan de forma alguna a tu poder de defensa.[n][n]
zts574e	Botas de malla
zts575e	Botas con un gran poder de defensa.[n] [n]
zts576e	Botas de cuero
zts577e	Se dice que estas botas fueron hechas a partir de la piel de un antiguo demonio.[n]Absorben los ataques mágicos.[n][n]
zts578e	Botas de acero
zts579e	Botas de protección
zts580e	Botas de viento
zts581e	Botas de metal pesadas
zts582e	Guantes para el horno
zts583e	Protegen tus manos de los objetos muy calientes.[n][n]
zts584e	Guantes brillantes
zts585e	El espíritu de la luz te protege.[n][n]
zts586e	Guantes del viento
zts587e	Es como si una suave brisa soplara sobre tus manos. [n]Contiene el poder de esquivar.[n][n]
zts588e	Guantes de la resistencia
zts589e	Guantes de las tinieblas
zts590e	Lleno de energía oscura.[n][n]
zts591e	Zapatos negros
zts592e	Zapatos de agua
zts593e	Otorgan resistencia al agua adicional.[n][n]
zts594e	Botas de punk
zts595e	Llenas de la energía de la luz.[n][n]
zts596e	Botas flamígeras
zts597e	Llenas de la energía del fuego.[n][n]
zts598e	Botas del mar profundo
zts599e	Te revisten de la energía oscura[n]y aumentan la resistencia a la luz.[n][n]
zts600e	Hada del Fuego
zts601e	Hada elemental.[n][n]Cuanto más tiempo lleves esta hada en la batalla, más fuerte será su poder de ataque elemental.[n](En combates con monstruos de nivel +-15)[n]El poder de ataque se añade a las habilidades elementales de tu personaje.[n]El hada puede aumentar tu poder de ataque hasta un 50 %.[n][n]
zts602e	Hada del Agua
zts603e	Hada de la Luz
zts604e	Hada de las tinieblas
zts605e	Tarjeta del especialista de pijama
zts606e	¡Eh! ¡Disfrutemos de la vida![n] ¿Qué es lo que te preocupa tanto? ¡Disfruta y ya está![n][n]
zts607e	Tarjeta del especialista del guerrero
zts608e	Tarjeta del especialista - elemento fuego[n][n]Gracias al poder de la espada dominas el campo de batalla. Las habilidades de combate de este intrépido espadachín superan con creces a las de los adversarios más poderosos en la lucha cuerpo a cuerpo.[n][n]
zts609e	Tarjeta del especialista del ninja
zts610e	Tarjeta del especialista - elemento agua[n][n]Los ojos de este espadachín están llenos de odio. Cualquiera que se cruce en el camino de este hábil guerrero conocerá el afilado filo de su poderosa espada.[n][n]
zts611e	Tarjeta del especialista de cazador
zts612e	Tarjeta del especialista - elemento agua[n][n]Inicia la batalla con una lluvia de flechas mortíferas sobre sus enemigos. Gracias a su velocidad única, el oponente no ve venir el ataque.[n][n]
zts613e	Tarjeta del especialista del asesino
zts614e	Tarjeta del especialista - elemento tinieblas[n][n]Detrás de la máscara se esconde un guerrero malvado y furioso con un espíritu sanguinario y peligroso. Los oponentes que se encuentren en las cercanías no deberían perderlo de vista.[n][n]
zts615e	Tarjeta del especialista de mago de fuego
zts616e	Tarjeta del especialista - elemento fuego[n][n]Estos magos llevan el símbolo de la destrucción y la perdición. Obtienen su poder devastador de los conjuros más fuertes y poderosos del fuego.[n][n]
zts617e	Tarjeta del especialista de mago sagrado
zts618e	Tarjeta del especialista - elemento luz[n][n]El guardián de la luz, los mandamientos y el equilibrio. Este sabio mago actúa según la voluntad divina de Erenia y utiliza el poder del bien para someter a sus enemigos.[n][n]
zts619e	Espada del compañero
zts620e	Arco del compañero
zts621e	Varita mágica del compañero
zts622e	Armadura del compañero (magia)
zts623e	Armadura del compañero (combate a distancia)
zts624e	Armadura del compañero (cuerpo a cuerpo)
zts625e	Palanca de tracción (no utilizada)
zts626e	Baúl antiguo
zts627e	Poción de curación pequeña
zts628e	Te cura a ti y a tu NosMate.[n][n]
zts629e	Poción de curación mediana
zts630e	Poción de curación grande
zts631e	Poción de maná pequeña
zts632e	Poción de maná mediana
zts633e	Poción de maná grande
zts634e	Poción de recuperación pequeña
zts635e	Poción de recuperación mediana
zts636e	Poción de recuperación grande
zts637e	Poción enorme de recuperación
zts638e	Semilla del poder
zts639e	Se puede utilizar, por ejemplo, en las siguientes situaciones: [n] 1) Para retornar al lugar donde se ha muerto después de la reanimación (10 Semillas del poder) [n] 2) Para entrar en una Piedra time-space (número indicado) [n] 3) Para reanimar a NosMates tras su muerte (5 Semillas del poder) [n] 4) Para cancelar una misión de la Piedra time-space (5 Semillas del poder) [n][n]
zts640e	Piedra de Gillion
zts641e	Puede pulirse para obtener una Gema del Alma, Cellon y un Cristal.[n]Para pulirla, compra un Pulidor y haz doble clic en él.[n][n]
zts642e	Polvo de Cella
zts643e	Se requiere para lo siguiente:[n]1) Optimizar tu equipamiento.[n]2) Optimizar tu Gema del Alma, tu Cellon y tu Cristal [n][n]
zts644e	Gema del alma
zts645e	Se utiliza para mejorar la armadura[n] de +1 a +5.[n][n]
zts646e	Gema del Alma completa
zts647e	Se utiliza para mejorar la armadura[n] de +6 a +10.[n][n]
zts648e	Piedra de Cellon (nivel 1)
zts649e	Añade una opción de nivel 1 al accesorio.
zts650e	Piedra de Cellon (nivel 2)
zts651e	Añade una opción de nivel 2 al accesorio.
zts652e	Piedra de Cellon (nivel 3)
zts653e	Añade una opción de nivel 3 al accesorio.
zts654e	Piedra de Cellon (nivel 4)
zts655e	Añade una opción de nivel 4 al accesorio.
zts656e	Piedra de Cellon (nivel 5)
zts657e	Añade una opción de nivel 5 al accesorio.
zts658e	Piedra de Cellon (nivel 6)
zts659e	Añade una opción de nivel 6 al accesorio.
zts660e	Piedra de Cellon (nivel 7)
zts661e	Añade una opción de nivel 7 al accesorio.
zts662e	Piedra de Cellon (nivel 8)
zts663e	Añade una opción de nivel 8 al accesorio.
zts664e	Piedra de Cellon (nivel 9)
zts665e	Añade una opción de nivel 9 al accesorio.
zts666e	Piedra de Cellon (nivel 10)
zts667e	Añade una opción de nivel 10 al accesorio.[n][n]
zts668e	Arena del Río Estruendoso
zts669e	Se necesita para la fabricación de diferentes objetos.[n][n]
zts670e	Cristal de Luna Nueva
zts671e	Se utiliza en el mini-mundo.[n] Utiliza [Herramientas para Gemas, Cellon o Cristales] para escindir el cristal.[n][n]
zts672e	Cristal de Medialuna
zts673e	El Cristal de luna llena es un material importante para la optimización de Tarjetas del especialista.[n][n]
zts674e	Cristal de Luna Llena
zts675e	Fragmento de cristal rojo
zts676e	Se utiliza en la producción.[n][n]
zts677e	Fragmento de cristal azul
zts678e	Fragmento de cristal blanco
zts679e	Fragmento de cristal negro
zts680e	Herramienta para aventureros
zts681e	Se utiliza para la fabricación de objetos para aventureros.[n] Haz doble clic sobre este objeto para ver la lista.[n][n]
zts682e	Pulidor de Gemas del Alma
zts683e	Utiliza Piedras de Gillion, para obtener Polvo de Cella y Gemas del Alma.[n]El Polvo de Cella y las Gemas del Alma se utilizan para mejorar las armas y las armaduras.[n]Doble clic para utilizar.[n][n]
zts684e	Pulidor de Cellon
zts685e	Utiliza Piedras de Gillion, para obtener Polvo de Cella y Cellon.[n]El Polvo de Cella se utiliza para mejorar las armas y las armaduras.[n]El Cellon se utiliza para añadir opciones adicionales a los accesorios.[n]Doble clic para utilizar.[n][n]
zts686e	Pulidor de Cristales
zts687e	Utiliza Piedras de Gillion, para obtener Polvo de Cella y Cristal.[n]El Polvo de Cella se utiliza para mejorar las armas y las armaduras.[n]El Cristal se utiliza para la producción en el mini-mundo.[n]Doble clic para utilizar.[n][n]
zts688e	Herramienta para espadachines
zts689e	Se utiliza para la fabricación de objetos para espadachines.[n]Haz doble clic sobre este objeto para ver la lista.[n][n]
zts690e	Herramienta para arqueros
zts691e	Se utiliza para la fabricación de objetos para arqueros.[n]Haz doble clic sobre este objeto para ver la lista.[n][n]
zts692e	Herramienta para magos
zts693e	Se utiliza para la fabricación de objetos para magos.[n]Haz doble clic sobre este objeto para ver la lista.[n][n]
zts694e	Baúl normal
zts695e	Baúl lujoso
zts696e	Baúl secreto
zts697e	Palanca de tracción (utilizada)
zts698e	Oro
zts699e	Herramienta para accesorios
zts700e	Se utiliza para confeccionar distintos tipos de accesorios.[n]Haz doble clic sobre este objeto para ver la lista.[n][n]
zts701e	Esfera de cristal misteriosa (no utilizada)
zts702e	Esfera de cristal misteriosa (utilizada)
zts703e	Baúl de bonificación
zts704e	Botón (no utilizado)
zts705e	Botón (utilizado)
zts706e	Palanca de madera (no utilizada)
zts707e	Palanca de madera (utilizada)
zts708e	Escultura demoníaca (no utilizada)
zts709e	Escultura demoníaca (utilizada)
zts710e	Llave sellada
zts711e	Materiales de investigación de Duke
zts712e	Estos son los materiales de investigación del legendario hechicero Duke.[n]Su significado no está del todo claro aún.[n][n]
zts713e	Artefacto
zts714e	Aumenta el ataque.
zts715e	Aumenta la defensa.
zts716e	Aumenta la defensa en lucha cuerpo a cuerpo.
zts717e	Aumenta la defensa en el combate a distancia.
zts718e	Aumenta la defensa mágica.
zts719e	Baúl de Maná
zts720e	Energía poderosa
zts721e	Baúl de descanso
zts722e	Efecto aleatorio
zts723e	Renacimiento del NosMate
zts724e	Acelerar
zts725e	Escudo poderoso
zts726e	Herramienta para Gemas, Cellon y Cristales
zts727e	Puede mejorar Gemas del Alma, Cellon de cualquier nivel, así como Cristales.[n][n]
zts728e	Herramienta para materias primas
zts729e	Aumenta la calidad de las siguientes materias primas: metal, madera, tela y cuero.[n][n]
zts730e	Cápsula de curación
zts731e	Clic sobre el mini-mundo
zts732e	Poción enorme de recuperación
zts733e	Tarjeta del especialista
zts734e	Poción SP
zts735e	Aumenta los puntos especiales (SP) en 10 000.[n][n]
zts736e	Cargador de puntos
zts737e	Piedra parida del Time
zts738e	Cesta de pícnic
zts739e	Pueden bailar hasta tres personas.[n][n]
zts740e	Barbacoa
zts741e	Pueden bailar hasta ocho personas.[n][n]
zts742e	Herramienta para guantes y zapatos
zts743e	Cartel indicador pequeño
zts744e	Puedes colocar un indicador para que otros jugadores puedan visitar tu mini-mundo durante 60 minutos.[n]La calidad del cartel indicador no parece ser demasiado alta.[n][n]
zts745e	Cartel indicador grande
zts746e	Puedes colocar un indicador para que otros jugadores puedan visitar tu mini-mundo durante 60 minutos.[n]Este bonito cartel indicador tiene forma de casa.[n][n]
zts747e	Flor de sonido silvestre
zts748e	Flor de sonido
zts749e	Inicia una Aventura de las Flores de sonido.[n][n]
zts750e	Recompensa de oro
zts751e	Tras finalizar con éxito, recibes una cantidad específica de oro.[n][n]
zts752e	Recompensa de experiencia
zts753e	Tras finalizar con éxito, recibes una cantidad específica de puntos de experiencia.[n][n]
zts754e	Recompensa por experiencia profesional
zts755e	Tras finalizar con éxito, recibes una cantidad específica de puntos de experiencia profesional.[n][n]
zts756e	Recompensa de reputación
zts757e	Tras finalizar con éxito, mejora tu reputación.[n][n]
zts758e	Fragmento del Time-space (grupo)
zts759e	Doble clic para comprobar la misión.[n][n]
zts760e	Fragmento del Time-space (individual)
zts761e	Doble clic para comprobar la misión.[n][n]
zts762e	Fragmento de time-space (raid)
zts763e	Fragmento del Time-space (cacería)
zts764e	Fragmento del Time-space (laboratorio)
zts765e	Puntos de bonificación
zts766e	Caja misteriosa
zts767e	Plumaje de gallina
zts768e	Cubi azul
zts769e	Cráneo abandonado
zts770e	Tropas arácnidas - Parte 2
zts771e	Time-space para conseguir el sello de la Araña negra gigante.[n]Límite de nivel: 60-69.[n]Con este objeto podrás entrar inmediatamente.[n][n]
zts772e	Traje para Bob
zts773e	Gracias a este objeto,[n]la velocidad de tu compañero[n]aumenta en dos puntos.[n]Además, este traje le otorga[n]a tu compañero un aspecto[n]especial.[n][n]Instrucciones:[n]Escoge a tu compañero y haz doble clic[n]sobre el traje de tu[n]inventario. Si encierras a tu compañero[n]en una perla, este objeto[n]desaparecerá.[n][n]
zts774e	Ataduras del pasado - Parte 2
zts775e	Time-space para obtener el sello de Ginseng.[n]Límite de nivel: 40 - 49 [n]Con él podrás entrar inmediatamente.[n][n]
zts776e	Ataduras del pasado - Parte 3
zts777e	Pastel
zts778e	Pasteles para la fiesta de Acción de Gracias.[n]Reúne 10 unidades y llévaselas a Mimi Mentor para obtener una recompensa.[n][n]
zts779e	N (evento)
zts780e	Durante el evento puedes recibirlo de Diablillos modificados.[n]Se le puede canjear al Dr. Melenas.[n]Los Diablillos disfrutan de los lugares mágicos...[n][Atención][n]El objeto desaparece al final del evento.[n]
zts781e	O (evento)
zts782e	Durante el evento puedes recibirlo de Jellys modificados.[n]Se le puede canjear al Dr. Melenas.[n]A los Jellys les gusta pasar el tiempo en lugares arenosos...[n][Atención][n]El objeto desaparece al final del evento.[n][n]
zts783e	S (evento)
zts784e	Durante el evento puedes recibirlo de Hámsters modificados.[n]Se le puede canjear al Dr. Melenas.[n]Los Hámsters se sienten como en casa ente antiguos muros subterráneos...[n][Atención][n]El objeto desaparece al final del evento.[n][n]
zts785e	! (Evento)
zts786e	Durante el evento puedes recibirlo de Lobos modificados.[n]Se le puede canjear al Dr. Melenas.[n]Los Lobos atraviesan a menudo bosques y montañas...[n][Atención][n]El objeto desaparece al final del evento.[n][n]
zts787e	Resultados de investigación de Duke
zts788e	Se trata de anotaciones detalladas de la investigación de Duke [n]El contenido es complicado y aún no sido posible descifrarlo por completo.[n][n]
zts789e	Lirio de la pureza
zts790e	Tarjeta del especialista de la recarga
zts791e	Medallón de Erenia
zts792e	Si la utilizas, estarás equipado durante 30 días con lo siguiente:[n][Efecto principal][n]Las categorías «Equipamiento», «Principal» y «Otros» recibirán 8 espacios más, es decir, 24 espacios adicionales.[n](En combinación con un Medallón del aventurero se añaden en total 32 espacios.)[n][Efecto secundario][n]Aumenta en un 15% los puntos de experiencia profesional y de combate, así como los puntos de experiencia de las mascotas y los compañeros.[n](En combinación con un Medallón del aventurero los puntos de experiencia aumentan un 30% respectivamente)[n]Aumenta en un 20% la ganancia de oro y la reputación.[n][Advertencia][n]Tras finalizar el plazo es posible que desaparezcan algunos objetos de tu inventario ampliado,[n]por lo que conviene que tomes medidas a tiempo.[n][n]
