zts1e	Normaler Effekt
zts20782e	Paimons Schattenenergie
zts20783e	Die Macht von Paimons Schatten durchdringt dich und beschwört einen Elite-Schattenritter.
zts20784e	Paimons Schattenenergie +1
zts20785e	Paimons Schattenenergie +2
zts20786e	Paimons Schattenenergie +3
zts20787e	Paimons Schattenenergie +4
zts20788e	Paimons Schattenenergie +5
zts20789e	Paimons Schattenenergie +6
zts20790e	Paimons Schattenenergie +7
zts20791e	Paimons Schattenenergie +8
zts20792e	Paimons Schattenenergie +9
zts20793e	Macht der Apokalypse (Stufe 6)
zts20794e	Macht der Reflexion (Stufe 6)
zts20795e	Macht des Wolfes (Stufe 6)
zts20796e	Macht des Rückstoßes (Stufe 6)
zts20797e	Macht der Explosion (Stufe 6)
zts20798e	Macht der Flinkheit (Stufe 6)
zts20799e	Macht des Blitzes (Stufe 6)
zts20800e	Macht des Fluches (Stufe 6)
zts20801e	Macht des Bären (Stufe 6)
zts20802e	Macht der Kälte (Stufe 6)
zts20803e	Mysteriöse Heilung
zts20804e	Erhöht die maximalen HP und Verteidigungen deiner momentan aktiven NosMates.
zts20805e	Erhöht die maximalen MP und die Angriffskraft deiner momentan aktiven NosMates.
zts20806e	Erhöht deine maximalen HP und Verteidigungen sowie die deiner momentan aktiven NosMates.
zts20807e	Erhöht deine maximalen MP und Angriffskraft sowie die deiner momentan aktiven NosMates.
zts20808e	Wenn ein Monster besiegt wird, werden bei deinen NosMates HP wiederhergestellt.
zts20809e	Deine Kampfkraft wird durch die Macht des Feuers erhöht.
zts20810e	Wenn du ein Monster besiegst, wird [Mysteriöse Heilung] auf dich gewirkt.
zts20811e	Wenn einer deiner NosMates besiegt wird, werden bei dir HP wiederhergestellt.
zts20812e	Wenn einer deiner NosMates besiegt wird, werden bei dir sowie bei allen NosMates HP wiederhergestellt.
zts20813e	Wenn du ein Monster besiegst, wird [Gruseliges Schauspiel] auf dich gewirkt.
zts20814e	Wenn du besiegt wirst, wird auf alle Gegner in der Nähe [Eiskäfig] gewirkt.
zts20815e	Wenn deine NosMates ein Monster besiegen, wird deine Angriffskraft erhöht.
zts20816e	Wenn deine NosMates ein Monster besiegen, werden deine Verteidigungen erhöht.
zts20817e	Wenn du ein Monster besiegst, werden bei deinen NosMates HP wiederhergestellt.
zts20818e	Wenn du ein Monster besiegst, erhöht sich die Angriffskraft aller NosMates.
zts20819e	Wenn du ein Monster besiegst, erhöhen sich die Verteidigungen aller NosMates.
zts20820e	Wenn du besiegt wirst, wird auf alle NosMates in der Nähe [Unbesiegbarkeit] gewirkt.
zts20821e	Wenn du verteidigst, wird mit einer gewissen Wahrscheinlichkeit eine Illusion des Geisterkönigs beschworen. Wenn dieser Effekt endet, wird [Seelenschutz] auf dich gewirkt.
zts20822e	Wenn du verteidigst, wird mit einer gewissen Wahrscheinlichkeit eine Illusion des Bestienkönigs beschworen. Wenn dieser Effekt endet, wird [Herz der Bestie] auf dich gewirkt.
zts20823e	Kalte Füße
zts20824e	Die Kälte reduziert deine Bewegungsgeschwindigkeit.
zts20825e	1. Einheit herbeirufen
zts20826e	Ruft im Himmelsturm die 1. Einheit herbei.
zts20827e	2. Einheit herbeirufen
zts20828e	Ruft im Himmelsturm die 2. Einheit herbei.
zts20829e	3. Einheit herbeirufen
zts20830e	Ruft im Himmelsturm die 3. Einheit herbei.
zts20831e	4. Einheit herbeirufen
zts20832e	Ruft im Himmelsturm die 4. Einheit herbei.
zts20833e	5. Einheit herbeirufen
zts20834e	Ruft im Himmelsturm die 5. Einheit herbei.
zts20835e	Verhindert schlechte Effekte und erhöht den Schaden gegen Monster im Land der Toten.
zts20836e	Waldgeister-Heilung
zts20837e	Die Waldgeister heilen mit ihrer Energie deine Wunden.
zts20838e	Die Macht des Blitzes verringert durch Stromschläge das Lichtelement. Du kannst eine Weile nicht angreifen.
zts20839e	Verteidigungskraft und -Level werden durch die Macht des Bären verringert.
zts20840e	Beschwört eine Illusion des Geisterkönigs. Wenn dieser Effekt endet, wird [Seelenschutz] auf dich gewirkt.
zts20841e	Beschwört eine Illusion des Bestienkönigs. Wenn dieser Effekt endet, wird [Herz der Bestie] auf dich gewirkt.
zts20842e	Deine Kampfkraft wird durch die Macht des Feuers erhöht.
zts20843e	Wenn du ein Monster besiegst, wird [Mysteriöse Heilung] auf dich gewirkt.
zts20844e	Wenn du ein Monster besiegst, wird [Gruseliges Schauspiel] auf dich gewirkt.
zts20845e	Unsterblichkeit
zts20846e	Du verlierst für kurze Zeit keine HP.
zts20847e	Sprengmeister
zts20848e	Beschwört auf dem Boden eine Bombe. Gegner innerhalb von 5 Feldern erleiden Schaden und erhalten den Status [Blackout].
zts20849e	Elektroschock
zts20850e	Elektrische Energie schützt deinen Körper. Gegner erhalten einen Elektroschock, wenn sie dich angreifen.
zts20851e	Flink und anmutig
zts20852e	Reduziert die Abklingzeit von Skills und erhöht die Bewegungsgeschwindigkeit.
zts20853e	Blut des Unsterblichen
zts20854e	Durch das Blut des Unsterblichen verlierst du für kurze Zeit keine HP.
zts20855e	Du bist unsichtbar und regenerierst HP und MP.
zts20856e	Wenn du ein Monster besiegst, wirst du eine Weile unsichtbar und regenerierst HP und MP.
zts20857e	Der Ausweichen-Wert und die Verteidigung aller NosMates im Himmelsturm sind erhöht.
zts20858e	Die Hitrate und Angriffskraft aller NosMates im Himmelsturm sind erhöht.
zts20859e	Die HP und MP von dir und deinen NosMates im Himmelsturm werden wiederhergestellt und eure Verteidigungen sind erhöht.
zts20860e	Die Angriffskraft deiner NosMates ist erhöht. Jedes Mal, wenn ein Monster besiegt wird, erhöht sich deine Angriffskraft.
zts20861e	Die Angriffskraft deiner NosMates ist erhöht. Jedes Mal, wenn ein Monster besiegt wird, erhöht sich deine Verteidigung.
zts20862e	Angst im Dunkeln
zts20863e	Die Macht des Segens der Schatten lässt Monster erschaudern und fliehen.
zts20864e	Segen des Bestienkönig-Avatars
zts20865e	Effekt, der dir vom Bestienkönig-Avatar verliehen wird.
zts20866e	Segen des Geisterkönig-Avatars
zts20867e	Effekt, der dir vom Geisterkönig-Avatar verliehen wird.
zts20868e	Energie des Himmelsturms
zts20869e	Der Turm verleiht deinen NosMates große Kraft.
zts20870e	Schattenschild
zts20871e	Die Energie des beschworenen Schatten schützt Paimon, seinen Gebieter.
zts20872e	Verstärkte Macht des Bösen
zts20873e	Die böse Energie, die bei der Öffnung des Himmelsrisses übrig blieb, verstärkt nun die Monster im Turm.
zts20874e	Lebensschild
zts20875e	Sauberer Schnitt (F)
zts20876e	Sauberer Schnitt (E)
zts20877e	Sauberer Schnitt (D)
zts20878e	Sauberer Schnitt (C)
zts20879e	Sauberer Schnitt (B)
zts20880e	Sauberer Schnitt (A)
zts20881e	Sauberer Schnitt (S)
zts20882e	Seuchenschleuder (F)
zts20883e	Seuchenschleuder (E)
zts20884e	Seuchenschleuder (D)
zts20885e	Seuchenschleuder (C)
zts20886e	Seuchenschleuder (B)
zts20887e	Seuchenschleuder (A)
zts20888e	Seuchenschleuder (S)
zts20889e	Geisterseuche (F)
zts20890e	Geisterseuche (E)
zts20891e	Geisterseuche (D)
zts20892e	Geisterseuche (C)
zts20893e	Geisterseuche (B)
zts20894e	Geisterseuche (A)
zts20895e	Geisterseuche (S)
zts20896e	Fluch des Pharao (F)
zts20897e	Fluch des Pharao (E)
zts20898e	Fluch des Pharao (D)
zts20899e	Fluch des Pharao (C)
zts20900e	Fluch des Pharao (B)
zts20901e	Fluch des Pharao (A)
zts20902e	Fluch des Pharao (S)
zts20903e	Begleitet von Achenaton (F)
zts20904e	Begleitet von Achenaton (E)
zts20905e	Begleitet von Achenaton (D)
zts20906e	Begleitet von Achenaton (C)
zts20907e	Begleitet von Achenaton (B)
zts20908e	Begleitet von Achenaton (A)
zts20909e	Begleitet von Achenaton (S)
zts20910e	Das Ziel wird zum Seuchenwirt und infiziert Gegner in der Nähe.
zts20911e	Verstärkte Macht
zts20912e	Deine NosMates werden durch Teamwork-Buffs gestärkt.
zts20913e	Das Ziel wird zum Seuchenwirt und infiziert mit 50% Wahrscheinlichkeit Gegner in der Nähe.
zts20915e	Schwertschwingen
zts20916e	Diesen Buff erhältst du durch die Schwertschwingen.
zts20917e	Klingenschild
zts20918e	Fliegende Klingen umkreisen dich und fügen Angreifern Schaden zu.
zts20919e	Buff des 13. Jahrestages
zts20920e	Segen des Goldenen Kuchenpuddings
zts20921e	Magischer Kuchen
zts20922e	Dieses süße Kerlchen heilt deine Wunden und erhöht deine Verteidigung.
zts20923e	Segen des Kuchenpuddings
zts20924e	Bollwerk
zts20925e	Die spezielle Verteidigungsfähigkeit des Gecko-Paladins.
zts20926e	Segen des Gecko-Paladins
zts20927e	Angelschnurpflege
zts20928e	Segen des Fisch-Loa
zts20929e	Köderfischen
zts20930e	Fischen im Verborgenen
zts20931e	Zur Angelstelle teleportieren
zts20932e	Angeln
zts20933e	Ich warte darauf, dass was anbeißt.
zts20934e	Damit reparierst du deine Angelschnur und machst sie widerstandsfähiger.
zts20935e	Der Segen des Fischer-Loa erhöht die Menge der erhaltenen Erfahrungspunkte.
zts20936e	Wenn du die Angel auswirfst, wird kein Köder verbraucht. Dieser Effekt endet, wenn die Angel ausgeworfen wurde.
zts20937e	Du bist für aggressive Monster unsichtbar, sodass du in Ruhe angeln kannst.
zts20938e	Du wirst zu der von dir zuvor festgelegten Angelstelle teleportiert.
zts20939e	Du bist für Monster unsichtbar, sodass du in Ruhe angeln kannst.
zts20940e	Wenn du die Angel auswirfst, wird kein Köder verbraucht. Die Abklingzeit dieses Effekts kann nicht reduziert werden.
zts20941e	Kristallschwingen
zts20942e	Kristallschwingen-Effekte
zts20943e	Bullenkräfte
zts20944e	Der massige Körper des Bullen reduziert den erlittenen Schaden.
zts20945e	Yee-haw!
zts20946e	Einem wütenden Rodeobullen stellt man sich besser nicht in den Weg!
zts20947e	Sturmbö
zts20948e	Der orkanartige Wind schwächt deine Verteidigung.
zts20949e	Segen des Zauberkauzes
zts20950e	Der Zauberkauz stärkt deine Angriffskraft und Elementresistenzen.
zts20951e	Nachtschatten-Giftpfeil
zts20952e	Der Pfeil des Nachthamsters reduziert die Bewegungsgeschwindigkeit und die HP.
zts20953e	Schwarzdorn-Giftpfeil
zts20954e	Der starke Giftpfeil des Nagerzorns reduziert die Verteidigung sowie die HP und MP.
zts20955e	Kochvorbereitung
zts20956e	Du bereitest das Gericht vor, das du kochen möchtest. Dies hilft dir dabei, mehr Kocherfahrung zu sammeln.
zts20957e	Geheimes Gewürz
zts20958e	Du fügst dem Gericht dein geheimes Gewürz hinzu. Hilft dir dabei, erfolgreich Gerichte zuzubereiten.
zts20959e	Messer wetzen
zts20960e	Du schärfst dein Kochmesser. Gewährt die Chance, zusätzliche geschnittene Zutaten oder Gerichte zu erzeugen.
zts20961e	Natürliche Würze
zts20962e	Du versuchst, ein Gericht ohne Gewürze zu kochen. Gewährt die Chance, keine Gewürze zu verbrauchen.
zts20963e	Übelkeit
zts20964e	Dir ist übel, weil du ein ungenießbares Gericht gegessen hast. Du kannst momentan keine Gerichte essen.
zts20965e	Sättigungseffekt I
zts20966e	Buff, den du durch den Genuss von Gerichten erhältst.
zts20967e	Sättigungseffekt II
zts20968e	Starker Buff, den du durch den Genuss von Gerichten erhältst.
zts20969e	Sättigungseffekt III
zts20970e	Sehr starker Buff, den du durch den Genuss von Gerichten erhältst.
zts20971e	Nährstoff der Verteidigung
zts20972e	Die Verteidigungskraft erhöht sich durch die Nährstoffe des Gerichts.
zts20973e	Nährstoff des Angriffs
zts20974e	Die Angriffskraft erhöht sich durch die Nährstoffe des Gerichts.
zts20975e	Energie des Riesen-Seewolfs
zts20976e	Die Kraft des Riesen-Seewolfs steckt in diesem Gericht.
zts20977e	Nährstoff der Gewandtheit
zts20978e	Der Meiden-Wert erhöht sich durch die Nährstoffe des Gerichts.
zts20979e	Nährstoff der Härte
zts20980e	Der Schaden durch kritische Treffer wird durch die Nährstoffe des Gerichts reduziert.
zts20981e	Nährstoff der Lebenskraft
zts20982e	Der Schaden durch kritische Treffer erhöht sich durch die Nährstoffe des Gerichts.
zts20983e	Krakenenergie
zts20984e	Die Kraft des Kraken steckt in diesem Gericht.
zts20985e	Energie des Megalodon
zts20986e	Die Kraft des Megalodon steckt in diesem Gericht.
zts20987e	Nährstoff der Elemente
zts20988e	Du fühlst dich stark und bist satt.
zts20989e	Nährstoff der Resistenz
zts20990e	Energie des Anglerfischs
zts20991e	Die Kraft des Anglerfischs steckt in diesem Gericht.
zts20992e	Energie des schwarzen Alligators
zts20993e	Die Kräfte des Flusstyrannen und des schwarzen Alligators stecken in diesem Gericht.
zts20994e	Energie der Lava
zts20995e	Die Kraft des Lavatyrannen steckt in diesem Gericht.
zts20996e	Energie des Schokoladenhais
zts20997e	Die Kraft des Schokoladenhais steckt in diesem Gericht.
zts20998e	Energie des Frigus
zts20999e	Die Kraft des Frigus steckt in diesem Gericht.
zts21000e	Schwache Energie des Drachen
zts21001e	Ein Hauch der Kraft des Drachen steckt in diesem Gericht. Du kannst gut mit Feuer umgehen.
zts21002e	Energie des Quastenflossers
zts21003e	Die Kraft des Quastenflossers steckt in diesem Gericht.
zts21004e	Sättigung I
zts21005e	Sättigung II
zts21006e	Du fühlst die Energie der Sättigung.
zts21007e	Sättigung III
zts21008e	Du fühlst starke Energie der Sättigung.
zts21009e	Du schärfst dein Kochmesser. Gewährt die Chance, zusätzliche geschnittene Zutaten oder Gerichte zu erzeugen.
zts21010e	Erholung durch Sättigung (schwach)
zts21011e	Durch den Effekt des seltsamen Gerichts regeneriert sich dein Körper.
zts21012e	Immunität durch Sättigung
zts21013e	Mit einer gewissen Wahrscheinlichkeit kannst du aufgrund von [Immunität durch Sättigung] schlechten Effekten widerstehen.
zts21014e	Nährstoffe für Sehstärke
zts21015e	Dank deiner guten Augen kannst du verborgene Charaktere sehen.
zts21016e	Nährstoffe für Hirnschmalz
zts21017e	Du bist nun ein bisschen schlauer und erhältst daher mehr Erfahrung.
zts21018e	Erholung durch Sättigung (mittel)
zts21019e	Du erhältst die Macht des Kraken. Dieser Effekt verschwindet, wenn du den Himmelsturm oder die Arena der Ehre betrittst.
zts21020e	Schmerzlinderung durch Sättigung
zts21021e	Der volle Bauch hilft dabei, deine Schmerzen zu lindern.
zts21022e	Proteinergänzung durch Sättigung
zts21023e	Dank der vielen Proteine wird deine Angriffskraft erhöht, wenn deine HP unter einen bestimmten Wert fallen.
zts21024e	Nährstoffe für Hirnschmalz (stark)
zts21025e	Du erhältst die Macht des Flusstyrannen. Dieser Effekt endet, wenn du den Himmelsturm oder die Arena der Ehre betrittst.
zts21026e	Du erhältst die Macht des Lavatyrannen. Dieser Effekt endet, wenn du den Himmelsturm oder die Arena der Ehre betrittst.
zts21027e	Nährstoffe für Sehstärke (schwach)
zts21028e	Erholung durch Sättigung
zts21029e	Proteinergänzung durch Sättigung (schwach)
zts21030e	Betäubungsmittel
zts21031e	Blumenflügel
zts21032e	Diesen Buff erhältst du durch die Blumenflügel.
zts21033e	Blumengift
zts21034e	Starkes Gift, das von den Blumenflügeln stammt.
zts21035e	Schwaches Todeszeichen
zts21036e	Wer dieses Zeichen trägt, erleidet zusätzlichen Schaden und den Effekt [Geistesspaltung].
zts21037e	Verlangsamt
zts21038e	Die Explosion der Feuermine verlangsamt dich.
zts21039e	Macht der konzentrierten Seelen
zts21040e	Du wirst gestärkt, indem du die Seele des Gegners absorbierst. Verschwindet, sobald du einen Angriffsskill verwendest.
zts21041e	Betäubender Wirkstoff in der Nahrung, der Schmerzen lindert.
zts21042e	Energie des Bären-Loa
zts21043e	Dein Feuerelement und deine Angriffskraft werden durch die Energie des Bären-Loa erhöht.
zts21044e	Schützende Flamme
zts21045e	Du wirst von heiligen Flammen geschützt.
zts21046e	Flammenwurzel
zts21047e	Flammende Wurzeln kommen aus dem Boden und umschlingen die Füße.
zts21048e	Braunbärhaut
zts21049e	Deine Haut wird zäh wie die eines Bären.
zts21050e	Heilende Flamme
zts21051e	Eine heilige Flamme heilt dich und schützt dich vor schlechten Effekten.
zts21052e	Flammenpanzer
zts21053e	Verbrennt Gegner in deiner Nähe.
zts21054e	Kampfansage des Bären
zts21055e	Der Schaden, den Freunde in deiner Nähe erhalten sollten, trifft stattdessen dich.
zts21056e	Nervosität
zts21057e	Die Angst vor einem großen Braunbären macht das Ziel nervös.
zts21058e	Reinigende Flamme
zts21059e	Eine reine Flamme verbrennt all deine schlechten Effekte.
zts21060e	Schwere Verbrennungen
zts21061e	Deine schweren Verbrennungen verlangsamen dich.
zts21062e	Absorbierende Flamme
zts21063e	Eine sehr heiße Flamme verbrennt jegliche Angriffe.
zts21064e	Energie des roten Leoparden
zts21065e	Du erhältst die Energie des schnellen roten Leoparden. Der Effekt wirkt nur in Leopardengestalt.
zts21066e	Energie des Braunbären
zts21067e	Du erhältst die Energie des Braunbären. Der Effekt wirkt in Bär- und Leopardengestalt.
zts21068e	Ernsthafte Verletzung
zts21069e	Du fügst dem Ziel eine tiefe Wunde mit einer großen Axt zu.
zts21070e	Energie des reinen Wassers
zts21071e	Reines Wasser verstärkt deine Verteidigung und dein Wasserelement.
zts21072e	Schutz des Wasserfalls
zts21073e	Die Energie des Wasserfalls schützt dich vor schlechten Effekten.
zts21074e	Energie des Wasserfalls
zts21075e	Die starke Energie des Wasserfalls erhöht deine Bewegungsgeschwindigkeit, deine Angriffskraft und deinen Wutbalken.
zts21076e	Wasserfallschlag
zts21077e	Das Ziel wird von Wasser getroffen, das aus großer Höhe herunterfallen zu scheint.
zts21078e	Todesstreich
zts21079e	Eine tiefe Wunde von einer tödlichen Waffe.
zts21080e	Blendendes Licht
zts21081e	Du wirst vorübergehend von grellem Sonnenlicht geblendet.
zts21082e	Du kannst dich nicht wie gewohnt verteidigen.
zts21083e	Natürliche Heilung
zts21084e	Die Natur heilt beständig deine Wunden. Falls der Sonnenwolf besiegt ist, wird er wiederbelebt.
zts21085e	Wiedergewonnene Lebenskraft
zts21086e	Nachdem du geheilt bist, strotzt du nur so vor Energie.
zts21087e	Verwundendes Licht
zts21088e	Das Sonnenlicht fügt Wunden zu. Der Schaden des Lichtelements und Sonnenwolfs ist erhöht.
zts21089e	Folgen der Sonnenfleckenexplosion
zts21090e	Wegen einer Sonnenfleckenexplosion ist die Lichtresistenz verringert und der Schaden des Sonnenwolfs erhöht.
zts21091e	Schutz der Wildnis
zts21092e	Die ungezügelte Energie der Rune auf dem Speer schützt dich.
zts21093e	Heiliges Netz
zts21094e	Du wirst in das Netz aus Licht eingewickelt.
zts21095e	Macht der Sonne
zts21096e	Die Sonnenenergie des Speers macht dich stärker.
zts21097e	Fluch der Giftschlange
zts21098e	Das Gift der Schlange belegt das Ziel mit einem schrecklichen Fluch.
zts21099e	Fluch des Voodoopriesters
zts21100e	Der Voodoopriester kann die bestehenden Flüche verstärken.
zts21101e	Fluch der Spinne
zts21102e	Belegt das Ziel mit dem Fluch der Seelenspinne.
zts21103e	Verwandlung zur Seele
zts21104e	Die Welt der Lebenden hat keinen Einfluss auf die Seele.
zts21105e	Starrer Körper
zts21106e	Dein Körper wird starr und unbeweglich, weil die Seele an dir klebt.
zts21107e	Rachsüchtige Seele
zts21108e	Die rachsüchtige Seele schützt dich.
zts21109e	Voodoopuppe
zts21110e	Deine Seele ist im Einklang mit der Voodoopuppe. Diese fügt durchgehend Schmerzen zu.
zts21111e	Wut der Voodoopuppe
zts21112e	Die Voodoopuppe ist in Rage.
zts21113e	Fluch des Wassermanns
zts21114e	Verwandelt das Ziel in einen Wassermann. Nimmt er Schaden, so verwandelt er sich in seine ursprüngliche Gestalt zurück.
zts21115e	Todesfluch
zts21116e	Ein gewaltiger Fluch, der den Tod herbeiführt. Der erlittene Schatten-Angriffsschaden wird erhöht.
zts21117e	Zorn
zts21118e	Du wirst ein wenig zornig.
zts21119e	Du bist wütend.
zts21120e	Wutausbruch
zts21121e	Du bist rasend wütend.
zts21122e	Rage
zts21123e	Nichts kann deine Wut besänftigen außer die Zeit. Wenn der Effekt abgeklungen ist, wird der Wutbalken zurückgesetzt.
zts21124e	Die ungezügelte Energie der Rune auf dem Speer schützt dich. Allerdings erhalten dein NosMate sowie dein Sonnenwolf keine zusätzlichen HP durch diesen Buff.
zts21125e	Groll des Wasserfalls
zts21126e	Zorn des Wasserfalls
zts21127e	Raserei des Wasserfalls
zts21128e	Ingrimm des Wasserfalls
zts21129e	Schattenpanzer
zts21130e	Dunkle Energie umgibt Paimon und schützt ihn. Verschwindet, wenn der Flammendruiden-Geist besiegt wird.
zts21131e	Macht über die Schatten
zts21132e	Ein magischer Effekt, der Paimon stärkt. Verschwindet, wenn der Voodoopriester-Geist besiegt wird.
zts21133e	Macht der Ork-Helden
zts21134e	Die von Paimon entfesselte Energie der Ork-Helden schwächt ihn.
zts21135e	Geschwächte Macht des Bösen
zts21136e	Es dauert länger, bis Paimons Lakaien beschworen werden.
zts21137e	Das Gebrüll stärkt deinen Körper.
zts21138e	Gelassenheit
zts21139e	Das Plätschern des Wasserfalls beruhigt den Zorn des Kriegers.
zts21140e	Seelenschild
zts21141e	Die rachsüchtige Seele schützt dich. Ersetzt einen Teil des Schadens durch MP.
zts21142e	Du wirst gestärkt, indem du die Seele des Gegners absorbierst. Dieser Effekt endet, wenn du einen Angriffsskill verwendest oder dich in ein anderes Gebiet begibst.
zts21143e	Die Natur heilt beständig deine Wunden. Falls der Sonnenwolf besiegt ist, wird er wiederbelebt. Allerdings erhalten dein NosMate sowie dein Sonnenwolf keine zusätzlichen HP durch diesen Buff.
zts21144e	Flink und anmutig
zts21145e	Du weichst gegnerischen Angriffen geschickt aus.
zts21146e	Velutzis Segen
zts21147e	Effekt, der dir vom Babydino Velutzi verliehen wird.
zts21148e	Segen der zahmen Bienenkönigin
zts21149e	Effekt, der dir von der zahmen Bienenkönigin verliehen wird.
zts21150e	Buff des 14. Jahrestages
zts21151e	Kuscheliger Känguru-Beutel
zts21152e	Im kuscheligen Känguru-Beutel fühlt man sich gut aufgehoben.
zts21153e	Hoch die Fäuste!
zts21154e	Das Känguru hält schützend seine Fäuste vor dich.
zts21155e	Schwacher Lebensschild
zts21156e	Lebensschild mit leicht geschwächter Wirkung.
zts21157e	Ärztliches Rezept
zts21158e	Bitte wie vom Arzt empfohlen einnehmen.
zts21159e	Drachensegen
zts21160e	Du hast den Segen eines Drachen erhalten.
zts21161e	Feuerdrachensegen
zts21162e	Du hast den Segen eines Feuerdrachen erhalten.
zts21163e	Eisdrachensegen
zts21164e	Du hast den Segen eines Eisdrachen erhalten.
zts21165e	Mondlichtdrachensegen
zts21166e	Du hast den Segen eines Mondlichtdrachen erhalten.
zts21167e	Himmelsdrachensegen
zts21168e	Du hast den Segen eines Himmelsdrachen erhalten.
zts21169e	Feueratem
zts21170e	Die Flammen des Feuerdrachen verzehren das Ziel.
zts21171e	Eisatem
zts21172e	Der kalte Atem des Eisdrachen friert das Ziel ein.
zts21173e	Mondschatten
zts21174e	Der Schatten des Mondlichtdrachens schwächt das Ziel.
zts21175e	Himmlisches Licht
zts21176e	Das Licht des Himmelsdrachen blendet das Ziel.
zts21177e	Drachenhieb
zts21178e	Du leidest unter den Auswirkungen eines Hiebs, der selbst Drachenschuppen durchdrungen hätte.
zts21179e	Drachenpfeil
zts21180e	Ein scharfer Pfeil, der aus Drachenknochen gefertigt wurde, lässt dich bluten.
zts21181e	Drachenfluch
zts21182e	Ein schrecklicher Fluch, geboren aus einer Drachenseele, sucht deinen Körper heim.
zts21183e	Frostbrand
zts21184e	Kaltes Feuer lähmt deinen Körper.
zts21185e	Drachenkristallenergie
zts21186e	Die starke Energie des Drachenkristalls erschöpft dich.
zts21187e	Drachenknochensplitter
zts21188e	Die durch Drachenknochensplitter verursachte Wunde schwächt dich.
zts21189e	Frosthauch
zts21190e	Der frostige Hauch des Eisdrachen lähmt dich.
zts21191e	Drachenschuppenpanzer
zts21192e	Deine Rüstung ist noch widerstandsfähiger.
zts21193e	Leichtfüßigkeit
zts21194e	Die Energie der Rüstung macht dich agiler.
zts21195e	Magische Kraft des Eisdrachen
zts21196e	Die Magie des Eisdrachen schützt dich.
zts21197e	Wendigkeit des Drachen
zts21198e	Die Drachenmagie der Rüstung macht dich geschickter.
zts21199e	Schreckliche Präsenz
zts21200e	Aufgrund der überwältigenden Macht des Drachen kannst du dich kaum bewegen.
zts21201e	Schwaches Drachengift
zts21202e	Valehirs Gift rinnt durch deine Adern. Verwende den Giftwiderstand-Trank, um den Effekt loszuwerden. Wenn einer von Valehirs Gegnern unter diesem Debuff leidet, erhält Valehir den Buff [Macht der Verwesung].
zts21203e	Pesthauch des untoten Drachen
zts21204e	Valehirs mächtiges Gift raubt dir die Sinne.
zts21205e	Nebel der Angst
zts21206e	Ein dichter Nebel lässt dich erschaudern. Er verschwindet, wenn du die Energie des Zombiedrachen verwendest.
zts21207e	Macht der Verwesung
zts21208e	Die Macht der Verwesung stärkt Valehir, wenn eines seiner Opfer unter dem Debuff [Schwaches Drachengift] leidet.
zts21209e	Nebelschild
zts21210e	Dichter Nebel macht Valehir unverwundbar.
zts21211e	Frostiges Bollwerk
zts21214e	Schwache Frostketten
zts21215e	Dein Körper wurde durch die Frostmagie von Alzanor in eisige Ketten gelegt.
zts21216e	Bittere Kälte
zts21217e	Alzanors Macht lässt dir sprichwörtlich das Blut in den Adern gefrieren.
zts21218e	Nass bis auf die Knochen
zts21219e	Sämtliche Kraft schwindet aus deinem Körper, da das Eis schmilzt und du bitterlich frierst.
zts21220e	Machtlos
zts21221e	Alzanor hat sämtliche Frostmagie aufgebraucht und ist daher schwach und verwundbar.
zts21222e	Frostableiter
zts21223e	Absorbiert die Frostmagie von Alzanor. Verhindert Schaden von Alzanors Angriffen.
zts21225e	Schattenfeuer
zts21226e	Asgobas' Atem aus Feuer und Schatten verzehrt dich.
zts21227e	Magie-Recycling
zts21228e	Asgobas erhebt sich in die Lüfte und absorbiert dort frische Magie, um sich zu stärken.
zts21229e	Parasitärer Drachenwirt
zts21230e	Darin befindet sich ein Ei von Asgobas.
zts21231e	Drachenparasit
zts21232e	Alzanor hüllt seinen Körper in Eis und heilt sich.
zts21233e	Dieser Effekt endet, sobald alle Eisgolems Alzanors besiegt wurden.
zts21234e	Aufgrund des schweren Gewichts kannst du dich nicht bewegen.
zts21235e	Fluch des Drachenlords
zts21236e	Du wurdest vom Drachenlord Asgobas verflucht. Wird entfernt, wenn du mit Zorn des Drachenlords triffst.
zts21237e	Schwacher Fluch des Drachenlords
zts21238e	Du wurdest vom Drachenlord Asgobas verflucht.
zts21239e	Schwache Magie des Drachenlords
zts21240e	Asgobas wird durch seine Magie gestärkt.
zts21241e	Magie des Drachenlords
zts21242e	Starke Magie des Drachenlords
zts21243e	Ultimative Magie des Drachenlords
zts21244e	Magie des untoten Drachen
zts21245e	Die Magie des untoten Drachen stärkt Asgobas. Dieser Effekt wirkt nur, wenn sich der Magische untote Drache in der Nähe befindet.
zts21246e	Dies ist die Energie des Feuerdrachen.
zts21247e	Dies ist die Energie des Eisdrachen.
zts21248e	Neujahrssegen des Tigers
zts21249e	Mondschwingen
zts21250e	Mondschwingen-Effekt
zts21251e	Mondkraft
zts21252e	Du erlangst die Kräfte des Mondes und der Sterne.
zts21253e	Energie des magischen weißen Neujahrstigers
zts21254e	Du erlangst die Kraft des magischen weißen Neujahrstigers.
zts21255e	Segen des magischen weißen Neujahrstigers
zts21256e	Effekt, der dir vom magischen weißen Neujahrstiger verliehen wird.
zts21257e	MP-Regeneration des Drachenlords
zts21258e	Der Drachenlord regeneriert kontinuierlich MP.
zts21259e	Nervenstärker
zts21260e	Die Eukalyptusblätter entspannen dich.
zts21261e	Eukalyptusgift
zts21262e	Es beruhigt die Nerven.
