zts1e	Repos
zts2849e	Tu as une chance de créer plus d'ingrédients coupés en morceaux ou des plats supplémentaires.
zts2850e	La Faux de la mort s'abat sur l'adversaire et le marque du Signe de mort faible.
zts2851e	Griffes acérées
zts2852e	Tu effectues deux attaques avec tes griffes.
zts2853e	Énergie du loa ours
zts2854e	L'énergie de l'ours améliore ta force d'attaque et ton élément Feu.
zts2855e	Flamme protectrice
zts2856e	Tu bénéficies d'un bouclier de flammes protecteur.
zts2857e	Racines enflammées
zts2858e	Tu invoques une racine enflammée qui surgit du sol et entrave les ennemis à proximité.
zts2859e	Forme de l'ours enflammé
zts2860e	Tu te transformes en puissant ours brun.
zts2861e	Forme du pyroléopard
zts2862e	Tu te transformes en léopard rouge très véloce.
zts2863e	Coup de pattes
zts2864e	Tu frappes deux fois avec tes pattes.
zts2865e	Attaque roulade
zts2866e	Tu te mets en boule et fonces sur l'ennemi.
zts2867e	Armure de flammes
zts2868e	Des flammes t'enveloppent et infligent des dégâts aux ennemis à proximité.
zts2869e	Coup enflammé
zts2870e	Tu attaques en diagonale avec la patte avant.
zts2871e	Rugissement du loa ours
zts2872e	Tu te dresses sur tes pattes arrière et pousses un rugissement sur l'ennemi.
zts2873e	Coup de pattes paralysant
zts2874e	Tu te retournes et infliges un coup avec les pattes arrière.
zts2875e	Flamme absorbante
zts2876e	La flamme te protège des attaques ennemies et inflige des dégâts à l'adversaire.
zts2877e	Tranche-terre
zts2878e	La puissance formidable de ta forme d'ours fend le sol en deux.
zts2879e	Attaque bondissante
zts2880e	Tu sautes en l'air avant de retomber vivement sur ton adversaire.
zts2881e	Flamme nettoyeuse
zts2882e	L'énergie pure de la flamme purge les effets négatifs.
zts2883e	Charge tourbillonnante
zts2884e	Tu tournes sur toi-même avant de charger la cible.
zts2885e	Saut flamboyant
zts2886e	L'énergie du Feu traverse tes jambes pour te permettre de sauter très haut.
zts2887e	Crochet flamboyant à la mâchoire
zts2888e	Tes pattes avant sont parcourues d'énergie enflammée et tu décoches un crochet dans la foulée.
zts2889e	Forme de Druide
zts2890e	Tu reprends ta forme de Druide.
zts2891e	Peau d'ours brun
zts2892e	Ton armure devient aussi résistante que la peau épaisse d'un ours brun.
zts2893e	Flamme guérisseuse
zts2894e	La flamme vivace t'imprègne.
zts2895e	Coup de hache
zts2896e	Tu effectues deux attaques avec une hache à deux mains.
zts2897e	Lancer de hache
zts2898e	Tu projettes sur ton ennemi une hache qui te revient comme un boomerang.
zts2899e	Attaque éclair extrême
zts2900e	Tu assailles puis bouscules ton adversaire.
zts2901e	Hache de fureur
zts2902e	Tu attaques une partie du corps 5 fois d'affilée pour infliger de profondes blessures.
zts2903e	Force runique de l'Eau
zts2904e	L'énergie aquatique de la rune gravée sur ta hache augmente ton élément Eau et ta défense.
zts2905e	Contrecourant
zts2906e	Tu attires ton ennemi vers toi à l'aide de ta hache.
zts2907e	Explosion de fureur
zts2908e	Tu fais tournoyer ta hache avec une grande vigueur.
zts2909e	Protection de la chute d'eau
zts2910e	De l'eau magique issue de la rune de ta hache repousse les attaques ennemies pendant un certain temps.
zts2911e	Tourbillon de chute d'eau
zts2912e	Tu tournes sur toi-même tel un tourbillon et ta hache suit le mouvement.
zts2913e	Pouvoir de la chute d'eau
zts2914e	La puissante énergie de la chute d'eau améliore ton état physique.
zts2915e	Chute d'eau furieuse
zts2916e	Tu te projettes dans les airs et infliges un coup en diagonale à ta cible. Le choc affecte également les ennemis à proximité.
zts2917e	Explosion de fureur du Berserk
zts2918e	Ta fureur te permet de donner un coup de hache encore plus violent.
zts2919e	Tempête mugissante
zts2920e	Tu fais tournoyer ta hache avec toute la force d'une chute d'eau.
zts2921e	Javelot
zts2922e	Tu lances un javelot.
zts2923e	Commande d'attaque éclair
zts2924e	Tu commandes à ton loup solaire de se précipiter sur la cible.
zts2925e	Il existe une probabilité que la cible subisse une syncope.
zts2926e	Si le loup solaire est vaincu, la compétence liée n'est plus disponible.
zts2927e	Coup éclair
zts2928e	Tu t'approches très rapidement de ta cible et lui infliges des coups d'estoc répétés.
zts2929e	Lance solaire
zts2930e	Tu projettes une immense lance et la fais grossir encore par magie.
zts2931e	Guérison naturelle
zts2932e	Cette compétence restaure tes HP et ceux de ton loup solaire.
zts2933e	Si le loup solaire a déjà été vaincu, il revient à la vie.
zts2934e	Météore solaire
zts2935e	De nombreuses lances étincelantes tombent du ciel.
zts2936e	Piétinement
zts2937e	Ton loup se précipite sur la cible et la repousse d'un coup de ses pattes arrière.
zts2938e	Entrave
zts2939e	Si la lance touche, elle se transforme en piège qui paralyse la cible.
zts2940e	Éruption solaire
zts2941e	Ton loup solaire s'illumine vivement et se téléporte sur la cible pour l'aveugler.
zts2942e	Protection de la vie sauvage
zts2943e	Une rune gravée sur la lance invoque la force de la nature pour te protéger.
zts2944e	Filet de lumière
zts2945e	La lance que tu projettes se transforme en filet de lumière qui enveloppe la cible.
zts2946e	Retraite instantanée
zts2947e	Tu bats en retraite rapidement après avoir posé un piège à ours qui se déplace vers un ennemi à proximité.
zts2948e	Meute de loups
zts2949e	Tu invoques une meute de loups près de la cible et lui donnes l'ordre d'attaquer.
zts2950e	Explosion de taches solaires
zts2951e	Tu lances un javelot chargé de puissante énergie solaire.
zts2952e	Loup tourbillonnant
zts2953e	Tu téléportes ton loup solaire sur la cible qu'il attaque en tournoyant.
zts2954e	Jugement du soleil
zts2955e	Une lance bénie géante tombe du ciel.
zts2957e	Rayon maudit
zts2958e	Tu projettes un sombre rayon chargé d'une malédiction.
zts2959e	Nuage toxique
zts2960e	Avec l'aide du loa serpent, tu invoques un nuage très toxique.
zts2961e	Arachnâme
zts2962e	Tu invoques des araignées géantes bleues qui attaquent les cibles à proximité en explosant dessus.
zts2963e	Ces explosions peuvent infliger des malédictions.
zts2964e	Forme animique
zts2965e	Tu te transformes en âme pendant un certain temps.
zts2966e	Tu deviens alors insensible aux dégâts et il est impossible de t'attaquer.
zts2967e	Âme gluante
zts2968e	Tu invoques une âme qui vient s'engluer fermement sur la cible.
zts2969e	Les bras des morts surgissent du sol et saisissent la cible.
zts2970e	Terrible nuée de sauterelles
zts2971e	Tu invoques une nuée de terribles sauterelles
zts2972e	Elle inflige des dégâts à une cible à proximité.
zts2973e	Âme vengeresse
zts2974e	Tu invoques une âme qui couve sa vengeance.
zts2975e	En cas d'attaque contre toi, elle se venge de ton adversaire.
zts2976e	Poupée vaudou
zts2977e	Tu maudis la cible à l'aide de la poupée vaudou.
zts2978e	Les HP de la cible diminuent constamment. Si la malédiction n'est pas levée, elle inflige d'importants dégâts à la cible.
zts2979e	Forme d'hydromme
zts2980e	Tu maudis la cible et la transformes en hydromme.
zts2981e	Dans cette forme, elle devient très sensible aux dégâts.
zts2982e	Absorption animique
zts2983e	Ta puissance augmente à mesure que tu absorbes l'énergie animique de ta cible.
zts2984e	La puissance augmentée n'est utilisable qu'une seule fois.
zts2985e	Malédiction mortelle
zts2986e	Tu jettes une malédiction mortelle sur une grande zone autour de toi.
zts2987e	Celle-ci fonctionne seulement sur les ennemis déjà atteints par des debuffs.
zts2988e	Le loup solaire se précipite sur la cible.
zts2989e	Le loup solaire piétine la cible et la repousse.
zts2990e	Le loup solaire commande aux âmes de ses ancêtres d'attaquer la cible.
zts2991e	Le loup solaire rayonne d'une lumière aveuglante qui déclenche une syncope chez la cible.
zts2992e	Le loup solaire attaque une cible et les adversaires à proximité en tournant rapidement sur lui-même.
zts2994e	Cependant, ton NosMate et ton loup solaire ne reçoivent pas de HP supplémentaires.
zts3010e	Cependant, ton NosMate et ton loup solaire ne reçoivent pas de HP supplémentaires.
zts3012e	Coup de queue
zts3013e	Il atterrit violemment et attaque les ennemis avec sa queue.
zts3014e	[Débutant] résistance aux maladies
zts3015e	Manuel « Vitalité draconique »
zts3017e	Manuel « Agilité draconique »
zts3019e	Manuel « Intellect draconique »
zts3020e	Manuel « Force draconique »
zts3021e	Manuel « Magie draconique »
zts3038e	Les HP maximums augmentent de 12 000.
zts3039e	L'adresse augmente de 150.
zts3040e	La force de l'esprit augmente de 150.
zts3041e	La force physique augmente de 150.
zts3042e	Les MP maximums augmentent de 12 000.
zts3045e	Fureur du seigneur dragon
zts3046e	Les HP maximums augmentent de 10 000.
zts3047e	Les MP maximums augmentent de 10 000.
zts3048e	Et si on mangeait ensemble ?
zts3049e	Mange quelques feuilles d'eucalyptus avec le koala.
zts3050e	Somnolence du koala
zts3051e	Le koala utilise ses feuilles d'eucalyptus pour endormir ses adversaires.
zts3072e	Les effets qui réduisent le temps de rechargement ne sont pas concernés.
zts3073e	Tu fais un pas rapide.
zts3074e	L'armure ultime augmente la défense et la probabilité de résistance aux mouvements forcés.
zts3075e	Tourbillonnade
zts3076e	Le raton volatile tourne si vite sur lui-même qu'il provoque un petit tourbillon.
zts3077e	Panda compresseur
zts3078e	Le bébé panda se met en boule pour foncer sur tes adversaires.
zts3079e	Jet de vapeur
zts3080e	Ébouillante tes adversaires dans leur propre jus.
zts3081e	Missile antiarmure
zts3082e	Tire les missiles positionnés sur ton dos.
zts3083e	Jet de chaleur
zts3084e	Missile antichar
zts3085e	Pression sur le chaudron
zts3086e	Halitus libère son énergie en surplus.
zts3087e	Surchauffe
zts3088e	Estoc rapide
zts3089e	Tu attaques un adversaire avec ta lance.
zts3090e	Estoc distant
zts3091e	Tu attaques un adversaire éloigné avec ta lance.
zts3092e	Coup de bouclier
zts3093e	Tu étourdis un adversaire en lui donnant un coup de bouclier.
zts3094e	Lance d'assaut
zts3095e	Tu vises une série d'ennemis avec ta lance et les touches en sprintant.
zts3096e	Tourbillon sacré
zts3097e	Tu agites la lance pour déclencher un tourbillon de lumière.
zts3098e	Jet de lance
zts3099e	Tu jettes ta lance pour infliger des dégâts à plusieurs adversaires en ligne droite.
zts3100e	Triple estoc
zts3101e	Tu frappes l'adversaire trois fois de suite avec la pointe de ta lance.
zts3102e	Bouclier draconique
zts3103e	Le bouclier robuste bloque les attaques de l'adversaire.
zts3104e	Destruction d'armure
zts3105e	Tu invoques de petites lances lumineuses qui touchent les points faibles de l'armure adverse.
zts3106e	Lumière protectrice
zts3107e	L'énergie lumineuse de la magie draconique neutralise les effets négatifs et augmente la défense des alliés proches.
zts3108e	Dard du dragon
zts3109e	Tu concentres l'énergie draconique pour attaquer un point précis.
zts3110e	Tir de grenade
zts3111e	Tu tires une grenade.
zts3112e	Grenade choc
zts3113e	Tu tires une grenade qui déclenche une onde de choc.
zts3114e	Tir vertical
zts3115e	Tu tires une grenade vers le haut.
zts3116e	Grenade incendiaire
zts3117e	Tu tires une grenade incendiaire qui brule tous les ennemis dans la zone visée.
zts3118e	Recharge
zts3119e	Tu recharges des grenades plus puissantes.
zts3120e	Bouclier d'énergie draconique
zts3121e	Tu génères un bouclier d'énergie pour te protéger.
zts3122e	Grenade gravitationnelle
zts3123e	Tu tires une grenade qui augmente la pesanteur à l'endroit de l'impact et y entrave les adversaires.
zts3124e	Puissance accrue
zts3125e	La chaleur renforce la puissance de feu.
zts3126e	Grenade OCC
zts3127e	Tu tires une grenade OCC à la force de percussion élevée.
zts3128e	Conversion d'énergie
zts3129e	La puissance de feu de ton arme augmente.
zts3130e	Tu décoches un jet de flamme, combinant l'énergie thermique et la magie draconique, sur plusieurs adversaires en ligne droite.
zts3131e	L'augmentation de la surface d'attaque n'a aucun effet.
zts3132e	Télékinésie
zts3133e	Tu manipules la gravité pour lancer une pierre sur un ennemi.
zts3134e	Attirer
zts3135e	Tu attires un adversaire à toi avec l'énergie gravitationnelle.
zts3136e	Tu repousses un adversaire avec l'énergie antigravitationnelle.
zts3137e	Assommoir
zts3138e	Tu fais tomber une énorme roche sur la cible.
zts3139e	Champ antigravitationnel
zts3140e	Tu génères un champ antigravitationnel pour te protéger. L'effet nécessite des MP.
zts3141e	Fuite rapide
zts3142e	Tu infliges des dégâts à un adversaire et t'appuies sur lui pour t'échapper.
zts3143e	Champ gravitationnel
zts3144e	Tu génères un champ gravitationnel pour infliger des dégâts aux adversaires proches.
zts3145e	Hypergravité
zts3146e	Tu élargis ta sphère gravitationnelle pour augmenter ta force d'attaque. Ceci provoque des effets secondaires.
zts3147e	Renvoi antigravitationnel
zts3148e	Tu génères un champ antigravitationnel qui renvoie des dégâts.
zts3149e	Apesanteur
zts3150e	Tu fais basculer tout ce qui t'entoure en état d'apesanteur.
zts3151e	Tes adversaires sont désemparés tandis que tu connais bien cet effet.
zts3152e	Trou noir
zts3153e	Tu crées un trou noir qui absorbe tout.
zts3154e	Frappe violente
zts3155e	Tu frappes lourdement l'adversaire avec tes bras robotiques.
zts3156e	Ravitaillement
zts3157e	Tu convertis la force magique en carburant.
zts3158e	Attaque bondissante
zts3159e	Tu te jettes sur l'adversaire en un bond.
zts3160e	Broiement
zts3161e	Tu attires les adversaires à un même endroit et claques dans tes mains robotisées.
zts3162e	Coup de masse
zts3163e	Tu frappes sur ton adversaire comme avec un marteau.
zts3164e	Frappe au sol
zts3165e	Tu frappes violemment le sol.
zts3166e	Blocage frontal
zts3167e	Tu bloques les attaques adverses avec tes bras robotisés.
zts3168e	Attaque bondissante puissante
zts3169e	Coup de boutoir
zts3170e	Tu concentres ta force magique dans un bras et te rues sur la cible.
zts3171e	Surplus de carburant
zts3172e	Tu consommes du carburant pour renforcer ta force de combat.
zts3173e	Coup draconique
zts3174e	Tu rassembles toute ta puissance dans tes poings et attaques plusieurs adversaires en ligne droite.
zts3175e	Protocole de convalescence
zts3176e	Tu consommes du carburant pour te soigner.
zts3177e	Attaque dévastatrice
zts3178e	Tu attaques en croisant les bras robotisés.
zts3188e	Repousser
zts3194e	CEL2	1	-9	1	1	-8	1	1	-7	1	1	-6	1	1	-5	1	1	-4	1	1	-3	1	1	-2	1	1	-1	1	0	0	0
zts3196e	Biscuits et cadeaux
zts3197e	Tu distribues des cadeaux lourds et des biscuits dans les environs.
zts3198e	Style de combat pain d'épice
zts3199e	Tu obtiens l'énergie du bonhomme en pain d'épice Par.
zts3200e	Précision pain d'épice
zts3201e	Tu obtiens l'énergie du bonhomme en pain d'épice Pur.
zts3202e	Magie pain d'épice
zts3203e	Tu obtiens l'énergie du bonhomme en pain d'épice Pir.
zts3204e	Ombre profonde
zts3205e	Une ombre profonde peinte sur le sol attaque tes adversaires.
zts3206e	Peintre des ombres
zts3207e	Des coups de pinceau précis te confèrent la puissance de l'énergie de l'ombre.
zts3208e	Il te faut 1 000 points ultimes.
zts3209e	Il te faut 1 000 points ultimes et le 3e effet ultime.
zts3210e	Totem sacré
zts3211e	Invoque un totem sacré qui booste l'utilisateur et ses alliés proches.
zts3212e	La barre d'énergie sacrée doit être pleine pour cette compétence.
zts3213e	Tu ne peux pas l'utiliser sur des cibles avec 100 % de HP.
zts3214e	Coup de fouet
zts3215e	Tu attaques l'adversaire avec ton fouet.
zts3216e	Les HP sont réduits, mais le coup n'est pas fatal.
zts3217e	Apprivoiser
zts3218e	Tu peux apprivoiser des familiers à 1 étoile.
zts3219e	Ton niveau doit être supérieur à celui de l'animal que tu veux attraper et la cible doit avoir moins de la moitié de ses HP.
zts3220e	Invoquer un protomonstre faible
zts3221e	Ce protomonstre permet d'améliorer des familiers jusqu'au niveau de dressage 20.
zts3222e	Une cage de protomonstre est requise.
zts3223e	Extraire l'essence
zts3224e	Tu extrais l'essence du familier sélectionné.
zts3225e	On ne peut l'utiliser que sur les familiers ayant atteint le niveau de dressage maximal.
zts3226e	Évolution
zts3227e	Le familier sélectionné gagne une étoile.
zts3228e	Apprivoisement avancé
zts3229e	Tu peux apprivoiser des familiers à 2 étoiles.
zts3230e	Invoquer un protomonstre
zts3231e	Ce protomonstre permet d'améliorer des familiers jusqu'au niveau de dressage 40.
zts3232e	Extraire l'essence améliorée
zts3233e	Si tu extrais l'essence de familiers à 1 ou 2 étoiles, tu as 10 % de probabilité d'en obtenir encore une.
zts3234e	Invoquer un protomonstre fort
zts3235e	Ce protomonstre permet d'améliorer des familiers jusqu'au niveau de dressage 60.
zts3236e	Réinitialiser le dressage
zts3237e	Le niveau de dressage du familier sélectionné repasse à 0.
zts3238e	Coup de fouet léger
zts3239e	Tu essayes d'apprivoiser un allié.
zts3240e	Tu ne sais pas si c'est possible.
zts3241e	Menaces
zts3242e	Le familier se prépare à l'attaque et augmente la force d'attaque.
zts3243e	Menaces 1
zts3244e	Menaces 2
zts3245e	Menaces 3
zts3246e	Menaces 4
zts3247e	Menaces 5
zts3248e	Menaces 6
zts3249e	Anesthésie de masse
zts3250e	Les ennemis à proximité perdent connaissance.
zts3251e	Anesthésie de masse 1
zts3252e	Anesthésie de masse 2
zts3253e	Anesthésie de masse 3
zts3254e	Anesthésie de masse 4
zts3255e	Anesthésie de masse 5
zts3256e	Anesthésie de masse 6
zts3257e	Morsure avide
zts3258e	Le familier essaye de mordre avidement les adversaires.
zts3259e	Morsure avide 1
zts3260e	Morsure avide 2
zts3261e	Morsure avide 3
zts3262e	Morsure avide 4
zts3263e	Morsure avide 5
zts3264e	Morsure avide 6
zts3265e	Attitude défensive
zts3266e	Le familier adopte une attitude défensive et augmente la défense.
zts3267e	Attitude défensive 1
zts3268e	Attitude défensive 2
zts3269e	Attitude défensive 3
zts3270e	Attitude défensive 4
zts3271e	Attitude défensive 5
zts3272e	Attitude défensive 6
zts3273e	Premiers secours
zts3274e	Ton corps se rétablit.
zts3275e	Premiers secours 1
zts3276e	Premiers secours 2
zts3277e	Premiers secours 3
zts3278e	Premiers secours 4
zts3279e	Premiers secours 5
zts3280e	Premiers secours 6
zts3281e	Guide de dresseur animalier 1
zts3282e	Toutes les attaques et défenses augmentent de 25.
zts3283e	Guide de dresseur animalier 2
zts3284e	Guide de dresseur animalier 3
zts3285e	Le protomonstre reste pendant 15 minutes.
zts3286e	Le protomonstre reste pendant 30 minutes.
zts3287e	Le protomonstre reste pendant 60 minutes.
zts3288e	Flèche empoisonnée
zts3289e	Une flèche empoisonnée est tirée sur la cible.
zts3290e	L'adversaire touché est empoisonné.
zts3291e	Flèche grimpante
zts3292e	Une flèche est tirée d'où pousse une plante grimpante.
zts3293e	Les plantes ligotent la cible.
zts3294e	Graines mortelles
zts3295e	Des graines parasitaires sont réparties alentour.
zts3311e	Coup de cupcake
zts3312e	Tu attaques une cible avec le pouvoir du cupcake.
zts3313e	Recherches musculaires de Techron
zts3314e	Les HP maximums augmentent de 14 000.
zts3315e	Recherches cognitives de Techron
zts3316e	L'adresse augmente de 220.
zts3317e	Recherches cérébrales de Techron
zts3318e	La force de l'esprit augmente de 220.
zts3319e	Recherches sur l'ossature de Techron
zts3320e	La force physique augmente de 220.
zts3321e	Recherches magiques de Techron
zts3322e	Les MP maximums augmentent de 14 000.
zts3323e	Amitié des fées (2)
zts3324e	Toutes les résistances élémentaires augmentent de 20.
zts3325e	Les HP maximums augmentent de 13 000.
zts3326e	L'adresse augmente de 200.
zts3327e	La force de l'esprit augmente de 200.
zts3328e	La force physique augmente de 200.
zts3329e	Les MP maximums augmentent de 13 000.
