zts1e	Nuovo item
zts511e	Scarpe dell'onda
zts512e	Scarpe della luce
zts513e	Scarpe dell'ombra
zts514e	Anello rosso di Radal
zts515e	Uno dei due anelli che possedeva Radal quando era vivo. Questo item verrà usato per delle missioni importanti.[n][n]
zts516e	Anello blu di Radal
zts517e	Guanti insolubili
zts518e	Questi guanti sono resistenti all'acido[n]e si ossidano raramente.[n][n]
zts519e	Collana d'oro semplice
zts520e	Collana d'oro raffinata
zts521e	Anello d'argento
zts522e	Bracciale alla moda
zts523e	Collana antica di Mano
zts524e	Anello antico di Mano
zts525e	Bracciale antico di Mano
zts526e	Collana raffinata di Mano
zts527e	Anello raffinato di Mano
zts528e	Bracciale antico di Mano
zts529e	Bracciale di lusso di Mano
zts530e	Collana Occhio di gatto
zts531e	Anello Occhio di gatto
zts532e	Bracciale Occhio di gatto
zts533e	Collana pregiata Occhio di gatto
zts534e	Anello pregiato Occhio di gatto
zts535e	Bracciale pregiato Occhio di gatto
zts536e	Collana di lusso Occhio di gatto
zts537e	Bracciale di lusso Occhio di gatto
zts538e	Collana di cristallo
zts539e	Anello di cristallo
zts540e	Bracciale di cristallo
zts541e	Collana di cristallo pregiato
zts542e	Anello di cristallo pregiato
zts543e	Braccialetto di cristallo pregiato
zts544e	Anello di cristallo di lusso
zts545e	Braccialetto di cristallo di lusso
zts546e	Collana di diamanti
zts547e	Anello con diamante
zts548e	Braccialetto di diamanti
zts549e	Collana di diamanti pregiata
zts550e	Anello con diamante pregiato
zts551e	Braccialetto di diamanti pregiato
zts552e	Collana di diamanti di lusso
zts553e	Anello con diamante di lusso
zts554e	Braccialetto di diamanti di lusso
zts555e	Guanti leggeri
zts556e	Guanto leggero ma resistente [n] Elusione leggermente migliorata [n][n]
zts557e	Guanti di seta
zts558e	Guanti morbidi e pregiati infusi di spirito magico.[n]Incrementano la forza di attacco magico.[n][n]
zts559e	Guanti magici
zts560e	Lo spirito magico permette di incrementare gli MP.[n][n]
zts561e	Guanti chiari
zts562e	Garantiscono una difesa nei corpo a corpo superiore rispetto agli altri guanti.[n][n]
zts563e	Guanti veloci
zts564e	Acquisisci aerodinamicità e riesci a muoverti più velocemente grazie a una minore resistenza dell'aria.[n][n]
zts565e	Guanti da battaglia
zts566e	Garantiscono una difesa nei corpo a corpo superiore rispetto agli altri guanti.[n][n]
zts567e	Guanti a maglie
zts568e	Spesso utilizzati dagli spadaccini.[n][n]
zts569e	Guanto del lampo
zts570e	Stivali leggeri
zts571e	Stivali leggeri che coprono le caviglie.[n][n]
zts572e	Scarpe veloci
zts573e	Queste scarpe incrementano la velocità[n]ma non hanno alcun effetto sulla forza di difesa.[n][n]
zts574e	Stivali a maglie
zts575e	La forza di difesa di questi stivali è superiore alla norma.[n][n]
zts576e	Stivali in pelle
zts577e	Stivali realizzati con la pelle di un antico demone[n]che assorbono gli attacchi magici.[n][n]
zts578e	Stivali d'acciaio
zts579e	Stivali protettivi
zts580e	Stivali del vento
zts581e	Stivali in metallo pesante
zts582e	Guanti da forno
zts583e	Proteggono le mani dagli oggetti caldi.[n][n]
zts584e	Guanti brillanti
zts585e	Ricevi protezione dallo spirito della luce.[n][n]
zts586e	Guanti del vento
zts587e	Si ha la sensazione che una brezza leggera soffi sulla mano. [n] Contiene il potere dell'elusione [n][n]
zts588e	Guanti della resistenza
zts589e	Guanti dell'ombra
zts590e	Pervasi dall'energia oscura.[n][n]
zts591e	Scarpe nere
zts592e	Scarpe dell'acqua
zts593e	Conferiscono ulteriore resistenza all'acqua.[n][n]
zts594e	Stivali punk
zts595e	Pervasi dall'energia della luce.[n][n]
zts596e	Stivali delle fiamme
zts597e	Pervasi dall'energia del fuoco.[n][n]
zts598e	Stivali del mare profondo
zts599e	Ti cinge di energia oscura[n]e incrementa la resistenza alla luce.[n][n]
zts600e	Fata del fuoco
zts601e	Fata elementale[n][n]Più la fata resta al tuo fianco in battaglia e più la sua forza di attacco elementale aumenta.[n](In combattimento con mostri di livello +-15)[n]Essa verrà incorporata alla forza elementale del tuo personaggio.[n]La fata può incrementare la forza elementale fino al 50%.[n][n]
zts602e	Fata dell'acqua
zts603e	Fata della luce
zts604e	Fata dell'ombra
zts605e	Carta speciale Pijama
zts606e	Ehi! Godiamoci la vita.[n]Perché preoccuparsi? Goditela e basta![n][n]
zts607e	Carta speciale Guerriero
zts608e	Carta speciale – Elemento fuoco[n][n]I guerrieri signoreggiano nel campo di battaglia con il potere della spada. La bruciante arte della spada di questo audace spadaccino assicura la vittoria nei corpo a corpo anche contro gli avversari più forti.[n][n]
zts609e	Carta speciale Ninja
zts610e	Carta speciale - Elemento acqua[n][n]Gli occhi di questo spadaccino sprigionano odio. Chiunque incroci il cammino di questo potente guerriero proverà la lama della sua invincibile spada.[n][n]
zts611e	SP Cacciatore
zts612e	Carta speciale - Elemento acqua[n][n]Entra in battaglia scagliando le sue frecce mortali sugli avversari. La sua straordinaria velocità, inoltre, impedisce ai nemici di intuire i suoi attacchi.[n][n]
zts613e	Carta speciale Assassino
zts614e	Carta speciale - Elemento ombra[n][n]Dietro la maschera si cela un guerriero crudele mosso da istinti sanguinari. Gli avversari che si trovano nelle sue vicinanze non possono permettersi di distrarsi.[n][n]
zts615e	Carta speciale Mago rosso
zts616e	Carta speciale - Elemento fuoco[n][n]Questi maghi portano il simbolo della distruzione e della decadenza. La loro forza annientatrice è animata dai potenti incantesimi del fuoco.[n][n]
zts617e	Carta speciale "Mago sacro"
zts618e	Carta speciale - Elemento luce[n][n]Il guardiano della luce, dell'ordine e dell'equilibrio. Questo mago di profonda saggezza agisce secondo il volere divino di Erenia e sconfigge i suoi avversari grazie alle forze del bene.[n][n]
zts619e	Arma per il compagno
zts620e	Arco per il compagno
zts621e	Bastone magico per il compagno
zts622e	Armatura per il compagno (magia)
zts623e	Armatura per il compagno (lotta a distanza)
zts624e	Armatura per il compagno (corpo a corpo)
zts625e	Movimento leva (disattiva)
zts626e	Scrigno vecchio
zts627e	Pozione HP piccola
zts628e	Guarisce te e il tuo NosMate.[n][n]
zts629e	Pozione HP media
zts630e	Pozione HP grande
zts631e	Pozione MP piccola
zts632e	Pozione MP media
zts633e	Pozione MP grande
zts634e	Pozione ricostituente piccola
zts635e	Pozione ricostituente media
zts636e	Pozione ricostituente grande
zts637e	Pozione ricostituente gigante
zts638e	Seme della potenza
zts639e	Si può usare, per esempio, nelle seguenti situazioni: [n]1) Per tornare sull'ultima posizione dopo la rinascita (10 Semi della potenza) [n] 2) Per accedere alle Pietre spazio-temporali (quantità visualizzata) [n] 3) Per resuscitare i NosMate dopo che sono stati uccisi (5 Semi della potenza) [n] 4) Per abbandonare la missione in una Pietra spazio-temporale (5 Semi della potenza) [n][n]
zts640e	Pietra Gillion
zts641e	Si può raffinare per ricevere una Pietra dell'anima, Cellon e un cristallo.[n]Per effettuare la raffinazione, acquista un Raffinatore e cliccaci sopra due volte.[n][n]
zts642e	Polvere del sottosuolo
zts643e	Si utilizza per:[n] 1) Migliorare il tuo equipaggiamento[n] 2) Migliorare Pietra dell'anima, Cellon e cristallo[n][n]
zts644e	Pietra dell'anima
zts645e	Si usa per migliorare l'equipaggiamento[n]da +1 a +5.[n][n]
zts646e	Pietra dell'anima completa
zts647e	Si utilizza per migliorare l'equipaggiamento[n]Si usa da +6 a +10.[n][n]
zts648e	Cellon (liv. 1)
zts649e	Aggiunge un opzione di liv. 1 agli accessori.
zts650e	Cellon (liv. 2)
zts651e	Aggiunge un'opzione di liv. 2 agli accessori.
zts652e	Cellon (liv. 3)
zts653e	Aggiunge un'opzione di liv. 3 agli accessori.
zts654e	Cellon (liv. 4)
zts655e	Aggiunge un'opzione di liv. 4 agli accessori.
zts656e	Cellon (liv. 5)
zts657e	Aggiunge un'opzione di liv. 5 agli accessori.
zts658e	Cellon (liv. 6)
zts659e	Aggiunge un'opzione di liv. 6 agli accessori.
zts660e	Cellon (liv. 7)
zts661e	Aggiunge un'opzione di liv. 7 agli accessori.
zts662e	Cellon (liv. 8)
zts663e	Aggiunge un'opzione di liv. 8 agli accessori.
zts664e	Cellon (liv. 9)
zts665e	Aggiunge un'opzione di liv. 9 agli accessori.
zts666e	Cellon (liv. 10)
zts667e	Aggiunge un opzione di liv. 10 agli accessori.[n][n]
zts668e	Sabbia del Fiume di Tuono
zts669e	Si usa per la produzione di diversi item.[n][n]
zts670e	Cristallo della luna nuova
zts671e	Si usa nella Miniland.[n]Usa gli [Attrezzi di produzione per gemme, Cellon e cristalli] per rompere il cristallo.[n][n]
zts672e	Cristallo di mezza Luna
zts673e	Il Cristallo di luna piena è un materiale importante per il miglioramento delle Carte speciali.[n][n]
zts674e	Cristallo di luna piena
zts675e	Frammento di cristallo rosso
zts676e	Si usa nei processi di produzione.[n][n]
zts677e	Frammento di cristallo blu
zts678e	Frammento di cristallo bianco
zts679e	Frammento di cristallo nero
zts680e	Attrezzi di produzione per avventurieri
zts681e	Si usano per la produzione di oggetti per avventurieri.[n]Cliccaci sopra due volte per visualizzare la lista.[n][n]
zts682e	Raffinatore della pietra dell'anima
zts683e	Usa le Pietre Gillion per recuperare Polvere del sottosuolo e Pietre dell'anima.[n]La Polvere del sottosuolo e le Pietre dell'anima si usano per migliorare armi e armature.[n]Per l'uso, fai doppio clic.[n][n]
zts684e	Raffinatore di Cellon
zts685e	Usa le Pietre Gillion per recuperare Polvere del sottosuolo e Cellon.[n]La Polvere del sottosuolo si usa per migliorare armi e armature.[n]Il Cellon si usa per dotare gli accessori di opzioni extra.[n]Per l'uso, fai doppio clic.[n][n]
zts686e	Raffinatore di cristalli
zts687e	Usa le Pietre Gillion per recuperare Polvere del sottosuolo e i cristalli.[n]La Polvere del sottosuolo si usa per migliorare armi e armature.[n]Il cristallo si usa per la produzione nella Miniland.[n]Per l'uso, fai doppio clic.[n][n]
zts688e	Attrezzi di produzione per spadaccini
zts689e	Si usano per la produzione di oggetti per spadaccini.[n]Cliccaci sopra due volte per visualizzare la lista.[n][n]
zts690e	Attrezzi di produzione per arcieri
zts691e	Si usano per la produzione di oggetti per arcieri.[n]Cliccaci sopra due volte per visualizzare la lista.[n][n]
zts692e	Attrezzi di produzione per maghi
zts693e	Si usano per la produzione di oggetti per maghi.[n]Cliccaci sopra due volte per visualizzare la lista.[n][n]
zts694e	Scrigno ordinario
zts695e	Scrigno sontuoso
zts696e	Scrigno segreto
zts697e	Movimento Leva (attiva)
zts698e	Oro
zts699e	Attrezzi di produzione per accessori
zts700e	Si usano per realizzare diversi accessori.[n]Cliccaci sopra due volte per visualizzare la lista.[n][n]
zts701e	Sfera di cristallo misteriosa (attiva)
zts702e	Sfera di cristallo misteriosa (in uso)
zts703e	Scrigno bonus
zts704e	Bottone (disattiva)
zts705e	Bottone (attiva)
zts706e	Leva in legno (disattiva)
zts707e	Leva in legno (attiva)
zts708e	Scultura del demone (disattiva)
zts709e	Scultura del demone (attiva)
zts710e	Chiave sigillata
zts711e	Materiale di ricerca di Duke
zts712e	I materiali di ricerca del leggendario mago Duke.[n]Il senso di questi prestigiosi studi non è stato ancora decifrato.[n][n]
zts713e	Manufatto
zts714e	Rafforza l'attacco.
zts715e	Rafforza la difesa.
zts716e	Rafforza la difesa da attacchi ravvicinati.
zts717e	Rafforza la difesa da attacchi a distanza.
zts718e	Rafforza la difesa magica.
zts719e	Scrigno MP
zts720e	Energia potente
zts721e	Scrigno ricostituente
zts722e	Effetto casuale
zts723e	Rinascita NosMate
zts724e	Accelerazione
zts725e	Scudo potente
zts726e	Attrezzi di produzione per gemme, Cellon e cristalli
zts727e	Migliorano le pietre dell'anima, il Cellon di ogni livello e i cristalli.[n][n]
zts728e	Attrezzi di produzione per materiali grezzi
zts729e	Migliora la qualità dei materiali grezzi quali metallo, legno, stoffa e pelle.[n][n]
zts730e	Pillola guaritrice
zts731e	Clicca Miniland
zts732e	Pozione ricostituente gigante
zts733e	Carta speciale
zts734e	Caricatore di punti speciali
zts735e	Incrementa i punti speciali di 10.000.[n][n]
zts736e	Ricaricatore di Punti Terreno
zts737e	Pietra del Tempo veloce
zts738e	Cestino da picninc
zts739e	Possono ballare fino a tre persone.[n][n]
zts740e	Barbecue
zts741e	Possono ballare fino a otto persone.[n][n]
zts742e	Attrezzi di produzione per guanti e stivali
zts743e	Segnavia piccolo
zts744e	Se piazzi un segnavia, potrai dare libero accesso a dei giocatori nella tua Miniland per 60 minuti.[n]Il segnavia non sembra un oggetto particolarmente prezioso.[n][n]
zts745e	Segnavia grande
zts746e	Se piazzi un segnavia, potrai dare libero accesso a dei giocatori nella tua Miniland per 60 minuti.[n]Il segnavia più bello ha la forma di una casa.[n][n]
zts747e	Fiore del suono selvatico
zts748e	Fiore del suono
zts749e	Dà inizio alla quest Fiore del suono.[n][n]
zts750e	Ricompensa d'oro
zts751e	Dopo il completamento ottieni una certa quantità d'oro.[n][n]
zts752e	Ricompensa XP
zts753e	Dopo il completamento ottieni una certa quantità di punti esperienza.[n][n]
zts754e	Ricompensa esperienza lavoro
zts755e	Dopo il completamento ottieni una certa quantità di punti esperienza lavoro.[n][n]
zts756e	Ricompensa reputazione
zts757e	Dopo il completamento incrementa la reputazione.[n][n]
zts758e	Pezzo spazio-temporale (gruppo)
zts759e	Fai doppio clic per controllare la missione.[n][n]
zts760e	Pezzo spazio-temporale (individuale)
zts761e	Fai doppio clic per controllare la missione.[n][n]
zts762e	Pezzo spazio-temporale (raid)
zts763e	Pezzo spazio-temporale (raid)
zts764e	Pezzo spazio-temporale (Laboratorio)
zts765e	Punti bonus
zts766e	Scatola misteriosa
zts767e	Piuma di pollo
zts768e	Cuby Blu
zts769e	Teschio abbandonato
zts770e	Truppe ragno - parte 2
zts771e	Lo Spazio-tempo per ottenere il Sigillo del Ragno nero gigante.[n]Limite di livello: 60-69[n]Con questo puoi accedere immediatamente.[n][n]
zts772e	Vestito per Bob
zts773e	La velocità del[n]partner aumenta di due punti[n]grazie a questo item.[n]Inoltre, questo vestito conferisce[n]un aspetto particolare[n]al tuo compagno.[n][n]Istruzioni:[n]Seleziona il tuo compagno e clicca[n]due volte sul vestito presente nel tuo[n]inventario. Se rinchiudi il tuo compagno[n]in una perla, questo item[n]andrà perduto.[n][n]
zts774e	Catene del passato - parte 2
zts775e	Spazio-tempo per ottenere il Sigillo Ginseng.[n]Limite di livello: 40-49.[n]Con questo oggetto puoi accederci immediatamente.[n][n]
zts776e	Catene del passato - parte 3
zts777e	Torta
zts778e	Torta per la festa del Ringraziamento.[n]Recupera 10 di questi capolavori di pasticceria e consegnali a Mimi Mentor per ricevere un tesoro.[n][n]
zts779e	N (Evento)
zts780e	Durante l'evento viene droppato dai folletti modificati.[n]Si può scambiare dal Dr. Funkenstein.[n]I folletti adorano trastullarsi in luoghi magici...[n][Attenzione][n]Questo item scompare al termine dell'evento.[n]
zts781e	O (Evento)
zts782e	Durante l'evento viene droppato dai jelly modificati.[n]Si può scambiare dal Dr. Funkenstein.[n]I jelly si sentono a proprio agio in mezzo alla sabbia...[n][Attenzione][n]Questo item scompare al termine dell'evento.[n][n]
zts783e	S ( evento)
zts784e	Durante l'evento viene droppato dai criceti modificati.[n]Si può scambiare dal Dr. Funkenstein.[n]I criceti si sentono a proprio agio tra le vecchie rovine ricoperte di terra...[n][Attenzione][n]Questo item scompare al termine dell'evento.[n][n]
zts785e	! (Evento)
zts786e	Durante l'evento viene droppato dai lupi modificati.[n]Si può scambiare dal Dr. Funkenstein.[n]I lupi sono soliti girovagare tra i boschi e le montagne...[n][Attenzione][n]Questo item scompare al termine dell'evento.[n][n]
zts787e	Risultati delle ricerche di Duke
zts788e	Si tratta degli appunti relativi alla ricerca di Duke.[n]Il contenuto è particolarmente complesso e non è stato ancora compreso appieno.[n][n]
zts789e	Giglio della purezza
zts790e	Carta speciale della ricarica
zts791e	Medaglia di Erenia
zts792e	Se la usi, avrai a disposizione per 30 giorni i seguenti vantaggi:[n][Effetto principale][n]Alle categorie "Equipaggiamento", "Principale" e "Altro" verranno aggiunti 8 slot per un totale di 24 slot extra.[n](Se si combina con una Medaglia dell'avventuriero verranno aggiunti 32 slot in tutto)[n][Effetto secondario][n]Incrementa del 15% i punti esperienza lavoro e combattimento e i punti esperienza degli animali domestici e dei compagni.[n](Se si combina con la Medaglia dell'avventuriero, ogni categoria dei punti esperienza incrementerà del 30%)[n]Incrementa del 20% il tasso di drop dell'oro e la reputazione.[n][Attenzione][n]Dopo la data di scadenza, gli item presenti negli slot extra potrebbero scomparire.[n]Pertanto, dovresti trovare una soluzione a tempo debito per evitare di perderli.[n][n]
