zts1e	Genel efektler
zts20613e	Lanet +7
zts20614e	Lanet +8
zts20615e	Lanet +9
zts20616e	Elementer kalkaný
zts20617e	Alýnan element hasarý düþer.
zts20618e	Elementer kalkaný +1
zts20619e	Elementer kalkaný +2
zts20620e	Elementer kalkaný +3
zts20621e	Elementer kalkaný +4
zts20622e	Elementer kalkaný +5
zts20623e	Elementer kalkaný +6
zts20624e	Elementer kalkaný +7
zts20625e	Elementer kalkaný +8
zts20626e	Elementer kalkaný +9
zts20627e	Büyülü zýrh
zts20628e	Hasar mucizevi büyüyle düþer.
zts20629e	Büyülü zýrh +1
zts20630e	Büyülü zýrh +2
zts20631e	Büyülü zýrh +3
zts20632e	Büyülü zýrh +4
zts20633e	Büyülü zýrh +5
zts20634e	Büyülü zýrh +6
zts20635e	Büyülü zýrh +7
zts20636e	Büyülü zýrh +8
zts20637e	Büyülü zýrh +9
zts20638e	Lanetin gücü
zts20639e	Kötü efektlere maruz kaldýðýnda elementlerin güçlendirilir.
zts20640e	Lanetin gücü +1
zts20641e	Lanetin gücü +2
zts20642e	Lanetin gücü +3
zts20643e	Lanetin gücü +4
zts20644e	Lanetin gücü +5
zts20645e	Lanetin gücü +6
zts20646e	Lanetin gücü +7
zts20647e	Lanetin gücü +8
zts20648e	Lanetin gücü +9
zts20649e	Yýlan ýsýrýðý
zts20650e	Doðayla uyumlu þekilde yaþamayý bilenler Yýlan Loa'nýn gücünü kazanmasýný bilir.
zts20651e	Yýlan ýsýrýðý +1
zts20652e	Yýlan ýsýrýðý +2
zts20653e	Yýlan ýsýrýðý +3
zts20654e	Yýlan ýsýrýðý +4
zts20655e	Yýlan ýsýrýðý +5
zts20656e	Yýlan ýsýrýðý +6
zts20657e	Yýlan ýsýrýðý +7
zts20658e	Yýlan ýsýrýðý +8
zts20659e	Yýlan ýsýrýðý +9
zts20660e	Kýyametin gücüyle yakarsýn.
zts20661e	Yansýtmanýn gücüyle hasarý yansýtýrsýn.
zts20662e	Elementler kurdun gücüyle zayýflatýlýr.
zts20663e	Saldýrýlarýný geri tepiþ gücüyle güçlendirir.
zts20664e	Ateþ direnci patlamanýn gücüyle düþer.
zts20665e	Atikliðin gücü (1. basamak)
zts20666e	Atikliðin gücüyle daha hýzlý hareket edersin.
zts20667e	Atikliðin gücü (2. basamak)
zts20668e	Atikliðin gücü (3. basamak)
zts20669e	Atikliðin gücü (4. basamak)
zts20670e	Atikliðin gücü (5. basamak)
zts20671e	Þimþeðin gücü elektrik çarpmasýyla ýþýk direncini düþürür.
zts20672e	Lanetin gücü seni aðýrlaþtýrýr.
zts20673e	Savunma ayýnýn gücüyle düþer.
zts20674e	Çevrendeki rakiplere soðuðun gücüyle hasar verir.
zts20675e	Ork kahramanlarýn enerjisi
zts20676e	Ork kahramanlarýn gücüne sahip olup canavarlara daha fazla hasar verirsin.
zts20677e	Boðanýn Yeni Yýl Kutsamasý
zts20678e	Groggy
zts20679e	Büyük bir mermiyle vuruldun. Duyularýn sersemleþti.
zts20680e	Farecik Vik'in kutsamasý
zts20681e	Saldýrý ve savunmalarý yükseltir.
zts20682e	Kahraman Korumasý
zts20683e	Öldüðünde kahraman deneyimi kaybetmezsin.
zts20684e	Kaplumbaða zýrhý
zts20685e	Baþ dönmesi
zts20686e	Kaplumbaða üzerinde ilerlemekten baþýn döndüðü için kýsa süreliðine kýpýrdanamazsýn.
zts20687e	Mükemmel görme yetisi
zts20688e	Ayaz Kurdunun mükemmel görme yetisi sayesinde rakiplerinin zayýf noktalarýný keþfedip bu zayýf noktalarýna odaklanarak saldýrabilirsin.
zts20689e	Bu güçlendiriciyi Kaplumbikopter sayesinde alýrsýn.
zts20690e	Dikenli zýrh
zts20691e	Bu zýrhýn aurasý saldýranlara hasar verir.
zts20692e	Geliþtirilmiþ dikenli zýrh
zts20693e	Bu zýrhýn güçlü aurasý saldýranlara hasar verir.
zts20694e	Mükemmel dikenli zýrh
zts20695e	Bu zýrhýn güçlü aurasý saldýranlara hasar verir.
zts20696e	Geliþtirilmiþ çelik koruyucu
zts20697e	Güçlü ama aðýr bir çelik koruyucu
zts20698e	Kendi kendini iyileþtirme
zts20699e	Yaralarýn kapanýr.
zts20700e	Kaçýþ
zts20701e	Sadece sýyrýlmaya odaklanýrsýn.
zts20702e	Ölümsüzlerin sulandýrýlmýþ kaný
zts20703e	Ölümsüz bir iblisin kaný sana biraz yeni enerji verir.
zts20704e	Ölümsüzlerin kaný
zts20705e	Ölümsüz bir iblisin kaný sana yeni enerji verir.
zts20706e	Ölümsüzlerin konsantre kaný
zts20707e	Ölümsüz bir iblisin kaný sana büyük miktarda yeni enerji verir.
zts20708e	Körlüðün laneti
zts20709e	Kötü güçler seni körleþtirir.
zts20710e	Yaþlanmanýn laneti
zts20711e	Paimon'un lanetinden vücudun yaþlanýr. Saldýrý gücün ve her türlü savunma düþer.
zts20712e	Hayaletler Kralý'nýn zayýf kutsamasý
zts20713e	Elementlerin ve element dirençlerin yükselir.
zts20714e	Canavarlar Kralý'nýn savaþçý ruhu
zts20715e	Canavarlar Kralý'nýn savaþçý ruhu saldýrý gücünü yükseltir ve uzak saldýrý imkaný saðlar.
zts20716e	Baykuþ Ayýsý aðlamasý
zts20717e	Baykuþ Ayýsý aðlamasý moralini yükseltir ve yakýn saldýrýyý güçlendirir.
zts20718e	Karanlýk Elfin emri
zts20719e	Karanlýk Elf seni destekler ve uzak saldýrýyý güçlendirir.
zts20720e	Yosun muhallebisi enerjisi
zts20721e	Yosun muhallebisi enerjisi büyü saldýrýlarýný ve savunmaný yükseltir.
zts20722e	Küçük mýzraklý ölüm kutsamasý
zts20723e	Kapatýlmýþ gök çatlaðý
zts20724e	Paimon bir süre boyunca kölelerini çaðýramaz. Ancak saldýrý gücü yükselir.
zts20725e	Korkunç oyun
zts20726e	Saldýrý ve her türlü savunma gücünü yükseltir.
zts20727e	Buz kafesi
zts20728e	Kafeste bulunduðun sürece hareket edemezsin.
zts20729e	Koruyucu
zts20730e	NosMatelerin hasardan korunur.
zts20731e	Ruh korumasý
zts20732e	'Ruh korumasý' etkinken YP kaybetmezsin.
zts20733e	Canavarýn kalbi
zts20734e	Canavarýn kalbi saldýrýyý ve her türlü savunmayý güçlendirir.
zts20735e	Çalýkuyruk kutsamasý
zts20737e	Kedi kutsamasý
zts20739e	Iþýk kutsamasý
zts20741e	Karanlýk kutsamasý
zts20743e	Su kutsamasý
zts20745e	Ateþ kutsamasý
zts20747e	Kýlýç Savaþçýsý kutsamasý
zts20748e	Yakýn saldýrýlar güçlenir.
zts20749e	Büyücü kutsamasý
zts20750e	Büyülü saldýrýlar güçlenir.
zts20751e	Okçu kutsamasý
zts20752e	Uzak saldýrýlar güçlenir.
zts20753e	Ninja kutsamasý
zts20755e	Evrim kutsamasý
zts20757e	Gök kuþaðý kutsamasý
zts20759e	Robot kutsamasý
zts20760e	Kritik isabet þansýný yükseltir.
zts20761e	Korsan kutsamasý
zts20762e	Kritik hasarý artýrýr.
zts20763e	Korku kutsamasý
zts20765e	Soðuk kutsamasý
zts20767e	Kurt kutsamasý
zts20769e	Jelly kutsamasý
zts20771e	Gök Kulesi kutsamasý
zts20773e	Canavar kutsamasý
zts20775e	Hayalet kutsamasý
zts20778e	Hayaletler Kralý kutsamasý
zts20780e	Canavarlar Kralý kutsamasý
zts20782e	Paimon'un gölge enerjisi
zts20783e	Paimon'un gölgesinin gücü seni deler ve seçkin bir gölge þövalyesi çaðýrýr.
zts20784e	Paimon'un gölge enerjisi +1
zts20785e	Paimon'un gölge enerjisi +2
zts20786e	Paimon'un gölge enerjisi +3
zts20787e	Paimon'un gölge enerjisi +4
zts20788e	Paimon'un gölge enerjisi +5
zts20789e	Paimon'un gölge enerjisi +6
zts20790e	Paimon'un gölge enerjisi +7
zts20791e	Paimon'un gölge enerjisi +8
zts20792e	Paimon'un gölge enerjisi +9
zts20793e	Kýyametin gücü (6. basamak)
zts20794e	Yansýtmanýn gücü (6. basamak)
zts20795e	Kurdun gücü (6. basamak)
zts20796e	Geri tepiþ gücü (6. basamak)
zts20797e	Patlamanýn gücü (6. basamak)
zts20798e	Atikliðin gücü (6. basamak)
zts20799e	Þimþeðin gücü (6. basamak)
zts20800e	Lanetin gücü (6. basamak)
zts20801e	Ayýnýn gücü (6. basamak)
zts20802e	Soðuðun gücü (6. basamak)
zts20803e	Gizemli þifa
zts20804e	Etkin NosMatelerinin maksimum YP'sini ve savunmasýný yükseltir.
zts20805e	Etkin NosMatelerinin maksimum BP'sini ve saldýrý gücünü yükseltir.
zts20806e	Senin ve etkin NosMatelerinin maksimum YP'sini ve savunmasýný yükseltir.
zts20807e	Senin ve etkin NosMatelerinin maksimum BP'sini ve saldýrý gücünü yükseltir.
zts20808e	Bir canavar yenildiðinde NosMatelerinin YP'si yenilenir.
zts20809e	Savaþ gücün ateþin gücüyle yükselir.
zts20810e	Bir canavar yendiðinde [gizemli þifa] etkisine girersin.
zts20811e	NosMatelerinden biri yenildiðinde YP'n yenilenir.
zts20812e	NosMatelerinden biri yenildiðinde hem senin hem de NosMatelerinin YP'si yenilenir.
zts20813e	Bir canavar yendiðinde [korkunç oyun] etkisine girersin.
zts20814e	Yenildiðinde yakýndaki tüm rakipler [buz kafesi] etkisine girer.
zts20815e	NosMatelerin bir canavar yendiðinde saldýrý gücün yükselir.
zts20816e	NosMatelerin bir canavar yendiðinde savunmalarýn yükselir.
zts20817e	Bir canavar yendiðinde tüm NosMatelerinde YP yenilenir.
zts20818e	Bir canavar yendiðinde tüm NosMatelerin saldýrý gücü yükselir.
zts20819e	Bir canavar yendiðinde tüm NosMatelerin savunmasý yükselir.
zts20820e	Yenildiðinde yakýndaki tüm NosMateler [yenilmezlik] etkisine girer.
zts20821e	Savunma yaptýðýnda belli bir olasýlýkla Hayaletler Kralý illüzyonu meydana gelir. Bu etki sona erdiðinde [ruh korumasý] etkisi altýna girersin.
zts20822e	Savunma yaptýðýnda belli bir olasýlýkla Canavarlar Kralý illüzyonu meydana gelir. Bu etki sona erdiðinde [canavarýn kalbi] etkisi altýna girersin.
zts20823e	Soðuk ayaklar
zts20824e	Soðuk hareket hýzýný düþürür.
zts20825e	1. birliði çaðýr
zts20826e	Gök Kulesi'nde 1. birliði çaðýrýr.
zts20827e	2. birliði çaðýr
zts20828e	Gök Kulesi'nde 2. birliði çaðýrýr.
zts20829e	3. birliði çaðýr
zts20830e	Gök Kulesi'nde 3. birliði çaðýrýr.
zts20831e	4. birliði çaðýr
zts20832e	Gök Kulesi'nde 4. birliði çaðýrýr.
zts20833e	5. birliði çaðýr
zts20834e	Gök Kulesi'nde 5. birliði çaðýrýr.
zts20835e	Kötü efektleri engeller ve Ölüler Ülkesi'ndeki canavarlara karþý hasarý yükseltir.
zts20836e	Orman hayaletleri þifasý
zts20837e	Orman hayaletleri enerjileriyle yaralarýný iyileþtirir.
zts20838e	Þimþeðin gücü elektrik çarpmasýyla ýþýk elementini düþürür. Bir süre saldýramazsýn.
zts20839e	Savunma gücü ve seviyesi ayýnýn gücüyle düþer.
zts20840e	Hayaletler Kralý'nýn bir illüzyonunu çaðýrýr. Bu etki sona erdiðinde [ruh korumasý] etkisi altýna girersin.
zts20841e	Canavarlar Kralý'nýn bir illüzyonunu çaðýrýr. Bu etki sona erdiðinde [canavarýn kalbi] etkisi altýna girersin.
zts20842e	Savaþ gücün ateþin gücüyle yükselir.
zts20843e	Bir canavar yendiðinde [gizemli þifa] etkisine girersin.
zts20844e	Bir canavar yendiðinde [korkunç oyun] etkisine girersin.
zts20845e	Ölümsüzlük
zts20846e	Kýsa süreliðine YP kaybetmezsin.
zts20847e	Patlayýcý uzmaný
zts20848e	Yerde bir bomba çaðýrýr. 5 alan içerisindeki rakipler hasar ve [baygýnlýk] durumunu alýr.
zts20849e	Elektroþok
zts20850e	Elektrik enerjisi vücudunu korur. Rakipler sana saldýrdýklarýnda elektroþok alýrlar.
zts20851e	Çevik ve alýmlý
zts20852e	Becerilerin soðuma süresini düþürür ve hareket hýzýný yükseltir.
zts20853e	Ölümsüzlerin kaný
zts20854e	Ölümsüzlerin kaný sayesinde kýsa süreliðine YP kaybetmezsin.
zts20855e	Görünmez olursun ve YP ile BP yenilersin.
zts20856e	Bir canavar yendiðinde bir süre görünmez olup YP ve BP yenilersin.
zts20857e	Gök Kulesi'ndeki tüm NosMatelerin sýyrýlma deðeri ve savunmasý yükselir.
zts20858e	Gök Kulesi'ndeki tüm NosMatelerin isabet oraný ve saldýrý gücü yükselir.
zts20859e	Gök Kulesi'nde senin ve NosMate'lerinin YP ve BP'si yenilenir ve savunmalarýnýz yükselir.
zts20860e	NosMatelerinin saldýrý gücü artar. Her canavar yendiðinde saldýrý gücün artar.
zts20861e	NosMatelerinin saldýrý gücü artar. Her canavar yendiðinde savunman artar.
zts20862e	Karanlýk korkusu
zts20863e	Gölge kutsamasýnýn gücü canavarlarý ürkütür ve kaçýrýr.
zts20864e	Canavarlar Kralý avatarý kutsamasý
zts20865e	Sana Canavarlar Kralý avatarýndan saðlanan efekt.
zts20866e	Hayaletler Kralý avatarý kutsamasý
zts20867e	Sana Hayaletler Kralý avatarýndan saðlanan efekt.
zts20868e	Gök Kulesi'nin enerjisi
zts20869e	Kule NosMate'ne büyük güç saðlar.
zts20870e	Gölge kalkaný
zts20871e	Çaðýrýlan gölgenin enerjisi efendisi Paimon'u korur.
zts20872e	Kötülerin artýrýlmýþ gücü
zts20873e	Gök çatlaðý açýlýrken ortaya çýkan kötü enerji þimdi kuledeki canavarlarý güçlendiriyor.
zts20874e	Hayat kalkaný
zts20875e	Temiz kesik (F)
zts20876e	Temiz kesik (E)
zts20877e	Temiz kesik (D)
zts20878e	Temiz kesik (C)
zts20879e	Temiz kesik (B)
zts20880e	Temiz kesik (A)
zts20881e	Temiz kesik (S)
zts20882e	Salgýn savurucu (F)
zts20883e	Salgýn savurucu (E)
zts20884e	Salgýn savurucu (D)
zts20885e	Salgýn savurucu (C)
zts20886e	Salgýn savurucu (B)
zts20887e	Salgýn savurucu (A)
zts20888e	Salgýn savurucu (S)
zts20889e	Hayaletler salgýný (F)
zts20890e	Hayaletler salgýný (E)
zts20891e	Hayaletler salgýný (D)
zts20892e	Hayaletler salgýný (C)
zts20893e	Hayaletler salgýný (B)
zts20894e	Hayaletler salgýný (A)
zts20895e	Hayaletler salgýný (S)
zts20896e	Firavunun laneti (F)
zts20897e	Firavunun laneti (E)
zts20898e	Firavunun laneti (D)
zts20899e	Firavunun laneti (C)
zts20900e	Firavunun laneti (B)
zts20901e	Firavunun laneti (A)
zts20902e	Firavunun laneti (S)
zts20903e	Achenaton eþliðinde (F)
zts20904e	Achenaton eþliðinde (E)
zts20905e	Achenaton eþliðinde (D)
zts20906e	Achenaton eþliðinde (C)
zts20907e	Achenaton eþliðinde (B)
zts20908e	Achenaton eþliðinde (A)
zts20909e	Achenaton eþliðinde (S)
zts20910e	Hedef salgýna kapýlýr ve onu yakýndaki rakiplere bulaþtýrýr.
zts20911e	Artýrýlmýþ güç
zts20912e	NosMatelerin ekip çalýþmasý güçlendiricisiyle kuvvetlenir.
zts20913e	Hedef salgýna kapýlýr ve onu %50 ihtimalle yakýndaki rakiplere bulaþtýrýr.
zts20915e	Kýlýç Kanat
zts20916e	Bu güçlendiriciyi kýlýç kanat sayesinde alýrsýn.
zts20917e	Býçaklý Kalkan
zts20918e	Uçan býçaklar etrafýný sarar ve saldýranlara hasar verir.
zts20919e	13. yýl dönümü güçlendiricisi
zts20920e	Altýn pasta muhallebisi kutsamasý
zts20921e	Büyülü pasta
zts20922e	Bu sevimli kerata yaralarýný iyileþtirir ve savunmaný yükseltir
zts20923e	Pasta muhallebisi kutsamasý
zts20924e	Kale duvarý
zts20925e	Þövalye Geko'nun özel savunma yeteneði.
zts20926e	Þövalye Geko'nun kutsamasý
zts20927e	Misina bakýmý
zts20928e	Balýk Loa kutsamasý
zts20929e	Yemle avlama
zts20930e	Gizli yerde balýk tutma
zts20931e	Balýk tutma yerine ýþýnlanma
zts20932e	Balýk tutma
zts20933e	Bir balýðýn yemi tutmasýný bekliyorum.
zts20934e	Bununla misinaný tamir edip onu daha dayanýklý hale getirebilirsin.
zts20935e	Balýkçý Loa'nýn kutsamasý alýnan tecrübe puanlarýný yükseltir.
zts20936e	Oltayý attýðýnda yem harcanmaz. Bu efekt olta atýldýktan sonra sona erer.
zts20937e	Saldýrgan canavarlar seni göremez, bu sayede rahatça balýk tutabilirsin.
zts20938e	Daha önce belirlediðin balýk tutma yerine ýþýnlanýrsýn.
zts20939e	Canavarlar seni göremez, rahatça balýk tutabilirsin.
zts20940e	Oltayý attýðýnda yem harcanmaz. Bu efektin soðuma süresi kýsaltýlamaz.
zts20941e	Kristal kanatlar
zts20942e	Kristal kanat efekti
zts20943e	Boða Gücü
zts20944e	Boðanýn devasa vücudu, alýnan hasarý azaltýr.
zts20945e	Yii-hau!
zts20946e	Öfkeli bir rodeo boðasýnýn önüne çýkmak pek akýl karý olmaz!
zts20947e	Fýrtýnaaa
zts20948e	Kasýrga benzeri sert rüzgar savunmaný zayýflatýyor.
zts20949e	Büyülü Baykuþ Kutsamasý
zts20950e	Büyülü Baykuþ saldýrý gücünü ve element direncini artýrýr.
zts20951e	Gece Gölgesi Zehirli Oku
zts20952e	Gece Hamsteri'nin oku, YP ve hareket hýzýný azaltýr.
zts20953e	Kara Diken Zehirli Oku
zts20954e	Kemirgen Gazabý'nýn kuvvetli zehirli oku savunmayý, YP ve BP'yi azaltýr.
zts20955e	Yemek Hazýrlýðý
zts20956e	Piþirmek istediðin yemeði hazýrlýyorsun. Bu, daha fazla aþçýlýk tecrübesi toplamana yardým eder.
zts20957e	Gizli Baharat
zts20958e	Yemeðe gizli baharatýný ekliyorsun. Lezzetli yemekler hazýrlamana yardým eder.
zts20959e	Býçaðý bile
zts20960e	Þef býçaðýný keskinleþtiriyorsun. Ek kesilmiþ malzemeler veya yemekler elde etme þansý verir.
zts20961e	Doðal Baharatlar
zts20962e	Baharat olmadan bir yemek piþirmeye çalýþýyorsun. Baharat kullanmaya ihtiyaç duymama þansý verir.
zts20963e	Bulantý
zts20964e	Yenmeyecek kadar kötü bir yemek yediðin için miden bulanýyor. Þimdi yemek yiyemezsin.
zts20965e	Tokluk Etkisi I
zts20966e	Yemeklerin hazzýyla aldýðýn güçlendirici.
zts20967e	Tokluk Etkisi II
zts20968e	Yemeklerin hazzýyla aldýðýn kuvvetli güçlendirici.
zts20969e	Tokluk Etkisi III
zts20970e	Yemeklerin hazzýyla aldýðýn çok kuvvetli güçlendirici.
zts20971e	Savunma Besini
zts20972e	Yemekteki besinlerle savunma gücü artar.
zts20973e	Saldýrý Besini
zts20974e	Yemekteki besinlerle saldýrý gücü artar.
zts20975e	Dev Kurt Balýðýnýn Enerjisi
zts20976e	Dev kurt balýðýnýn gücü bu yemeðin içinde.
zts20977e	Çeviklik Besini
zts20978e	Kaçýnma deðeri yemekteki besinlerle artar.
zts20979e	Sertlik Besini
zts20980e	Kritik isabetten doðan hasar yemekteki besinlerle azalýr.
zts20981e	Yaþama Gücü Besini
zts20982e	Kritik isabetten doðan hasar yemekteki besinlerle artar.
zts20983e	Ahtapot Enerjisi
zts20984e	Ahtapotun gücü bu yemeðin içinde.
zts20985e	Megalodon Enerjisi
zts20986e	Megalodonun gücü bu yemeðin içinde.
zts20987e	Element Besini
zts20988e	Kendini güçlü hissediyorsun ve toksun.
zts20989e	Direnç Besini
zts20990e	Kurbaða Balýðýnýn Enerjisi
zts20991e	Kurbaða balýðýnýn gücü bu yemeðin içinde.
zts20992e	Kara Timsahýn Enerjisi
zts20993e	Nehrin zorba hakiminin ve kara timsahýn güçleri bu yemeðin içinde.
zts20994e	Lav Enerjisi
zts20995e	Lav zorbasýnýn gücü bu yemeðin içinde.
zts20996e	Çikolata Renkli Köpek Balýðýnýn Enerjisi
zts20997e	Çikolata renkli köpek balýðýnýn enerjisi bu yemeðin içinde.
zts20998e	Frigo Enerjisi
zts20999e	Frigonun gücü bu yemeðin içinde.
zts21000e	Ejderhanýn Zayýf Enerjisi
zts21001e	Ejderhanýn gücünün küçük bir dokunuþu bu yemeðin içinde. Ateþle aran iyi.
zts21002e	Kolekant Enerjisi
zts21003e	Kolakantýn gücü bu yemeðin içinde.
zts21004e	Tokluk I
zts21005e	Tokluk II
zts21006e	Tokluðun enerjisini hissediyorsun.
zts21007e	Tokluk III
zts21008e	Tokluðun kuvvetli enerjisini hissediyorsun.
zts21009e	Þef býçaðýný keskinleþtiriyorsun. Ek kesilmiþ malzeme veya yemek elde etme þansý verir.
zts21010e	Tokluktan gelen dinlenme (zayýf)
zts21011e	Garip yemeðin etkisiyle vücudun kendini yeniler.
zts21012e	Tokluktan gelen baðýþýklýk
zts21013e	Beli bir olasýlýkla [tokluktan gelen baðýþýklýkla] kötü efektlere karþý koyabilirsin.
zts21014e	Görme keskinliði besini
zts21015e	Keskin gözlerin sayesinde gizlenmiþ karakterleri görebilirsin.
zts21016e	Beyin gücü besini
zts21017e	Artýk biraz daha zekisin ve bu sayede daha fazla tecrübe ediniyorsun.
zts21018e	Tokluktan gelen dinlenme (orta)
zts21019e	Ahtapotun gücünü edinirsin. Bu etki, Gök Kulesi veya Onur Arenasý'na girdiðinde kaybolur.
zts21020e	Tokluktan gelen aðrý dindirme
zts21021e	Doymuþ bir karýn aðrýlarýný dindirmeye yardýmcý olur.
zts21022e	Tokluktan gelen protein tamamlama
zts21023e	Sana ait YP belli bir deðerin altýna düþtüðünde bir sürü protein sayesinde saldýrý gücün artar.
zts21024e	Beyin gücü besini (kuvvetli)
zts21025e	Nehir zorbasýnýn gücünü edinirsin. Bu etki, Gök Kulesi veya Onur Arenasý'na girdiðinde biter.
zts21026e	Lav canavar balýðýnýn gücünü edinirsin. Bu etki, Gök Kulesi veya Onur Arenasý'na girdiðinde biter.
zts21027e	Görme keskinliði besini (zayýf)
zts21028e	Tokluktan gelen dinlenme
zts21029e	Tokluktan gelen protein tamamlama (zayýf)
zts21030e	Uyuþturucu
zts21031e	Çiçek Kanatlar
zts21032e	Bu güçlendiriciyi çiçek kanatlar sayesinde alýrsýn.
zts21033e	Çiçek Zehri
zts21034e	Çiçek kanatlardan kaynaklanan güçlü zehir.
zts21035e	Zayýf Ölüm Ýþareti
zts21036e	Bu iþareti taþýyan herkes ekstra hasara ve [Ruh Ayrýlmasý] etkisine maruz kalýr.
zts21037e	Yavaþlatma
zts21038e	Ateþ madenindeki patlama seni yavaþlatýr.
zts21039e	Konsantre Ruhlarýn Gücü
zts21040e	Rakibin ruhunu emerek güçlenirsin. Bir saldýrý becerisi kullandýðýn anda, kaybolur.
zts21041e	Besindeki aðrýyý dindiren, uyuþturucu madde
zts21042e	Ayý Loa'nýn Enerjisi
zts21043e	Ateþ elementin ve saldýrý gücün Ayý Loa'nýn enerjisiyle yükselir.
zts21044e	Koruyucu Alev
zts21045e	Kutsal alevler seni korur.
zts21046e	Alev Kökü
zts21047e	Alev kökleri yerden çýkar ve ayaklarý sarar.
zts21048e	Kahverengi Ayý Postu
zts21049e	Cildin bir ayýnýn postu kadar sertleþir.
zts21050e	Ýyileþtirici Alev
zts21051e	Kutsal bir alev seni iyileþtirir ve kötü efektlerden seni korur.
zts21052e	Alev Zýrhý
zts21053e	Çevrendeki rakipleri yakar.
zts21054e	Ayýnýn Savaþ Ýlaný
zts21055e	Çevrendeki arkadaþlarýn almasý gereken hasarý onlarýn yerine sen alýrsýn.
zts21056e	Gerginlik
zts21057e	Büyük bir kahverengi ayýdan korkan hedef, gergin hisseder.
zts21058e	Arýndýrýcý Alev
zts21059e	Saf bir alev, tüm kötü efektlerini yakar.
zts21060e	Aðýr Yanýklar
zts21061e	Aðýr yanýklarýn seni yavaþlatýr.
zts21062e	Emici Alev
zts21063e	Çok sýcak bir alev, tüm saldýrýlarý yakar.
zts21064e	Kýrmýzý Leoparýn Enerjisi
zts21065e	Süratli kýrmýzý leoparýn enerjisini edinirsin. Etki, sadece leopar halinde iþler.
zts21066e	Kahverengi Ayýnýn Enerjisi
zts21067e	Kahverengi ayýnýn enerjisini edinirsin. Etki, ayý ve leopar halinde iþler.
zts21068e	Ciddi Yaralanma
zts21069e	Büyük bir baltayla hedefte derin bir yara açarsýn.
zts21070e	Saf Suyun Enerjisi
zts21071e	Saf su, savunmaný ve su elementini kuvvetlendirir.
zts21072e	Þelale Korumasý
zts21073e	Þelalenin enerjisi, seni kötü efektlerden korur.
zts21074e	Suyun Enerjisi
zts21075e	Þelalenin kuvvetli enerjisi, hareket hýzýný, saldýrý gücünü ve öfke çubuðunu yükseltir.
zts21076e	Þelale Vuruþu
zts21077e	Çok yüksekten düþüyormuþ gibi duran su, hedefi vurur.
zts21078e	Ölüm Darbesi
zts21079e	Ölümcül bir silahtan derin bir yara.
zts21080e	Kör Edici Iþýk
zts21081e	Parlak güneþ ýþýðý, seni geçici bir süreliðine kör eder.
zts21082e	Kendini eskisi gibi savunamazsýn.
zts21083e	Doðal Ýyileþme
zts21084e	Doða yaralarýný sürekli iyileþtirir. Güneþ Kurdun yenilmiþse, tekrar canlanýr.
zts21085e	Yeniden Kazanýlmýþ Yaþama Gücü
zts21086e	Ýyileþtikten sonra enerji dolup taþarsýn.
zts21087e	Yaralayýcý Iþýk
zts21088e	Güneþ ýþýðý yara açar. Iþýk elementinin ve Güneþ Kurdunun hasarý yükselir.
zts21089e	Güneþ Lekesi Patlamasýnýn Sonuçlarý
zts21090e	Bir güneþ lekesi patlamasý nedeniyle ýþýk direnci azalýr ve Güneþ Kurdunun hasarý artar.
zts21091e	Vahþi Doða Korumasý
zts21092e	Mýzraktaki dizginlenmemiþ runik enerjisi seni korur.
zts21093e	Kutsal Að
zts21094e	Etrafýn ýþýk aðýyla çevrilir.
zts21095e	Güneþin Gücü
zts21096e	Mýzraðýn güneþ enerjisi seni daha da güçlendirir.
zts21097e	Zehirli Yýlan Laneti
zts21098e	Yýlanýn zehri, hedefi korkunç bir þekilde lanetler.
zts21099e	Vudu Rahibinin Laneti
zts21100e	Vudu Rahibi var olan lanetleri güçlendirebilir.
zts21101e	Örümceðin Laneti
zts21102e	Ruh Örümceði'nin lanetini hedefe yerleþtirir.
zts21103e	Ruha Dönüþüm
zts21104e	Yaþayanlarýn dünyasýnýn ruh üzerinde hiçbir etkisi yoktur.
zts21105e	Katý Vücut
zts21106e	Ruh sana yapýþtýðý için bedenin kaskatý kesilir ve hareketsiz kalýr.
zts21107e	Kinci Ruh
zts21108e	Kinci ruh seni korur.
zts21109e	Vudu Bebeði
zts21110e	Ruhun, vudu bebeðiyle uyumlu. Bu, sürekli aðrýya yol açýyor.
zts21111e	Vudu Bebeðinin Öfkesi
zts21112e	Vudu bebeði öfkeli.
zts21113e	Su Adam'ýn Laneti
zts21114e	Hedefi bir su adama dönüþtürür. Eðer hasar alýrsa, eski haline geri döner.
zts21115e	Ölüm Laneti
zts21116e	Ölümle sonuçlanan kuvvetli bir lanet. Alýnan gölge saldýrý hasarý artar.
zts21117e	Kýzgýn
zts21118e	Biraz kýzgýnsýn.
zts21119e	Öfkelisin.
zts21120e	Öfke Patlamasý
zts21121e	Sinirden gözün dönmüþ.
zts21122e	Hiddet
zts21123e	Öfkeni zamandan baþka hiçbir þey yatýþtýramaz. Etki sona erdiðinde, öfke çubuðu sýfýrlanýr.
zts21124e	Mýzraktaki dizginlenmemiþ runik enerjisi seni korur. Ancak NosMate'n ve Güneþ Kurdu'n bu güçlendiriciden ek YP almaz.
zts21125e	Þelalenin Derin Kini
zts21126e	Þelalenin Öfkesi
zts21127e	Þelalenin Taþkýnlýðý
zts21128e	Þelalenin Kýzgýnlýðý
zts21129e	Gölge Zýrhý
