zts1e	Effet général
zts20903e	Akhénaton à tes côtés (F)
zts20904e	Akhénaton à tes côtés (E)
zts20905e	Akhénaton à tes côtés (D)
zts20906e	Akhénaton à tes côtés (C)
zts20907e	Akhénaton à tes côtés (B)
zts20908e	Akhénaton à tes côtés (A)
zts20909e	Akhénaton à tes côtés (S)
zts20910e	La cible devient hôte pestiféré et contamine les ennemis à proximité.
zts20911e	Force renforcée
zts20912e	Tes NosMates sont renforcés avec le buff de travail d'équipe.
zts20913e	La cible devient hôte pestiféré et contamine les ennemis à proximité avec 50 % de probabilité.
zts20915e	Ailes tranchantes
zts20916e	Tu obtiens ce buff grâce aux ailes tranchantes.
zts20917e	Bouclier tranchant
zts20918e	Des lames volantes t'entourent et infligent des dégâts à tes ennemis.
zts20919e	Buff du 13e anniversaire
zts20920e	Bénédiction du gâteau pudding doré
zts20921e	Gâteau magique
zts20922e	Ce petit bonhomme adorable guérit tes blessures et augmente ta défense.
zts20923e	Bénédiction du gâteau pudding
zts20924e	Bastion
zts20925e	La compétence de défense spéciale du paladin gecko.
zts20926e	Bénédiction du paladin gecko
zts20927e	Entretien de la ligne de pêche
zts20928e	Bénédiction du loa du poisson
zts20929e	Pêcher à l'appât
zts20930e	Pêcher en secret
zts20931e	Se téléporter vers la zone de pêche
zts20932e	Pêcher
zts20933e	J'attends que quelque chose morde à l'hameçon.
zts20934e	Avec ça, tu répares ton fil de pêche et le rends plus résistant.
zts20935e	La bénédiction du loa du poisson augmente le nombre de points d'EXP reçus.
zts20936e	Si tu lances la ligne, l'appât ne disparaît pas. Cet effet se termine une fois la canne à pêche lancée.
zts20937e	Tu es invisible aux monstres agressifs, tu peux donc pêcher en paix.
zts20938e	Tu seras téléporté vers la zone de pêche spécifiée au préalable.
zts20939e	Tu es invisible aux monstres, tu peux donc pêcher en paix.
zts20940e	Si tu lances la ligne, l'appât ne disparaît pas. Le temps de rechargement de cet effet n'est pas réduit.
zts20941e	Ailes de cristal
zts20942e	Effets des ailes de cristal
zts20943e	Forces taurines
zts20944e	La stature imposante du taureau réduit les dégâts subis.
zts20945e	Yi ha !
zts20946e	Mieux vaut ne pas croiser un taurodéo enragé !
zts20947e	Mistral
zts20948e	Ces rafales violentes affaiblissent ta défense.
zts20949e	Bénédiction de l'hurluberlu
zts20950e	L'hurluberlu renforce ta force d'attaque et tes résistances élémentaires.
zts20951e	Flèche empoisonnée nocturnombre
zts20952e	La flèche du hamster de la nuit réduit la vitesse de déplacement et les HP.
zts20953e	Flèche empoisonnée noirépine
zts20954e	La puissante flèche empoisonnée de la fureur des rongeurs réduit la défense, les HP et les MP.
zts20955e	Préparation culinaire
zts20956e	Tu prépares le plat que tu veux cuisiner. Cela t'aide à accumuler de l'expérience de cuisine.
zts20957e	Épice secrète
zts20958e	Tu ajoutes ton épice secrète à ton plat. Cela t'aide à réussir tes plats.
zts20959e	Aiguiser le couteau
zts20960e	Tu aiguises ton couteau. Cela te donne une chance de créer plus d'ingrédients coupés en morceaux ou des plats supplémentaires.
zts20961e	Arôme naturel
zts20962e	Tu essaies de cuisiner un plat sans épices. Cela te donne une chance de ne pas faire disparaître d'épices.
zts20963e	Nausée
zts20964e	Tu te sens mal, car tu as mangé un plat infect. Tu ne peux pas manger de plats pour l'instant.
zts20965e	Effet de satiété I
zts20966e	Tu obtiens ce buff en dégustant des plats.
zts20967e	Effet de satiété II
zts20968e	Tu obtiens ce buff plus puissant en dégustant des plats.
zts20969e	Effet de satiété III
zts20970e	Tu obtiens ce buff bien plus puissant en dégustant des plats.
zts20971e	Nutriment défensif
zts20972e	La force de défense augmente grâce aux nutriments de ce plat.
zts20973e	Nutriment offensif
zts20974e	La force d'attaque augmente grâce aux nutriments de ce plat.
zts20975e	Énergie du loup de mer géant
zts20976e	La force du loup de mer géant réside dans ce plat.
zts20977e	Nutriment de dextérité
zts20978e	La statistique d'esquive augmente grâce aux nutriments de ce plat.
zts20979e	Nutriment de dureté
zts20980e	Les dégâts des coups critiques sont réduits grâce aux nutriments contenus dans ce plat.
zts20981e	Nutriment de vitalité
zts20982e	Les dégâts des coups critiques augmentent grâce aux nutriments contenus dans ce plat.
zts20983e	Énergie du kraken
zts20984e	La force du kraken réside dans ce plat.
zts20985e	Énergie du mégalodon
zts20986e	La force du mégalodon réside dans ce plat.
zts20987e	Nutriment des éléments
zts20988e	Tu te sens fort et tu as le ventre plein.
zts20989e	Nutriment de résistance
zts20990e	Énergie du poisson-grenouille
zts20991e	La force du poisson-grenouille réside dans ce plat.
zts20992e	Énergie de l'alligator noir
zts20993e	Les forces combinées du tyran de rivière et de l'alligator noir résident dans ce plat.
zts20994e	Énergie de la lave
zts20995e	La force du tyran de lave réside dans ce plat.
zts20996e	Énergie du requin noir
zts20997e	La force du requin noir réside dans ce plat.
zts20998e	Énergie du frigus
zts20999e	La force du frigus réside dans ce plat.
zts21000e	Faible énergie du dragon
zts21001e	Un soupçon de force du dragon réside dans ce plat. Avec ça, tu peux jouer avec le feu.
zts21002e	Énergie du cœlacanthe
zts21003e	La force du cœlacanthe réside dans ce plat.
zts21004e	Satiété I
zts21005e	Satiété II
zts21006e	Tu ressens l'énergie de la satiété.
zts21007e	Satiété III
zts21008e	Tu ressens la puissante énergie de la satiété.
zts21009e	Tu aiguises ton couteau. Tu as une chance de créer plus d'ingrédients coupés en morceaux ou des plats supplémentaires.
zts21010e	Rétablissement grâce à la satiété (faible)
zts21011e	L'effet de ce plat étrange aide ton corps à se rétablir.
zts21012e	Immunité grâce à la satiété
zts21013e	Avec ton immunité grâce à la satiété, tu as une certaine probabilité de résister aux effets négatifs.
zts21014e	Nutriments d'acuité visuelle
zts21015e	Grâce à tes yeux perçants, tu peux voir les personnages cachés.
zts21016e	Nutriments d'huile de cerveau
zts21017e	Tu es désormais un peu plus intelligent et obtiens donc plus d'expérience.
zts21018e	Rétablissement grâce à la satiété (moyen)
zts21019e	Tu obtiens le pouvoir du kraken. Cet effet disparaît si tu entres dans la Tour céleste ou l'Arène de l'honneur.
zts21020e	Soulagement de la douleur grâce à la satiété
zts21021e	Avoir le ventre plein t'aide à soulager tes douleurs.
zts21022e	Complément protéinique grâce à la satiété
zts21023e	Grâce à une forte dose de protéines, ta force d'attaque augmente quand tes HP descendent en dessous d'un certain niveau.
zts21024e	Nutriments d'huile de cerveau (fort)
zts21025e	Tu obtiens le pouvoir du tyran de rivière. Cet effet prend fin si tu entres dans la Tour céleste ou l'Arène de l'honneur.
zts21026e	Tu obtiens le pouvoir du tyran de lave. Cet effet prend fin si tu entres dans la Tour céleste ou l'Arène de l'honneur.
zts21027e	Nutriments d'acuité visuelle (faible)
zts21028e	Rétablissement grâce à la satiété
zts21029e	Complément protéinique grâce à la satiété (faible)
zts21030e	Anesthésiant
zts21031e	Florailes
zts21032e	Tu obtiens ce buff grâce aux florailes.
zts21033e	Poison floral
zts21034e	Ce puissant poison provient des florailes.
zts21035e	Signe de mort faible
zts21036e	Le porteur de ce signe subit des dégâts supplémentaires ainsi que l'effet de division de l'esprit.
zts21037e	Ralentissement
zts21038e	L'explosion de la mine de feu te ralentit.
zts21039e	Puissance des âmes concentrées
zts21040e	Tu te renforces en absorbant l'âme de ton adversaire. Cet effet disparaît dès que tu utilises une compétence d'attaque.
zts21041e	Il s'agit d'une substance anesthésiante présente dans la nourriture pour apaiser la douleur.
zts21042e	Énergie du loa ours
zts21043e	L'énergie du loa ours augmente ton élément Feu et ta force d'attaque.
zts21044e	Flamme protectrice
zts21045e	Des flammes bénies te protègent.
zts21046e	Racines enflammées
zts21047e	Des racines enflammées surgissent du sol pour entraver les pieds.
zts21048e	Peau d'ours brun
zts21049e	Ta peau devient aussi coriace que celle d'un ours.
zts21050e	Flamme guérisseuse
zts21051e	Une flamme bénie te soigne et te protège des effets négatifs.
zts21052e	Armure de flammes
zts21053e	Cette armure brûle les adversaires proches de toi.
zts21054e	Provocation de l'ours
zts21055e	Les dégâts que devraient subir tes amis à proximité t'affectent à leur place.
zts21056e	Nervosité
zts21057e	La peur qu'inspire un grand ours brun rend la cible nerveuse.
zts21058e	Flamme nettoyeuse
zts21059e	Une flamme pure efface tous tes effets négatifs.
zts21060e	Brûlures dramatiques
zts21061e	Tes brûlures dramatiques te ralentissent.
zts21062e	Flamme absorbante
zts21063e	Une flamme très chaude purge toutes les attaques.
zts21064e	Énergie du léopard rouge
zts21065e	Tu obtiens l'énergie du léopard rouge très véloce. Cet effet fonctionne uniquement dans la forme du léopard.
zts21066e	Énergie de l'ours brun
zts21067e	Tu obtiens l'énergie de l'ours brun. Cet effet fonctionne dans les formes de l'ours et du léopard.
zts21068e	Blessure sérieuse
zts21069e	Tu infliges à la cible une profonde blessure avec une grande hache.
zts21070e	Énergie de l'eau pure
zts21071e	L'eau pure renforce ta défense et ton élément Eau.
zts21072e	Protection de la chute d'eau
zts21073e	L'énergie de la chute d'eau te protège des effets négatifs.
zts21074e	Énergie de la chute d'eau
zts21075e	L'énergie puissante de la chute d'eau augmente ta vitesse de déplacement, ta force d'attaque et ta jauge de fureur.
zts21076e	Impact de chute d'eau
zts21077e	La cible est impactée par de l'eau qui semble tomber du ciel.
zts21078e	Coup fatal
zts21079e	Il s'agit d'une blessure profonde infligée par une arme létale.
zts21080e	Lumière aveuglante
zts21081e	Une vive lumière t'aveugle temporairement.
zts21082e	Tu ne peux plus te défendre normalement.
zts21083e	Guérison naturelle
zts21084e	La nature guérit constamment tes blessures. Si le loup solaire a été vaincu, il revient à la vie.
zts21085e	Regain de vitalité
zts21086e	Après avoir guéri, tu débordes d'énergie.
zts21087e	Lumière blessante
zts21088e	La lumière solaire inflige des blessures. Les dégâts de l'élément Lumière et du loup solaire augmentent.
zts21089e	Conséquence de l'explosion de taches solaires
zts21090e	En raison d'une explosion de taches solaires, la résistance à la Lumière diminue et les dégâts du loup solaire augmentent.
zts21091e	Protection de la vie sauvage
zts21092e	L'énergie turbulente de la rune de la lance te protège.
zts21093e	Filet sacré
zts21094e	Le filet de lumière t'entoure.
zts21095e	Pouvoir du soleil
zts21096e	L'énergie solaire de la lance te renforce.
zts21097e	Malédiction du serpent venimeux
zts21098e	Le venin du serpent inflige une terrible malédiction à la cible.
zts21099e	Malédiction du Prêtre vaudou
zts21100e	Le Prêtre vaudou peut renforcer les malédictions existantes.
zts21101e	Malédiction de l'araignée
zts21102e	Cette compétence inflige la malédiction de l'arachnâme à la cible.
zts21103e	Transformation en âme
zts21104e	Le monde des vivants n'a aucune influence sur l'âme.
zts21105e	Raideur du corps
zts21106e	Ton corps devient raide et immobile à cause de l'âme engluée sur toi.
zts21107e	Âme vengeresse
zts21108e	L'âme vengeresse te protège.
zts21109e	Poupée vaudou
zts21110e	Ton âme s'harmonise avec la poupée vaudou. Celle-ci inflige une douleur constante.
zts21111e	Fureur de la poupée vaudou
zts21112e	La poupée vaudou devient enragée.
zts21113e	Malédiction de l'hydromme
zts21114e	Cette malédiction transforme la cible en hydromme. Si celui-ci subit des dégâts, la cible retrouve sa forme d'origine.
zts21115e	Malédiction mortelle
zts21116e	Il s'agit d'une violente malédiction qui provoque la mort. Elle augmente les dégâts d'attaque d'Obscurité subis.
zts21117e	Colère
zts21118e	Tu te mets légèrement en colère.
zts21119e	Tu es en colère.
zts21120e	Explosion de fureur
zts21121e	Tu entres dans une rage folle.
zts21122e	Rage
zts21123e	À part le temps, rien ne peut apaiser ta colère. Si l'effet est levé, la jauge de fureur est réinitialisée.
zts21124e	L'énergie turbulente de la rune de la lance te protège. Cependant, ton NosMate et ton loup solaire ne reçoivent pas de HP supplémentaires grâce à ce buff.
zts21125e	Ressentiment de la chute d'eau
zts21126e	Colère de la chute d'eau
zts21127e	Rage de la chute d'eau
zts21128e	Fureur de la chute d'eau
zts21129e	Armure de l'ombre
zts21130e	De l'énergie sombre entoure Paimon et le protège. Cela disparaît si l'esprit de Druide ardent est vaincu.
zts21131e	Pouvoir des ombres
zts21132e	Cet effet magique renforce Paimon. Cela disparaît si l'esprit de Prêtre vaudou est vaincu.
zts21133e	Puissance des héros orcs
zts21134e	L'énergie des héros orcs libérée par Paimon l'affaiblit.
zts21135e	Pouvoir du mal affaibli
zts21136e	Il faut plus de temps pour que les laquais de Paimon soient invoqués.
zts21137e	Le rugissement renforce ton corps.
zts21138e	Flegme
zts21139e	Le clapotis de la chute d'eau apaise la fureur du guerrier.
zts21140e	Bouclier animique
zts21141e	L'âme vengeresse te protège. Une partie des dégâts est convertie en MP.
zts21142e	Tu te renforces en absorbant l'âme de ton adversaire. Cet effet prend fin quand tu utilises une compétence d'attaque ou changes de région.
zts21143e	La nature guérit constamment tes blessures. Si le loup solaire a été vaincu, il revient à la vie. Cependant, ton NosMate et ton loup solaire ne reçoivent pas de HP supplémentaires grâce à ce buff.
zts21144e	Agile et gracieux
zts21145e	Tu esquives habilement les attaques ennemies.
zts21146e	Bénédiction de Vorex
zts21147e	Cet effet t'est conféré par ton dino Vorex.
zts21148e	Bénédiction de la reine apprivoizzzée
zts21149e	Cet effet t'est conféré par la reine apprivoizzzée.
zts21150e	Buff du 14e anniversaire
zts21151e	Poche de kangourou toute douce
zts21152e	Dans cette poche de kangourou toute douce, tu te sens en sécurité.
zts21153e	Poings levés !
zts21154e	Le kangourou tient ses poings levés et te protège.
zts21155e	Bouclier de vie faible
zts21156e	Ce bouclier de vie a un effet légèrement affaibli.
zts21157e	Ordonnance médicale
zts21158e	Merci de suivre les indications du médecin.
zts21159e	Bénédiction du dragon
zts21160e	Tu as reçu la bénédiction d'un dragon.
zts21161e	Bénédiction du dragon igné
zts21162e	Tu as reçu la bénédiction d'un dragon igné.
zts21163e	Bénédiction du dragon givré
zts21164e	Tu as reçu la bénédiction d'un dragon givré.
zts21165e	Bénédiction du dragon astral
zts21166e	Tu as reçu la bénédiction d'un dragon astral.
zts21167e	Bénédiction du dragon céleste
zts21168e	Tu as reçu la bénédiction d'un dragon céleste.
zts21169e	Souffle igné
zts21170e	Les flammes du dragon igné consument la cible.
zts21171e	Souffle givré
zts21172e	Le souffle du dragon givré frigorifie la cible.
zts21173e	Ombre lunaire
zts21174e	L'ombre du dragon astral affaiblit la cible.
zts21175e	Lumière céleste
zts21176e	La lumière du dragon céleste t'aveugle.
zts21177e	Coup du dragon
zts21178e	Tu subis les effets d'un coup si violent qu'il aurait même transpercé des écailles de dragon.
zts21179e	Flèche draconique
zts21180e	Cette flèche pointue faite en os de dragon provoque une effusion de sang.
zts21181e	Malédiction du dragon
zts21182e	Une terrible malédiction draconique s'abat sur toi.
zts21183e	Embrasement givrant
zts21184e	Des flammes gelées te paralysent.
zts21185e	Énergie du cristal draconique
zts21186e	L'énergie puissante du cristal draconique t'épuise.
zts21187e	Éclat d'os draconiques
zts21188e	Tes blessures provoquées par les éclats d'os draconiques t'affaiblissent.
zts21189e	Souffle givré
zts21190e	Le souffle glacé du dragon givré te paralyse.
zts21191e	Blindage d'écailles draconiques
zts21192e	Ton armure est encore plus résistante.
zts21193e	Vivacité
zts21194e	L'énergie de cette armure te rend plus agile.
zts21195e	Puissance magique du dragon givré
zts21196e	La magie du dragon givré te protège.
zts21197e	Souplesse du dragon
zts21198e	La magie draconique qui émane de cette armure te rend plus habile.
zts21199e	Présence effroyable
zts21200e	La force surpuissante du dragon te fige presque entièrement.
zts21201e	Poison draconique faible
zts21202e	Le poison de Valehir coule dans tes veines. Pour t'en débarrasser, bois la potion antipoison. Quand un ennemi de Valehir subit ce débuff, Valehir obtient de buff de puissance de décomposition.
zts21203e	Souffle pestilentiel du dragon mort-vivant
zts21204e	Le puissant poison de Valehir te fait perdre tous tes sens.
zts21205e	Brouillard affolant
zts21206e	Un brouillard épais te fait frémir. Pour le faire disparaitre, utilise l'énergie du dragon zombie.
zts21207e	Puissance de décomposition
zts21208e	La puissance de décomposition renforce Valehir quand une de ses victimes subit le débuff du poison draconique faible.
zts21209e	Bouclier brumeux
zts21210e	L'épais brouillard qui enveloppe Valehir le rend invulnérable.
zts21211e	Bastion givré
zts21214e	Chaînes givrées faibles
zts21215e	Ton corps est en proie aux chaînes glaciales de la magie givrée d'Alzanor.
zts21216e	Froid cinglant
zts21217e	Le pouvoir d'Alzanor te glace littéralement les veines.
zts21218e	Trempé de la tête au pied
zts21219e	Toute force s'évapore de ton corps, car la glace fond et un gel cinglant se répand.
zts21220e	Neutralisé
zts21221e	Alzanor a consommé toute sa magie de givre, il est faible et vulnérable.
zts21222e	Paragivre
zts21223e	La magie de givre d'Alzanor est absorbée. Empêche les dégâts d'Alzanor de t'atteindre.
zts21225e	Feu d'Obscurité
zts21226e	Le souffle d'Asgobas, fait de flamme et d'ombre, te consume.
zts21227e	Recyclage magique
zts21228e	Asgobas s'élève dans les airs et y absorbe de la magie pour se renforcer.
zts21229e	Hôte du parasite draconique
zts21230e	Un œuf d'Asgobas s'y trouve.
zts21231e	Parasite draconique
zts21232e	Alzanor enveloppe son corps de glace pour se soigner.
zts21233e	L'effet prend fin dès que les golems glacés d'Alzanor sont vaincus.
zts21234e	En raison du poids important, tu ne peux plus bouger.
zts21235e	Malédiction du seigneur dragon
zts21236e	Tu as été maudit par le seigneur dragon Asgobas. Cela est retiré si tu portes un coup avec la fureur du seigneur dragon.
zts21237e	Faible malédiction du seigneur dragon
zts21238e	Tu as été maudit par le seigneur dragon Asgobas.
zts21239e	Faible magie du seigneur dragon
zts21240e	Asgobas se renforce grâce à sa magie.
zts21241e	Magie du seigneur dragon
zts21242e	Puissante magie du seigneur dragon
zts21243e	Magie du seigneur dragon ultime
zts21244e	Magie du dragon mort-vivant
zts21245e	La magie du dragon mort-vivant renforce Asgobas. Cet effet n'agit que si le dragon mort-vivant magique se trouve à proximité.
zts21246e	Il s'agit de l'énergie du dragon igné.
zts21247e	Il s'agit de l'énergie du dragon givré.
zts21248e	Bénédiction du nouvel an du tigre
zts21249e	Ailes lunaires
zts21250e	Effet des ailes lunaires
zts21251e	Puissance lunaire
zts21252e	Tu obtiens la puissance de la lune et des étoiles.
zts21253e	Énergie du tigre magique du nouvel an
zts21254e	Tu obtiens la puissance du tigre magique du nouvel an.
zts21255e	Bénédiction du tigre magique du nouvel an
zts21256e	Cet effet t'est conféré par le tigre magique du nouvel an.
zts21257e	Régénération de MP du seigneur dragon
zts21258e	Le seigneur dragon rétablit des MP en continu.
zts21259e	Calme olympien
zts21260e	Les feuilles d'eucalyptus te relaxent.
zts21261e	Poison d'eucalyptus
zts21262e	Ça calme les nerfs.
zts21263e	Bénédiction du koala
zts21264e	Au dodo
zts21265e	Le koala utilise ses feuilles d'eucalyptus pour endormir ses adversaires.
zts21266e	Bénédiction de la boule de neige domptée
zts21267e	Malédiction des flammes
zts21268e	Forte malédiction des flammes
zts21269e	Puissante malédiction des flammes
zts21270e	Transfusion sanguine (niveau 1)
zts21271e	Transfusion sanguine (niveau 2)
zts21272e	Transfusion sanguine (niveau 3)
zts21273e	Transfusion sanguine (niveau 4)
zts21274e	Transfusion sanguine (niveau 5)
zts21275e	Transfusion sanguine (niveau 6)
zts21276e	Action hâtive
zts21277e	Il est impossible pour l'adversaire d'agir de manière réfléchie.
zts21278e	Blizzard
zts21279e	Pouvoir de la transformation (niveau 4)
zts21280e	Pouvoir de la transformation (niveau 6)
zts21281e	Pouvoir de l'intransigeance (niveau 1)
zts21282e	Pouvoir de l'intransigeance (niveau 2)
zts21283e	Pouvoir de l'intransigeance (niveau 3)
zts21284e	Pouvoir de l'intransigeance (niveau 4)
zts21285e	Pouvoir de l'intransigeance (niveau 5)
zts21286e	Pouvoir de l'intransigeance (niveau 6)
zts21287e	Pouvoir de l'instinct (niveau 1)
zts21288e	Pouvoir de l'instinct (niveau 2)
zts21289e	Pouvoir de l'instinct (niveau 3)
zts21290e	Pouvoir de l'instinct (niveau 4)
zts21291e	Pouvoir de l'instinct (niveau 5)
zts21292e	Pouvoir de l'instinct (niveau 6)
zts21293e	Pouvoir de la guérison (niveau 1)
zts21294e	Pouvoir de la guérison (niveau 2)
zts21295e	Pouvoir de la guérison (niveau 3)
zts21296e	Pouvoir de la guérison (niveau 4)
zts21297e	Pouvoir de la guérison (niveau 5)
zts21298e	Pouvoir de la guérison (niveau 6)
zts21299e	Pouvoir de l'armure purificatrice (niveau 1)
zts21300e	Pouvoir de l'armure purificatrice (niveau 2)
zts21301e	Pouvoir de l'armure purificatrice (niveau 3)
zts21302e	Pouvoir de l'armure purificatrice (niveau 4)
zts21303e	Pouvoir de l'armure purificatrice (niveau 5)
zts21304e	Pouvoir de l'armure purificatrice (niveau 6)
zts21305e	Pouvoir de la régénération (niveau 1)
zts21306e	Pouvoir de la régénération (niveau 2)
zts21307e	Pouvoir de la régénération (niveau 3)
zts21308e	Pouvoir de la régénération (niveau 4)
zts21309e	Pouvoir de la régénération (niveau 5)
zts21310e	Pouvoir de la régénération (niveau 6)
zts21311e	Pouvoir du cercle de flammes (niveau 1)
zts21312e	Pouvoir du cercle de flammes (niveau 2)
zts21313e	Pouvoir du cercle de flammes (niveau 3)
zts21314e	Pouvoir du cercle de flammes (niveau 4)
zts21315e	Pouvoir du cercle de flammes (niveau 5)
zts21316e	Pouvoir du cercle de flammes (niveau 6)
zts21317e	Pouvoir de la pureté (niveau 1)
zts21318e	Pouvoir de la pureté (niveau 2)
zts21319e	Pouvoir de la pureté (niveau 3)
zts21320e	Pouvoir de la pureté (niveau 4)
zts21321e	Pouvoir de la pureté (niveau 5)
zts21322e	Pouvoir de la pureté (niveau 6)
zts21323e	Pouvoir de la résistance à la malédiction (niveau 1)
zts21324e	Pouvoir de la résistance à la malédiction (niveau 2)
zts21325e	Pouvoir de la résistance à la malédiction (niveau 3)
zts21326e	Pouvoir de la résistance à la malédiction (niveau 4)
zts21327e	Pouvoir de la résistance à la malédiction (niveau 5)
zts21328e	Pouvoir de la résistance à la malédiction (niveau 6)
zts21329e	Pouvoir de la malédiction du vampire (niveau 1)
zts21330e	Pouvoir de la malédiction du vampire (niveau 2)
zts21331e	Pouvoir de la malédiction du vampire (niveau 3)
zts21332e	Pouvoir de la malédiction du vampire (niveau 4)
zts21333e	Pouvoir de la malédiction du vampire (niveau 5)
zts21334e	Pouvoir de la malédiction du vampire (niveau 6)
zts21335e	Pouvoir de la transformation (niveau 1)
zts21336e	Pouvoir de la transformation (niveau 2)
zts21337e	Pouvoir de la transformation (niveau 3)
zts21338e	Pouvoir de la transformation (niveau 5)
zts21339e	Neurotoxine (niveau 2)
zts21340e	Neurotoxine (niveau 3)
zts21341e	Neurotoxine (niveau 4)
zts21342e	Technique de combat héroïque de Tart Hapendam
zts21343e	L'expérience héroïque obtenue augmente de 75 %.
zts21344e	Sagesse d'Asgobas
zts21345e	Les points d'EXP de niveau héroïque obtenus augmentent.
zts21346e	Bénédiction vitale
zts21347e	La force magique de la Terre des vivants rétablit les HP.
zts21348e	Sagesse vitale
zts21349e	Les créatures de la Terre des vivants peuvent beaucoup t'apprendre.
zts21350e	Fureur vitale
zts21351e	La rage des créatures sauvages de la Terre des vivants t'envahit.
zts21352e	Éléments vitaux
zts21353e	La force magique de la Terre des vivants renforce 4 éléments.
zts21354e	Armure vitale
zts21355e	La force magique de la Terre des vivants te protège mieux que n'importe quelle armure.
zts21356e	Savoir vital
zts21357e	Confusion
zts21358e	La malédiction de l'autel t'affaiblit.
zts21359e	Inertie
zts21360e	Véritable apparence
zts21361e	Gaucherie
zts21362e	Léthargie
zts21363e	Empoisonnement
zts21364e	Rechargement amélioré
zts21365e	Titre de noblesse
zts21366e	Tu te sens admirable comme un noble.
zts21367e	Coquille magique
zts21368e	Cette coquille d'œuf magique te protège.
zts21369e	Malédiction puissante de Laurena
zts21370e	Laurena maudit les personnages du raid. Ils ne peuvent plus utiliser leur pleine capacité.
zts21371e	Adrénaline
zts21372e	De l'adrénaline coule dans tes veines et augmente ta vitesse de déplacement.
zts21373e	Coup de force
zts21374e	La force d'attaque augmente pendant un certain temps.
zts21375e	Coup de force puissant
zts21376e	Ailes rétro
zts21377e	Effet d'ailes rétro
zts21378e	Secousse
zts21379e	Ce débuff est déclenché par des explosions.
zts21380e	Blessure de tir magique
zts21381e	Cette blessure provient d'un tir magique.
zts21382e	Malédiction élémentaire
zts21383e	Cette malédiction provient de la forêt.
zts21384e	Bouclier givré de mana
zts21385e	Ce bouclier est issu d'une force magique givrée.
zts21392e	Énergie du maître pêcheur
zts21393e	La probabilité d'attraper un poisson rare augmente.
zts21394e	Bénédiction du raton volatile
zts21395e	Cet effet t'est conféré par le raton volatile apprivoisé.
zts21396e	Bambou blessant
zts21397e	Manger du bambou permet de rétablir HP et MP.
zts21398e	Bénédiction du bébé panda
zts21399e	Cet effet t'est conféré par le bébé panda.
zts21400e	Armure de Caligor
zts21401e	La solide armure de Caligor limite les dégâts.
zts21402e	Bambou rassasiant
zts21403e	Buff du 15e anniversaire
zts21404e	Vaporeux (F)
zts21405e	Vaporeux (E)
zts21406e	Vaporeux (D)
zts21407e	Vaporeux (C)
zts21408e	Vaporeux (B)
zts21409e	Vaporeux (A)
zts21410e	Vaporeux (S)
zts21411e	Armure neutralisée (F)
zts21412e	Armure neutralisée (E)
zts21413e	Armure neutralisée (D)
zts21414e	Armure neutralisée (C)
zts21415e	Armure neutralisée (B)
zts21416e	Armure neutralisée (A)
zts21417e	Armure neutralisée (S)
zts21418e	Surchauffé (F)
zts21419e	Surchauffé (E)
zts21420e	Surchauffé (D)
zts21421e	Surchauffé (C)
zts21422e	Surchauffé (B)
zts21423e	Surchauffé (A)
zts21424e	Surchauffé (S)
zts21425e	Légèrement surchauffé (F)
zts21426e	Légèrement surchauffé (E)
zts21427e	Légèrement surchauffé (D)
zts21428e	Légèrement surchauffé (C)
zts21429e	Légèrement surchauffé (B)
zts21430e	Légèrement surchauffé (A)
zts21431e	Légèrement surchauffé (S)
zts21432e	Légèrement vaporeux (F)
zts21433e	Légèrement vaporeux (E)
zts21434e	Légèrement vaporeux (D)
zts21435e	Légèrement vaporeux (C)
zts21436e	Légèrement vaporeux (B)
zts21437e	Légèrement vaporeux (A)
zts21438e	Légèrement vaporeux (S)
zts21439e	Armure perforée (F)
zts21440e	Armure perforée (E)
zts21441e	Armure perforée (D)
zts21442e	Armure perforée (C)
zts21443e	Armure perforée (B)
zts21444e	Armure perforée (A)
zts21445e	Armure perforée (S)
zts21446e	Pression sur le chaudron (F)
zts21447e	Pression sur le chaudron (E)
zts21448e	Pression sur le chaudron (D)
zts21449e	Pression sur le chaudron (C)
zts21450e	Pression sur le chaudron (B)
zts21451e	Pression sur le chaudron (A)
zts21452e	Pression sur le chaudron (S)
zts21453e	Jean Vapeur (F)
zts21454e	Jean Vapeur (E)
zts21455e	Jean Vapeur (D)
zts21456e	Jean Vapeur (C)
zts21457e	Jean Vapeur (B)
zts21458e	Jean Vapeur (A)
zts21459e	Jean Vapeur (S)
zts21460e	Halitus XV à tes côtés (F)
zts21461e	Halitus XV à tes côtés (E)
zts21462e	Halitus XV à tes côtés (D)
zts21463e	Halitus XV à tes côtés (C)
zts21464e	Halitus XV à tes côtés (B)
zts21465e	Halitus XV à tes côtés (A)
zts21466e	Halitus XV à tes côtés (S)
zts21467e	Prototypes d'Halitus à tes côtés (F)
zts21468e	Prototypes d'Halitus à tes côtés (E)
zts21469e	Prototypes d'Halitus à tes côtés (D)
zts21470e	Prototypes d'Halitus à tes côtés (C)
zts21471e	Prototypes d'Halitus à tes côtés (B)
zts21472e	Prototypes d'Halitus à tes côtés (A)
zts21473e	Prototypes d'Halitus à tes côtés (S)
zts21474e	Ailes d'aigle dorées
zts21475e	Effet des ailes d'aigle dorées
zts21476e	Bénédiction des ailes d'aigle dorées
zts21477e	La bénédiction des ailes d'aigle dorées te rend plus agile.
zts21478e	Lance rutilante
zts21479e	Tu as soigneusement poli ta lance.
