zts1e	Nouvel objet
zts491e	Cet objet est utilisé par les meilleurs Sorciers.[n][n]
zts492e	Boîte de raid
zts493e	Mais que peut bien renfermer ce coffre ?[n]Double-clique dessus pour le découvrir ![n]Si tu obtiens un objet d'équipement, il aura le même niveau de rareté que le coffre.[n][n]
zts494e	Collier d'orichalque noble
zts495e	Collier d'orichalque antique
zts496e	Bague d'orichalque noble
zts497e	Bague d'orichalque antique
zts498e	Bracelet d'orichalque noble
zts499e	Bracelet d'orichalque antique
zts500e	Collier en cristal antique
zts501e	Bague en cristal antique
zts502e	Bracelet en cristal antique
zts503e	Collier à diamant antique
zts504e	Anneau en diamant antique
zts505e	Bracelet à diamant antique
zts506e	Gants des flammes
zts507e	Gant de la tempête
zts508e	Gants divins
zts509e	Gants funestes
zts510e	Chaussures du feu
zts511e	Chaussures des vagues
zts512e	Chaussures de l'illumination
zts513e	Chaussures de l'Obscurité
zts514e	Anneau rouge de Radal
zts515e	Il s'agit d'un des deux anneaux qui appartenait à Radal de son vivant. Cet objet s'utilise pour accomplir des missions importantes.[n][n]
zts516e	Anneau bleu de Radal
zts517e	Gants indissolubles
zts518e	Ces gants sont résistants à l'acide et ne peuvent pas s'oxyder.[n][n]
zts519e	Collier en or simple
zts520e	Collier en or raffiné
zts521e	Anneau en argent
zts522e	Bracelet à la mode
zts523e	Collier de mano antique
zts524e	Anneau de mano antique
zts525e	Bracelet de mano antique
zts526e	Collier de mano noble
zts527e	Bague de mano noble
zts528e	Bracelet de mano noble
zts529e	Bracelet de mano luxueux
zts530e	Collier œil de chat
zts531e	Anneau œil de chat
zts532e	Bracelet œil de chat ancestral
zts533e	Collier œil de chat noble
zts534e	Anneau œil de chat noble
zts535e	Bracelet œil de chat noble
zts536e	Collier œil de chat luxueux
zts537e	Bracelet œil de chat luxueux
zts538e	Collier en cristal
zts539e	Bague en cristal
zts540e	Bracelet en cristal
zts541e	Collier en cristal noble
zts542e	Bague en cristal noble
zts543e	Bracelet en cristal noble
zts544e	Bague en cristal luxueuse
zts545e	Bracelet en cristal luxueux
zts546e	Collier à diamant
zts547e	Anneau à diamant
zts548e	Bracelet à diamants
zts549e	Collier à diamant noble
zts550e	Anneau à diamant noble
zts551e	Bracelet à diamant noble
zts552e	Collier à diamant luxueux
zts553e	Anneau à diamant luxueux
zts554e	Bracelet à diamant luxueux
zts555e	Gants légers
zts556e	Ces gants ont beau être légers, ils sont aussi[n]très résistants et améliorent légèrement l'esquive.[n][n]
zts557e	Gants en soie
zts558e	Ces gants soyeux et luxueux sont imprégnés de magie.[n]La force d'attaque magique augmente.[n][n]
zts559e	Gants magiques
zts560e	Cet objet possédé par un esprit magique augmente les MP.[n][n]
zts561e	Gants clairs
zts562e	Ils offrent une meilleure défense rapprochée que d'autres gants.[n][n]
zts563e	Gants de célérité
zts564e	Grâce à la force aérodynamique, tu te déplaces plus vite car la résistance du vent est réduite.[n][n]
zts565e	Gants de bataille
zts566e	Leur force de défense d'attaque rapprochée est supérieure à celle des gants classiques.[n][n]
zts567e	Gants en mailles
zts568e	Cet objet est largement plébiscité par les Épéistes.[n][n]
zts569e	Gants d'éclair
zts570e	Bottes légères
zts571e	Ces bottes légères montent jusqu'aux chevilles.[n][n]
zts572e	Chaussures de célérité
zts573e	Ces chaussures augmentent ta rapidité[n]mais n'ont pas d'effet sur ta force de défense.[n][n]
zts574e	Bottes en chaîne
zts575e	Ces bottes sont dotées d'une force de défense considérable.[n][n]
zts576e	Bottes en cuir
zts577e	Ces bottes sont en peau de vieux démon.[n]Elles absorbent les attaques magiques.[n][n]
zts578e	Bottes en acier
zts579e	Bottes de protection
zts580e	Bottes du vent
zts581e	Bottes lourdes en métal
zts582e	Maniques
zts583e	Cet objet protège tes mains des objets chauds.[n][n]
zts584e	Gants brillants
zts585e	Tu es sous la protection de l'esprit de la Lumière.[n][n]
zts586e	Gants du vent
zts587e	Tu as l'impression qu'une légère brise souffle sur tes mains. [n]Cet objet renferme le pouvoir de l'esquive.[n][n]
zts588e	Gants de résistance
zts589e	Gants de l'Obscurité
zts590e	Cet objet est imprégné d'une énergie obscure.[n][n]
zts591e	Chaussures noires
zts592e	Chaussures de l'Eau
zts593e	Cet objet accorde plus de résistance à l'Eau.[n][n]
zts594e	Bottes punks
zts595e	Cet objet est imprégné de l'énergie de la Lumière.[n][n]
zts596e	Bottes à flammes
zts597e	Cet objet est imprégné de l'énergie du Feu.[n][n]
zts598e	Bottes abyssales
zts599e	Cet objet est imprégné d'une énergie obscure qui augmente la résistance à la Lumière.[n][n]
zts600e	Fée du Feu
zts601e	Il s'agit d'une fée élémentaire.[n][n]Plus tu portes cette fée sur toi au combat, plus la force d'attaque de son élément augmentera.[n](Au combat contre des monstres de niveau +/-15)[n]Elle renforcera en même temps la force élémentaire de ton personnage.[n]La fée peut augmenter ta puissance élémentaire de jusqu'à 50 %.[n][n]
zts602e	Fée de l'Eau
zts603e	Fée de la Lumière
zts604e	Fée de l'Obscurité
zts605e	Carte de spécialiste de Pyjama
zts606e	Hé ! Il faut profiter de la vie ![n]Exit les soucis ! Croque la vie à pleines dents ![n][n]
zts607e	Carte de spécialiste du Guerrier
zts608e	Il s'agit de la carte de spécialiste de l'élément Feu.[n][n]Avec le pouvoir de l'épée, tu domines le champ de bataille. Les techniques de combat enflammées de cet Épéiste audacieux écrasent les puissants adversaires en attaque rapprochée.[n][n]
zts609e	Carte de spécialiste du Ninja
zts610e	Il s'agit de la carte de spécialiste de l'élément Eau.[n][n]Les yeux de cet Épéiste sont emplis de haine.[n]Quiconque croise le chemin de ce puissant guerrier devra en découdre avec sa lame redoutable.[n][n]
zts611e	Carte de spécialiste du Ranger
zts612e	Il s'agit de la carte de spécialiste de l'élément Eau.[n][n]Il ouvre le combat par une pluie de flèches mortelles avec une rapidité telle que l'ennemi n'a même pas le temps de voir l'attaque arriver.[n][n]
zts613e	Carte de spécialiste de l'Assassin
zts614e	Il s'agit de la carte de spécialiste de l'élément Obscurité.[n][n]Derrière le masque se cache un terrible guerrier aussi sanguinaire que dangereux. Ses adversaires ne devraient jamais le quitter des yeux.[n][n]
zts615e	Carte de spécialiste du Mage du feu
zts616e	Il s'agit de la carte de spécialiste de l'élément Feu.[n]Ces Sorciers arborent les symboles de la destruction et de la perdition.[n]Ils puisent leurs forces destructrices des sorts les plus puissants et les plus ravageurs du Feu.[n][n]
zts617e	Carte de spécialiste du mage sacré
zts618e	Il s'agit de la carte de spécialiste de l'élément Lumière.[n][n]Gardien de la lumière, des commandements et de l'équilibre, ce mage suit la volonté divine d'Érénia et fait appel aux forces du bien pour vaincre ses ennemis.[n][n]
zts619e	Épée du partenaire
zts620e	Arc du partenaire
zts621e	Baguette magique du partenaire
zts622e	Armure pour partenaire (magie)
zts623e	Armure pour partenaire (combat à distance)
zts624e	Armure pour partenaire (combat rapproché)
zts625e	Levier (non utilisé)
zts626e	Coffre ancien
zts627e	Petite potion de guérison
zts628e	Cet objet vous guérit toi et ton NosMate.[n][n]
zts629e	Potion de guérison moyenne
zts630e	Grande potion de guérison
zts631e	Petite potion de mana
zts632e	Potion de mana moyenne
zts633e	Grande potion de mana
zts634e	Petite potion de récupération
zts635e	Potion de récupération moyenne
zts636e	Grande potion de récupération
zts637e	Potion de récupération géante
zts638e	Graine de pouvoir
zts639e	Cet objet peut être utilisé dans les situations suivantes :[n]1. Pour ressusciter au dernier endroit où tu étais (10x graine de pouvoir)[n]2. Pour entrer dans un espace-temps (nombre indiqué)[n]3. Pour ressusciter un NosMate (5x graine de pouvoir)[n]4. Pour abandonner une mission de pierre d'espace-temps (5x graine de pouvoir)[n][n]
zts640e	Pierre Gillion
zts641e	Cet objet peut être affiné pour obtenir une gemme d'âme, du cellon et un cristal.[n]Pour l'affiner, achète un affineur et double-clique dessus.[n][n]
zts642e	Poudre Cella
zts643e	Indispensable pour :[n]1. Renforcer ton équipement[n]2. Améliorer tes gemmes d'âme, cellons et cristaux[n][n]
zts644e	Gemme d'âme
zts645e	Cet objet sert à améliorer l'équipement[n]de +1 à +5.[n][n]
zts646e	Gemme d'âme entière
zts647e	Cet objet sert à améliorer l'équipement[n]de +6 à +10.[n][n]
zts648e	Cellon (niveau 1)
zts649e	Cet objet ajoute une option de niveau 1 aux accessoires.
zts650e	Cellon (niveau 2)
zts651e	Cet objet ajoute une option de niveau 2 aux accessoires.
zts652e	Cellon (niveau 3)
zts653e	Cet objet ajoute une option de niveau 3 aux accessoires.
zts654e	Cellon (niveau 4)
zts655e	Cet objet ajoute une option de niveau 4 aux accessoires.
zts656e	Cellon (niveau 5)
zts657e	Cet objet ajoute une option de niveau 5 aux accessoires.
zts658e	Cellon (niveau 6)
zts659e	Cet objet ajoute une option de niveau 6 aux accessoires.
zts660e	Cellon (niveau 7)
zts661e	Cet objet ajoute une option de niveau 7 aux accessoires.
zts662e	Cellon (niveau 8)
zts663e	Cet objet ajoute une option de niveau 8 aux accessoires.
zts664e	Cellon (niveau 9)
zts665e	Cet objet ajoute une option de niveau 9 aux accessoires.
zts666e	Cellon (niveau 10)
zts667e	Cet objet ajoute une option de niveau 10 aux accessoires.[n][n]
zts668e	Sable de la rivière Dona
zts669e	Cet objet s'utilise pour fabriquer plusieurs objets.[n][n]
zts670e	Cristal de nouvelle lune
zts671e	Cet objet s'utilise dans le minipays.[n]Utilise les outils pour pierres précieuses, cellons et cristaux pour fendre le cristal.[n][n]
zts672e	Cristal de demi-lune
zts673e	Le cristal de pleine lune est un matériau important dans l'amélioration de cartes de spécialiste.[n][n]
zts674e	Cristal de pleine lune
zts675e	Fragment de cristal rouge
zts676e	Cet objet s'utilise en fabrication.[n][n]
zts677e	Fragment de cristal bleu
zts678e	Fragment de cristal blanc
zts679e	Fragment de cristal noir
zts680e	Outil pour Aventurier
zts681e	Les Aventuriers s'en servent pour produire des objets.[n]Double-clique dessus pour afficher la liste.[n][n]
zts682e	Affineur de gemme d'âme
zts683e	Utilise des pierres Gillion pour obtenir de la poudre Cella et des gemmes d'âme.[n]La poudre Cella et les gemmes d'âme s'utilisent pour améliorer les armes et armures.[n]Double-clique dessus pour l'utiliser.[n][n]
zts684e	Affineur de cellon
zts685e	Utilise des pierres Gillion pour obtenir de la poudre Cella et du cellon.[n]La poudre Cella s'utilise pour améliorer les armes et armures.[n]Le cellon s'utilise pour ajouter des options supplémentaires aux accessoires.[n]Double-clique dessus pour l'utiliser.[n][n]
zts686e	Affineur de cristal
zts687e	Utilise des pierres Gillion pour obtenir de la poudre Cella et un cristal.[n]La poudre Cella s'utilise pour améliorer les armes et armures.[n]Le cristal s'utilise dans le minipays et pour la fabrication.[n]Double-clique dessus pour l'utiliser.[n][n]
zts688e	Outil pour Épéiste
zts689e	Les Épéistes s'en servent pour produire des objets.[n]Double-clique dessus pour afficher la liste.[n][n]
zts690e	Outil pour Archer
zts691e	Les Archers s'en servent pour produire des objets.[n]Double-clique dessus pour afficher la liste.[n][n]
zts692e	Outil pour Sorcier
zts693e	Les Sorciers s'en servent pour produire des objets.[n]Double-clique dessus pour afficher la liste.[n][n]
zts694e	Coffre normal
zts695e	Coffre luxueux
zts696e	Coffre secret
zts697e	Levier (utilisé)
zts698e	Or
zts699e	Outil pour accessoires
zts700e	Cet objet sert à fabriquer plusieurs accessoires.[n]Double-clique dessus pour afficher la liste détaillée.[n][n]
zts701e	Boule de cristal mystérieuse (non utilisé)
zts702e	Boule de cristal mystérieuse (utilisé)
zts703e	Coffre bonus
zts704e	Bouton (non utilisé)
zts705e	Bouton (utilisé)
zts706e	Levier en bois (non utilisé)
zts707e	Levier en bois (utilisé)
zts708e	Sculpture diabolique (non utilisé)
zts709e	Sculpture diabolique (utilisé)
zts710e	Clé scellée
zts711e	Matériaux de recherche de Duke
zts712e	Il s'agit des matériaux de recherche de Duke, le sorcier légendaire.[n]Personne ne sait à quoi ils servent.[n][n]
zts713e	Artefact
zts714e	L'attaque est renforcée.
zts715e	La défense est renforcée.
zts716e	La défense d'attaque rapprochée est renforcée.
zts717e	La défense d'attaque à distance est renforcée.
zts718e	La défense magique est renforcée.
zts719e	Coffre à mana
zts720e	Énergie puissante
zts721e	Coffre de récupération
zts722e	Effet aléatoire
zts723e	Renaissance du NosMate
zts724e	Accélération
zts725e	Bouclier puissant
zts726e	Outil pour pierres précieuses, cellons et cristaux
zts727e	Cet objet permet d'améliorer les gemmes d'âme, les cellons de tout niveau et les cristaux.[n][n]
zts728e	Outil pour matière première
zts729e	Cet objet améliore la qualité des matières premières comme le métal, le bois, le tissu et le cuir.[n][n]
zts730e	Capsule de guérison
zts731e	Clic du minipays
zts732e	Potion de récupération géante
zts733e	Carte spéciale
zts734e	Potion de points de spécialiste
zts735e	Les points de spécialiste augmentent de 10 000.[n][n]
zts736e	Rechargeur de points de pays
zts737e	Pierre Quick Time
zts738e	Panier de piquenique
zts739e	Jusqu'à 3 personnes peuvent ainsi danser.[n][n]
zts740e	Barbecue
zts741e	Jusqu'à 8 personnes peuvent ainsi danser.[n][n]
zts742e	Outil pour gants et chaussures
zts743e	Petit panneau indicateur
zts744e	Installe un panneau indicateur pour permettre aux autres joueurs de venir dans ton minipays pendant 60 minutes.[n]Le panneau indicateur n'a pas l'air de très bonne qualité.[n][n]
zts745e	Grand panneau indicateur
zts746e	Installe un panneau indicateur pour permettre aux autres joueurs de venir dans ton minipays pendant 60 minutes.[n]Ce superbe panneau indicateur est en forme de maison.[n][n]
zts747e	Fleur à son sauvage
zts748e	Fleur à son
zts749e	Cet objet permet de commencer la quête de la fleur à son.[n][n]
zts750e	Récompense en or
zts751e	Une fois que tu as réussi, tu reçois une certaine quantité d'or.[n][n]
zts752e	Récompense d'EXP
zts753e	Une fois que tu as réussi, tu reçois un certain nombre de points d'EXP.[n][n]
zts754e	Récompense en points d'EXP de métier
zts755e	Une fois que tu as réussi, tu reçois un certain nombre de points d'EXP de métier.[n][n]
zts756e	Récompense en réputation
zts757e	Une fois que tu as réussi, ta réputation augmente.[n][n]
zts758e	Morceau d'espace-temps (groupe)
zts759e	Double-clique pour vérifier la mission.[n][n]
zts760e	Morceau d'espace-temps (individuel)
zts761e	Double-clique pour vérifier la mission.[n][n]
zts762e	Morceau d'espace-temps (raid)
zts763e	Morceau d'espace-temps (chasse)
zts764e	Morceau d'espace-temps (labo)
zts765e	Points bonus
zts766e	Boîte à énigmes
zts767e	Plumage de poule
zts768e	Cuby bleu
zts769e	Crâne abandonné
zts770e	Troupes d'araignées : 2e volet
zts771e	Cet espace-temps permet d'obtenir le sceau de l'araignée noire géante.[n]Niveau requis : 60-69[n]Tu peux immédiatement entrer dans l'espace-temps.[n][n]
zts772e	Costume de Bob
zts773e	Ce costume augmente la vitesse de ton partenaire de 2[n]et lui donne un style unique.[n][n][Mode d'emploi][n]Sélectionne ton partenaire et double-clique[n]sur le costume dans ton inventaire.[n] Si tu places ton partenaire dans une perle,[n]tu perds l'objet.[n][n]
zts774e	Entrave du passé : 2e volet
zts775e	Cet espace-temps permet d'obtenir le sceau de ginseng.[n]Niveau requis : 40-49[n]Tu peux immédiatement entrer dans l'espace-temps.[n][n]
zts776e	Entrave du passé : 3e volet
