zts1e	Dinlenme
zts2637e	Büyülü koruma
zts2638e	Yaþayan bomba
zts2639e	Lanet dönüþümü
zts2640e	Yýlan ýsýrýðý
zts2641e	Buzlanmýþ gök taþý
zts2642e	Gök taþý saldýrýsý (cins 1)
zts2643e	Gök taþý saldýrýsý (cins 2)
zts2644e	Dengesiz Golem patlamasý
zts2645e	Deriyi daha dayanýklý hale getirir ve tüylerin arasýnda dikenler çýkarýr.
zts2646e	Çökmek
zts2647e	Saldýrý gücünü düþürerek savunmayý güçlendirir.
zts2648e	Zýrh hasar türüne uyum saðlar.
zts2649e	Ayýnýn dayanýklýlýðý
zts2650e	Ayý Loa'nýn kutsamasý sana daha fazla dayanýklýlýk saðlar.
zts2651e	Direnci ve zýrhý artýrýr.
zts2652e	Kutsanmýþ post
zts2653e	Ayý Loa'nýn kutsal postu seni kötü efektlerden korur.
zts2654e	Zýrhý hýzla güçlendirir.
zts2655e	Doðayla uyumlu þekilde yaþamayý bilenler Ayý Loa'nýn gücünü kazanmasýný bilir.
zts2656e	Elementlerin kutsamasý
zts2657e	Tüm elementler güçlenir.
zts2658e	Savunma gücünü düþürerek saldýrý gücünü artýrýr.
zts2659e	Aslan pençeleri derin yaralar açar.
zts2660e	Silahlarýn gücünü artýrýr.
zts2661e	Güçlendirilmiþ saldýrýlar ekstra hasar verir.
zts2662e	Becerilerin soðuma süresinin sýfýrlanmasý þansýný verir.
zts2663e	Rakiplerin zýrhýný deler.
zts2664e	Doðayla uyumlu þekilde yaþamayý bilenler Aslan Loa'nýn gücünü kazanmasýný bilir.
zts2665e	Rüzgar gibi atik
zts2666e	Hareket hýzýný ve kaçýnma deðerini yükseltir.
zts2667e	Delici bakýþlar
zts2668e	Rakibin zayýf yönlerini tespit eder.
zts2669e	Yüksek uçuþ
zts2670e	Zayýf noktalarýný ustaca gizlersin.
zts2671e	Kartal gözler
zts2672e	Saldýrýlarýnýn isabetini artýrýr.
zts2673e	Göze göz
zts2674e	Hasarý rakibe yansýtýr.
zts2675e	Tehlike durumunda hünerlerin yükselir.
zts2676e	Artan tecrübeyle rakibin zayýf noktalarýný fark etmek sana daha kolay gelecek.
zts2677e	Doðayla uyumlu þekilde yaþamayý bilenler Kartal Loa'nýn gücünü kazanmasýný bilir.
zts2678e	Yýlan zehri
zts2679e	Zehirle güçlenen bir saldýrý.
zts2680e	Saldýrý gücün büyü savunmasýyla artar.
zts2681e	Aldýðýn hasar YP'nden deðil BP'nden kesilir.
zts2682e	Lanet
zts2683e	Ýntikam yemini edip rakibi lanetliyorsun.
zts2684e	Elementer kalkaný
zts2685e	Alýnan element hasarý düþer.
zts2686e	Büyülü zýrh
zts2687e	Hasar mucizevi büyüyle düþer.
zts2688e	Kötü efektlere maruz kaldýðýnda elementlerin güçlendirilir.
zts2689e	Doðayla uyumlu þekilde yaþamayý bilenler Yýlan Loa'nýn gücünü kazanmasýný bilir.
zts2690e	Bu kitap Ayý Loa'nýn gücünü barýndýrýr.
zts2691e	YP'yi 7.000 artýrýr.
zts2692e	Bu kitap Kartal Loa'nýn gücünü barýndýrýr.
zts2693e	Hüneri 120 artýrýr.
zts2694e	Bu kitap Yýlan Loa'nýn gücünü barýndýrýr.
zts2695e	Zihin gücünü 120 artýrýr.
zts2696e	Bu kitap Aslan Loa'nýn gücünü barýndýrýr.
zts2697e	Bedensel gücü 120 artýrýr.
zts2698e	Bu kitap Hayaletler Kralý'nýn gücünü barýndýrýr.
zts2699e	BP'yi 7.000 artýrýr.
zts2717e	Ateþ mermisi
zts2718e	Yakýndaki düþmanlara bir ateþ mermisi atar ve alevler meydana getirir.
zts2721e	Hayaletler Kralý'nýn zayýf kutsamasý
zts2722e	Hayaletler Kralý sana ve yakýnýndaki NosMatelere kutsamasýný verir.
zts2723e	Paimon'un gölge enerjisi
zts2724e	Paimon'un gölgesinin gücü seni deler ve seçkin bir gölge þövalyesi çaðýrýr.
zts2745e	Canavarlar Kralý'nýn savaþçý ruhu
zts2746e	Canavarlar Kralý'nýn savaþçý ruhu müttefiklerinin moralini güçlendirir.
zts2747e	Baykuþ Ayýsý aðlamasý
zts2748e	Karanlýk Elfin emri
zts2749e	Yosun muhallebisi enerjisi
zts2757e	1. birliði çaðýr
zts2758e	Gök Kulesi'nde 1. birliði çaðýrýr. Birlik bir ekip çalýþmasý güçlendiricisine sahipse, bunu sen de alýrsýn.
zts2759e	2. birliði çaðýr
zts2760e	Gök Kulesi'nde 2. birliði çaðýrýr. Birlik bir ekip çalýþmasý güçlendiricisine sahipse, bunu sen de alýrsýn.
zts2770e	3. birliði çaðýr
zts2771e	Gök Kulesi'nde 3. birliði çaðýrýr. Birlik bir ekip çalýþmasý güçlendiricisine sahipse, bunu sen de alýrsýn.
zts2772e	4. birliði çaðýr
zts2773e	Gök Kulesi'nde 4. birliði çaðýrýr. Birlik bir ekip çalýþmasý güçlendiricisine sahipse, bunu sen de alýrsýn.
zts2774e	5. birliði çaðýr
zts2775e	Gök Kulesi'nde 5. birliði çaðýrýr. Birlik bir ekip çalýþmasý güçlendiricisine sahipse, bunu sen de alýrsýn.
zts2779e	Öldürücü kasýrga
zts2780e	Ölümün nefesi
zts2781e	Hayaletler salgýný
zts2782e	Büyülü pasta
zts2783e	Bu tatlý pastada çok özel bir þey saklý.
zts2784e	Kalkan darbesi
zts2785e	Rakibe boynuzlu bir kalkanla saldýrýr.
zts2786e	Oltayý at
zts2787e	Misinayý çek
zts2788e	Yemle avlama
zts2789e	Balýk tutma yerine ýþýnlanma
zts2790e	Gizli yerde balýk tutma
zts2791e	Övün
zts2792e	Oltanýn ucunda
zts2793e	Balýk tutma dansý
zts2794e	Misina bakýmý
zts2795e	Oltayý at (profesyonel)
zts2796e	Oltayla saldýrýyorsun.
zts2797e	Oltayý atýyorsun.
zts2798e	Bu sýrada bir yem harcanýr.
zts2799e	Balýðý sudan çekmeye çalýþýyorsun.
zts2800e	Bir plastik yem kullanýyorsun.
zts2801e	Bu efekt olta atýldýktan sonra sona erer.
zts2802e	Bu balýk tutma yerini "balýk tutma yerine ýþýnlan" için hedef konum olarak belirliyorsun.
zts2803e	Bu beceriyi "balýk tutma yerine ýþýnlan"ýn etki süresi devam ederken tekrar kullandýðýnda önceden belirlediðin balýk tutma yerine ýþýnlanýrsýn.
zts2804e	Canavarlar için görünmez olursun.
zts2805e	Tuttuðun büyük balýkla övün.
zts2806e	Hedefi sana doðru çeker.
zts2807e	Bu dansla Balýk Loa'dan kutsamasýný istersin.
zts2808e	Bununla misinaný tamir edip onu daha dayanýklý hale getirebilirsin.
zts2809e	Daha büyük balýk tutma olasýlýðýný artýrýr. Tutulan balýðýn boyutu 50% olasýlýkla büyür. Bir balýk tutma olasýlýðý 5% yükselir.
zts2810e	Bu sýrada bir yem harcanýr.
zts2811e	Þehri hedef olarak belirlediðinde seni þehre geri götürür.
zts2812e	Seni ve NosMate'ini canavarlar için görünmez hale getirir. Sadece balýk tutma yerlerinde kullanýlabilir.
zts2813e	Profesyonel balýkçýnýn el kitabý
zts2814e	Tüm saldýrý ve savunmalar 50 yükselir.
zts2815e	Bu efektin soðuma süresi kýsaltýlamaz.
zts2817e	Yeþil Dev Kasýrga
zts2818e	Büyülü Baykuþ kuvvetli bir kasýrga çaðýrýyor.
zts2819e	Rakiplerin hedefin etrafýnda hasar görme ve hareketlerinin kýsýtlanmasý olasýlýðý var.
zts2820e	Bir wok tavasýyla iþe baþla.
zts2821e	Malzemeleri hazýrla
zts2822e	Malzemeleri hazýr et.
zts2823e	Kýzart
zts2824e	Bir ýzgara tabaðý hazýrlýyorsun.
zts2825e	Piþirmeyi bitir
zts2826e	Piþirmeyi sonlandýrýyorsun. Mutfakta zamanlama her þeydir!
zts2827e	Kaynat
zts2828e	Bir tencere yemeði hazýrlýyorsun.
zts2829e	Sun
zts2830e	Yemeðini gururla sunuyorsun.
zts2831e	Yemek Hazýrlýðý
zts2832e	Yemek için ihtiyaç duyduðun her þeyi hazýrlýyorsun. Daha fazla aþçýlýk tecrübesi kazan.
zts2833e	Gizli Baharat
zts2834e	Yemeðe gizli baharatýný ekliyorsun. Lezzetli yemekler hazýrlamana yardým eder.
zts2835e	Hafifçe kýzart
zts2836e	Ýddialý bir tava yemeði yapýyorsun.
zts2837e	Býçaðý bile
zts2838e	Þef býçaðýný keskinleþtiriyorsun.
zts2839e	Ek kesilmiþ malzemeler veya yemekler elde etme þansý verir.
zts2840e	Saðlýklý Yemek
zts2841e	Baharat olmadan bir yemek piþirmeye çalýþýyorsun.
zts2842e	Baharat kullanmaya ihtiyaç duymama þansý verir.
zts2843e	Aþçýlar için temel kuvvet eðitimi
zts2844e	Tüm saldýrý ve savunmalar 30 yükselir.
zts2845e	Aþçýlar için ileri kuvvet eðitimi
zts2846e	Aþçýlar için uzman kuvvet eðitimi
zts2847e	Tüm saldýrý ve savunmalar 100 yükselir.
zts2848e	Küçük bir olasýlýkla keskin bir býçak seni yaralayabilir ve bu nedenle [kanama] etkisini yaþayabilirsin.
zts2849e	Ek kesilmiþ malzeme veya yemek elde etme þansý verir.
zts2850e	Týrpaný düþmanýn üzerine atar ve [Zayýf Ölüm Ýþareti] býrakýr.
zts2851e	Keskin Pençeler
zts2852e	Pençelerinle iki kez saldýrýrsýn.
zts2853e	Ayý Loa'nýn Enerjisi
zts2854e	Ayýnýn enerjisi, senin saldýrý gücünü ve ateþ elementini iyileþtirir.
zts2855e	Koruyucu Alev
zts2856e	Sana koruyucu bir alev kalkaný saðlar.
zts2857e	Alev Kökü
zts2858e	Çevrendeki düþmanlarý baðlamasý için yerden bir Alev Kökü çaðýrýr.
zts2859e	Alev Ayý Hali
zts2860e	Kuvvetli bir kahverengi ayýya dönüþürsün.
zts2861e	Alev Leopar Hali
zts2862e	Süratli kýrmýzý bir leopara dönüþürsün.
zts2863e	Pençe Saldýrýsý
zts2864e	Pençelerinle iki kere vurursun.
zts2865e	Saldýrý Kývrýlmasý
zts2866e	Kývrýlýrsýn ve düþmana doðru koþarsýn.
zts2867e	Alev Zýrhý
zts2868e	Etrafýndaki alevler yakýndaki düþmanlara hasar verir.
zts2869e	Alevlenen Darbe
zts2870e	Ön pençe ile çaprazlamasýna saldýrýrsýn.
zts2871e	Ayý Loa'nýn Kükremesi
zts2872e	Arka ayaklarýnýn üzerinde yükselirsin ve düþmana kükrersin.
zts2873e	Felç Eden Tekme
zts2874e	Dönersin ve arka pençelerinle tekme atarsýn.
zts2875e	Emici Alev
zts2876e	Alev seni düþman saldýrýlarýndan korur ve rakiplerine hasar verir.
zts2877e	Yer Yaran
zts2878e	Ayý halinin muazzam kuvveti yeri yarar.
zts2879e	Sýçrama Saldýrýsý
zts2880e	Havaya sýçrarsýn ve hýzlýca rakiplerinin üstüne inersin.
zts2881e	Arýndýrýcý Alev
zts2882e	Saf alev enerjisi, kötü efektleri arýtýr.
zts2883e	Dönen Hücum
zts2884e	Derhal dönersin ve hedefe hücum edersin.
zts2885e	Ateþ Sýçramasý
zts2886e	Yükseðe sýçrayabilmen için ateþ enerjisi bacaklarýnda dolaþýr.
zts2887e	Ateþ Fýrtýnasý Aparkat Vuruþu
zts2888e	Alev enerjisi ön bacaklarýna dolar ve bir aparkat vurursun.
zts2889e	Druid Hali
zts2890e	Yine kendi Druid halini alýrsýn.
zts2891e	Kahverengi Ayý Postu
zts2892e	Zýrhýný, bir kahverengi ayýnýn kalýn postu gibi dayanýklý yapar.
zts2893e	Ýyileþtirici Alev
zts2894e	Hayat bahþeden alev seni kaplar.
zts2895e	Balta Darbesi
zts2896e	Ýki elli baltayla iki kez saldýrýrsýn.
zts2897e	Balta Fýrlatma
zts2898e	Bumerang gibi geri gelen baltayý düþmana fýrlatýrsýn.
zts2899e	Yoðun Þiddetli Saldýrý
zts2900e	Rakibe hücum edip onu itersin.
zts2901e	Öfkenin Baltasý
zts2902e	Derin yara açabilmek için vücudun bir bölgesine 5 kere arka arkaya saldýrýrsýn.
zts2903e	Suyun Runik Gücü
zts2904e	Baltandaki runiðin su enerjisi, senin su elementini ve savunmaný yükseltir.
zts2905e	Zýt Akým
zts2906e	Baltanýn yardýmýyla düþmanýný kendine doðru çekersin.
zts2907e	Öfke Patlamasý
zts2908e	Baltaný hiddetle sallarsýn.
zts2909e	Þelale Korumasý
zts2910e	Baltandaki runiðin sihirli suyu düþman saldýrýlarýný bir süreliðine geri püskürtür.
zts2911e	Þelale Kasýrgasý
zts2912e	Bir kasýrga gibi kendi etrafýnda hýzlýca dönersin ve baltaný fýrlatýrsýn.
zts2913e	Þelalenin Gücü
zts2914e	Þelalelin kuvvetli enerjisi, fiziksel durumunu iyileþtirir.
zts2915e	Kýzgýn Þelale Vuruþu
zts2916e	Havaya zýplarsýn ve hedefine çaprazlama vurursun. Ýndirdiðin darbe yakýndaki düþmanlarý da etkiler.
zts2917e	Berserker'in Öfke Patlamasý
zts2918e	Öfkeden gözün dönmüþçesine baltaný çok daha büyük bir kuvvetle sallarsýn.
zts2919e	Çaðlayan Akýntý
zts2920e	Baltaný, düþen suyun muazzam gücüyle sallarsýn.
zts2921e	Mýzrak Fýrlatma
zts2922e	Mýzraðýný fýrlatýrsýn.
zts2923e	Þiddetli Saldýrý Emri
zts2924e	Güneþ Kurduna hedefe saldýrmasýný emredersin.
zts2925e	Hedefin [baygýnlýk] geçirme olasýlýðý var.
zts2926e	Güneþ Kurdu yenilirse, ilgili beceri kullanýlamaz.
zts2927e	Yýldýrým Darbesi
zts2928e	Hýzlýca hedefine yaklaþýrsýn ve ona defalarca saplarsýn.
zts2929e	Güneþ Mýzraðý
zts2930e	Büyüyle daha da büyüyen devasa bir mýzrak fýrlatýrsýn.
zts2931e	Doðal Ýyileþme
zts2932e	Senin ve Kurt Güneþ Kurdunun YP'sini yeniler.
zts2933e	Güneþ Kurdun yenilmiþse, tekrar canlanýr.
zts2934e	Güneþ Meteoru
zts2935e	Gökten bir sürü kayan mýzrak düþer.
zts2936e	Pençe Vuruþu
zts2937e	Kurdun hedefe koþar ve onu arka ayaklarýyla tekmeleyip geri püskürtür.
zts2938e	Ayak Baðý
zts2939e	Mýzrak isabet ettiðinde tuzaða dönüþür ve hedefi baðlar.
zts2940e	Güneþ Patlamasý
zts2941e	Parlak ýþýldayan Güneþ Kurdunu hedefe ýþýnlar ve hedefin gözleri körelir.
zts2942e	Vahþi Doða Korumasý
zts2943e	Mýzraktaki runik, seni korumak için doðanýn gücünü çaðýrýr.
zts2944e	Iþýk Aðý
zts2945e	Fýrlatýlan mýzrak, hedefi saran bir ýþýk aðýna dönüþür.
zts2946e	Anýnda Geri Çekilme
zts2947e	Yakýndaki bir düþmana doðru hareket eden bir ayý tuzaðý yerleþtirdikten sonra anýnda geri çekilirsin.
zts2948e	Kurt Sürüsü
zts2949e	Hedefte bir kurt sürüsü çaðýrýrsýn ve saldýrý emri verirsin.
zts2950e	Güneþ Lekesi Patlamasý
zts2951e	Ýçinde kuvvetli güneþ enerjisi barýndýran bir mýzrak fýrlatýrsýn.
zts2952e	Dönen Kurt
zts2953e	Dönerken saldýran Güneþ Kurdunu hedefe ýþýnlarsýn.
zts2954e	Güneþin Hükmü
zts2955e	Devasa kutsal bir mýzrak gökten düþer.
zts2957e	Lanet Iþýný
zts2958e	Ýçinde lanet barýndýran koyu bir ýþýn saçarsýn.
zts2959e	Zehir Bulutu
zts2960e	Yýlan Loa'nýn ruhu sayesinde çok zehirli bir bulut çaðýrýrsýn.
zts2961e	Ruh Örümceði
zts2962e	Patlayarak yakýndaki hedeflere saldýrý gerçekleþtiren devasa mavi örümcekler çaðýrýrsýn.
zts2963e	Patlamalar hedefleri lanetleyebilir.
zts2964e	Ruh Hali
zts2965e	Bir süreliðine bir ruha dönüþürsün.
zts2966e	Sana hasar verilemez ve saldýrýlamaz.
zts2967e	Yapýþkan Ruh
zts2968e	Hedefe zamk gibi yapýþan bir ruh çaðýrýrsýn.
zts2969e	Ölülerin kollarý yerden çýkar ve hedefi yakalar.
zts2970e	Açgözlü Çekirge Sürüsü
zts2971e	Açgözlü bir çekirge sürüsü çaðýrýrsýn.
zts2972e	O da yakýndaki bir hedefe hasar verir.
zts2973e	Kinci Ruh
zts2974e	Ýntikam peþinde koþan bir ruh çaðýrýrsýn.
zts2975e	Saldýrýya uðrarsan, rakibinden senin intikamýný alýr.
zts2976e	Vudu Bebeði
zts2977e	Vudu bebeði ile hedefi lanetlersin.
zts2978e	Hedefin YP'si sürekli azalýr. Lanet kaldýrýlmazsa, hedefe büyük hasar verir.
zts2979e	Su Adam Hali
zts2980e	Hedefini lanetlersin ve onu bir su adama dönüþtürürsün.
zts2981e	Bu haldeyken hasara karþý çok hassas olur.
zts2982e	Ruh Emilimi
zts2983e	Hedefinin ruh enerjisini emerek senin gücüne güç katar.
zts2984e	Artýrýlmýþ güç sadece bir kere kullanýlabilir.
zts2985e	Ölüm Laneti
zts2986e	Kendi etrafýndaki büyük bir alana ölüm laneti yerleþtirirsin.
zts2987e	Bu, sadece iyileþtirme almýþ düþmanlarý etkiler.
zts2988e	Güneþ Kurdu hedefe saldýrýr.
zts2989e	Güneþ Kurdu hedefi tekmeler ve geri püskürtür.
zts2990e	Güneþ Kurdu, hedefe saldýrmalarý için atalarýnýn ruhuna emreder.
zts2991e	Güneþ Kurdu, hedefe [baygýnlýk] yaþatan kör edici bir ýþýk saçar.
zts2992e	Güneþ Kurdu hýzlýca dönerek bir hedefe ve onun çevresindeki rakiplere saldýrýr.
zts2994e	Ancak NosMate'n ve Güneþ Kurdu'n ek YP almaz.
zts3010e	Ancak NosMate'n ve Güneþ Kurdu'n ek YP almaz.
zts3012e	Kuyruk Sýçramasý
zts3013e	Bulunduðu yerde sýçrar ve kuyruðuyla düþmanlara saldýrýr.
zts3014e	[Basit] Hastalýk Direnci
zts3015e	"Ejderha Canlýlýðý" Ders Kitabý
zts3017e	"Ejderha Çevikliði" Ders Kitabý
zts3019e	"Ejderha Zekasý" Ders Kitabý
zts3020e	"Ejderha Gücü" Ders Kitabý
zts3021e	"Ejderha Büyüsü" Ders Kitabý
zts3038e	Maksimum YP'yi 12.000 artýrýr.
zts3039e	Hüneri 150 artýrýr.
zts3040e	Zihin gücünü 150 artýrýr.
zts3041e	Bedensel gücü 150 artýrýr.
zts3042e	Maksimum BP'yi 12.000 yükseltir.
zts3045e	Ejderha Lordunun Öfkesi
zts3046e	Maksimum YP'yi 10.000 yükseltir.
zts3047e	Maksimum BP'yi 10.000 yükseltir.
zts3048e	Gel birlikte yiyelim!
zts3049e	Koala ile birlikte birkaç okaliptüs yapraðý ye.
zts3050e	Koalanýn uykusu
zts3051e	Koala rakiplerini uyutmak için okaliptüs yapraklarý kullanýr.
zts3072e	Soðuma süresini düþüren efekti kapsamaz.
zts3073e	Hýzlý adým atýyorsun.
zts3074e	Mutlak zýrh savunmayý ve zoraki harekete karþý koyma þansýný artýrýr.
zts3075e	Rakun kuþu kasýrgasý
zts3076e	Rakun kuþu kendi etrafýnda hýzlýca döner ve böylece küçük bir kasýrga meydana getirir.
zts3077e	Panda rulosu
zts3078e	Yavru Panda yuvarlanýr... ve hýzla rakiplerine doðru ilerler!
zts3079e	Buhar çýkýþý
zts3080e	Rakiplerini kendi sularýnda buðular.
zts3081e	Zýrh karþýtý füze
zts3082e	Sýrtýna baðlý füzeleri ateþler.
zts3083e	Isý çýkýþý
zts3084e	Kabuk karþýtý füze
zts3085e	Kazan üzerindeki basýnç
zts3086e	Soluk, fazla enerjisini serbest býrakýyor.
zts3087e	Aþýrý ýsýnmýþ
zts3088e	Hýzlý darbe
zts3089e	Bir rakibe mýzrakla saldýrýyorsun.
zts3090e	Uzun darbe
zts3091e	Uzaktaki bir rakibe mýzrakla saldýrýyorsun.
zts3092e	Kalkan vuruþu
zts3093e	Rakibe kalkanla vurup onu sersemletiyorsun.
zts3094e	Mýzrak hücumu
zts3095e	Mýzraðý bir dizi düþmana doðrultuyorsun ve hepsini tek hamlede vuruyorsun.
zts3096e	Kutsal kasýrga
zts3097e	Mýzraðý sallayarak ýþýktan bir kasýrga yaratabilirsin.
zts3098e	Mýzrak atma
zts3099e	Mýzraðýný atýyorsun ve arka arkaya duran birçok rakibe hasar veriyorsun.
zts3100e	Üçlü darbe
zts3101e	Rakibine arka arkaya üç kez mýzrak saplýyorsun.
zts3102e	Drakonium kalkaný
zts3103e	Kalýn kalkan, rakibin saldýrýlarýný engeller.
zts3104e	Zýrh imhasý
zts3105e	Rakibin zýrhýndaki zayýf noktalarý vuran küçük ýþýk mýzraklarý çaðýrýyorsun.
zts3106e	Koruyucu ýþýk
zts3107e	Ejderha büyüsünün ýþýk enerjisini kullanarak kötü efektleri ortadan kaldýrýr ve yakýndaki müttefiklerin savunmasýný artýrýr.
zts3108e	Ejderha dikeni
zts3109e	Saldýrý sýrasýnda ejderha enerjisini bir noktaya odaklýyorsun.
zts3110e	El bombalarýný ateþle
zts3111e	El bombalarýný ateþliyorsun.
zts3112e	Þok el bombasý
zts3113e	Bir þok dalgasýný tetikleyen el bombalarýný ateþliyorsun.
zts3114e	Dikey atýþ
zts3115e	Bir el bombasýný dik bir açýyla ateþliyorsun.
zts3116e	Napalm bombasý
zts3117e	Hedef alanýndaki tüm rakipleri yakan bir Napalm bombasý ateþliyorsun.
zts3118e	Yeniden yükle
zts3119e	Daha kuvvetli el bombalarýný yeniden yüklüyorsun.
zts3120e	Drakonium enerji kalkaný
zts3121e	Senin vücudunu koruyan bir enerji kalkaný oluþturuyor.
zts3122e	Yer çekimi el bombasý
zts3123e	Etki noktasýnda yerçekimini artýran ve düþmanlarý oraya baðlayan bir el bombasýný ateþliyorsun.
zts3124e	Artýrýlmýþ ateþ gücü
zts3125e	Ateþ gücü ýsýyla kuvvetleniyor.
zts3126e	HEAT atýþý
zts3127e	Olaðanüstü deliþ gücüne sahip bir HEAT el bombasýný ateþliyorsun.
zts3128e	Enerji dönüþümü
zts3129e	Silahýnýn ateþleme gücünü iyileþtirir.
zts3130e	Isý enerjisi ve ejderha büyüsü içeren bir alev ýþýnýný arka arkaya duran rakiplerine fýrlatýyorsun.
zts3131e	Saldýrý menzilinin yükseltilmesi bir etkiye sahip deðil.
zts3132e	Telekinezi
zts3133e	Yer çekimi kontrolüyle rakibe bir taþ atýyorsun.
zts3134e	Kendine çekme
zts3135e	Yer çekimi enerjisi sayesinde rakipleri kendine çekiyorsun.
zts3136e	Yer çekimi karþýtý enerjisi sayesinde rakipleri kendinden uzaklaþtýrýyorsun.
zts3137e	Ezme
zts3138e	Koskocaman bir taþý hedefin üstüne düþürüyorsun.
zts3139e	Yer çekimi karþýtý alaný
zts3140e	Vücudunu koruyan bir yer çekimi karþýtý alaný yaratýyorsun. Etki BP harcar.
zts3141e	Hýzlý kaçýþ
zts3142e	Rakibe hasar veriyorsun ve ardýndan kaçmak için ondan uzaklaþýyorsun.
zts3143e	Yer çekimi alaný
zts3144e	Yakýndaki rakiplere hasar veren bir yer çekimi alaný yaratýyorsun.
zts3145e	Aþýrý yer çekimi
zts3146e	Yer çekimi küresinin geniþlemesiyle saldýrý gücünü artýrýyorsun. Ne var ki yan etkileri mevcut.
zts3147e	Yer çekimi karþýtýndan dolayý yansýma
zts3148e	Hasarý yansýtan bir yer çekimi karþýtý alaný yaratýyorsun.
zts3149e	Aðýrlýksýzlýk
zts3150e	Etrafýndaki her þeyin aðýrlýksýz olmasýný saðlýyorsun.
zts3151e	Rakiplerin zorlanýyor ama sen bu etkiye alýþýksýn.
zts3152e	Kara delik
zts3153e	Her þeyi içine çeken bir kara delik yaratýyorsun.
zts3154e	Aðýr darbe
zts3155e	Bir rakibe aðýr robotik kollarla aðýr bir darbe indiriyorsun.
zts3156e	Depoyu doldur
zts3157e	Büyülü gücü yakýta dönüþtürüyorsun.
zts3158e	Sýçrama saldýrýsý
zts3159e	Bir sýçramayla hedefinin üstüne atlýyorsun.
zts3160e	Buruþturma
zts3161e	Rakiplerini tek bir yerde topluyorsun ve onlarý robot ellerin arasýnda buruþturuyorsun.
zts3162e	Çekiç saldýrýsý
zts3163e	Rakiplerine çekiç gibi vuruyorsun.
zts3164e	Zemin kaydýrma
zts3165e	Yere kuvvetli þekilde darbe indiriyorsun.
zts3166e	Ön engelleme
zts3167e	Robotik kollar sayesinde rakip saldýrýlarý engelliyorsun.
zts3168e	Güçlü sýçrama saldýrýsý
zts3169e	Hücum saldýrýsý
zts3170e	Büyü gücünü tek bir kolda odaklýyorsun ve hedefe hücum ediyorsun.
zts3171e	Yakýt fazlasý
zts3172e	Dövüþ gücünü kuvvetlendirmek için yakýt tüketiyorsun.
zts3173e	Drako darbesi
zts3174e	Tüm gücünü yumruklarýnda topluyorsun ve düz bir hat üzerinde arka arkaya duran rakiplere saldýrýyorsun.
zts3175e	Ýyileþme anlaþmasý
zts3176e	Kendini iyileþtirmek için yakýt tüketiyorsun.
zts3177e	Enkaz saldýrýsý
zts3178e	Çapraz robot elleriyle saldýrýyorsun.
zts3188e	Ýttirme
zts3194e	CEL2	1	-9	1	1	-8	1	1	-7	1	1	-6	1	1	-5	1	1	-4	1	1	-3	1	1	-2	1	1	-1	1	0	0	0
zts3196e	Bisküvi ve hediyeler
zts3197e	Aðýr hediye ve bisküvileri etrafa daðýtýyorsun.
zts3198e	Zencefilli kurabiye adamýnýn dövüþ tarzý
zts3199e	Zencefilli kurabiye adamý Par'ýn enerjisini edinirsin.
zts3200e	Zencefilli kurabiye adamýnýn niþancýlýðý
zts3201e	Zencefilli kurabiye adamý Pur'ýn enerjisini edinirsin.
zts3202e	Zencefilli kurabiye adamýnýn sihir gücü
zts3203e	Zencefilli kurabiye adamý Pir'in enerjisini edinirsin.
zts3204e	Derin gölge
zts3205e	Yere rakiplere saldýran derin bir gölge çizer.
zts3206e	Gölge boyama
zts3207e	Hassas fýrça darbeleriyle sana gölge enerjisinin gücünü verir.
zts3208e	1.000 Mut puaný gerekir.
zts3209e	1.000 Mut puaný ve 3. Mut efekti gerekir.
zts3210e	Kutsal Totem
zts3211e	Kullanýcýyý ve çevredeki müttefikleri güçlendiren bir kutsal totem çaðýrýr.
zts3212e	Bu beceri için "Kutsal Enerji" çubuðunun tamamen dolmasý gerekir.
zts3213e	%100 YP'si olan hedeflerde kullanýlamaz.
zts3214e	Kýrbaç darbesi
zts3215e	Rakibe kýrbaçla saldýrýr.
zts3216e	YP'yi azaltýr ama öldürücü bir darbe indiremez.
zts3217e	Ehlileþtir
zts3218e	Bununla 1 yýldýzlý bir evcil hayvaný ehlileþtirebilirsin.
zts3219e	Hedeflenen hayvandan daha yüksek seviyede olmalýsýn ve o kendi YP'sinin yarýsýndan daha azýna sahip olmalý.
zts3220e	Zayýf eðitim canavarýný çaðýr
zts3221e	Bu eðitim canavarý, evcil hayvanlarý eðitim seviyesi 20'ye kadar geliþtirebilir.
zts3222e	Bir eðitim canavarý kafesi gerekli.
zts3223e	Esansý çýkar
zts3224e	Seçilmiþ evcil hayvanýn esansýný çýkarýyorsun.
zts3225e	Sadece en yüksek eðitim seviyesine ulaþmýþ evcil hayvanlarda kullanýlabilir.
zts3226e	Atýlým yapmayý hedefle
zts3227e	Seçilmiþ evcil hayvanýn yýldýz derecelendirmesini yükseltir.
zts3228e	Ýleri seviyede ehlileþtirme
zts3229e	Bununla 2 yýldýzlý bir evcil hayvaný ehlileþtirebilirsin.
zts3230e	Eðitim canavarýný çaðýr
zts3231e	Bu eðitim canavarý, evcil hayvanlarý eðitim seviyesi 40'a kadar geliþtirebilir.
zts3232e	Geliþtirilmiþ esans çýkar
zts3233e	1 veya 2 yýldýzlý evcil hayvanlarýn esansýný çýkarýrsan, %10 olasýlýkla bir tane daha alýrsýn.
zts3234e	Güçlü eðitim canavarýný çaðýr
