zts1e	Efectos Generales
zts20934e	Te permite reparar tu sedal y hacerlo más resistente.
zts20935e	La bendición del Loa Pez aumenta la cantidad de puntos de experiencia recibidos.
zts20936e	Cuando tiras la caña no se consume cebo. Este efecto concluye cuando se tira la caña.
zts20937e	Te vuelves invisible a los monstruos agresivos para pescar a gusto.
zts20938e	Te teletransportas al punto de pesca que hayas determinado con anterioridad.
zts20939e	Te vuelves invisible a los monstruos para pescar a gusto.
zts20940e	Cuando tiras la caña no se consume cebo. El tiempo de espera de este efecto no se puede reducir.
zts20941e	Alas de cristal
zts20942e	Efecto de Alas de cristal
zts20943e	Fuerzas del toro
zts20944e	El enorme cuerpo del toro reduce el daño sufrido.
zts20945e	¡Yiiiiijaaaa!
zts20946e	¡No conviene interponerse en el camino de un toro de rodeo furioso!
zts20947e	Ráfaga
zts20948e	Un viento huracanado debilita tu defensa.
zts20949e	Bendición del Magimochuelo
zts20950e	El Magimochuelo refuerza tu poder de ataque y tu resistencia elemental.
zts20951e	Flecha venenosa de sombra nocturna
zts20952e	La flecha del hámster nocturno reduce la velocidad de movimiento y los HP.
zts20953e	Flecha venenosa de endrino
zts20954e	La potente flecha de la ira de roedor reduce la defensa y los HP y MP.
zts20955e	Prepararse para cocinar
zts20956e	Prepararas el plato que quieres cocinar. Te ayuda a ganar experiencia de cocina.
zts20957e	Condimento secreto
zts20958e	Echas tu Condimento secreto al plato. Te ayuda a preparar platos correctamente.
zts20959e	Afilar cuchillo
zts20960e	Afilas tu cuchillo de cocina. Otorga una probabilidad de obtener ingredientes cortados o platos extra.
zts20961e	Sabor natural
zts20962e	Intentas preparar un plato sin condimentos. Otorga una probabilidad de no tener que usar condimentos.
zts20963e	Malestar
zts20964e	No te encuentras bien porque te has comido un plato en mal estado. Ahora mismo no puedes comer nada más.
zts20965e	Efecto de saciedad I
zts20966e	Potenciador que recibes al degustar platos.
zts20967e	Efecto de saciedad II
zts20968e	Potenciador fuerte que recibes al degustar platos.
zts20969e	Efecto de saciedad III
zts20970e	Potenciador muy fuerte que recibes al degustar platos.
zts20971e	Sustancia nutritiva de la defensa
zts20972e	El poder de defensa aumenta gracias a los nutrientes del plato.
zts20973e	Sustancia nutritiva del ataque
zts20974e	El poder de ataque aumenta gracias a los nutrientes del plato.
zts20975e	Energía de la anguila lobo gigante
zts20976e	Este plato contiene el poder de la Anguila lobo gigante.
zts20977e	Sustancia nutritiva de la destreza
zts20978e	La capacidad de esquivar aumenta gracias a los nutrientes del plato.
zts20979e	Sustancia nutritiva de la dureza
zts20980e	El daño por impacto crítico disminuye debido a los nutrientes del plato.
zts20981e	Sustancia nutritiva de la fuerza vital
zts20982e	El daño por impacto crítico aumenta debido a los nutrientes del plato.
zts20983e	Energía del kraken
zts20984e	Este plato contiene el poder del Kraken.
zts20985e	Energía del megalodón
zts20986e	Este plato contiene el poder del Megalodón.
zts20987e	Sustancia nutritiva de los elementos
zts20988e	Da una sensación de saciedad y fuerza.
zts20989e	Sustancia nutritiva de la resistencia
zts20990e	Energía del pez anzuelo
zts20991e	Este plato contiene el poder del Pez anzuelo.
zts20992e	Energía del caimán negro
zts20993e	Este plato contiene el poder del Tirano fluvial y del Caimán negro.
zts20994e	Energía de la lava
zts20995e	Este plato contiene el poder del Tirano de lava.
zts20996e	Energía del chocotiburón
zts20997e	Este plato contiene el poder del Chocotiburón.
zts20998e	Energía del frigus
zts20999e	Este plato contiene el poder del Frigus.
zts21000e	Energía débil del dragón
zts21001e	Este plato contiene un poco de poder del dragón. Te hace afín al fuego.
zts21002e	Energía del celacanto
zts21003e	Este plato contiene el poder del Celacanto.
zts21004e	Saciedad I
zts21005e	Saciedad II
zts21006e	Sientes la energía que te da la saciedad.
zts21007e	Saciedad III
zts21008e	Sientes la fuerte energía que te da la saciedad.
zts21009e	Afilas tu cuchillo de cocina. Otorga una probabilidad de obtener ingredientes cortados o platos extra.
zts21010e	Recuperación por saciedad (débil)
zts21011e	Tu cuerpo se regenera gracias al efecto de platos poco comunes.
zts21012e	Inmunidad por saciedad
zts21013e	Hay una cierta probabilidad de resistir efectos negativos gracias a la Inmunidad por saciedad.
zts21014e	Sustancia nutritiva para la vista
zts21015e	Tus ojos sanos te permiten ver personajes ocultos.
zts21016e	Sustancia nutritiva para el intelecto
zts21017e	Usas la materia gris y acumulas más experiencia.
zts21018e	Recuperación por saciedad (media)
zts21019e	Canalizas el poder del Kraken. El efecto desaparece si accedes a la Torre Celestial o a la Arena del Honor.
zts21020e	Alivio de dolor por saciedad
zts21021e	Con el estómago lleno, duele menos.
zts21022e	Complemento proteico por saciedad
zts21023e	Todas esas proteínas incrementan tu poder de ataque siempre que tus HP permanezcan por debajo de un valor concreto.
zts21024e	Sustancia nutritiva para el intelecto (fuerte)
zts21025e	Canalizas el poder del Tirano fluvial. El efecto termina si accedes a la Torre Celestial o a la Arena del Honor.
zts21026e	Canalizas el poder del Tirano de lava. El efecto termina si accedes a la Torre Celestial o a la Arena del Honor.
zts21027e	Sustancia nutritiva para la vista (débil)
zts21028e	Recuperación por saciedad
zts21029e	Complemento proteico por saciedad (débil)
zts21030e	Concentrado aturdidor
zts21031e	Alas de flores
zts21032e	Las Alas de flores te otorgan este potenciador.
zts21033e	Veneno de flores
zts21034e	Sustancia tóxica potente que sueltan las Alas de flores.
zts21035e	Marca de la muerte débil
zts21036e	Quien lleva esta marca, sufre daño adicional y el efecto [División de espíritus].
zts21037e	Ralentización
zts21038e	La explosión de la Mina de fuego te ralentiza.
zts21039e	Poder del alma concentrada
zts21040e	Te fortaleces absorbiendo el alma del oponente. Desaparece en cuanto utilizas una habilidad de ataque.
zts21041e	Sustancia anestésica en la comida que alivia el dolor.
zts21042e	Energía del Loa oso
zts21043e	Tu elemento fuego y tu poder de ataque aumentan gracias a la energía del Loa oso.
zts21044e	Llama protectora
zts21045e	Las llamas sagradas te protegen.
zts21046e	Raíz flamígera
zts21047e	Raíces flamígeras brotan del suelo y envuelven los pies.
zts21048e	Piel de oso pardo
zts21049e	Tu piel se hace resistente como la de un oso.
zts21050e	Llama sanadora
zts21051e	Una llama sagrada te cura y de protege de efectos negativos.
zts21052e	Tanque flamígero
zts21053e	Quema a los oponentes que tienes cerca.
zts21054e	Bravata del oso
zts21055e	El daño que deberían recibir los amigos que tienes cerca te afecta a ti.
zts21056e	Nerviosismo
zts21057e	El miedo a un gran oso pardo pone nervioso al objetivo.
zts21058e	Llama purgadora
zts21059e	Una llama pura quema todos tus efectos negativos.
zts21060e	Quemaduras graves
zts21061e	Tus quemaduras graves te ralentizan.
zts21062e	Llama absorbente
zts21063e	Una llama muy caliente quema todos los posibles ataques.
zts21064e	Energía del leopardo rojo
zts21065e	Recibes la energía del rápido leopardo rojo. El efecto solo se activa con la forma de leopardo.
zts21066e	Energía del oso pardo
zts21067e	Recibes la energía del oso pardo. El efecto se activa con la forma de oso y de leopardo.
zts21068e	Lesión grave
zts21069e	Provocas al objetivo una profunda herida con una gran hacha.
zts21070e	Energía del agua pura
zts21071e	El agua pura fortalece tu defensa y tu elemento agua.
zts21072e	Protección de la cascada
zts21073e	La energía de la cascada te protege de efectos negativos.
zts21074e	Energía de la cascada
zts21075e	La fuerte energía de la cascada aumenta tu velocidad de movimiento, tu poder de ataque y tu barra de ira.
zts21076e	Golpe de cascada
zts21077e	El objetivo recibe el impacto del agua que parece caer desde una gran altura.
zts21078e	Broma letal
zts21079e	Una profunda herida causada por un arma mortal.
zts21080e	Luz cegadora
zts21081e	La deslumbrante luz del sol te ciega temporalmente.
zts21082e	No puedes defenderte como de costumbre.
zts21083e	Curación natural
zts21084e	La naturaleza te cura las heridas de forma permanente. Si el Lobo solar ha sido derrotado, resucita.
zts21085e	Fuerza vital recuperada
zts21086e	Después de curarte, rebosas energía.
zts21087e	Luz dañina
zts21088e	La luz del sol te provoca heridas. Aumenta el daño del elemento luz y del Lobo solar.
zts21089e	Consecuencias de la explosión de la mancha solar
zts21090e	La explosión de una mancha solar disminuye la resistencia a la luz y aumenta el daño del Lobo solar.
zts21091e	Protección de la naturaleza
zts21092e	La energía incontrolable de la runa de la lanza te protege.
zts21093e	Red sagrada
zts21094e	La red de luz te envuelve.
zts21095e	Poder del sol
zts21096e	La energía del sol de la lanza te fortalece.
zts21097e	Maldición de la serpiente venenosa
zts21098e	El veneno de la serpiente lanza sobre una terrible maldición sobre el objetivo.
zts21099e	Maldición del sacerdote vudú
zts21100e	El sacerdote vudú puede reforzar las maldiciones existentes.
zts21101e	Maldición de la araña
zts21102e	Lanza la maldición de la Araña espiritual sobre el objetivo.
zts21103e	Transformación en espíritu
zts21104e	El mundo de los vivos no influye sobre el alma.
zts21105e	Cuerpo petrificado
zts21106e	Tu cuerpo se paraliza y queda inmóvil porque el alma se te queda pegada.
zts21107e	Alma vengativa
zts21108e	El alma vengativa te protege.
zts21109e	Muñeco vudú
zts21110e	Tu alma está sincronizada con el muñeco vudú. Este causa daños continuos.
zts21111e	Ira del muñeco vudú
zts21112e	El muñeco vudú está furioso.
zts21113e	Maldición del acuántropo
zts21114e	Transforma al objetivo en un Acuántropo. Si recibe daños, vuelve a adoptar su forma original.
zts21115e	Maldición mortal
zts21116e	Una potente maldición que provoca la muerte. Aumenta el daño de ataque de tinieblas sufrido.
zts21117e	Enfado
zts21118e	Te enfadas un poco.
zts21119e	Estás furioso.
zts21120e	Arrebato de ira
zts21121e	Estás en cólera.
zts21122e	Furia
zts21123e	Lo único que puede apaciguar tu ira es el tiempo. Cuando el efecto pasa, la barra de ira se restablece.
zts21124e	La energía incontrolable de la runa de la lanza te protege. No obstante, tu NosMate y tu Lobo solar no recibirán HP adicionales con este potenciador.
zts21125e	Rencor de la cascada
zts21126e	Ira de la cascada
zts21127e	Furia de la cascada
zts21128e	Rabia de la cascada
zts21129e	Armadura de tinieblas
zts21130e	Una energía oscura rodea a Paimon y lo protege. Desaparece al vencer al Espíritu de druida flamígero.
zts21131e	Poder sobre las tinieblas
zts21132e	Un efecto mágico que refuerza a Paimon. Desaparece al vencer al Espíritu de sacerdote vudú.
zts21133e	Poder de los héroes Orcos
zts21134e	La energía de los héroes Orcos desatada por Paimon le debilita.
zts21135e	Poder del mal debilitado
zts21136e	Paimon tarda más en invocar a sus lacayos.
zts21137e	El rugido refuerza tu cuerpo.
zts21138e	Serenidad
zts21139e	El murmullo de la cascada calma la ira del guerrero.
zts21140e	Escudo anímico
zts21141e	El alma vengativa te protege. Repone una parte del daño en forma de MP.
zts21142e	Te fortaleces absorbiendo el alma del oponente. El efecto termina al utilizar una habilidad de ataque o al dirigirte a otra zona.
zts21143e	La naturaleza sana tus heridas constantemente. Si el Lobo solar cae derrotado, resucita. No obstante, tu NosMate y tu Lobo solar no disfrutarán de HP adicionales con este potenciador.
zts21144e	Garbo y agilidad
zts21145e	Esquivas hábilmente los ataques enemigos.
zts21146e	Bendición de Velutzi
zts21147e	Efecto que te otorga el Dino bebé Velutzi.
zts21148e	Bendición de la Reina de las abejas mansa
zts21149e	Un efecto otorgado por la Reina de las abejas mansa
zts21150e	Potenciador del 14.º aniversario
zts21151e	Cómodo marsupio de canguro
zts21152e	En el marsupio de canguro se está genial.
zts21153e	Arriba esos puños
zts21154e	El canguro se protege con los puños.
zts21155e	Escudo vital débil
zts21156e	Escudo vital de efecto no muy fuerte.
zts21157e	Receta médica
zts21158e	Administrar según las indicaciones del facultativo.
zts21159e	Bendición del dragón
zts21160e	Has recibido la bendición de un dragón.
zts21161e	Bendición del dragón de fuego
zts21162e	Has recibido la bendición del dragón de fuego.
zts21163e	Bendición del dragón de hielo
zts21164e	Has recibido la bendición de un dragón de hielo.
zts21165e	Bendición del dragón de luz de luna
zts21166e	Has recibido la bendición del dragón de luz de luna.
zts21167e	Bendición del dragón celestial
zts21168e	Has recibido la bendición de un dragón celestial.
zts21169e	Aliento de fuego
zts21170e	Las llamas del dragón de fuego consumen al objetivo.
zts21171e	Aliento de hielo
zts21172e	El gélido aliento del dragón de hielo congela al objetivo.
zts21173e	Sombra lunar
zts21174e	La sombra del dragón de luz de luna debilita al objetivo.
zts21175e	Luz celestial
zts21176e	La luz del dragón celestial ciega al objetivo.
zts21177e	Golpe de dragón
zts21178e	Sufres de los efectos de un golpe que hubiera atravesado incluso las escamas de un dragón.
zts21179e	Flecha de dragón
zts21180e	Sangras debido al impacto de una flecha puntiaguda hecha de hueso de dragón.
zts21181e	Maldición de dragón
zts21182e	Tu alma está contaminada por una terrible maldición procedente del alma de un dragón.
zts21183e	Congelación
zts21184e	Un fuego helado paraliza tu cuerpo.
zts21185e	Energía de cristal de dragón
zts21186e	La poderosa energía del cristal de dragón te agota.
zts21187e	Esquirla de hueso de dragón
zts21188e	La herida provocada por las esquirlas de hueso de dragón te debilita.
zts21189e	Soplo helado
zts21190e	El soplo helado del dragón de hielo te paraliza.
zts21191e	Coraza de escamas de dragón
zts21192e	Tu armadura es aún más resistente.
zts21193e	Ligereza
zts21194e	La energía de la armadura te proporciona agilidad.
zts21195e	Poder mágico del dragón de hielo
zts21196e	La magia del dragón de hielo te protege.
zts21197e	Agilidad del dragón
zts21198e	La magia de dragón de la armadura te hace más hábil.
zts21199e	Presencia espantosa
zts21200e	El poder del dragón es tan sobrecogedor que apenas puedes moverte.
zts21201e	Veneno suave de dragón
zts21202e	El veneno de Valehir corre por tus venas. Utiliza la poción de resistencia al veneno para eliminar el efecto. En caso de que Valehir esté afectado por este penalizador, Valehir obtendrá el potenciador [Poder de la putrefacción].
zts21203e	Aliento fétido del dragón no muerto
zts21204e	El potente veneno de Valehir anula tus sentidos.
zts21205e	Niebla del miedo
zts21206e	Una espesa niebla te provoca escalofríos. Desaparece si usas la energía del dragón zombi.
zts21207e	Poder de la putrefacción
zts21208e	El poder de la putrefacción fortalece a Valehir si su víctima se ve afectada por el penalizador [Veneno suave de dragón].
zts21209e	Escudo de niebla
zts21210e	La espesa niebla hace invulnerable a Valehir.
zts21211e	Baluarte gélido
zts21214e	Cadenas de hielo débiles
zts21215e	La magia helada de Alzanor ha inmovilizado tu cuerpo con cadenas de hielo.
zts21216e	Frío intenso
zts21217e	El poder de Alzanor hace que se congele la sangre en tus venas.
zts21218e	Calado hasta los huesos
zts21219e	Todas tus fuerzas abandonan tu cuerpo, ya que el hielo comienza a derretirse y tienes mucho frío.
zts21220e	Sin poder
zts21221e	Alzanor ha usado toda la magia helada y se encuentra en un estado débil y vulnerable.
zts21222e	Descargador de hielo
zts21223e	Absorbe la magia helada de Alzanor. Anula el daño de los ataques de Alzanor.
zts21225e	Fuego de las tinieblas
zts21226e	El aliento de fuego y tinieblas de Asgobas te consume.
zts21227e	Reciclaje de magia
zts21228e	Asgobas se eleva en el aire y absorbe magia fresca para fortalecerse.
zts21229e	Huésped dragón parasitario
zts21230e	En su interior hay un huevo de Asgobas.
zts21231e	Parásito dragón
zts21232e	Alzanor envuelve su cuerpo en hielo y se cura.
zts21233e	Este efecto finaliza en cuanto todos los golems de hielo de Alzanor hayan sido derrotados.
zts21234e	Pesa tanto que no puedes moverte.
zts21235e	Maldición del Lord dragón
zts21236e	El Lord dragón Asgobas te ha maldecido. Desaparecerá cuando aciertes con Ira del Lord dragón.
zts21237e	Maldición del Lord dragón débil
zts21238e	El Lord dragón Asgobas te ha maldecido.
zts21239e	Magia del Lord dragón débil
zts21240e	Asgobas utiliza su magia para fortalecerse.
zts21241e	Magia del Lord dragón
zts21242e	Magia del Lord dragón potente
zts21243e	Magia del Lord dragón definitiva
zts21244e	Magia del dragón no muerto
zts21245e	La magia del dragón no muerto fortalece a Asgobas. Este efecto solo se activa cuando el dragón no muerto mágico está cerca.
zts21246e	Esta es la energía del dragón de fuego.
zts21247e	Esta es la energía del dragón de hielo.
zts21248e	Bendición de Año Nuevo del tigre
zts21249e	Alas selénicas
zts21250e	Efecto de alas selénicas
zts21251e	Fuerza selénica
zts21252e	Canalizas los poderes de la luna y las estrellas.
zts21253e	Energía del tigre blanco mágico de Año Nuevo
zts21254e	Recibes la fuerza del tigre blanco mágico de Año Nuevo.
zts21255e	Bendición del tigre blanco mágico de Año Nuevo
zts21256e	Un efecto otorgado por el Tigre blanco mágico de Año Nuevo.
zts21257e	Regeneración de MP del Lord dragón
zts21258e	El Lord dragón regenera MP de forma constante.
zts21259e	Relajante
zts21260e	Las hojas de eucalipto tienen un efecto calmante.
zts21261e	Veneno de eucalipto
zts21262e	Calma los nervios.
zts21263e	Bendición del koala
zts21264e	A dormir
zts21265e	El koala usa hojas de eucalipto para dormir al enemigo.
zts21266e	Bendición de la bolita de nieve blanda
zts21267e	Anillo flamígero
zts21268e	Anillo flamígero fuerte
zts21269e	Anillo flamígero poderoso
zts21270e	Transfusión de sangre (nivel 1)
zts21271e	Transfusión de sangre (nivel 2)
zts21272e	Transfusión de sangre (nivel 3)
zts21273e	Transfusión de sangre (nivel 4)
zts21274e	Transfusión de sangre (nivel 5)
zts21275e	Transfusión de sangre (nivel 6)
zts21276e	Acción precipitada
zts21277e	El enemigo no es capaz de pararse a pensar antes de actuar.
zts21278e	Tormenta de nieve
zts21279e	Poder de la transformación (nivel 4)
zts21280e	Poder de la transformación (nivel 6)
zts21281e	Poder de la obstinación (nivel 1)
zts21282e	Poder de la obstinación (nivel 2)
zts21283e	Poder de la obstinación (nivel 3)
zts21284e	Poder de la obstinación (nivel 4)
zts21285e	Poder de la obstinación (nivel 5)
zts21286e	Poder de la obstinación (nivel 6)
zts21287e	Poder del instinto (nivel 1)
zts21288e	Poder del instinto (nivel 2)
zts21289e	Poder del instinto (nivel 3)
zts21290e	Poder del instinto (nivel 4)
zts21291e	Poder del instinto (nivel 5)
zts21292e	Poder del instinto (nivel 6)
zts21293e	Poder de la curación (nivel 1)
zts21294e	Poder de la curación (nivel 2)
zts21295e	Poder de la curación (nivel 3)
zts21296e	Poder de la curación (nivel 4)
zts21297e	Poder de la curación (nivel 5)
zts21298e	Poder de la curación (nivel 6)
zts21299e	Poder de la armadura purificadora (nivel 1)
zts21300e	Poder de la armadura purificadora (nivel 2)
zts21301e	Poder de la armadura purificadora (nivel 3)
zts21302e	Poder de la armadura purificadora (nivel 4)
zts21303e	Poder de la armadura purificadora (nivel 5)
zts21304e	Poder de la armadura purificadora (nivel 6)
zts21305e	Poder de la regeneración (nivel 1)
zts21306e	Poder de la regeneración (nivel 2)
zts21307e	Poder de la regeneración (nivel 3)
zts21308e	Poder de la regeneración (nivel 4)
zts21309e	Poder de la regeneración (nivel 5)
zts21310e	Poder de la regeneración (nivel 6)
zts21311e	Poder del anillo flamígero (nivel 1)
zts21312e	Poder del anillo flamígero (nivel 2)
zts21313e	Poder del anillo flamígero (nivel 3)
zts21314e	Poder del anillo flamígero (nivel 4)
zts21315e	Poder del anillo flamígero (nivel 5)
zts21316e	Poder del anillo flamígero (nivel 6)
zts21317e	Poder de la pureza (nivel 1)
zts21318e	Poder de la pureza (nivel 2)
zts21319e	Poder de la pureza (nivel 3)
zts21320e	Poder de la pureza (nivel 4)
zts21321e	Poder de la pureza (nivel 5)
zts21322e	Poder de la pureza (nivel 6)
zts21323e	Poder de la resistencia a maldiciones (nivel 1)
zts21324e	Poder de la resistencia a maldiciones (nivel 2)
zts21325e	Poder de la resistencia a maldiciones (nivel 3)
zts21326e	Poder de la resistencia a maldiciones (nivel 4)
zts21327e	Poder de la resistencia a maldiciones (nivel 5)
zts21328e	Poder de la resistencia a maldiciones (nivel 6)
zts21329e	Poder de la maldición vampírica (nivel 1)
zts21330e	Poder de la maldición vampírica (nivel 2)
zts21331e	Poder de la maldición vampírica (nivel 3)
zts21332e	Poder de la maldición vampírica (nivel 4)
zts21333e	Poder de la maldición vampírica (nivel 5)
zts21334e	Poder de la maldición vampírica (nivel 6)
zts21335e	Poder de la transformación (nivel 1)
zts21336e	Poder de la transformación (nivel 2)
zts21337e	Poder de la transformación (nivel 3)
zts21338e	Poder de la transformación (nivel 5)
zts21339e	Neurotoxina (nivel 2)
zts21340e	Neurotoxina (nivel 3)
zts21341e	Neurotoxina (nivel 4)
zts21342e	Una técnica de combate heroica de Tart Hapendam.
zts21343e	Aumenta la experiencia de héroe recibida en un 75 %.
zts21344e	Sabiduría de Asgobas
zts21345e	Aumenta la EXP de nivel heroico.
zts21346e	Bendición de la vida
zts21347e	El poder mágico del Reino de los Vivos recupera HP.
zts21348e	Sabiduría de la vida
zts21349e	Las criaturas del Reino de los Vivos tienen mucho que enseñarte.
zts21350e	Ira de la vida
zts21351e	La rabia de las criaturas salvajes del Reino de los Vivos se apodera de ti.
zts21352e	Elementos de la vida
zts21353e	El poder mágico del Reino de los Vivos refuerza cuatro elementos.
zts21354e	Armadura de la vida
zts21355e	El poder mágico del Reino de los Vivos te protege mejor que cualquier armadura.
zts21356e	Conocimiento de la vida
zts21357e	Confusión
zts21358e	La maldición del altar te debilita.
zts21359e	Apatía
zts21360e	Forma real
zts21361e	Torpeza
zts21362e	Letargo
zts21363e	Envenenamiento
zts21364e	Recarga mejorada
zts21365e	Dignidad de la nobleza
zts21366e	Te sientes eminente, como alguien de alta alcurnia.
zts21367e	Cáscara mágica
zts21368e	Una cáscara de huevo con propiedades mágicas de protección.
zts21369e	Maldición potente de Laurena
zts21370e	Laurena maldice a los personajes del raid y les impide aprovechar todo su potencial.
zts21371e	Adrenalina
zts21372e	La adrenalina fluye por tus venas e incrementa tu velocidad de movimiento.
zts21373e	Empujón
zts21374e	El poder de ataque aumenta durante un tiempo.
zts21375e	Empujón fuerte
zts21376e	Alas retro
zts21377e	Efecto de alas retro
zts21378e	Conmoción
zts21379e	Un penalizador activado por explosiones.
zts21380e	Herida de bala mágica
zts21381e	Una herida de un disparo mágico.
zts21382e	Maldición elemental
zts21383e	Una maldición del bosque.
zts21384e	Escudo helado de maná
zts21385e	Un escudo de poder mágico de hielo.
zts21392e	Energía del maestro pescador
zts21393e	Aumenta la probabilidad de pescar un pez poco común.
zts21394e	Bendición del pajaromapache
zts21395e	Un efecto otorgado por el Pajaromapache manso.
zts21396e	Herida de bambú
zts21397e	El consumo de este tipo de bambú regenera HP y MP.
zts21398e	Bendición del bebé panda
zts21399e	Efecto que otorga el Bebé panda.
zts21400e	Armadura de Caligor
zts21401e	Esta robusta armadura de Caligor reduce el daño recibido.
zts21402e	Bambú nutritivo
zts21403e	Potenciador del 15.º aniversario
zts21404e	Vapor (F)
zts21405e	Vapor (E)
zts21406e	Vapor (D)
zts21407e	Vapor (C)
zts21408e	Vapor (B)
zts21409e	Vapor (A)
zts21410e	Vapor (S)
zts21411e	Armadura neutralizada (F)
zts21412e	Armadura neutralizada (E)
zts21413e	Armadura neutralizada (D)
zts21414e	Armadura neutralizada (C)
zts21415e	Armadura neutralizada (B)
zts21416e	Armadura neutralizada (A)
zts21417e	Armadura neutralizada (S)
zts21418e	Sobrecalentamiento (F)
zts21419e	Sobrecalentamiento (E)
zts21420e	Sobrecalentamiento (D)
zts21421e	Sobrecalentamiento (C)
zts21422e	Sobrecalentamiento (B)
zts21423e	Sobrecalentamiento (A)
zts21424e	Sobrecalentamiento (S)
zts21425e	Ligero sobrecalentamiento (F)
zts21426e	Ligero sobrecalentamiento (E)
zts21427e	Ligero sobrecalentamiento (D)
zts21428e	Ligero sobrecalentamiento (C)
zts21429e	Ligero sobrecalentamiento (B)
zts21430e	Ligero sobrecalentamiento (A)
zts21431e	Ligero sobrecalentamiento (S)
zts21432e	Vapor suave (F)
zts21433e	Vapor suave (E)
zts21434e	Vapor suave (D)
zts21435e	Vapor suave (C)
zts21436e	Vapor suave (B)
zts21437e	Vapor suave (A)
zts21438e	Vapor suave (S)
zts21439e	Armadura atravesada (F)
zts21440e	Armadura atravesada (E)
zts21441e	Armadura atravesada (D)
zts21442e	Armadura atravesada (C)
zts21443e	Armadura atravesada (B)
zts21444e	Armadura atravesada (A)
zts21445e	Armadura atravesada (S)
zts21446e	Presión en la caldera (F)
zts21447e	Presión en la caldera (E)
zts21448e	Presión en la caldera (D)
zts21449e	Presión en la caldera (C)
zts21450e	Presión en la caldera (B)
zts21451e	Presión en la caldera (A)
zts21452e	Presión en la caldera (S)
zts21453e	Pérdida de vapor (F)
zts21454e	Pérdida de vapor (E)
zts21455e	Pérdida de vapor (D)
zts21456e	Pérdida de vapor (C)
zts21457e	Pérdida de vapor (B)
zts21458e	Pérdida de vapor (A)
zts21459e	Pérdida de vapor (S)
zts21460e	Aura de Halitus-15 (F)
zts21461e	Aura de Halitus-15 (E)
zts21462e	Aura de Halitus-15 (D)
zts21463e	Aura de Halitus-15 (C)
zts21464e	Aura de Halitus-15 (B)
zts21465e	Aura de Halitus-15 (A)
zts21466e	Aura de Halitus-15 (S)
zts21467e	Aura de prototipo de halitus (F)
zts21468e	Aura de prototipo de halitus (E)
zts21469e	Aura de prototipo de halitus (D)
zts21470e	Aura de prototipo de halitus (C)
zts21471e	Aura de prototipo de halitus (B)
zts21472e	Aura de prototipo de halitus (A)
zts21473e	Aura de prototipo de halitus (S)
zts21474e	Alas de águila doradas
zts21475e	Efecto "Alas de águila doradas"
zts21476e	Bendición de las alas de águila doradas
zts21477e	La Bendición de las alas de águila doradas te hace más ágil.
zts21478e	Lanza brillante
zts21479e	Has sacado brillo a la lanza hasta límites insospechados.
zts21480e	Lanza afilada
zts21481e	Tu lanza tiene una punta muy prominente.
zts21482e	Lanza aguijón
zts21483e	La lanza nunca había estado tan afilada.
zts21484e	Precalentada
zts21485e	Tu arma se calienta un poco.
zts21486e	Caliente
zts21487e	Tu arma se calienta.
zts21488e	Al rojo vivo
zts21489e	Tu arma se calienta como la lava.
zts21490e	Sobrecalentada
zts21491e	Tu arma ha alcanzado la temperatura máxima. Ya no puedes utilizar habilidades que aumenten el calor.
zts21492e	Campo gravitatorio grande
zts21493e	Tu Esfera gravitatoria está cargada con mucha energía gravitatoria.
zts21494e	Campo antigravitatorio grande
zts21495e	Tu Esfera gravitatoria está cargada con mucha energía antigravitatoria.
zts21496e	Equilibrio gravitatorio
zts21497e	En tu Esfera gravitatoria hay un equilibrio entre la energía gravitatoria y la antigravitatoria.
zts21498e	Armadura perforada
zts21499e	Tu armadura está perforada.
zts21500e	Armadura completamente perforada
zts21501e	Tu armadura está totalmente perforada.
zts21502e	Herida grave
zts21503e	Te ha atrapado una lanza.
zts21504e	Escudo de Dragonio
zts21505e	Te protege el cuerpo con un escudo enorme.
zts21506e	Luz de protección
zts21507e	El poder de la luz te protege.
zts21508e	Luz purgadora
zts21509e	La luz sagrada te cura.
zts21510e	Recarga
zts21511e	Recargas granadas más potentes.
zts21512e	Escudo energético de Dragonio
zts21513e	Te protege un escudo energético de magia de dragón.
zts21514e	Alta presión
zts21515e	Apenas puedes moverte debido a la alta gravedad.
zts21516e	Transformación energética
zts21517e	Fortalece el cuerpo al transformar el calor de tu arma.
zts21518e	Quemadura por aliento de dragón
zts21519e	Recibes un impacto que contiene magia de dragón.
zts21520e	Potencia de fuego aumentada
zts21521e	El calor aumenta tu potencia de fuego.
zts21522e	Campo gravitatorio
zts21523e	Activa un potente campo gravitatorio.
zts21524e	Consecuencias gravitatorias
zts21525e	Estás dentro de un campo gravitatorio.
zts21526e	Hipergravedad
zts21527e	Aumenta la fuerza de la Esfera gravitatoria. Puede provocar una sobrecarga.
zts21528e	Campo antigravitatorio
zts21529e	Un campo antigravitatorio que toma una parte del daño recibido en HP y lo sustituye por MP.
zts21530e	Reflexión por antigravedad
zts21531e	La antigravedad refleja todos los ataques.
zts21532e	Campo antigravitatorio reactivo
zts21533e	El campo antigravitatorio reacciona automáticamente a los ataques enemigos.
zts21534e	Ingravidez
zts21535e	Te has familiarizado con los efectos de la ingravidez.
zts21536e	Torpeza
zts21537e	Te mueves con torpeza porque desconoces los efectos de la ingravidez.
zts21538e	Consecuencias de una gravedad fuerte
