zts1e	Training for Rookie Adventurers
zts2309e	Alibi (2)
zts2310e	Explore this location.
zts2311e	Alibi (3)
zts2312e	Deceiver
zts2313e	The Second Task
zts2314e	Successfully complete the Sheep Farm raid.
zts2315e	Function Test
zts2316e	Successfully complete the Dodge Meteor raid.
zts2317e	Teamwork Test
zts2318e	Successfully complete the Bushi King Defence raid.
zts2319e	Earn the Goths' respect.
zts2320e	Meet with the Goth elder.
zts2321e	Speak with the Goth elder.
zts2322e	Conviction
zts2323e	Conspiracy
zts2324e	Yertirand's Missing
zts2325e	Go to this location.
zts2326e	Yertirand's Missing (2)
zts2327e	Yertirand's Missing (3)
zts2328e	A Source of Information
zts2329e	Talk to Jennifer.
zts2330e	A Source of Information (2)
zts2331e	Travel to Tart Hapendam.
zts2332e	Find the Guard
zts2333e	Talk to the guard.
zts2334e	Find the Guard (2)
zts2335e	Travel to Desert Eagle City.
zts2336e	Merchant
zts2337e	Talk to the Merchant.
zts2338e	Merchant (2)
zts2339e	Merchant (3)
zts2340e	Bring the Merchant an Ice Flower.
zts2341e	Merchant (4)
zts2342e	Bring the Merchant 200,000 Gold.
zts2343e	Backstreet Alchemist
zts2344e	Talk to the Backstreet Alchemist.
zts2345e	Backstreet Alchemist (2)
zts2346e	Backstreet Alchemist (3)
zts2347e	Bring the Backstreet Alchemist what she needs.
zts2348e	Backstreet Alchemist (4)
zts2349e	Wandering Alchemist
zts2350e	Talk to the Wandering Alchemist.
zts2351e	Wandering Alchemist (2)
zts2352e	Wandering Alchemist (3)
zts2353e	Wandering Alchemist (4)
zts2354e	Bring the Wandering Alchemist some coins.
zts2355e	Wandering Alchemist (5)
zts2356e	Great Goth Elder
zts2357e	Great Goth Elder (2)
zts2358e	Great Goth Elder (3)
zts2359e	Great Goth Elder (4)
zts2360e	Malcolm Mix
zts2361e	Bring the materials to Malcolm Mix.
zts2362e	All Set
zts2363e	Bring the Great Goth Elder the Shining Parchment Scroll.
zts2364e	To the Forgotten Tower
zts2365e	To the Forgotten Tower (2)
zts2366e	Defeat Yertirand.
zts2367e	To the Forgotten Tower (3)
zts2368e	To the Forgotten Tower (4)
zts2369e	Evil's Demise
zts2370e	Defeat the Twisted Yertirand.
zts2371e	Journey's End
zts2372e	The Start of Reconciliation
zts2373e	To Valhalla
zts2374e	Talk to Barni's Soul.
zts2375e	The Path to the Lost Catacombs
zts2376e	Bring Professor Macavity 2,000,000 Gold.
zts2377e	Mastering Martial Arts
zts2378e	Visit the Lopello Library
zts2379e	Learn Martial Arts
zts2380e	Talk to Head Storeman Jerico.
zts2381e	Martial Artist Basic Training
zts2382e	Learn the patience of a Martial Artist.
zts2383e	Proper Training!
zts2384e	Learn the advanced skill.
zts2385e	The Forgotten Masters
zts2386e	Investigate the Forgotten Masters.
zts2387e	Visit the Misty Forest below Stone Cliff.
zts2388e	Go to the Cave of Memory
zts2389e	The Masters' Memories
zts2390e	New Information
zts2391e	Go to the Lopello Library.
zts2392e	Talk to Tei Ken.
zts2393e	Mark of the Old Masters
zts2394e	The Second Master
zts2395e	Find the second master.
zts2396e	Find out where Mystic Arts is hiding.
zts2397e	Mystical Temple
zts2398e	Draconic Fist vs Mystic Arts
zts2399e	Farewell, Mystic Arts!
zts2400e	Defeat the winter monsters.
zts2402e	Successfully complete the raid from Snowman Flake and the Suspicious Tiger raid 5 times.
zts2403e	Amora's Story
zts2404e	Go to Commander Ray Ramos at the Fernon Outpost.
zts2405e	Ray's Request
zts2406e	Report to Ray Ramos.
zts2407e	Talk to Amora.
zts2408e	Search for Officer Chris in the Time-Space Stone.
zts2409e	Gathering Ingredients for the Cake (Easter Event)
zts2410e	Bring Eva Energy 10 Cleansed Eggs.
zts2411e	Not Enough Ingredients! (Easter Event)
zts2412e	Bring Soraya Style 10 Cleansed Eggs.
zts2413e	Story of the March Hare (Easter Event)
zts2414e	Bring Slugg an Easter Cake Slice and listen to the March Hare's story.
zts2415e	A Special Energy
zts2416e	Learn more about the special energy.
zts2417e	Find Master Wolf
zts2418e	Meeting Master Wolf
zts2419e	Fighting the Old Red Wolf
zts2420e	Master Wolf's Last Words
zts2421e	Like You're Possessed
zts2422e	Receive the quest reward.
zts2423e	Talk to Carven.
zts2424e	The Search for the Demon Sanctuary
zts2425e	Find the Rosebud Witch in the second basement of the Shanera Dungeon and talk to her.
zts2426e	Find the Ugly Spearman.
zts2427e	Defeat the Ugly Spearman and receive Time Space Pieces (Demon Sanctuary).
zts2428e	Talk to Catlotte. You can find her in the Cat Room in the Fir Forest.
zts2429e	A New Hero Is Born
zts2430e	Talk to Catlotte.
zts2431e	Receive the Sparkling Gemstone.
zts2432e	Go to the next place and defeat the horrible Spearman.
zts2433e	Talk to Catlotte.
zts2434e	The Quest of the New Hero has been completed.
zts2435e	Use the Time-Space Stone to go to the Demon Sanctuary Time-Space.
zts2436e	Cause for the Arrival
zts2437e	Talk to Propga, leader of the orcs in Mortaz Desert Harbour.
zts2438e	Off to New Shores!
zts2439e	Talk to Propga in Mortaz Desert Harbour to travel to the orc island.
zts2440e	The Harbour Guard
zts2441e	Talk to Perkichan in Port Moritius to find out what happened.
zts2442e	Perkichan's Worries
zts2443e	Perkichan seems to want to tell you something. Talk to him again at Port Moritius.
zts2444e	Cleaning the Beaches
zts2445e	Defeat the monsters on the beach so the fishermen can go about their work in peace.
zts2446e	Job Done
zts2447e	Return to Perkichan in Port Moritius and give him your report.
zts2448e	Gifts for the Village
zts2449e	Collect Owlbear Meat first so you can enter the village.
zts2450e	Now collect Cherry Apples.
zts2451e	The Freshness Test
zts2452e	Show Taritus in Olorun Village the Owlbear Meat and the Cherry Apples.
zts2453e	The Orc Chieftain
zts2454e	Talk to Chief Tator in Olorun Village and win his trust.
zts2455e	Trial of the Orc Warrior
zts2456e	Head to where the orc warrior trials take place.
zts2457e	Pass the test to win the chief's trust.
zts2458e	You have passed the test. Go now and talk to Tator.
zts2459e	Captain of the Guard
zts2460e	Litatiz the guard captain needs your help. Head to the northern portal in Olorun Village.
zts2461e	Scout in Need
zts2462e	Search for the scout Tatirus near the Polluted Path.
zts2463e	Help is Coming!
zts2464e	Tatirus is surrounded by monsters. Rescue her and defeat the monsters.
zts2465e	The Missing Scout
zts2466e	Find out what happened from Tatirus.
zts2467e	The Search for the Scout
zts2468e	Find Logtas the other scout.
zts2469e	The Eerie Cave
zts2470e	Explore the sinister cave.
zts2471e	The Power of Evil
zts2472e	An evil energy is palpable in the cave. Find its source.
zts2473e	Mission Report
zts2474e	You have defeated the obelisk, but were unable to help Logtas. Report back to Litatiz about Logtas' fate.
zts2475e	Sad News
zts2476e	Deliver Logtas' letter to his wife in Olorun Village.
zts2477e	Food for the Funeral
zts2478e	Organise food for the funeral in Olorun Village.
zts2479e	A Balanced Meal
zts2480e	Gather Owlbear Meat for the funeral.
zts2481e	Gather Hill Strawberries for the funeral.
zts2482e	Take the food you've gathered to Ituros in Olorun Village.
zts2483e	An Orc Funeral
zts2484e	Give the food to Logtas' wife in Olorun Village.
zts2485e	Mourning a Lost Brother
zts2486e	Tell Logtas' brother of his death and the funeral.
zts2487e	One Step at a Time
zts2488e	Go to the farm outside the village and find the weapons chest.
zts2489e	Defeat the monsters on the farm first before searching for the weapons chest.
zts2490e	Recycling
zts2491e	Gather together the abandoned weapons chests.
zts2492e	Take the weapons chests to Martas in Olorun Village.
zts2493e	Gone Fishin'
zts2494e	Ituros needs your help. Go and speak with her in Olorun Village.
zts2495e	Talk to the head fisherman Propga at Port Moritius about what's happening.
zts2496e	Some fisherman have disappeared from the beach. Head down there and look for clues.
zts2497e	Gone Fishin' Where?
zts2498e	Search for clues as to the fishermen's whereabouts.
zts2499e	Fate of the Fishermen
zts2500e	Report back to Propga at Port Moritius about the fishermen's death and the huge monster.
zts2501e	Fish Deliveries
zts2502e	Tell Ituros in Olorun Village about the cave and report why the fish haven't been delivered.
zts2503e	A Farmer's Request
zts2504e	The farmer Kachantrok has a request. Go and speak with him in Olorun Village.
zts2505e	The Missing Farmer
zts2506e	Follow Kujeantrok's tracks.
zts2507e	Spooky!
zts2508e	The farmer is under attack by ghosts. Defeat them!
zts2509e	Ask the farmer why he's in the Spirit Forest.
zts2510e	Farmer Kujeantrok
zts2511e	Ask Kachantrok whether his brother has returned.
zts2512e	Mad Spirits
zts2513e	The farmer reports that the spirits have being unusually aggressive. Talk to Chief Tator in Olorun Village about it.
zts2514e	The chief says that the warlock must know the reason for the spirits' behaviour. Talk to Pikidir in Olorun Village.
zts2515e	Summoning the Spirit King
zts2516e	Collect materials to sacrifice to the Spirit King at the altar in the Spirit Forest.
zts2517e	Offer up the materials at the altar. (Raid mission)
zts2518e	Search for the Beast King
zts2519e	Ask Ligtas the guard in the Beast's Lair about the whereabouts of the Beast King.
zts2520e	Show Your Worth
zts2521e	Defeat the monsters to demonstrate you power.
zts2522e	You have passed the test. Now ask Ligtas where the Beast King is.
zts2523e	The Hunt Begins
zts2524e	Go to the Beast King's lair.
zts2525e	Hunter or Hunted?
zts2526e	Liberate Carno from the evil energy.
zts2527e	The Four Heroes' Descendants
zts2528e	Cottari, a descendant of the four heroes, wants to talk to you in the Beast's Lair.
zts2529e	Test of Courage
zts2530e	The test must be somewhere in the Beast's Lair.
zts2531e	You must pass the Test of Courage.
zts2532e	Talk to Cottari in the Beast's Lair to learn more about the next test.
zts2533e	Talk to Datitus in the Spirit Forest to start the next test.
zts2534e	Test of Patience
zts2535e	The test must be somewhere in the Spirit Forest.
zts2536e	Pass the Test of Patience.
zts2537e	Talk to Datitus in the Spirit Forest to learn more about the next test.
zts2538e	Talk to Taitur near Forest Cliff to start the Test of Passion.
zts2539e	Test of Passion
zts2540e	The test must be somewhere near the Forest Cliff.
zts2541e	Pass the Test of Passion.
zts2542e	Talk to Taitur near Forest Cliff to learn more about the final test.
zts2543e	Talk to Asgothi in the Polluted Forest to start the final test.
zts2544e	Test of Wisdom
zts2545e	Pass the Test of Wisdom.
zts2546e	You have passed all the tests. Talk to Asgothi in the Polluted Forest to learn what to do next.
zts2547e	The Power of the Orc Heroes
zts2548e	Ask Pikidir to craft the relic.
zts2549e	Revenge
zts2550e	Go to the Twisted Beast King's cave. (Complete the raid.)
zts2551e	It Is Done
zts2552e	Tell Ligtas in the Beast's Lair what you have done.
zts2553e	An Unexpected Result
zts2554e	Report to the chief about the Beast King.
zts2555e	Sudden Return
zts2556e	Bid farewell to Propga at Port Moritius.
zts2557e	Talk to Perkichan.
zts2558e	Talk to Perkichan again to board.
zts2559e	Report to Tom in Mortaz Desert Harbour of your adventures on Moritius.
zts2560e	Small Gifts Make Great Friends
zts2561e	Ask Roram in Desert Eagle City about the gifts.
zts2562e	Ask Nephi in the Akamur Quarter about the gifts.
zts2563e	You feel downbeat and apathetic. Return to NosVille to regather your energy.
zts2564e	Talk to Teoman Topp in NosVille to learn about orc weapons and armour.
zts2565e	Does this panacea really work...? Ask Malcolm Mix about it.
zts2566e	You need something sweet to rid yourself of the potion's bitter aftertaste. Ask Eva Energy in NosVille.
zts2567e	Matters of Urgency
zts2568e	You have learned that an urgent message has been sent to you.
zts2569e	Contact Propga at Mortaz Desert Harbour.
zts2570e	Licapga Is Missing
zts2571e	Talk to Propga at Mortaz Desert Harbour when you're ready to board.
zts2572e	Talk to Propga at Mortaz Desert Harbour to travel to Moritius.
zts2573e	Talk to Propga at Port Moritius to learn more.
zts2574e	The Search for Licapga
zts2575e	Head to the Woodland Path and search for Licapga.
zts2576e	Search for clues leading you to Licapga.
zts2577e	Search for clues leading you to Licapga.
zts2578e	Licapga's tracks lead deeper into the Spirit Forest. Continue the search.
zts2579e	The Entrance
zts2580e	Follow the tracks.
zts2581e	Defeat the spirits blocking your path.
zts2582e	Into the Unknown
zts2583e	Enter the strange place.
zts2584e	The Truth about the Prison
zts2585e	Deliver Licapga to Propga at Port Moritius and report about the prison.
zts2586e	A Helping Hand
zts2587e	Ask Taitur at Forest Cliff to help you to rescue the prisoners.
zts2588e	Defeat the monsters and demons blocking your path.
zts2589e	Ask Asgothi in the Polluted Forest to help you.
zts2590e	Destroy the strange statues keeping Asgothi prisoner.
zts2591e	Check whether Asgothi can move.
zts2592e	Ask Cottari in the Beast's Lair to help you.
zts2593e	Destroy the strange incense burners spreading the terrible smoke.
zts2594e	Check whether Cottari and the animals are alright.
zts2595e	Ask Datitus in the Spirit Forest to help you.
zts2596e	Defeat the spirits blocking your path to the prison.
zts2597e	Rescue Mission
zts2598e	Go to the prison in the Spirit Forest.
zts2599e	Not Even Gods are Infallible
zts2600e	Collect Corrupted Essence of Purity from the monsters in the Polluted Forest.
zts2601e	Use the Essence of Purity to remove the Mark of Evil.
zts2602e	Collect Corrupted Essence of Generosity from the monsters at Forest Cliff.
zts2603e	Use the Essence of Generosity to remove the Mark of Greed.
zts2604e	Collect Corrupted Essence of Serenity from the monsters on the North Beach.
zts2606e	Use the Essence of Serenity to remove the Mark of Wrath.
zts2607e	Duel Against Belial
zts2608e	Ask Tator in Olorun Village where Belial can be found.
zts2609e	Head to Belial's Throne Room and challenge him to fight.
zts2610e	Godslayer
zts2611e	You did it! Return to Tator in Olorun Village and report back.
zts2612e	Saviour of the Orcs
zts2613e	Pikidir has something to tell you. Go and speak with him in Olorun Village.
zts2614e	The Missing Treasure Hunters
zts2615e	Talk to Perkichan, the Harbour Guard at Port Moritius.
zts2616e	Talk to Orus the treasure hunter on the North Beach.
zts2617e	We're So Hungry!
zts2618e	Gather the stolen fish and give them to the hungry treasure hunters Orus and Irus.
zts2619e	Letter to a Friend
zts2620e	Deliver the fish to Orus on the North Beach.
zts2621e	Forward Orus' letter to Tom to Perkichan at Port Moritius.
zts2622e	Look at the item Perkichan gave you.
zts2623e	Perfect for Training
zts2624e	Catch Pikanyas for training the guards.
zts2625e	Bring the captured Pikanyas to the guards in Olorun Village.
zts2626e	Recognition
zts2627e	Logotor requires broken orc weapons from the Olorun Farm to prove himself to her father.
zts2628e	Deliver the broken weapons you've gathered to Logotor in Olorun Village.
zts2629e	Convincing a Father
zts2630e	Talk to Chief Tator in Olorun Village and show him the repaired orc weapons.
zts2631e	A Back-Handed Compliment
zts2632e	Report to Logotor in Olorun Village what her father said.
zts2633e	Look at the item Logotor gave you.
zts2634e	The Missing Key
zts2635e	Irus seems to know where the key for the treasure chest is. Go to the North Beach and ask him about it.
zts2636e	The Mysterious Treasure Chest
zts2637e	Defeat the Large Merling in the cave on the South Beach and retrieve the key.
zts2638e	A Disappointing Result
zts2639e	Deliver the key to Orus on the North Beach.
zts2640e	Look at the item Orus gave you.
zts2641e	Creaky Hinges
zts2642e	Tudotito the village elder needs his medicine. He says that Fresh Moss is good for his ageing joints.
zts2643e	Moss Porridge
zts2644e	Bring Rochapgi in Olorun Village the pickled moss that Tudotito gave you.
zts2645e	Moss Porridge for Old Bones
zts2646e	Give Tudotito in Olorun Village the Moss Porridge.
zts2647e	A New Lease of Life
zts2648e	Look at the item Tudotito gave you.
zts2649e	Needle and Ink
zts2650e	Ask Asgothi in the Polluted Forest about the material that augments the power of the loa.
zts2651e	Fernon's Crystal
zts2652e	Defeat the Incomplete Fernon in the raid to receive the magic powder.
zts2653e	Deliver the Magical Fernon Powder to Asgothi in the Polluted Forest.
zts2654e	Deliver Fernon's Rough Magic Crystal to Churisgo in Olorun Village.
zts2655e	Hmm... what could you do with this crystal?
zts2656e	Advanced Runic Carvings
zts2657e	Martas is looking for new material for carving runes. Talk to the warlock Pikidir in Olorun Village.
zts2658e	The Divine Crystal
zts2659e	Talk to the alchemist Felice in Cylloan to learn move about the material.
zts2660e	Defeat Erenia and Zenas in their raids to receive the magic powder.
zts2661e	You have to magic powder. Ask the alchemist Felice in Cylloan how to craft the magic crystal.
zts2662e	One Crystal Coming Right Up!
zts2663e	Deliver the Rough Divine Magic Crystal to Martas in Olorun Village.
zts2664e	Hmm... what could you do with this crystal?
zts2665e	Pre-emptive Strike (Daily)
zts2666e	Defeat the monsters in the Polluted Forest before they attack the village.
zts2667e	Report to Litatiz in Olorun Village what happened.
zts2668e	Look at the item Litatiz gave you.
zts2669e	No Potion, No Motion (Daily)
zts2670e	The young warlock Churisgo needs some Orc Moss Potions.
zts2671e	Distant Bridge (Daily)
zts2672e	Litatiz reports that the bridge near the Forest Cliff is under attack. Defeat the monsters there.
zts2673e	Report to Litatiz in Olorun Village.
zts2674e	Regional Delicacies (Daily)
zts2675e	Ituros, owner of the food store, has given you the task of gathering Cherry Apples and Owlbear Meat on the Woodland Path.
zts2676e	Look at the item Ituros gave you.
zts2677e	Scorpion Poison (Daily)
zts2678e	Collect Scorpion Poison and bring it to Ligtas so he can use it against the monsters.
zts2679e	Howling Monsters (Daily)
zts2680e	Report to Tudotito in Olorun Village that you have silenced the howling monsters.
zts2681e	Materials for a New Spell (Daily)
zts2682e	Collect Owlbear Manes and Redeye Scorpion Venom for a new defensive spell.
zts2683e	Easy Fishin' (Daily)
zts2684e	The monsters on the beach are stopping the fishers doing their job. Defeat them and retrieve the stolen fish.
zts2685e	Report to Propga that you've defeated the monsters and retrieved the fish.
zts2686e	Look at the item Propga gave you.
zts2687e	Defend the Farm! (Daily)
zts2688e	Defeat the Warrior Trolls and Spud Goblins wrecking the farm.
zts2689e	Report to Litatiz that you've thinned the monster hordes.
zts2690e	Demon Hunt (Daily)
zts2691e	Collect Signs of the Demon and take them to Chief Tator.
zts2692e	Round 2 Against the Beast King (Daily)
zts2693e	Use the Twisted Beast King's raid seal in the Beast King's Lair and defeat him with your allies.
zts2694e	Report to Cottari in the Beast's Lair that you have defeated Carno.
zts2695e	Look at the Beast King's Fragment.
zts2696e	Round 2 Against the Spirit King (Daily)
zts2697e	Use the Twisted Spirit King's raid seal in the Spirit King's Forest and defeat him with your allies.
zts2698e	Report to Datitus in the Spirit Forest that you have defeated Kirollas.
zts2699e	Look at the Spirit King's Fragment.
zts2700e	Belial's Return (Daily)
zts2701e	You have defeated Belial! Bring Chief Tator in Olorun Village the happy news.
zts2702e	Look at the item you looted from Belial.
zts2703e	The Magic Crystal's Creation (Daily)
zts2704e	Deliver the Magical Fernon Powder to Asgothi in the Polluted Forest.
zts2705e	Deliver Fernon's Rough Magic Crystal to Churisgo in Olorun Village.
zts2706e	The Magic Divine Crystal (Daily)
zts2707e	Ask the alchemist Felice in Cylloan how to craft the magic crystal.
zts2708e	The Magic of the Goddesses
zts2709e	Deliver the Rough Divine Magic Crystal to Martas in Olorun Village.
zts2710e	Beast Bloat (Daily)
zts2711e	The Beast's Lair is full to overflowing. Thin the ranks of monsters there.
zts2712e	Report to Cottari in the Beast's Lair that you've thinned the monster hordes.
zts2713e	Wrath of the Spirits (Daily)
zts2714e	The Spirit Forest is full to overflowing. Thin the ranks of monsters there.
zts2715e	Report to Datitus in the Spirit Forest that you've thinned the monster hordes.
zts2716e	Keep the Forest Clean (Daily)
zts2717e	The Polluted Forest is full to overflowing. Thin the ranks of monsters there.
zts2718e	Report to Asgothi in the Polluted Forest that you've thinned the monster hordes.
zts2719e	Big Fish
zts2720e	Enter the cave on the beach and rescue the fishermen.
zts2721e	Kachantrok's brother went to gather firewood in the Spirit Forest but has since disappeared. Search for traces leading to him.
zts2722e	The tracks lead deeper into the forest. Continue the search.
zts2723e	Enter the cave where the Large Merling lives.
zts2724e	Defeat the howling monsters in the Polluted Forest who are disturbing Tudotito's sleep.
zts2725e	Use the Demon God Belial's raid seal in Belial's Throne Room and defeat him with your allies.
zts2726e	The Twisted Spirit King
zts2727e	The Spirit King has been corrupted. Defeat and liberate him. (Complete the raid.)
zts2728e	Go to the Twisted Beast King's cave. (Raid mission)
zts2729e	The Lost Report (Daily)
zts2730e	Loot pieces of the report from defeated corrupted orcs.
zts2731e	Bring the pieces of the report to Litatiz in Olorun Village.
zts2732e	Mission Complete
zts2733e	Gathering Information (Daily)
zts2734e	Bring Belial's Orders, carried by his followers, to Tator in Olorun Village.
zts2735e	Commotion in the Celestial Spire
zts2736e	Ask the guards outside the Celestial Spire in Olorun Village about the secret agents.
zts2737e	Search for clues in the basement of the Celestial Spire.
zts2738e	Defeat the corrupted orcs and collect information.
zts2739e	Collect the other pieces of the report.
zts2740e	Spy Report
zts2741e	Bring the pieces of the report to Litatiz in Olorun Village.
zts2742e	What's Going on There?
zts2743e	Report the events in the Celestial Spire to Tator in Olorun Village.
zts2744e	A New Task
zts2745e	Let Your Love Show!
zts2746e	Give someone a Valentine's Day Gift.
zts2747e	Report to Amora that you have complete the mission.
zts2748e	Making Arrows 1
zts2749e	Loot Magic Hearts from monsters.
zts2750e	Bring the Magic Hearts to Amora.
zts2751e	Making Arrows 2
zts2752e	Collect Rare Wood for arrow shafts.
zts2753e	Making Arrows 3
zts2754e	Loot Fairy Dust from Wollets in the Maple Woods..
zts2755e	Bring the Fairy Dust to Amora.
zts2756e	Sparkling Fairy Dust
zts2757e	Bring Golden Stamens from the Maple Woods' Edge to Amora so she can make the Fairy Dust sparkly again.
zts2758e	Quest completed
zts2759e	Talk to Teodor Topp once you've completed the Chicken King Raid 3 times.
zts2760e	The Convention
zts2761e	Belial's orders have been deciphered. Report this to Tator.
zts2762e	Descendant of the Fire Druid
zts2763e	Visit Taitur near Forest Cliff.
zts2764e	So Many Demons!
zts2765e	Defeat the nearby demons.
zts2766e	Learn about the rift in the heavens from Taitur.
zts2767e	The Beast Overlord's Children
zts2768e	Visit Cottari in the Beast's Lair.
zts2769e	The Madness of Demons
zts2770e	Go to the location where the Obelisks of Evil have been set up.
zts2771e	Defeat the demons setting up the obelisks.
zts2772e	Taboo
zts2773e	Learn about the rift in the heavens from Cottari.
zts2774e	Descendant of the Voodoo Priest
zts2775e	Visit Asgothi in the Polluted Forest.
zts2776e	Troublesome Stone Statues
zts2777e	Smash the stone statues and defeat the monsters in the Polluted Forest.
zts2778e	Descendant of the Orc Crusader
zts2779e	Visit Datitus at the Spirit Forest Edge.
zts2780e	Raging Spirits
zts2781e	Defeat the raging spirits.
zts2782e	Return to Datitus and ask him about the rift in the heavens.
zts2783e	The Offering
zts2784e	Collect materials for the Spirit King. His altar is near the entrance to the Spirit King raid.
zts2785e	The Spirit King's Altar
zts2786e	Bring materials as an offering to the altar of the Spirit King in the Spirit Forest.
zts2787e	The Spirit King's Test
zts2788e	Complete the Time-Space near the altar.
zts2789e	A Worthy Hero
zts2790e	Go to the altar of the Spirit King to receive the tablet.
zts2791e	The Fields of Gold
zts2792e	Travel to Desert Eagle City to find more clues.
zts2793e	The Needle in the Sands
zts2794e	Ask Roram about the needle.
zts2795e	Ask the merchant about the needle.
zts2796e	Pay the merchant's price.
zts2797e	Talk to President Noah in the Akamur Camp.
zts2798e	Give President Noah the Black Titanium Shards.
zts2799e	Search for the tree in the Northern Desert near which the needle is buried.
zts2800e	The Quest for the Holy Thread
zts2801e	Talk to Crusader Graham about God's will.
zts2802e	Thread in the Sky
zts2803e	Head for Ancelloan's Will.
zts2804e	Ask the Crusader of the Sixth Squad about the abandoned temple.
zts2805e	Defeat the unknown evil spirits.
zts2806e	Report back to the crusader.
zts2807e	Head for Ancelloan's Will 2.
zts2808e	No luck in these ruins.Try the next ones.
zts2809e	Head through the gate to obtain the thread.
zts2810e	Needle and Thread
zts2811e	You have both needle and thread. Return to Olorun Village and talk to Chief Tator.
zts2812e	Escape from the Spire
zts2813e	Talk to Pikidir about the Celestial Spire.
zts2814e	The Solution
zts2815e	Visit Asgothi in the Polluted Forest.
zts2816e	Monsters in the Tower
zts2817e	Smash the stone statues and defeat the demons in the Polluted Forest.
zts2818e	Return to Asgothi.
zts2819e	The Obelisk of Light
zts2820e	Visit Datitus at the Spirit Forest Edge.
zts2821e	Energy Transfer
zts2822e	Collect materials for the totem at Spirit Forest Edge.
zts2823e	The Place for the Ritual
zts2824e	Collect more materials for the totem.
zts2825e	Go to the ritual site.
zts2826e	Guarding the Ritual
zts2827e	Protect the Obelisk of Light during the ritual.
zts2828e	Talk to Datitus.
zts2829e	Report to Tator about the totem.
zts2830e	The Lower Levels
zts2831e	Neutralise the evil power in the lower levels with the totem. (Use the 'Celestial Spire Challenge' menu with the gatekeeper.)
zts2832e	Report to Tator that you have purged the lower levels of evil.
zts2833e	Moving On Up
zts2834e	Neutralise the evil power in the middle levels with the totem. (Use the 'Celestial Spire Challenge' menu with the gatekeeper.)
zts2835e	Report to Tator that you have purged the middle levels of evil.
zts2836e	To the Pinnacle
zts2837e	Neutralise the evil power in the upper levels with the totem. (Use the 'Celestial Spire Challenge' menu with the gatekeeper.)
zts2838e	Report to Tator that you have purged the upper levels of evil.
zts2839e	For World Peace
zts2840e	Hero Challenges
zts2841e	To the Infinite Celestial Spire
zts2842e	Report to Tator.
zts2843e	The Celestial Spire Challenge (Daily)
zts2844e	Purging the Celestial Spire (Infinite Celestial Spire Quest). Rewards: Champion XP, Infinity Coin
zts2845e	Report to Tator and collect your reward.
zts2846e	Mission complete.
zts2847e	Paimon's Monsters
zts2848e	Defeat Paimon's monsters in the spire (Infinite Celestial Spire Quest). Rewards: Paimon's Raid Seal, Reputation
zts2849e	Report to Tator that you have defeated the monsters.
zts2850e	Cleansing the Celestial Spire (Daily)
zts2851e	Defeat Paimon's monsters in the spire (Infinite Celestial Spire Quest). Rewards: Paimon's Raid Seal, Reputation
zts2852e	Report to Tator that you have defeated the monsters.
zts2853e	Paimon's Shadow
zts2854e	Defeat Paimon's phantom. Talk to the gatekeeper of the Celestial Spire if you want to enter the raid. Rewards: Gourmet Pet Food, Infinity Coin, Celestial Spire Reset Ticket
zts2855e	Report to Pikidir that you have defeated Paimon.
zts2856e	Paimon's Tenacity (Daily)
zts2857e	Defeat Paimon's phantom. Talk to the gatekeeper of the Celestial Spire if you want to enter the raid. Rewards: Fernon's Magic Crystal
zts2858e	Report to Pikidir that you have defeated Paimon.
zts2859e	Raging Spirits
zts2860e	Complete the Spirit King raid and return to Datitus.
zts2861e	The Final Battle
zts2862e	Seal the rift in the heavens and then report to Tator. (Use the 'Celestial Spire Challenge' menu with the gatekeeper.)
zts2863e	At Terror's End
zts2864e	Report to Tator what happened.
zts2865e	Face the challenge of the Infinite Celestial Spire (Infinite Celestial Spire Quest). Rewards: Champion XP, Partner Medicine, Celestial Spire Random Box, Celestial Spire Reset Ticket
zts2866e	The Cursed 13
zts2867e	Complete all 3 Halloween raids 13x.
zts2868e	The Merling's Curse
zts2869e	Listen to Wade's plea.
zts2870e	Search for the most delicious fish in the world.
zts2871e	There's No Accounting for Taste
zts2872e	Tell Wade what you've found out.
zts2873e	Fresh Fish? Ugh!
zts2874e	Ask Eva Energy if she's got any rotten food on offer.
zts2875e	Ask Mimi Mentor what's happened.
zts2876e	Stinks to High Heaven
zts2877e	Investigate the foul-smelling location.
zts2878e	Report back to Mimi Mentor and let her know that you've taken care of the problem.
zts2879e	Merling, This Fish Is Loaded
zts2880e	Take the rotten food to Wade.
zts2881e	Trick Arku to save Winston.
zts2882e	Reunited
zts2883e	Take Winnie to his brother.
zts2884e	Tight Lines!
zts2885e	A Great Day for Fishing, Isn't It? (Daily)
zts2886e	Let's go fishing!
zts2887e	A Fishing Jolly in NosVille (Daily)
zts2888e	Let's go fishing in NosVille! (Level 1)
zts2889e	A Fishing Jolly in Port Alveus Square (Daily)
zts2890e	Let's go fishing in Port Alveus Square! (Level 5)
zts2891e	A Fishing Jolly in Maple Woods (Daily)
zts2892e	Let's go fishing in Maple Woods! (Level 10)
zts2893e	A Fishing Jolly in Mortaz Desert Harbour (Daily)
zts2894e	Let's go fishing in Mortaz Desert Harbour! (Level 15)
zts2895e	A Fishing Jolly in Tart Hapendam (Daily)
zts2896e	Let's go fishing in Tart Hapendam! (Level 20)
zts2897e	A Fishing Jolly in the Oasis (Daily)
zts2898e	Let's go fishing in the Oasis! (Level 25)
