zts1e	Entraînement pour aventurier novice
zts694e	Explique à Annie ce qui s'est passé dans le Labo secret.
zts695e	Demande protection à Doggo.
zts696e	Termine la pierre d'espace-temps du niveau 67.
zts697e	Trouve la lettre d'adieu de Radal.
zts698e	Fait un rapport à Annie sur tes recherches au labo.
zts699e	Tout le monde devient bizarre.
zts700e	Demande à Soraya, l'experte en bijoux, ce qu'elle pense des anneaux de Radal ! La recherche des anneaux commence avec le parchemin de l'illumination dans le labo 3.
zts701e	Trouve les Catsys pour en savoir plus sur les anneaux de Radal.
zts702e	Retrouve les Catsys.
zts703e	Trouve quelqu'un qui en sait plus sur la perle du crépuscule !
zts704e	Rends-toi à la Falaise escarpée.
zts705e	Trouve des cœurs glacés.
zts706e	Collecte 10 iris et 10 pâquerettes.
zts707e	Place les ingrédients collectés dans la bouche de la statue crabe.
zts708e	Termine la pierre d'espace-temps du niveau 68.
zts709e	Raconte à Catlotte où se trouve la pierre de la damnation.
zts710e	Trouve de l'eau pour le vase.
zts711e	Apporte la bouteille d'eau à Catlotte.
zts712e	Fais un tour dans NosVille.
zts713e	Chasse 99 petits lézards de terre.
zts714e	Va voir comment se porte Mimi Mentor.
zts715e	Chasse des ratons volatiles faibles et collecte sur eux 99 queues.
zts716e	Écoute ce que Calvin Coach a à dire.
zts717e	Collecte 99 souches à hache en pierre et souches à marteau en pierre.
zts718e	Va voir comment se porte Calvin Coach.
zts719e	Chasse 99 zombis des bois forts.
zts720e	Trouve la source de la pollution de l'eau.
zts721e	Chasse 99 sangsues royales et 99 sangsues géantes.
zts722e	Apporte l'eau pure à Catlotte !
zts723e	Apporte l'eau pure à Catlotte !
zts724e	Va voir comment se portent les habitants de NosVille.
zts725e	Prends garde... Quelque chose approche !
zts726e	Examine le labo en détail.
zts727e	Fais un rapport sur tes recherches au labo.
zts728e	Collecte des pâquerettes et des iris.
zts729e	Place les ingrédients collectés dans la bouche de la statue crabe.
zts730e	Procure-toi la perle du crépuscule de la moule millénaire.
zts731e	Rends-toi à la Salle du chat dans la Sapinière et explique ce qui s'est passé avec la perle du crépuscule !
zts732e	Apporte l'eau trouble à Catlotte !
zts733e	Apporte l'eau polluée à Catlotte !
zts734e	Apporte l'eau impure à Catlotte !
zts735e	Récupère des queues de ratons volatiles comme te l'a demandé Mimi Mentor.
zts736e	Chasse des souches comme te l'a demandé Calvin Coach.
zts737e	Chasse des zombis des bois forts comme te l'a demandé Calvin Coach.
zts738e	Élimine les sangsues qui effacent les traces.
zts739e	Minerai inconnu
zts740e	Trouve la Maison forestière de Jack le bûcheron.
zts741e	Présente-toi au jeune homme.
zts742e	Écoute ce que Jack le bûcheron a à raconter.
zts743e	Découvre pourquoi les yaks ne viennent plus voir Jack le bûcheron.
zts744e	Donne la clochette à Jack le bûcheron.
zts745e	Trouve l'être malfaisant qui a transformé les yaks en monstres.
zts746e	Élimine l'être malfaisant qui a transformé les yaks en monstres.
zts747e	Explique à Jack le bûcheron pourquoi les yaks sont devenus malfaisants.
zts748e	Écoute ce que Rody Chantovent a à dire.
zts749e	Trouve quelqu'un qui en sache plus sur le minerai inconnu.
zts750e	Trouve l'emplacement du minerai inconnu.
zts751e	Trouve le minerai inconnu des monstres.
zts752e	Trouve le minerai inconnu des monstres.
zts753e	Suis la trace lumineuse.
zts754e	Fever est-il très dangereux ?
zts755e	Demande à Catlotte ce qu'elle sait de la bave de Fever .
zts756e	Apprends-en plus sur le mucus.
zts757e	Trouve la femme dont Doggo a parlée.
zts758e	Trouve l'assistant de Soty Tientoala.
zts759e	Chasse des wollets et trouve le squame de Fever.
zts760e	Apporte le squame de Fever à Rect Poudre.
zts761e	Montre à Soty Tientoala le squame de Fever.
zts762e	Chasse des lézards comme te l'a demandé Mimi Mentor.
zts763e	Trouve le premier ingrédient pour le sort.
zts764e	Apporte à Soty le premier ingrédient pour le sort.
zts765e	Demande de l'aide à Catlotte.
zts766e	Trouve le deuxième ingrédient pour le sort.
zts767e	Rapporte à Soty le deuxième ingrédient pour le sort.
zts768e	Demande de l'aide à Théodor Topp !
zts769e	Paie le prix demandé par Théodor et obtiens les informations.
zts770e	Trouve le troisième ingrédient pour le sort.
zts771e	Rapporte à Soty le troisième ingrédient pour le sort.
zts772e	Demande de l'aide à Mimi Mentor !
zts773e	Trouve le quatrième ingrédient pour le sort.
zts774e	Rapporte à Soty le quatrième ingrédient pour le sort.
zts775e	Demande de l'aide au chef des Koarens !
zts776e	Trouve le cinquième ingrédient pour le sort.
zts777e	Rapporte à Soty le cinquième ingrédient pour le sort.
zts778e	Demande de l'aide à Doggo !
zts779e	Trouve le sixième ingrédient pour le sort.
zts780e	Rapporte à Soty le sixième ingrédient pour le sort.
zts781e	Trouve quelqu'un qui connaît le septième ingrédient du sort.
zts782e	Trouve le mauvais ingrédient pour le sort.
zts783e	Rapporte à Soty le mauvais ingrédient pour le sort.
zts784e	Révèle la véritable identité de Rect Poudre.
zts785e	Où se cache la vérité ?
zts786e	Écoute ce que Rect Poudre a à raconter.
zts787e	Trouve le vieil arbre !
zts788e	Inspecte l'intérieur du vieil arbre.
zts789e	Débarrasse-toi des monstres qui t'empêchent de suivre Fever.
zts790e	Il y a quelqu'un dans le coin... Va vérifier.
zts791e	Rends-toi à Seli-Lusha !
zts792e	Suis les instructions d'Éri Flèchedevent !
zts793e	Élimine les monstres qui bloquent la voie du Chemin souterrain.
zts794e	Élimine les monstres qui bloquent la voie du Chemin souterrain !
zts795e	Tu as enfin trouvé l'entrée du Tunnel enfoui !
zts796e	Explore Seli-Lusha !
zts797e	Découvre enfin la vérité !
zts798e	Trouve Korrkoaren !
zts799e	Demande à Colly comment te rendre auprès de Korrkoaren.
zts800e	Trouve le premier ingrédient pour le sort de vision.
zts801e	Trouve le deuxième ingrédient pour le sort de vision.
zts802e	Trouve le troisième ingrédient pour le sort de vision.
zts803e	Donne à Colly tous les ingrédients nécessaires pour le sort de vision.
zts804e	Récupère la perle du crépuscule.
zts805e	Le choix d'Éri Flèchedevent et de Rect Poudre
zts806e	Demande de l'aide à Éri Flèchedevent pour empêcher la résurrection de Latheore.
zts807e	Demande de l'aide à Rect Poudre pour empêcher la résurrection de Latheore.
zts808e	Rends-toi à Seli-Lusha pour empêcher la résurrection de Latheore.
zts809e	Combats les anges qui te barrent la route.
zts810e	Combats jusqu'à atteindre le cocon de Fever.
zts811e	Combats les anges qui te barrent la route.
zts812e	Combats jusqu'à atteindre le cocon de Fever.
zts813e	Empêche le retour du roi des anges !
zts814e	Trouve la Maison forestière de Jack le bûcheron.
zts815e	L'arrivée des démons
zts816e	Le gardien de la Lumière
zts817e	Trouve des objets du mage de glace.
zts818e	Renseigne-toi pour savoir comme confectionner la pierre précieuse.
zts819e	Livre les objets du mage de glace.
zts820e	Renseigne-toi pour savoir comment rétablir le journal.
zts821e	Découvre ce que cache le passé du mage de glace.
zts822e	Raconte ce que tu as vu dans l'espace-temps !
zts823e	Cherche les objets du destructeur.
zts824e	Rassemble des ingrédients pour la javel spéciale.
zts825e	Livre la javel spéciale.
zts826e	Rapporte les objets du destructeur.
zts827e	Verse la somme de pièces d'or demandée.
zts828e	Découvre ce que cache le passé du destructeur.
zts829e	Raconte ce que tu as vu dans l'espace-temps.
zts830e	Cherche les objets du croisé.
zts831e	Trouve les bouteilles d'eau sacrées !
zts832e	Rapporte les bouteilles d'eau sacrées !
zts833e	Rapporte les objets du croisé !
zts834e	Trouve le coffre-fort !
zts835e	Trouve la clé !
zts836e	Rapporte le coffre-fort et la clé !
zts837e	Trouve ce que cache le passé du croisé !
zts838e	Combats Archtheridon !
zts839e	Répands la nouvelle de ta victoire sur Archtheridon !
zts840e	Utilise la porte 1 que tu as reçue de Jerico et entreprends ta première mission.
zts841e	Utilise la porte 2 et accomplis la mission.
zts842e	Utilise la porte 3 et relève le dernier défi.
zts843e	Vengeur obscur
zts844e	Trouve les fragments de mémoire !
zts845e	Recherche des informations sur les fragments de mémoire.
zts846e	Remets le fragment de mémoire.
zts847e	Rapporte les fragments de mémoire.
zts848e	Recherche des indices dans le passé.
zts849e	Verse la somme demandée.
zts850e	Rassemble les matériaux pour la lance du prêtre.
zts851e	Rapporte la lance du prêtre inachevée.
zts852e	Achève la lance du prêtre.
zts853e	Rapporte la lance du prêtre.
zts854e	Élimine Echekaruel Mysticaron !
zts855e	Couronne de glace
zts856e	Écoute ce que Mimi Mentor a à raconter.
zts857e	Transmets la lettre de Mimi Mentor.
zts858e	Transmets la lettre à Benito Butler.
zts859e	Va au port retrouver Leika Passage.
zts860e	Retourne voir Annie !
zts861e	Va voir Leika Passage !
zts862e	Va voir Mimi Mentor !
zts863e	Préviens Leika Passage que tu es prêt à partir.
zts864e	Obtiens le pouvoir de protection et rends-toi à la Couronne de glace pour y suivre les instructions de Leika.
zts865e	Transmets la lettre de recommandation à Rudin Glacecœur.
zts866e	Va à la rencontre d'Aurélius Roshu.
zts867e	Retourne voir Rudin Glacecœur !
zts868e	Rassemble des indices !
zts869e	Transmets le journal de bord à Rudin Glacecœur.
zts870e	Rassemble plus d'indices.
zts871e	Remets le rapport de reconnaissance.
zts872e	Remets la vieille tablette.
zts873e	Rassemble des indices supplémentaires.
zts874e	Démasque le traître.
zts875e	Remets le livre magique de Mukraju.
zts876e	Rends-toi auprès de Rudin Glacecœur.
zts877e	Ramasse 10 morceaux de bois de qualité mineure.
zts878e	Rends-toi au puits du Pic du crépuscule.
zts879e	Termine l'espace-temps en mode de mission record, c'est-à-dire avec un score supérieur à celui requis.
zts880e	Exploration du labo
zts881e	Guidé par une âme vénérable
zts882e	Réussis l'espace-temps !
zts883e	Une course pour le père Noël
zts884e	Chasse des montres pour protéger les enfants !
zts885e	Informe le père Noël !
zts933e	L'attaque du port
zts934e	Tom, le garde du port, te demande d'enquêter sur l'origine de l'attaque du port.
zts935e	L'attaque du port
zts936e	Tom, le garde du port, prétend que tu pourras trouver des preuves une fois tous les monstres éliminés.
zts937e	Tom, le garde du port, te demande d'éliminer l'espion de la troupe d'éclaireurs des voleurs du désert et de récupérer les figues de cactus.
zts938e	Tom, le garde du port, te demande d'apporter une lettre à Hamid, près du Camp de Neil.
zts939e	Hamid, près du Camp de Neil, te demande d'éliminer les voleurs du désert dans le Camp de Neil.
zts940e	Hamid, près du Camp de Neil, te demande d'apporter les affaires que tu as récupérées du commandant Neil à Tom, le garde du Port désertique de Mortaz.
zts941e	Évènements étranges
zts942e	Chilton, le gardien du phare du Port désertique de Mortaz, te demande d'aller voir Hamid, près du Camp de Neil, et de suivre ses instructions.
zts943e	Hamid, près du Camp de Neil, te demande d'éliminer l'éclaireur des voleurs du désert dans les environs.
zts944e	Hamid, près du Camp de Neil, te demande d'attaquer le Camp de Neil et d'éliminer les voleurs du désert.
zts945e	Hamid, près du camp de Neil, te demande d'éliminer le commandant Neil dans son camp pour récupérer le rapport de patrouille crucial.
zts946e	Hamid, près du Camp de Neil, te demande d'apporter le rapport de patrouille crucial à Chilton, le gardien du phare.
zts947e	Chilton, le gardien du phare, te demande d'apporter le rapport de patouille crucial au président Noah, du Camp d'Akamur.
zts948e	La défense du port
zts949e	Tom, le garde du port, te demande d'aller voir Hamid, près du Camp de Neil, et de suivre ses instructions.
zts950e	Hamid, près du camp de Neil, te demande de dérober aux voleurs du désert les figues de cactus.
zts951e	Hamid, près du Camp de Neil, te demande de disperser les figues de cactus aromatisées dans le Camp de Neil.
zts952e	Hamid, près du Camp de Neil, te demande de récupérer la pile de missions du commandant du camp.
zts953e	Hamid, près du Camp de Neil, te demande de récupérer la pile de missions trafiquée.
zts954e	La défense du port
zts955e	Hamid, près du Camp de Neil, te demande d'apporter quelque chose à Tom, le garde du Port désertique de Mortaz.
zts956e	Un assistant idiot mais précieux
zts957e	Tom, le garde du port, te demande de délivrer l'assistant Shane du Camp de Neil.
zts958e	L'assistant Shane, du Camp de Neil, te demande de récupérer la clé des voleurs du désert au maître des clés pour qu'il puisse se libérer de ses chaînes.
zts959e	L'assistant Shane, du Camp de Neil, te demande de récupérer la clé des voleurs du désert au gardien pour qu'il puisse se libérer de ses chaînes.
zts960e	L'assistant Shane, du Camp de Neil, te demande d'éliminer les voleurs du désert afin qu'il puisse s'enfuir en toute sécurité.
zts961e	Marchandises perdues : 1er volet
zts962e	Tom, le garde du port, te demande de rapporter les marchandises des marchands d'Akamur des environs.
zts963e	Marchandises perdues : 2e volet
zts964e	Chilton, le gardien du phare, te demande d'apporter les marchandises à Hamid, près du Camp de Neil.
zts965e	Marchandises perdues : 3e volet
zts966e	Hamid, près du Camp de Neil, te demande de reprendre les marchandises aux voleurs du désert et de les apporter ensuite à Tom, le garde du port.
zts967e	Marchandises volées : 1er volet
zts968e	Chilton, le gardien du phare du Port désertique de Mortaz, te demande d'éliminer les monstres des environs et de ramener les marchandises.
zts969e	Marchandises volées : 2e volet
zts970e	Chilton, le gardien du phare du Port désertique de Mortaz, te demande de récupérer les marchandises près du Camp de Neil pour les apporter à Hamid.
zts971e	Marchandises volées : 3e volet
zts972e	Hamid, près du Camp de Neil, te demande de voler les marchandises aux voleurs du désert pour les amener ensuite à Chilton, le gardien du phare.
zts973e	Cherche les marchandises dérobées !
zts974e	Le président Noah, du Camp d'Akamur, te demande d'aller voir Hazel et de suivre ses instructions.
zts975e	Hazel, du Camp d'Akamur, te demande d'éliminer les monstres des camps marchands ouest et est, puis de récupérer les marchandises.
zts976e	Hazel, du Camp d'Akamur, te demande d'éliminer les voleurs du désert dans le Camp marchand ouest et de récupérer les marchandises.
zts977e	Cherche les marchandises volées.
zts978e	Hazel, du Camp d'Akamur, te demande de retrouver le drapeau perdu des marchands d'Akamur.
zts979e	Hazel, du Camp d'Akamur, te demande de rapporter les marchandises du Camp de Kerus.
zts980e	Hazel, du Camp d'Akamur, te demande d'apporter le rapport à Noah.
zts981e	La route marchande d'Akamur
zts982e	Hazel, des marchands d'Akamur, te demande d'éliminer les monstres du Camp marchand est pour que la route marchande puisse être ouverte.
zts983e	Hazel, des marchands d'Akamur, te demande d'éliminer les monstres du Camp marchand ouest pour que la route vers la Cité des aigles du désert puisse être ouverte.
zts984e	Hazel, des marchands d'Akamur, te demande d'éliminer les monstres près du Camp de Melki pour que la route vers le Camp marchand puisse être ouverte.
zts985e	Hazel, du Camp d'Akamur, te demande d'éliminer les monstres près du Camp de Kerus pour que la route marchande entre le Camp marchand et la Cité des aigles du désert puisse être ouverte.
zts986e	Hazel, du Camp d'Akamur, te demande d'apporter le rapport à Noah.
zts987e	Négociations avec les voleurs du désert
zts988e	Noah, du Camp d'Akamur, te demande de mener les négociations avec le représentant des voleurs du désert. Hazel s'occupera des préparatifs.
zts989e	Hazel, du Camp d'Akamur, te demande d'apporter le document préparé au représentant Mursha.
zts990e	Le représentant Mursha, du Camp de Kerus, ordonne aux voleurs du désert d'attaquer l'aventurier.
zts991e	Le représentant Mursha, du Camp de Kerus, ordonne au commandant Kerus d'attaquer l'aventurier.
zts992e	Le représentant Mursha affirme avoir compris ce que veulent lui dire les marchands d'Akamur et te remet une lettre secrète à apporter aux marchands.
