zts1e	Abenteurerausbildung für Anfänger
zts1757e	Bringe ein Spende für die Armen zu Mimi Mentor!
zts1758e	Gehe zurück zu Teodor Topp und staube deine Belohnung ab!
zts1759e	Tägliche Quest (Soraya Style)
zts1760e	Bringe die magische Wolle und die magische Stricknadel zu Soraya Style!
zts1761e	Bringe den flauschigen Schal zu Calvin Coach!
zts1762e	Kehre zu Soraya Style zurück und erzähle ihr von Calvins Empfinden!
zts1765e	Bringe Federn der Huhnkönigin zu Malcolm. Du erhältst sie aus der Raidbox des Huhnkönigin-Raids.
zts1766e	Tägliche Quest (Mimi Mentor)
zts1767e	Wenn du den Raid der Huhnkönigin erfolgreich gemeistert hast, hole dir deine Belohnung bei Mimi Mentor ab!
zts1768e	Kehre zu Mimi Mentor zurück und schnappe dir deine Belohnung!
zts1769e	Finde die gelben Ostereier, die im Dorf versteckt sind.
zts1770e	Tägliche Quest (Calvin Coach)
zts1771e	Hole dir Calvins Ostergeschenk ab!
zts1772e	Bringe Calvins Ostergeschenk zu Soraya!
zts1773e	Gehe zurück zu Calvin und erhalte deine Belohnung!
zts1774e	Besorge dir rote Ostereier durch das Jagen von Monstern und bringe sie zu Eva Energy!
zts1776e	Begib dich zur Steinklippe 1 bei den sonnigen Wiesen!
zts1777e	Begib dich zum Zauberturm 4 beim Fernontempel!
zts1778e	Durchtrenne den ersten Energiestrom im Spirallabyrinth O!
zts1779e	Durchtrenne den zweiten Energiestrom im Spirallabyrinth W!
zts1780e	Durchtrenne den dritten Energiestrom im Spirallabyrinth S!
zts1781e	Durchtrenne den vierten Energiestrom im Spirallabyrinth N!
zts1782e	Helden des Feuers
zts1783e	Höre dir an, welche Geschichte Großmagier Kan zu erzählen hat.
zts1784e	Sprich mit Riana!
zts1785e	Sammle das Horn des Basilisken!
zts1786e	Frage Riana, ob sie den Helm reparieren kann.
zts1787e	Bringe Robertos Helm zu Großmagier Kan.
zts1788e	Rede mit Nephi!
zts1789e	Sammle mysteriösen Sand ein!
zts1790e	Tausche den mysteriösen Sand gegen Irenes Brille ein!
zts1791e	Bringe Irenes Brille zu Großmagier Kan.
zts1792e	Sprich mit Präsident Noah!
zts1793e	Schaffe die Anführer der Wüstenräuber beiseite!
zts1794e	Kehre zurück zu Präsident Noah!
zts1795e	Bringe Haralds Handschuh zu Großmagier Kan.
zts1796e	Triff die großen Helden des Feuers im Timespace!
zts1797e	Erzähle Großmagier Kan, was du im Timespace erlebt hast.
zts1798e	Sammle Seemannszeichen!
zts1799e	Wear Straw hat(1 day) and talk with Captain Jack panon.
zts1800e	Jage Captain Pete O' Pengs Crew zur Hölle!
zts1801e	Suche O' Pengs Schatzkarten!
zts1802e	Trage den Strohhut (1 Tag) und kehre zu Captain Jack Panon zurück!
zts1803e	Jage Monster und sammle Kürbissirup!
zts1804e	Setze den glühenden Kürbishut (1 Tag) auf und kehre zu Mimi Mentor zurück!
zts1805e	Sammle Kürbisse aus der Truhe von Jack O'Lantern!
zts1806e	Die Wikingerfamilie
zts1807e	Schnell, hol Eiswürfel, bevor der Körper von Flocke komplett geschmolzen ist!
zts1808e	Begib dich zu Malcolm Mix! Er kann dir mehr darüber erzählen, wie du die Wikingerfamilie aufweckst!
zts1809e	Begib dich zu Calvin Coach! Er kann dir mehr darüber erzählen, wie du die Wikingerfamilie aufweckst!
zts1810e	Erzähle Flocke, der Schneefee, wie man die Wikinger aufweckt!
zts1811e	Beauftrage Teoman Topp, ein Rufhorn herzustellen!
zts1812e	Bringe Teoman Topp die benötigten Materialien zur Herstellung des Rufhorns!
zts1813e	Das Rufhorn ist fertiggestellt. Kehre zu Flocke zurück!
zts1814e	Blase das Rufhorn und richte es auf Flocke!
zts1815e	Gehe in den Timespace zur Wikingerfamilie!
zts1816e	Erzähle Flocke, der Schneefee, was du im Timespace erlebt hast!
zts1817e	Energie der Klangblume
zts1818e	Erhalte einen Verstärkungseffekt, nachdem du die Quest der Klangblume erledigt hast.
zts1819e	Glacerus, der Eiskalte
zts1820e	Finde diesen verdächtigen Gletscher im Umfeld der Zone des Chaos!
zts1821e	Lass uns den vereisten Seelenstein genauer betrachten.
zts1822e	Kehre zu Felix Frost zurück.
zts1823e	Frage Riana im Schatzsucherlager nach Zangpos buddhistischer Gebetskette!
zts1824e	Bezahle Serena 100.000 Gold für die wichtigen Informationen!
zts1825e	Gelange an Zangpos buddhistische Gebetskette, indem du Wüstensand-Füchse erledigst!
zts1826e	Bringe Zangpos buddhistische Gebetskette zum vereisten Seelenstein!
zts1827e	Gehe zu Felix Frost zurück und hole dir mehr Informationen.
zts1828e	Frage Velmon nach Falkons Trainingshandschuhen!
zts1829e	Überfalle Gartons Elite-Samurai, die die Zone des Chaos bedrohen!
zts1830e	Jage Kommandant Garton den Angriffsbefehl für die Zone des Chaos ab!
zts1831e	Hole dir Falkons Trainingshandschuhe bei Velmon ab!
zts1832e	Bringe Falkons Trainingshandschuhe zum vereisten Seelenstein!
zts1833e	Frage Felix nach Elisias Haarschmuck!
zts1834e	Gehe zu Nephi und erkundige dich nach Elisias Haarschmuck!
zts1835e	Bringe die Eisblumen zu Nephi und tausche sie gegen Elisias Haarschmuck ein!
zts1836e	Kehre zum vereisten Seelenstein zurück, um Elisia den Haarschmuck zurückzugeben!
zts1837e	Begib dich in den Timespace - die Macht der altehrwürdigen Seelen wird mit dir sein!
zts1838e	Mache dich auf den Weg zum vereisten Seelenstein und erzähle von der Zerstörung des Eissiegels!
zts1839e	Zeige Felix die Schriftrolle der Eiseskälte!
zts1840e	Setz dir die Navy-Mütze (1 Tag) auf und rede mit Captain Jack Panon!
zts1841e	Frische Leber, Bitte!
zts1842e	Jage Monster auf generellen Maps und sammle frische Leber.
zts1843e	Foxys Urteil
zts1844e	Schließe Foxys Raid erfolgreich ab.
zts1845e	Fuchsjagd
zts1846e	Jage Füchse und Dusifüchse!
zts1847e	Jemand, der die Wahrheit kennt
zts1848e	Triff Mister Parks Drittgeborenen!
zts1849e	Verlorene Vorbereitung
zts1850e	Sammle blaue, gelbe und rote Fläschchen!
zts1851e	Was steckt im roten Fläschchen?
zts1852e	1,2 oder 3 … benutze das rote Fläschchen gegen Foxy.
zts1853e	Jage Füchse und Dusifüchse!
zts1854e	Auf der Suche nach der Mutter der Geschwister - Teil 1
zts1855e	Finde den Tiger namens Maru.
zts1856e	Auf der Suche nach der Mutter der Geschwister - Teil 2
zts1857e	Sammle Bohnenmehlkuchen und roten Bohnenreiskuchen.
zts1858e	Auf der Suche nach der Mutter der Geschwister - Teil 3
zts1859e	Triff den Wanderer.
zts1860e	Rette die Geschwister.
zts1861e	Vernichte Maru, den majestätischen Tiger!
zts1862e	Ich brauche Sesamöl.
zts1863e	Sammle 5 Flaschen Sesamöl.
zts1864e	Hungbu wurde reich.
zts1865e	Triff Hungbu!
zts1866e	Hungbus seltsames Samenkorn
zts1867e	Öffne Hungbus merkwürdigen Flaschenkürbis.
zts1868e	Frucht von Hungbus Samenkorn
zts1869e	Triff Nolbu!
zts1870e	Nolbus seltsames Samenkorn
zts1871e	Öffne Nolbus merkwürdigen Flaschenkürbis.
zts1872e	Frucht von Nolbus Samenkorn
zts1873e	Gruselige Teufelchen
zts1874e	Jage Hongbi und Cheongbi!
zts1875e	Verletzte Schwalbe
zts1876e	Sammle Kuren!
zts1877e	Verhexter Soldat (1)
zts1879e	Verhexter Soldat (2)
zts1880e	Verdächtige Frau
zts1881e	Verhexter Soldat (3)
zts1882e	Verhexter Soldat (5)
zts1884e	Verhexter Soldat (6)
zts1885e	Verhexter Soldat (7)
zts1886e	Sammle die Seelensplitter.
zts1887e	Vernichte Hexe Laurena (1)
zts1888e	Sammle Saat der Verdammnis von der Giftpflanze der Verdammnis.
zts1889e	Vernichte Hexe Laurena (2)
zts1890e	Vernichte Hexe Laurena (3)
zts1891e	Für das Heldentum
zts1892e	Vernichte Hexe Laurena (4)
zts1893e	Verhexter Soldat (4)
zts1894e	Finde den Soldaten!
zts1895e	Gehe an den Ort, von dem Sarakael gesprochen hat.
zts1896e	Sprich mit Sarakael.
zts1897e	Raphaels Geschichte
zts1898e	Auf der Spur nach Häschen
zts1899e	Möhre und Häschen
zts1900e	Das Häschen mit der Möhre anlocken
zts1901e	Finde die Hasenfamilie!
zts1902e	Häschenversteck
zts1903e	Bestrafe Lola Löffel!
zts1904e	Bestrafe Lola Löffel und hole die Schätze zurück!
zts1905e	Raphaels Zwiespalt
zts1906e	Die Schildkröte ist verdächtig, aber wir müssen uns erst um die Schätze kümmern.
zts1907e	Ginsenggräber
zts1908e	Finde Ginsengblätter!
zts1909e	Hasenhöhle
zts1910e	Erzähle Raphael davon!
zts1911e	Suche die Häschenfährte!
zts1912e	Finde ein Mitglied der Hasenfamilie!
zts1913e	Meerespalast
zts1914e	Ein Palast unter dem Meer.
zts1915e	Bestrafe Lola Löffel und kehre zu Raphael zurück!
zts1916e	Raphaels Zwiespalt
zts1917e	Die Schildkröte ist verdächtig, aber wir müssen uns erst um die Schätze kümmern.
zts1918e	Der Eine vom Meerespalast
zts1919e	Fragwürdige Person
zts1920e	Sprich mit Graham.
zts1921e	Verschollenes Archipel 1
zts1922e	Sprich mit Graham.
zts1923e	Verschollenes Archipel 2
zts1924e	Verschollenes Archipel 3
zts1925e	Sprich mit dem Engel.
zts1926e	Verschollenes Archipel 4
zts1927e	Sprich mit dem Dämon.
zts1928e	Verschollenes Archipel 5
zts1929e	Engel versus Dämonen 1
zts1930e	Sprich mit Engel Asael.
zts1931e	Engel versus Dämonen 2
zts1932e	Finde die Spur des Erkundungstrupps aus Mystic Heaven beim Höllentor 1.
zts1933e	Engel versus Dämonen 3
zts1934e	Engel versus Dämonen 4
zts1935e	Erledige die Dämonen und kehre zu Asael zurück.
zts1936e	Engel versus Dämonen 5
zts1937e	Sprich mit Engel Ramel.
zts1938e	Engel versus Dämonen 6
zts1939e	Bringe Schwänze und Hörner von Bacoom zu Ramel.
zts1940e	Engel versus Dämonen 7
zts1941e	Engel versus Dämonen 8
zts1942e	Sprich mit Engel Sakiel.
zts1943e	Engel versus Dämonen 9
zts1944e	Bringe den dunklen Energiestein zu Sakiel.
zts1945e	Engel versus Dämonen 10
zts1946e	Engel versus Dämonen 11
zts1947e	Engel versus Dämonen 12
zts1948e	Schließe Zenas' Raid 1-mal erfolgreich ab.
zts1949e	Engel versus Dämonen 13
zts1950e	Für überzeugende Dämonen
zts1951e	Engel versus Dämonen 14
zts1952e	Sprich mit Dämon Barak.
zts1953e	Engel versus Dämonen 15
zts1954e	Berichte Barak vom Gemetzel an den Engeln.
zts1955e	Engel versus Dämonen 16
zts1956e	Sammle instabile Energie durch das Erledigen von Zeloten.
zts1957e	Engel versus Dämonen 17
zts1958e	Engel versus Dämonen 18
zts1959e	Sprich mit Dämon Zepharr.
zts1960e	Engel versus Dämonen 19
zts1961e	Bringe Unschuldsseelen zu Zepharr.
zts1962e	Engel versus Dämonen 20
zts1963e	Engel versus Dämonen 21
zts1964e	Sprich mit Dämon Polneus.
zts1965e	Engel versus Dämonen 22
zts1966e	Kehre nach dem Gemetzel an den Engeln zu Polneus zurück.
zts1967e	Engel versus Dämonen 23
zts1968e	Bringe heiliges Blut zu Polneus.
zts1969e	Engel versus Dämonen 24
zts1970e	Engel versus Dämonen 25
zts1971e	Engel versus Dämonen 26
zts1972e	Schließe Erenias Raid ein Mal erfolgreich ab.
zts1973e	Engel versus Dämonen 27
zts1974e	Berichte Graham vom Ergebnis.
zts1975e	Sprich mit Dämon Barak.
zts1976e	Riesenheiligenstein
zts1977e	Vermisste Patrouille
zts1978e	Hör dir an, was Kreuzritter Graham zu erzählen hat.
zts1979e	Vermisste Patrouille (2)
zts1980e	Hör dir an, was der Kreuzritter-Hauptmann zu erzählen hat.
zts1981e	Auf zu neuen Abenteuern!
zts1982e	Sprich mit dem Kapitän vor dem Flugschiff.
zts1983e	Schlechtes Timing
zts1984e	Sammle Materialien für die Reparatur des Motors.
zts1985e	Gieriger Kapitän
zts1986e	Gehe an Bord des Flugschiffs
zts1987e	Zum verbotenen Ort
zts1988e	Sprich mit dem Hauptmann.
zts1989e	Die Suche
zts1990e	Finde Spuren der Patrouille.
zts1991e	Die Suche (2)
zts1992e	Folge den Spuren der Patrouille.
zts1993e	Die Suche (3)
zts1994e	Finde die Spur der vermissten Patrouille.
zts1995e	Der Überlebende
zts1996e	Mach die manipulierten Kreuzritter unschädlich.
zts1997e	Autsch ...
zts1998e	Bringe dem verwundeten Kreuzritter das Cyloan Quellwasser.
zts1999e	Bewahrer des Lebens
zts2000e	Sprich mit dem Kreuzritter-Hauptmann.
zts2001e	Was ist denn hier passiert?
zts2002e	Sprich mit dem verwundeten Kreuzritter.
zts2003e	Finde Hinweise zu den verschwundenen Kreuzrittern.
zts2004e	Finde heraus, wie die Kreuzritter in Monster verwandelt werden.
zts2005e	Austreibung des Bösen
zts2006e	Sprich mit dem Felice-Alchemisten.
zts2007e	Austreibung des Bösen (2)
zts2008e	Sammle die Materialien.
zts2009e	Die Wahrheit
zts2010e	Bring dem Kreuzritter-Hauptmann das restaurierte Tagebuch.
zts2011e	Jene, die gegangen sind
zts2012e	Der Tod bringt Frieden
zts2013e	Erlöse die Kreuzritter.
zts2014e	Ruhet in Frieden
zts2015e	Gut und Böse
zts2016e	Sprich mit Eldinen.
zts2017e	Gut und Böse (2)
zts2018e	Hör dir an, was Eldinen zu erzählen hat.
zts2019e	Gut und Böse (3)
zts2020e	Schöpferin Ancelloan und Zerstörerin Fernon
zts2021e	Erkunde den Willen Ancelloans.
zts2022e	Schöpferin Ancelloan und Zerstörerin Fernon (2)
zts2023e	Lies die Erinnerungen der Erde, um zu erfahren, was geschehen ist.
zts2024e	Schöpferin Ancelloan und Zerstörerin Fernon (3)
zts2025e	Prüfe die Erinnerungen der Erde.
zts2026e	Folge dem Licht
zts2027e	Gehe nach Glacernon.
zts2028e	Akashic-Chronik
zts2029e	Sprich mit Aurelius Roshu.
zts2030e	Akashic-Chronik (2)
zts2031e	Sammle die Materialien, mit denen man die Akashic-Chronik entsiegeln kann.
zts2032e	Akashic-Chronik (3)
zts2033e	Sprich mit Aurelius Roshu.
zts2034e	Die Reinigungs-Zeremonie
zts2035e	Sammle die Materialien für die Reinigungs-Zeremonie.
zts2036e	Die Reinigungs-Zeremonie (2)
zts2037e	Das Schicksal der Welt
zts2038e	Vernichte Fernon.
zts2039e	Das Ende der Reise
zts2040e	Sprich mit Eldinen.
zts2041e	Keine Zeit zu verlieren!
zts2042e	Hinweis
zts2043e	Überbringe dem Kreuzritter-Hauptmann die Nachricht des Kreuzritters.
zts2044e	Unbekannter böser Geist
zts2045e	Zeig dem Kreuzritter-Hauptmann, was du bei dem bösen Geist gefunden hast.
zts2046e	Slades Tragödie
zts2047e	Für die Verstorbenen
zts2048e	An Ancelloans Seite
zts2049e	Schicke Kreuzritter zu Ancelloan.
zts2050e	Vergessene Stämme und ein neuer Hinweis
zts2051e	Bring Fernons Energie zu jemandem, der mehr darüber weiß.
zts2052e	Neue Bekanntschaften
zts2053e	Sprich mit Kerzena.
zts2054e	Erkunde den Willen Ancelloans.
zts2055e	Lies die Erinnerungen der Erde.
zts2056e	Lies den Rest der Erinnerungen.
zts2057e	Die Haut einer Frau ist ihr wichtigstes Gut
zts2058e	Bring die Materialien zu Kerzena.
zts2059e	Die Geburtsstunde der Schatten-Slade
zts2060e	Hör dir an, was Kerzena zu erzählen hat.
zts2061e	Eine Tasse Kakao, bitte!
zts2062e	Bring den Kakao zu Kerzena.
zts2063e	Fernon und die Schatten-Slade
zts2064e	Ein unerwarteter Vorschlag
zts2065e	Vorbereitungen
zts2066e	Sammle die Materialien.
zts2067e	Caligor
zts2068e	Ich benötige den Geist Caligors.
zts2069e	Für eine bessere Zukunft
zts2070e	Von einem anderen Teufel erschaffen
zts2071e	Sprich mit Kerzena.
zts2072e	Finde den verwundeten Kreuzritter.
zts2073e	Timespace (täglich)
zts2074e	Besiege 5 Feinde im Timespace.
zts2075e	Erforsche den Timespace (täglich)
zts2076e	Besiege 7 Feinde im Timespace.
zts2077e	Herrscher des Timespace (täglich)
zts2078e	Besiege 10 Feinde im Timespace.
zts2079e	Erkunde den Timespace (1) (täglich)
zts2080e	Sammle Fragmente des Timespace für Forschungszwecke.
zts2081e	Erkunde den Timespace (2) (täglich)
zts2082e	Sammle Timespace-Essenz für Forschungszwecke.
zts2083e	Erkunde den Timespace (3) (täglich)
zts2084e	Sammle Timespace-Essenz für Forschungszwecke.
zts2085e	Sammle Materialien für Medizin (täglich).
zts2086e	Sammle Materialien für Medizin.
zts2087e	Styptikum (täglich)
zts2088e	Sammle Materialien für das Styptikum.
zts2089e	Forschungsziel (täglich)
zts2090e	Sammle die Essenz von Fernon.
zts2091e	Gestohlene Waren (täglich)
zts2092e	Bring Lilith das reine Mithril.
zts2093e	Der härteste Edelstein (täglich)
zts2094e	Bring Lilith das Adamantium.
zts2095e	Sammlung seltener Edelsteine (täglich)
zts2096e	Bring Lilith das Ertel.
zts2097e	Gebet für die Toten (täglich)
zts2098e	Sammle Gebete.
zts2099e	Gedenkt der Toten (täglich)
zts2100e	Sammle Rosenkränze.
zts2101e	Spur der Patrouille (täglich)
zts2102e	Sammle blutverschmierte Testamente.
zts2103e	Gut vorbereitet (täglich)
zts2104e	Sammle Kühlwasser.
zts2105e	Hey, beruhige dich mal! (täglich)
zts2106e	Hysterie der alten Jungfer (täglich)
zts2107e	Zerbersten (täglich)
zts2108e	Sammle den Geist Caligors.
zts2109e	Kertos' Überwältigung (täglich)
zts2110e	Schließe Kertos' Raid 1-mal erfolgreich ab.
zts2111e	Valakus' Überwältigung (täglich)
zts2112e	Schließe Valakus' Raid 1-mal erfolgreich ab.
zts2113e	Grenigas' Überwältigung (täglich)
zts2114e	Schließe Grenigas' Raid 1-mal erfolgreich ab.
zts2115e	Lord Dracos Überwältigung (täglich)
zts2116e	Glacerus' Überwältigung (täglich)
zts2117e	Schließe Glacerus' Raid 1-mal erfolgreich ab.
zts2118e	Überwältigung der Hexe Laurena (täglich)
zts2119e	Schließe den Raid von Hexe Laurena 1-mal erfolgreich ab.
zts2120e	Bestrafe das Böse (täglich)
zts2121e	Besiege 5 Feinde auf Glacernon.
zts2122e	Bestrafe die Heuchler (täglich)
zts2123e	Reinigung (täglich)
zts2124e	Läutere die Kreuzritter
zts2125e	Rette den Kreuzritter (täglich)
zts2126e	Mach die manipulierten Kreuzritter unschädlich.
zts2127e	Zu Ancelloan gehen (täglich)
zts2128e	Vernichte wahnsinnige Kreuzritter.
zts2129e	Vernichte die Wächter! (täglich)
zts2130e	Vernichte 5 Wächter in Mystic Heaven.
zts2131e	Vernichte Rozhanik! (täglich)
zts2132e	Vernichte 5x Rozhanik in Mystic Heaven.
zts2133e	Vernichte Ester! (täglich)
zts2134e	Vernichte 5x Ester in Mystic Heaven.
zts2135e	Vernichte Lazekiel!
zts2136e	Vernichte 5x Lazekiel in Mystic Heaven.
zts2137e	Vernichte Mystiker Aron! (täglich)
zts2138e	Vernichte 5x Mystiker Aaron in Mystic Heaven.
zts2139e	Vernichte Zeloten! (täglich)
zts2140e	Vernichte 5 Zeloten in Mystic Heaven.
zts2141e	Vernichte grauenhafte Speerkämpfer! (täglich)
zts2142e	Vernichte 5 grauenhafte Speerkämpfer in Hellord.
zts2143e	Vernichte Tallion! (täglich)
zts2144e	Vernichte 5x Tallion in Hellord.
zts2145e	Vernichte Rement! (täglich)
zts2146e	Vernichte 5x Rement in Hellord.
zts2147e	Vernichte Ismatte (täglich)
zts2148e	Vernichte 5x Ismatte in Hellord.
zts2149e	Vernichte Bacoom! (täglich)
zts2150e	Vernichte 5x Bacoom in Hellord.
zts2151e	Schließe Lord Dracos Raid 1-mal erfolgreich ab.
zts2152e	Ein unerwartetes Wiedersehen
zts2153e	Sprich mit Barnis Seele.
zts2154e	Grund
zts2155e	Höre dir Barnis Geschichte an.
zts2156e	Die Götterbotin
zts2157e	Finde Racheengel, die Götterbotin.
zts2158e	Die Prüfung des Kriegers
zts2159e	Erledige Wölfe auf Mount Krem.
zts2160e	Die Prüfung des Kriegers (2)
zts2161e	Erledige zornige Wareparde in der Nähe des Fernontempels.
zts2162e	Die Prüfung des Kriegers (3)
zts2163e	Erledige die stärksten Feinde.
zts2164e	Anerkennung
zts2165e	Sprich mit Frigg.
zts2166e	Mitstreiter
zts2167e	Neues Treffen (2)
zts2168e	Sprich mit Ragnar.
zts2169e	Spielschulden
zts2170e	Spielschulden (2)
zts2171e	In den sauren Apfel beißen
zts2172e	Zahle Ragnars Spielschulden zurück.
zts2173e	Mitstreiter oder Feind?
zts2174e	Bereit!
zts2175e	Abmarschbereit
zts2176e	Sammle Engelsfedern.
zts2177e	Abmarschbereit (2)
zts2178e	Erledige 3 Feinde in Glacernon.
zts2179e	Die Reise beginnt
zts2180e	Verhandlungen
zts2181e	Harte Arbeit
zts2182e	Sprich mit Teodor Topp.
zts2183e	Eiserne Reserve
zts2184e	Sammle Stahl in den Minen.
zts2185e	Gigantomanisches Huhn
zts2186e	Erledige Hühner auf den Sonnigen Wiesen.
zts2187e	Den Transportweg freiräumen
zts2188e	Erledige die Monster auf Mount Krem.
zts2189e	Den Transportweg freiräumen (2)
zts2190e	Erledige die Monster in Glacernon.
zts2191e	Haltet den Dieb!
zts2192e	Erledige Wollets im Ahornwald.
zts2193e	Das riecht nach Ärger
zts2194e	Schließe den Huhnkönig-Raid 3x ab.
zts2195e	Das riecht nach Ärger (2)
zts2196e	Schließe den Cuby Mutter-Raid 3x ab.
zts2197e	Das riecht nach Ärger (3)
zts2198e	Schließe den Ginseng-Raid 3x ab.
zts2199e	Das riecht nach Ärger (4)
zts2200e	Schließe den Dark Castra-Raid 3x ab.
zts2201e	Schulden eintreiben
zts2202e	Ich habe ein Auge auf dich!
zts2203e	Die Reise geht weiter
zts2204e	Neues Treffen (1)
zts2205e	Beginn der Legende
zts2206e	Zurück
zts2207e	Nach Midgard gehen
zts2208e	Andenken
zts2209e	Nach Midgard gehen
zts2210e	Wikinger und Racheengel
zts2211e	Nach Midgard
zts2212e	Wikinger-Magier
zts2213e	Finde den Wikinger-Magier!
zts2214e	Missverständnis
zts2215e	Sprich mit Erdimien.
zts2216e	Missverständnis (2)
zts2217e	Missverständnis (3)
zts2218e	Feldforschung
zts2219e	Finde in Midgard einen Hinweis.
zts2220e	Vertraute Maske
zts2221e	Erledige die Monster, um einen Hinweis zu erhalten.
zts2222e	Zur Wüste
zts2223e	Zur Hafenumgebung gehen
zts2224e	Zum Hinweis
zts2225e	In die Wüste gehen
zts2226e	Das Gesetz des Stärkeren
zts2227e	Besiege die Wüstendiebe.
zts2228e	Informationsbeschaffung
zts2229e	Nochmals
zts2230e	Sprich mit der Hafenwache Tom.
zts2231e	Sprich mit Präsident Noah.
zts2232e	Hinweis (2)
zts2233e	Besiege die Monster.
zts2234e	Hinweis (3)
zts2235e	Hinweis (4)
zts2236e	Gehe dem Hinweis nach.
zts2237e	Gehe dem Hinweis nach (2).
zts2238e	Anführer der Wüstendiebe
zts2239e	Gehe zum alten Astertempel.
zts2240e	Versteckspiel
zts2241e	Schließe den Räuberbanden-Raid 1-mal erfolgreich ab.
zts2242e	Versteckspiel (2)
zts2243e	Schließe den Räuberbanden-Raid 3-mal erfolgreich ab.
zts2244e	Versteckspiel (3)
zts2245e	Schließe den Räuberbanden-Raid 10-mal erfolgreich ab.
zts2246e	Nach Jotunnheim
zts2247e	Sprich mit Utegarda.
zts2248e	Goten
zts2249e	Beobachter
zts2250e	Beobachter (2)
zts2251e	Sprich mit dem Beobachter.
zts2252e	Hilf dabei, das Beobachtergewand herzustellen.
zts2253e	Hilf dabei, das Beobachtergewand herzustellen (2).
zts2254e	Sammle Material für das Beobachtergewand.
zts2255e	Was ist in der Stadt der Wikinger passiert?
zts2256e	Die ganze Geschichte
zts2257e	Die Wahrheit kommt ans Licht
zts2258e	Hoffnungsschimmer
zts2259e	Ringe sie nieder!
zts2260e	Rache
zts2261e	Schließe den Fafnir-Raid 3-mal erfolgreich ab.
zts2262e	Tragisches Missverständnis
zts2263e	Der Riss
zts2264e	Gehe zu diesem Ort.
zts2265e	Schlüssel zu Schloss Aria
zts2266e	Sammle Material für den Schlüssel.
zts2267e	Ausbildung
zts2268e	Schließe den Raid erfolgreich ab.
zts2269e	Schweinebauch
zts2270e	Hole dir Schweinebauch und ein gutes Getränk.
zts2271e	Geräucherter Schweinebauch
zts2272e	Grille den rohen Schweinebauch.
zts2273e	Überwältigung des Monsters
zts2274e	Besiege die Monster.
zts2275e	Ausdauer förderndes Essen
zts2276e	Sammle Schleimbatzen.
zts2277e	Vertraute Maske
zts2278e	Hinweis (1)
zts2279e	Antwort
zts2280e	Sprich mit Frigg.
zts2281e	Heikle Angelegenheit
zts2282e	Übermäßig besorgt
zts2283e	Ungutes Gefühl
zts2284e	Triff dich erneut mit Ragnar.
zts2285e	Bring das Essen zu Ragnar.
zts2286e	Zweifelhaftes Argument
zts2287e	Ragnars Streben
zts2288e	Gesetz des Dschungels
zts2289e	Friedensstifter
zts2290e	Vorarbeit
zts2291e	Vernichte alle Monster im Fafnir-Raid 5-mal.
zts2292e	Missverständnisse und Erklärungen
zts2293e	Bring das Geschenk zu Utegarda.
zts2294e	Riskiere dein Leben!
zts2295e	Das Ritual des Kriegers
zts2296e	Das Ritual des Kriegers (2)
zts2297e	Die Legende der Goten
zts2298e	Zu den Buschis aus der Legende
zts2299e	Gehe ins Dorf.
zts2300e	Der letzte Ausweg
zts2301e	Finde jemanden, der etwas über die Buschis aus der Legende weiß.
zts2302e	Der verborgene Hinweis
zts2303e	Sprich mit Yertirand.
zts2304e	Aufstellung!
zts2305e	Wenn es das nicht gibt, musst du es erschaffen
zts2306e	Sammle die Materialien.
zts2307e	Wenn es das nicht gibt, musst du es erschaffen (2)
zts2308e	Alibi
zts2309e	Alibi (2)
zts2310e	Erkunde diesen Ort.
zts2311e	Alibi (3)
zts2312e	Betrüger
zts2313e	Der zweite Auftrag
zts2314e	Schließe den Raid Schafsfarm erfolgreich ab.
zts2315e	Funktionsfähigkeitstest
zts2316e	Schließe den Raid "Meteor ausweichen" erfolgreich ab.
zts2317e	Teamworktest
zts2318e	Schließe den Raid Buschi-König-Verteidigung erfolgreich ab.
zts2319e	Verdiene dir die Anerkennung der Goten.
zts2320e	Triff dich mit dem Ältesten der Goten.
zts2321e	Sprich mit dem Ältesten der Goten.
zts2322e	Überzeugung
zts2323e	Verschwörung
zts2324e	Der verschwundene Yertirand
zts2325e	Gehe zu diesem Ort.
zts2326e	Der verschwundene Yertirand (2)
zts2327e	Der verschwundene Yertirand (3)
zts2328e	Informationsquelle
zts2329e	Sprich mit Jennifer.
zts2330e	Informationsquelle (2)
zts2331e	Reise nach Tart Hapendam.
zts2332e	Finde die Wache
zts2333e	Sprich mit der Wache.
zts2334e	Finde die Wache (2)
zts2335e	Reise zur Wüstenadlerstadt.
zts2336e	Händler
zts2337e	Sprich mit dem Händler.
zts2338e	Händler (2)
zts2339e	Händler (3)
zts2340e	Bring dem Händler die Eisblume.
zts2341e	Händler (4)
zts2342e	Bring dem Händler 200.000 Gold.
zts2343e	Hinterhof-Alchemistin
zts2344e	Sprich mit der Hinterhof-Alchemistin.
zts2345e	Hinterhof-Alchemistin (2)
zts2346e	Hinterhof-Alchemistin (3)
zts2347e	Bring der Hinterhof-Alchemistin alles, was sie benötigt.
zts2348e	Hinterhof-Alchemistin (4)
zts2349e	Umherziehender Alchemist
zts2350e	Sprich mit dem umherziehenden Alchemisten.
zts2351e	Umherziehender Alchemist (2)
zts2352e	Umherziehender Alchemist (3)
zts2353e	Umherziehender Alchemist (4)
zts2354e	Bring dem umherziehenden Alchemisten Münzen.
