zts1e	ÈŞ½Ä(C)
zts2038e	±×¸²ÀÚ¹­±â
zts2039e	±×¸²ÀÚ ºûÀ¸·Î »ó´ë¹æÀ» ²ç¾î ¿òÁ÷ÀÌÁö ¸øÇÏ°Ô ÇÑ´Ù.
zts2040e	³ú°Ë
zts2041e	°ËÀ» ¶¥¿¡ ²È¾Æ ¹İ°æ ÀÌ³»ÀÇ Àû¿¡°Ô ÇÇÇØ¸¦ ÀÔÈù´Ù.
zts2042e	¿¬°Ë
zts2043e	´ë»óÀÇ ÇÏ´ÜºÎ¿¡ °Ë»óÀ» »õ°Ü ±âµ¿·ÂÀ» °¨¼Ò ½ÃÅ²´Ù.
zts2044e	ÁÖ¹®¿«±â
zts2045e	°ËÀÇ ±â¿îÀ» Èí¼öÇÑ´Ù.
zts2046e	À¯¼º°Ë
zts2047e	°ËÀ» ´ë»ó¿¡°Ô ´øÁ® ºûÀÇ Æø¹ßÀ» ÀÏÀ¸Å²´Ù.
zts2048e	½Å°ËÇÕÀÏ
zts2049e	°Å´ëÇÑ È¯¿µÀÇ °ËÀ» ºÒ·¯ ¶¥À¸·Î ³»¸®²È¾Æ ÇÇÇØ¸¦ ÀÔÈù´Ù.
zts2050e	ÀÌ±â¾î°Ë
zts2051e	9°³ÀÇ °ËÀ» ¼ÒÈ¯ÇÏ¿© ´ë»ó¿¡°Ô ¿¬¼ÓÀûÀÎ ÇÇÇØ¸¦ ÀÔÈù´Ù.
zts2052e	È­¿°
zts2053e	ºÒÀÇ ±â¿î
zts2054e	ºù°á
zts2055e	¹°ÀÇ ±â¿î
zts2056e	½Å¼º
zts2057e	ºûÀÇ ±â¿î
zts2058e	¾ÏÈæ
zts2059e	¾îµÒÀÇ ±â¿î
zts2060e	¹«¼Ó¼º
zts2061e	¶óÀÌÆ® ½ºÆç
zts2062e	½ºÆçÀ» ¿Ü¿ö ÀûÀ» °ø°İÇÑ´Ù.
zts2063e	¶óÀÌÆ® Ä«Å»¸®½ºÆ®
zts2064e	ºû³ª´Â °¡·ç¸¦ ³¯·Á Æø¹ß½ÃÅ°¸ç, °¡·ç·Î ¸¸µé¾îÁø Ç¥½ÄÀ» ³²±ä´Ù.
zts2065e	¼­ÇÁ·¹½Ì
zts2066e	ºûÀÇ ÈûÀ¸·Î »ó´ë¹æÀÇ ¸öÀ» °¨½Î ÇÇÇØ¸¦ ÀÔÈ÷°í ÀÌµ¿¼Óµµ¸¦ ÀúÇÏ½ÃÅ²´Ù.
zts2067e	È¦¸® ÇÁ¸®Áò
zts2068e	°­·ÂÇÑ ºûÀ» ½î¾Æ ÇÇÇØ¸¦ ÀÔÈù´Ù.
zts2069e	È¦¸® ÀÍ½ºÇÃ·ÎÀü
zts2070e	¼º½º·¯¿î ºûÀ¸·Î Àû¿¡°Ô ÇÇÇØ¸¦ ÀÔÈù´Ù. ºû³ª´Â °¡·ç Ç¥½ÄÀÌ ³²¾ÆÀÖ´Â ´ë»ó¿¡°Ô´Â Ãß°¡ ÇÇÇØ¸¦ ÀÔÈù´Ù.
zts2071e	¿À¹öµå¶óÀÌºê
zts2072e	ÀÚ½ÅÀÇ ´É·ÂÀ» ²ø¾î¿Ã·Á ÇÑ°èÄ¡¿¡ µµ´ŞÇÑ´Ù.
zts2073e	½ºÆç ºÏ ¸¶½ºÅÍ¸®
zts2074e	ÁÖ¹®À» Á» ´õ È¿À²ÀûÀ¸·Î »ç¿ëÇÒ ¼ö ÀÖ´Ù.
zts2075e	È¦¸® Æ÷±×
zts2076e	Â£Àº ¾È°³¼Ó¿¡¼­ ¼º½º·¯¿î ½ÊÀÚ°¡°¡ ±æÀ» ÀÎµµÇÑ´Ù.
zts2077e	¸Å½º ÅÚ·¹Æ÷Æ®
zts2078e	µ¿·á¿Í ÇÔ²² ±â¾ïµÈ À§Ä¡·Î ¼ø°£ÀÌµ¿ÇÒ ¼ö ÀÖ´Ù.
zts2079e	½ºÅ¸ Æú
zts2080e	ÀÚ½ÅÀ» Áß½ÉÀ¸·Î ¼ö¸¹Àº À¯¼ºÀÌ ¶³¾îÁö¸ç Àû¿¡°Ô ÇÇÇØ¸¦ ÀÔÈù´Ù.
zts2081e	·ç¹Ì³Ê½º ¶óÀÌÆ®
zts2082e	½ÅÀÇ °¡È£¸¦ ¹Ş¾Æ ¾Æ±º ¸ğµÎ¿¡°Ô Ãàº¹À» ³»¸°´Ù.
zts2083e	¹ø°³
zts2084e	°¡½Ã´ıºÒ
zts2085e	ÀúÁÖÀÇ Çâ±â
zts2086e	½ºÅ¸ÆúÀÛÀº°Í
zts2087e	½ºÅ¸ÆúÅ«°Í
zts2088e	ºû°ú ±×¸²ÀÚ
zts2089e	¼º°Ë°ú ¾îµÒÀ¸·Î ¹°µé¿©Áø ÈûÀ¸·Î °ø°İÇÑ´Ù.
zts2090e	¼º°ËÀ» ºü¸£°Ô 2¿¬¼ÓÀ¸·Î Âñ·¯ ³Ö´Â´Ù.
zts2091e	¾îµÒÀÇ ½ÉÆÇ
zts2092e	¾îµÒÀÇ ÈûÀ» ºô·Á °­ÇÑ Ãæ°İÆÄ¸¦ ³¯¸°´Ù.
zts2093e	Á¤ÀÇ
zts2094e	½Å¼º·ÂÀ» ²ø¾î¿Ã·Á °Å´ëÇÑ ¼º°ËÀ» ¼ÒÈ¯ÇÑ´Ù.
zts2095e	´õºí ½½·¡½¬
zts2096e	Àü¹æÀ¸·Î ºü¸£°Ô ÀÌµ¿ÇÏ¸é¼­ ¸ğµç ÀûÀ» º£¾î¹ö¸°´Ù.
zts2097e	»ıÃò¾î¸®
zts2098e	ºû³ª´Â °á°è¸¦ »ı¼ºÇÏ¿© Àû¿¡°Ô ÇÇÇØ¸¦ ÀÔÈù´Ù.
zts2099e	ÀÌ±×³ªÀÌÆ®
zts2100e	½Å¼º·Â°ú ¾îµÒÀÇ ÈûÀ» ²ø¾î¿Ã·Á, °ø°İ·ÂÀ» ±Ø´ëÈ­ ½ÃÅ²´Ù.
zts2101e	µå·ÎÀ® ¼Òµå
zts2102e	¼º°ËÀ» ºü¸£°Ô ÈÖµÑ·¯ °ø°£À» º£¾î¹ö¸°´Ù.
zts2103e	¸® ÀÌ±×´Ï¼Ç
zts2104e	¾îµÒÀ¸·Î ¹°µé±âÀüÀÇ ½Å¼ºÇÑ Èû°ú, ¾îµÒÀ¸·Î ÀÌ·ç¾îÁø ÈûÀ» ¸ğ¾Æ ¹æ¾î·ÂÀ» ±Ø´ëÈ­ ½ÃÅ²´Ù.
zts2105e	Ä¿·´Æ®
zts2106e	¾îµÒÀÇ ÈûÀ» ºô·Á, ¸ğµç Àû¿¡°Ô °øÆ÷¸¦ ´À³¢°Ô ÇØÁØ´Ù.
zts2107e	ÄÁ¹öÆ®
zts2108e	½ÅÀÌ ¸¸µç ¹«±â. ¼º°ËÀ» ÀÌ¿ëÇÏ¿© ¸ğµç ÀûÀ» º£¾î¹ö¸°´Ù.
zts2109e	¸÷¿ëµå·ÎÀ®¼Òµå
zts2110e	¸÷¿ëÁ¤ÀÇ
zts2111e	¸÷ºû½ºÆä±âº»
zts2112e	¹ö´× ³ÊÅ¬
zts2113e	Å×ÀÏ ÄùÀÌÅ©
zts2114e	µµ¹ß
zts2115e	´ë»ó¿¡°Ô ÇÇÇØ¸¦ ÀÔÈù ÈÄ, È®·üÀûÀ¸·Î ´ë»óÀÇ MP¿Í HP¸¦ »©¾Ñ¾Æ ¿Â´Ù
zts2116e	¸Å¿ì ³ĞÀº ±¤¿ª Áö¿ª¿¡ ¿øÈ¥ÀÌ ±êµé¾î ÀÖ´Â °ËÀ» ¼ÒÈ¯ÇØ °ø°İÇÑ´Ù. Å¸°İ´çÇÑ ´ë»óÀº Àı¸Á¿¡ ºüÁø´Ù.
zts2117e	Åä³¢ÀÏ¹İ
zts2118e	Åä³¢½»»è
zts2119e	Åä³¢´ç±ÙºÕ
zts2120e	Åä³¢Ç«Âï
zts2121e	Åä³¢±øÃÑ±øÃÑ
zts2122e	ÀâÅä³¢½»»è
zts2123e	¼ÒÈ¯ ´ç±ÙºÕ
zts2124e	½»»è
zts2125e	Ç«Âï
zts2126e	±øÃÑ±øÃÑ
zts2127e	Àú°İ
zts2128e	Áö¿ø»ç°İ
zts2129e	»§¾ß»§¾ß
zts2130e	ÀÏ°İ¿¡ ÁÖ´Ô°çÀ¸·Î
zts2131e	ÇÇ¾Ë¾ÆÀÌ
zts2132e	¾È¼¿·Î¾ÈÀÇ Çå½Å
zts2133e	¾È¼¿·Î¾ÈÀÇ ÈûÀÌ ±êµé¾î, ¸öµµ ¸¶À½µµ °Ç°­ÇØÁø´Ù.
zts2134e	¾È¼¿·Î¾ÈÀÇ ´ëÁö
zts2135e	¾È¼¿·Î¾ÈÀÇ °­·ÂÇÑ ÈûÀ¸·Î ÀûÀ» ¾Ğ¹ÚÇÑ´Ù.
zts2136e	¾È¼¿·Î¾ÈÀÇ °­¸²
zts2137e	¾È¼¿·Î¾ÈÀÇ ÈûÀÌ ±êµé¾î, ¸öµµ ¸¶À½µµ °Ç°­ÇØÁø´Ù. »ç¿ë ½Ã, ¾È¼¿·Î¾ÈÀÇ Á¤¼ö 1°³°¡ »ç¿ëµÈ´Ù.
zts2138e	¾È¼¿·Î¾ÈÀÇ Áø³ë
zts2139e	¾È¼¿·Î¾ÈÀÇ °­·ÂÇÑ ÈûÀ¸·Î ÀûÀ» ¾Ğ¹ÚÇÑ´Ù. ¸ó½ºÅÍ¿¡°Ô´Â Àû¿ëµÇÁö ¾Ê´Â´Ù.
zts2140e	¾È¼¿·Î¾È ¹ø°³
zts2141e	¾È¼¿·Î¾È ¾óÀ½
zts2142e	¾È¼¿·Î¾È È­¿°
zts2143e	ºê¸®´ÏÅ¬
zts2144e	¹öºí ¼¦
zts2145e	±Ş¼Ó³Ã°¢
zts2146e	¾ÆÀÌ½º ¹Ù¿îµå
zts2147e	ÇÁ¸®Â¡ ·¹ÀÎ
zts2148e	±Û·¹ÀÌÁî
zts2149e	À©µåÄ¿ÅÍ
zts2150e	À¯·É¼± ¼ÒÈ¯
zts2151e	¾ŞÄ¿ ºÕ
zts2152e	[ÃÊ±Ş] PvP °ø°İ·Â Áõ°¡
zts2153e	PvP °ø°İ·Â 1%Áõ°¡
zts2154e	[Áß±Ş] PvP °ø°İ·Â Áõ°¡
zts2155e	PvP °ø°İ·Â 2%Áõ°¡
zts2156e	[°í±Ş] PvP °ø°İ·Â Áõ°¡
zts2157e	PvP °ø°İ·Â 3%Áõ°¡
zts2158e	[ÃÖ°í] PvP °ø°İ·Â Áõ°¡
zts2159e	PvP °ø°İ·Â 5%Áõ°¡
zts2160e	[ÃÊ±Ş] PvP ¹æ¾î·Â Áõ°¡
zts2161e	PvP ¹æ¾î·Â 5%Áõ°¡
zts2162e	[Áß±Ş] PvP ¹æ¾î·Â Áõ°¡
zts2163e	PvP ¹æ¾î·Â 2%Áõ°¡
zts2164e	[°í±Ş] PvP ¹æ¾î·Â Áõ°¡
zts2165e	PvP ¹æ¾î·Â 3%Áõ°¡
zts2166e	[ÃÖ°í] PvP ¹æ¾î·Â Áõ°¡
zts2167e	ÀØÇôÁø ¿ë»ç DÀÇ ÀÏ±â Á¦1±Ç
zts2168e	½ÅÃ¼ ´É·ÂÀ» 80 ³ô¿©ÁØ´Ù.
zts2169e	ÀØÇôÁø ¿ë»ç SÀÇ ÀÏ±â Á¦1±Ç
zts2170e	¹ÎÃ¸À» ´É·ÂÀ» 80 ³ô¿©ÁØ´Ù.
zts2171e	ÀØÇôÁø ¿ë»ç JÀÇ ÀÏ±â Á¦1±Ç
zts2172e	Á¤½Å ´É·ÂÀ» 80 ³ô¿©ÁØ´Ù.
zts2173e	ÀØÇôÁø ¿ë»ç MÀÇ ÀÏ±â Á¦1±Ç
zts2174e	ÃÖ´ë HP¸¦ 4000 Áõ»ç½ÃÄÑÁØ´Ù.
zts2175e	ÀÌ¸§¾ø´Â ¿ë»çÀÇ ÀÏ±â Á¦1±Ç
zts2176e	ÃÖ´ë MP¸¦ 4000 Áõ»ç½ÃÄÑÁØ´Ù.
zts2177e	·ÎÆç·Î Ä£À§´ë ¹æ¾î ÀÌ·Ğ Á¦1±Ç
zts2178e	¸ğµç ¹æ¾î·ÂÀ» 30 »ó½Â½ÃÄÑÁØ´Ù.
zts2179e	·ÎÆç·Î Ä£À§´ë °ø°İ ÀÌ·Ğ Á¦1±Ç
zts2180e	¸ğµç °ø°İ·ÂÀ» 30 »ó½Â½ÃÄÑÁØ´Ù.
zts2181e	Á¤·É°ú Ä£ÇØÁö´Â ¹æ¹ı ¹ø¿ªº» Á¦1±Ç
zts2182e	¸ğµç ¼Ó¼º ÀúÇ×À» 10 »ó½Â½ÃÄÑÁØ´Ù.
zts2183e	´ë¸¶¹ı»ç Æä¾î·Î½´ÀÇ ¿¾ÀÌ¾ß±â Á¦1±Ç
zts2184e	°æÇèÄ¡ È¹µæ·®À» 5% Áõ°¡½ÃÄÑÁØ´Ù.
zts2185e	¾ÆÄ«¹«¸£ »ó´ÜÀÇ ÀÏÁö Á¦1±Ç
zts2186e	°ñµå È¹µæ·®À» 3% Áõ°¡½ÃÄÑÁØ´Ù.
zts2187e	Ãµ»çÀü»ç½ºÅ³1
zts2188e	Ãµ»çÀü»ç½ºÅ³2
zts2189e	Ãµ»ç±Ã»ç½ºÅ³1
zts2190e	Ãµ»ç±Ã»ç½ºÅ³2
zts2191e	Ãµ»çÁÖ¼ú»ç½ºÅ³1
zts2192e	Ãµ»çÁÖ¼ú»ç½ºÅ³2
zts2193e	Ãµ»ç±¤½Åµµ½ºÅ³1
zts2194e	Ãµ»ç±¤½Åµµ½ºÅ³2
zts2195e	¾Ç¸¶Àü»ç½ºÅ³1
zts2196e	¾Ç¸¶Àü»ç½ºÅ³2
zts2197e	¾Ç¸¶±Ã»ç½ºÅ³1
zts2198e	¾Ç¸¶±Ã»ç½ºÅ³2
zts2199e	¾Ç¸¶ÁÖ¼ú»ç½ºÅ³1
zts2200e	¾Ç¸¶ÁÖ¼ú»ç½ºÅ³2
zts2201e	¾Ç¸¶¹ÙÄñ½ºÅ³1
zts2202e	¾Ç¸¶¹ÙÄñ½ºÅ³2
zts2203e	Ãµ»çÁö³ª½º±âº»
zts2204e	Ãµ»çÁö³ª½º¸¶¹ıÁø
zts2205e	Ãµ»çÁö³ª½º»Ğ¸ÁÄ¡
zts2206e	Ãµ»çÁö³ª½º¹öÇÁ
zts2207e	Ãµ»çÁö³ª½º±¸µÎ
zts2208e	Ãµ»çÁö³ª½º¸¶¹ıÁø¼ÒÈ¯
zts2209e	½ÉÆÇÀÇ ºû(Ãµ»ç·¹ÀÌµåÁß°£º¸½º)
zts2210e	Ä®³¯ ±êÅĞ(Ãµ»ç·¹ÀÌµåÁß°£º¸½º)
zts2211e	½ÅÀÇ ÀÌ¸§À¸·Î(Ãµ»ç·¹ÀÌµåÁß°£º¸½º)
zts2212e	¹ö´× ³ÊÅ¬(¾Ç¸¶·¹ÀÌµåÁß°£º¸½º)
zts2213e	Å×ÀÏ ÄùÀÌÅ©(¾Ç¸¶·¹ÀÌµåÁß°£º¸½º)
zts2214e	µµ¹ß(¾Ç¸¶·¹ÀÌµåÁß°£º¸½º)
zts2215e	¾Ç¸¶¿¡·¹´Ï¾Æ±âº»
zts2216e	¾Ç¸¶¿¡·¹´Ï¾ÆÅ°½º
zts2217e	¾Ç¸¶¿¡·¹´Ï¾ÆÃ¤Âï
zts2218e	¾Ç¸¶¿¡·¹´Ï¾ÆÃã
zts2219e	¾Ç¸¶¿¡·¹´Ï¾Æ»Ô
zts2220e	PvP ¹æ¾î·Â 1%Áõ°¡
zts2221e	°õÀÎÇü ÅõÃ´
zts2222e	µµ¿ò´İ±â ¾îÅÃ
zts2223e	°Å´ëÈ­
zts2224e	Á×À½ÀÇ °î¿¹
zts2225e	¼­Ä¿½º Æ®¸¯
zts2226e	³î·¡Å°±â
zts2227e	±â°¡ ¶óÀÌÆ®´×
zts2228e	¸Å¿ì °­·ÂÇÑ ³«·Ú¸¦  ´Ù¼ö ¼ÒÈ¯ÇÏ¿© ÀûÀ» ÅÂ¿î´Ù.
zts2229e	¸¸µå¶ó ¼ÒÈ¯
zts2230e	±¸¼Ó
zts2231e	¹Ù²ãÄ¡±â
zts2232e	¿ì»êº£±â
zts2233e	²ÉÀÙ³«ÇÏ
zts2234e	¿ì»ê¹æ¾î¼ú
zts2235e	ÀØÇôÁø ¿ë»ç DÀÇ ÀÏ±â Á¦2±Ç
zts2236e	½ÅÃ¼ ´É·ÂÀ» 100 ³ô¿©ÁØ´Ù.
zts2237e	ÀØÇôÁø ¿ë»ç SÀÇ ÀÏ±â Á¦2±Ç
zts2238e	¹ÎÃ¸À» ´É·ÂÀ» 100 ³ô¿©ÁØ´Ù.
zts2239e	ÀØÇôÁø ¿ë»ç JÀÇ ÀÏ±â Á¦2±Ç
zts2240e	Á¤½Å ´É·ÂÀ» 100 ³ô¿©ÁØ´Ù.
zts2241e	ÀØÇôÁø ¿ë»ç MÀÇ ÀÏ±â Á¦2±Ç
zts2242e	ÃÖ´ë HP¸¦ 6000 Áõ»ç½ÃÄÑÁØ´Ù.
zts2243e	ÀÌ¸§¾ø´Â ¿ë»çÀÇ ÀÏ±â Á¦2±Ç
zts2244e	ÃÖ´ë MP¸¦ 6000 Áõ»ç½ÃÄÑÁØ´Ù.
zts2245e	·ÎÆç·Î Ä£À§´ë ¹æ¾î ÀÌ·Ğ Á¦2±Ç
zts2246e	¸ğµç ¹æ¾î·ÂÀ» 50 »ó½Â½ÃÄÑÁØ´Ù.
zts2247e	·ÎÆç·Î Ä£À§´ë °ø°İ ÀÌ·Ğ Á¦2±Ç
zts2248e	¾Ç·ÉÀü»ç½ºÅ³1
zts2249e	¾Ç·ÉÀü»ç½ºÅ³2
zts2250e	¾Ç·É±Ã»ç½ºÅ³1
zts2251e	¾Ç·É±Ã»ç½ºÅ³2
zts2252e	¾Ç·ÉÁÖ¼ú»ç½ºÅ³1
zts2253e	¾Ç·ÉÁÖ¼ú»ç½ºÅ³2
zts2254e	Æä¸£³í±âº»
zts2255e	Æä¸£³í½»»è
zts2256e	Æä¸£³í¹İ»ç
zts2257e	Æä¸£³í´ÜÁË
zts2258e	Æä¸£³íÄ¡¸íÁõ°¡
zts2259e	Æä¸£³íÀÛÀºÀ¯¼º°ø°İ
zts2260e	Æä¸£³íÅ«À¯¼º°ø°İ
zts2261e	Æä¸£³íÈò»öÄ®³¯°ø°İ
zts2262e	Æä¸£³í°ËÁ¤Ä®³¯°ø°İ
zts2263e	»ç·ÉÀü»ç½ºÅ³1
zts2264e	»ç·ÉÀü»ç½ºÅ³2
zts2265e	»ç·É±Ã»ç½ºÅ³1
zts2266e	»ç·É±Ã»ç½ºÅ³2
zts2267e	»ç·ÉÁÖ¼ú»ç½ºÅ³1
zts2268e	»ç·ÉÁÖ¼ú»ç½ºÅ³2
zts2269e	¸ğµç °ø°İ·ÂÀ» 50 »ó½Â½ÃÄÑÁØ´Ù.
zts2270e	¹ÙÀÌÅ·ÀÇ ÇÔ¼º
zts2271e	¿ë»çÀÇ ÀÇÁö
zts2272e	¹ßÅ°¸®ÀÇ Ãàº¹
zts2273e	¿µÈ¥ÀÇ ÀÎµµÀÚ
zts2274e	¹ÙÀÌÅ·µéÀÇ ÇÔ¼ºÀº Àûµé·Î ÇÏ¿©±İ ÀûÀÇ¸¦ »ó½ÇÄÉÇÏ´Â È¿°ú¸¦ ÀÏÀ¸Åµ´Ï´Ù
zts2275e	¹ÙÀÌÅ·Áß¿¡¼­µµ ¿ë»ç·Î ºÒ¸®¿ì´Â ·¡±×³Ê ·Ñ·Î´Â ÀÚ½ÅÀÇ ÀÇÁö¸¸À¸·Îµµ Àûµé¿¡°Ô À§ÇùÀ» ´À³¢°Ô ÇÒ ¼ö ÀÖ½À´Ï´Ù
zts2276e	½ÅÀÇ »çÀÚ ¹ßÅ°¸®ÀÇ Ãàº¹À» ¹ŞÀº ÀÚ´Â Àá½Ãµ¿¾È ½ÅÀÇ º¸È£ ¾Æ·¡·Î µé¾î°¡°Ô µË´Ï´Ù
zts2277e	¹ßÅ°¸® º»¿¬ÀÇ ÀÓ¹«ÀÎ ¿µÈ¥ÀÇ ÀÎµµ´Â °¡Àå ¼ø¼öÇÑ ¿µÈ¥À¸·Î Á¤È­¸¦ ½ÃÅµ´Ï´Ù
zts2278e	¹ÙÀÌÅ·µéÀÇ ÇÔ¼ºÀº Àûµé·Î ÇÏ¿©±İ ÀûÀÇ¸¦ »ó½ÇÄÉÇÏ´Â È¿°ú¸¦ ÀÏÀ¸Åµ´Ï´Ù.
zts2279e	¹ÙÀÌÅ·Áß¿¡¼­µµ ¿ë»ç·Î ºÒ¸®¿ì´Â ·¡±×³Ê ·Ñ·Î´Â ÀÚ½ÅÀÇ ÀÇÁö¸¸À¸·Îµµ Àûµé¿¡°Ô À§ÇùÀ» ´À³¢°Ô ÇÒ ¼ö ÀÖ½À´Ï´Ù.
zts2280e	½ÅÀÇ »çÀÚ ¹ßÅ°¸®ÀÇ Ãàº¹À» ¹ŞÀº ÀÚ´Â Àá½Ãµ¿¾È ½ÅÀÇ º¸È£ ¾Æ·¡·Î µé¾î°¡°Ô µË´Ï´Ù.
zts2281e	¹ßÅ°¸® º»¿¬ÀÇ ÀÓ¹«ÀÎ ¿µÈ¥ÀÇ ÀÎµµ´Â °¡Àå ¼ø¼öÇÑ ¿µÈ¥À¸·Î Á¤È­¸¦ ½ÃÅµ´Ï´Ù.
zts2282e	ÆÄÇÁ´Ï¸£ ºê·¹½º
zts2283e	ÆÄÇÁ´Ï¸£ Æ÷È¿
zts2284e	ÆÄÇÁ´Ï¸£ »ïÅ°±â
zts2285e	ÆÄÇÁ´Ï¸£ ³¯°³Áş
zts2286e	ÆÄÇÁ´Ï¸£ ÀÏ¹İ°ø°İ
zts2287e	´ëÀÚ¿¬ÀÇ Ãàº¹
zts2288e	¹ÙÀÌÅ·µé Áß¿¡¼­ À¯µ¶ ÀÚ¿¬°ú Ä£È­ÀûÀÎ ±×³à´Â ´ëÀÚ¿¬À¸·ÎºÎÅÍ ¹Ş´Â Ãàº¹À» ÀüÇØÁÙ ¼ö ÀÖ½À´Ï´Ù.
zts2289e	¸¶³ª ¹ø
zts2290e	¸¶³ª¸¦ ´Ù·ç´Â ¹ÙÀÌÅ·µéÀº »ó´ë¹æÀÇ ¸¶³ª¸¦ °í°¥½ÃÄÑ ÀüÅõ¿¡ Âü¿©ÇÏÁö ¸øÇÏ°Ô ¹æÇØÇÒ ¼ö ÀÖ½À´Ï´Ù.
zts2291e	°ËÀº¿î¼®°ø°İ(ÆÄÇÁ´Ï¸£)
zts2292e	¿ë¾Ï°ø°İ(ÆÄÇÁ´Ï¸£)
zts2293e	ÆÄÇÁ´Ï¸£¿ë¾Ï°ø°İ(¸Ê)
zts2294e	ÆÄÇÁ´Ï¸£ÀÛÀºÀ¯¼º°ø°İ
zts2295e	ÆÄÇÁ´Ï¸£Å«À¯¼º°ø°İ
zts2296e	ÆÄÇÁ´Ï¸£¿ë¾Ï°ø°İ(½ºÅ³)
zts2297e	»ó´ë Áø¿µÀÇ ¸ó½ºÅÍ¸¦ °ø°İ ÇÒ ¼ö ÀÖ´Ù. AÅ°¸¦ ´­·¯¼­ »ç¿ëÇÑ´Ù.
zts2298e	»ó´ë Áø¿µÀÇ ÇÃ·¹ÀÌ¾î¸¦ °ø°İ ÇÒ ¼ö ÀÖ´Ù.
zts2299e	SÅ°¸¦ ´­·¯¼­ »ç¿ëÇÑ´Ù. °ñÅÁ ¸ÔÀÌ±â·Î ¸öÀÌ ¾ó¾î¹ö¸° °æ¿ì, 10ÃÊ ÀÌ³»¿¡ ¾Æ±º ÇÃ·¹ÀÌ¾î°¡ ÇØÁ¦¸¦ ÇÏÁö ¾ÊÀ¸¸é »ç¸ÁÇÑ´Ù.
zts2300e	ÇÔÁ¤
zts2301e	Á¦´ÏÆÛ¿Í °°ÀÌ ¶Ù¾î³­ »ç¼öµéÀº ÇÔÁ¤À» ¸¸µé¾î ÀûÀ» Á¦¾ĞÇÒ ¼ö ÀÖ½À´Ï´Ù.
zts2302e	¿øÃµºÀ¼â
zts2303e	°íÆ®Á·µéÀº ÀûÀ¸·ÎºÎÅÍ ¹ŞÀ» ¼ö ÀÖ´Â ³ª»ÛÈ¿°úµé¿¡ ´ëÇØ ³»¼ºÀÌ ÀÖ½À´Ï´Ù.
zts2304e	ÀÏÁ¤½Ã°£ ¾Æ±ºÀÇ ÀÌµ¿¼Óµµ¸¦ Áõ°¡½ÃÅ²´Ù
zts2305e	¸Á·ÉÀÇ Âü°İ
zts2306e	µ¥½ºÆ®¶ù½´
zts2307e	¹ÙÀÌÅ·ÀÇ ±àÁö
zts2308e	¿¹¸£Æ¼¶õµå ±âº»
zts2309e	¿¹¸£Æ¼¶õµå º­¶ô ¼ÒÈ¯
zts2310e	¿¹¸£Æ¼¶õµå Åä³×ÀÌµµ
zts2311e	¼ÒÈ¯µÈ º­¶ô
zts2312e	¸®Ä¡ ±âº»
zts2313e	¸®Ä¡ ¾ğµ¥µå ¼ÒÈ¯
zts2314e	¸®Ä¡ °ËÀº¹ø°³ ¼ÒÈ¯
zts2315e	¸®Ä¡ Ã¼ÀÎ¶óÀÌÆ®´×
zts2316e	¸®Ä¡ µ¥½º Æ÷±×
zts2317e	¼ÒÈ¯µÈ °ËÀº ¹ø°³
zts2318e	º» µå·¡°ï ±âº»
zts2319e	º» µå·¡°ï Æ÷È¿
zts2320e	º» µå·¡°ï ¹ÚÄ¡±â
zts2321e	º» µå·¡°ï ½ºÄÃ ¼ÒÈ¯
zts2322e	ÇÇ·ÚÄ§
zts2323e	ÀÚ¿¬ÀÇ ÀÏºÎ Áß¿¡¼­ ¹ø°³¸¦ ÃÖ°­ÀÇ ÈûÀÌ¶ó »ı°¢Çß´ø ±×´Â, Æò»ıÀ» ¹ø°³¿¡ °üÇÑ ¿¬±¸¸¦ ÇÏ¿© ¸¶Ä§³» ¹ø°³¸¦ Á¶Á¾ÇÒ ¼ö ÀÖ°Ô µÇ¾ú½À´Ï´Ù.
zts2324e	±İÁöµÈ ÁÖ¼ú
zts2325e	ÀÚ½ÅÀÇ ÇÑ°è¿¡ ºÎµúÇô ÀÚÃ¥ÇÏ´ø ¿¹¸£Æ¼¶õµå´Â ´õ¿í °­ÇÑ ÈûÀ» ¿øÇß°í, ³¡³» ¼Õ´ë¼­´Â ¾ÈµÉ Á¸ÀçÀÇ ÁÖ¼ú¿¡ Å½¿åÀÌ »ı°Ü³µ½À´Ï´Ù.
zts2326e	º» ¿ö¸®¾î ·Ñ·Î ±âº»
zts2327e	¹«½ÄÇÑ µ¹Áø
zts2328e	ºÎÈ°
zts2329e	¸®´õ½±
zts2330e	²öÀû²öÀûÇÑ »ì±â
zts2331e	Á¶Åğ
zts2332e	Å©¾Æ¾Æ¾Æ
zts2333e	»ç¿ë ½Ã, µµ¸ÁÄ¡´Â ÀûÀ» ´Ü¹ø¿¡ ¹°¸®Ä¥ ¼ö ÀÖ´Ù.
zts2334e	Áş¹¶°³±â
zts2335e	´Ü´ÜÇÑ ¾î±ú¸¦ ÀÌ¿ëÇØ µ¹ÁøÇÑ´Ù.
zts2336e	²Ş³ª¶ó ÇÏÀÌÆĞ½º
zts2337e	¾Æ¹«·± ÀúÇ×¾øÀÌ ºü¸¥ ¼Óµµ·Î Àá¿¡ ºüÁ®µç´Ù
zts2338e	½ÇÇèÃ¼ ¼ÒÈ¯
zts2339e	½ÇÇèÃ¼¸¦ ±ÙÃ³·Î ºÒ·¯¿À¸ç, ÀÌµ¿ ¼Óµµ°¡ Áõ°¡µÈ´Ù.
