zts1e	초보모험가 학습코스
zts1691e	열기 저항 물약 재료 수집 (일일)
zts1692e	발라케드를 사냥하여 알을 구해오자.
zts1693e	화염의 연금술사에게 돌아가 보고하자
zts1694e	화염 거인을 사냥하여 심장을 구해오자.
zts1695e	Trick Or Treat (에릭)
zts1696e	잭오랜턴 레이드를 1회 완료하고 에릭에게 가자.
zts1697e	에릭과 다시 대화하고 보상을 받자.
zts1698e	Trick Or Treat (마리)
zts1699e	잭오랜턴 호위대를 잡아주세요.
zts1700e	마리에게 돌아가서 보상을 받자.
zts1701e	Trick Or Treat (벨로치카 티어)
zts1702e	잭오랜턴 호위대에게서 펌프킨 시럽을 모아주세요.
zts1703e	벨로치카 티어에게 돌아가서 보상을 받자.
zts1704e	Trick Or Treat (라울 엔디넬)
zts1705e	펌프킨 헤드 모자(1일)을 착용하고 에릴카운터와 대화하자.
zts1706e	라울 엔디넬에게 돌아가서 보상을 받자.
zts1707e	Trick Or Treat (빌 스미스)
zts1708e	잭오랜턴 호위대에게서 펌프킨 헤드를 모아주세요.
zts1709e	빌 스미스에게 돌아가자.
zts1710e	[연구소탐사2] 히든시공을 통해 숨겨진 재료를 찾아라. 수호자 몬스터들을 사냥하여 [연구소 시공의돌 조각]을 획득한 후, 비밀의 연구소 2층에서 다우징 막대기를 사용하면 히든시공을 찾을 수 있다.
zts1711e	[연구소탐사3] 히든시공을 통해 숨겨진 재료를 찾아라. 수호자 몬스터들을 사냥하여 [연구소 시공의돌 조각]을 획득한 후, 비밀의 연구소 2층에서 다우징 막대기를 사용하면 히든시공을 찾을 수 있다.
zts1712e	불행한 라달에게 안식을! [연구소 최종시공]을 사용하여 시공 안으로 들어간 후, [저주받은 라달]을 사냥하라.
zts1713e	폐광지하의 붉은 진흙골렘을 처치하자. 페르논신전입구에 있는 페광을 통해서 페광지하로 갈 수 있다.
zts1714e	지옥개가 출몰하는 장소로 이동하자. 42Lv 시공 주변에서 지옥개의 냄새가 난다.
zts1715e	[연구소탐사1] 히든시공을 통해 숨겨진 재료를 찾아라. 수호자 몬스터들을 사냥하여 [연구소 시공의돌 조각]을 획득한 후, 비밀의 연구소 1층에서 다우징 막대기를 사용하면 히든시공을 찾을 수 있다.
zts1716e	크램산지 봉우리에서 산사나무 열매즙을 얻어 왼쪽 석상에 뿌려라. 산사나무 열매즙을 얻기 위해서는 빈병이 필요하다.
zts1717e	크램산지 봉우리에서 산사나무 열매즙을 얻어 오른쪽 석상에 뿌려라. 오른쪽 석상은 크램산우측지역을 통해서 갈 수 있는 반대편 크램산지 봉우리에 있다.
zts1718e	무너진 초소를 고쳐라
zts1719e	산드라 브레이크에게 보물을 전해주자
zts1720e	드라이어드를 소탕하라. 57Lv 시공은 수직동굴 깊은 곳에 있다.
zts1721e	크렘산지봉우리에 있는 혼령의 동굴에서 맹수의 이빨을 구하자
zts1722e	부탁한 보물을 찾아오자. 첫번째 60Lv 시공은 크렘산지우측지역에 위치한다.
zts1723e	세닐을 만나러가자. 두 번째 60Lv 시공은 산지동굴5에 위치한다.
zts1724e	크렘산지우측지역에 있는 산지동굴6에서 켄코의 첩자를 찾아라
zts1725e	냄새를 따라 쉐인라던전 B1층으로 이동하자. 쉐인라던전 B1 층은 크렘산지우측지역에서 이동할 수 있다.
zts1726e	연구소로 이동하라. 음침한통로는 크렘산지우측지역에 위치한다.
zts1727e	악세사리에 대해 잘 알고 있는 사람을 찾자. [라달의 붉은반지]와 [라달의 푸른반지]는 소리꽃 [연구소의 비밀]퀘스트를 완료하면 얻을 수 있다.
zts1728e	황혼의 진주의 행방을 알리자. 샤를롯은 전나무숲에 있는 고양이방에서 찾을 수 있다.
zts1729e	밀라노 마을에서 꽃병에 쓸 물을 구하자. 조금 오염된 물을 얻기 위해서는 빈병이 필요하다.
zts1730e	밀라노북부평원에서 꽃병에 쓸 물을 구하자. 오염된 물을 얻기 위해서는 빈병이 필요하다.
zts1731e	아침의 평원에서 꽃병에 쓸 물을 구하자. 많이 오염된 물을 얻기 위해서는 빈병이 필요하다.
zts1732e	잭의 벌목장을 찾자. 잭의 벌목장은 전나무 숲에서 찾을 수 있다.
zts1733e	알렉스가 알려준 사람을 찾자. 물레방앗간은 전나무 숲에서 찾을 수 있다.
zts1734e	소티의 부관을 찾아보자. [렉트 라트]는 단풍나무숲에서 찾을 수 있다고 한다.
zts1735e	세번째 주술재료를 구하자. 전나무 숲에 있는 73Lv 시공에서 구할 수 있다.
zts1736e	네번째 주술재료를 구하자. 킹데구리는 데굴데굴절벽에서 찾을 수 있다.
zts1737e	다섯번째 주술재료를 구하자. [코볼트 전사의 영혼]은 크렘산지 봉우리에 위치한 혼령의 동굴에서 찾을 수 있다.
zts1738e	비전 주술을 사용하기 위한 첫번째 재료를 구하자. [거대한 붉은꽃]은 단풍나무숲 외각에서 찾을 수 있다.
zts1739e	비전 주술을 사용하기 위한 세번째 재료를 구하자. [강력한 전체 회복제]는 라울의 연금술을 이용해 만들 수 있다.
zts1740e	연구소를 자세히 조사하자. 67Lv 시공은 비밀의 연구소 2층에 위치한다.
zts1741e	캐트시의 행방을 찾자. 68Lv 시공은 전나무숲에 위치한다.
zts1742e	물이 오염된 이유를 찾자. 70Lv 시공은 상류구덩이 3층에 위치한다.
zts1743e	렉트의 정체를 확인하자. 75v 시공은 단풍나무숲에 위치한다.
zts1744e	해야할 일을 물어보자. 프로즌하트 성채에 있는 [레이카 커틀라스]와 대화하자.
zts1745e	라달의 유서를 찾자. 위치이동석을 이용해서 중앙으로 이동이 가능하다.
zts1746e	일일 퀘스트(산타클로스)
zts1747e	산타클로스 봉인항아리를 열어 흉측한 루돌프와 포악한 루돌프를 사냥하자.
zts1748e	산타클로스에게 돌아가서 보상을 받자.
zts1749e	일일 퀘스트(어중이)
zts1750e	눈사람 레이드 보물 상자에서 징글벨을 얻어 어중이에게 가져다주자.
zts1751e	어중이에게 돌아가서 보상을 받자.
zts1752e	일일 퀘스트(벨로치카 티어)
zts1753e	눈사람 레이드를 1회 완료하고 벨로치카 티어에게 보상을 받자.
zts1754e	일일 퀘스트(라울 엔디넬)
zts1755e	프로즌 크라운에서 눈꽃결정을 채집하자.
zts1756e	일일 퀘스트(모건 스미스)
zts1757e	에릴 카운터에게 불우이웃 돕기 성금을 내자.
zts1758e	모건 스미스에게 돌아가서 보상을 받자.
zts1759e	일일 퀘스트(셀로인 빈티지)
zts1760e	셀로인 빈티지에게 마법 양털과 마법 바늘을 모아 가져다 주자.
zts1761e	교환받은 마법 목도리를 셀빅 비기너에게 전달하라.
zts1762e	셀로인 빈티지에게 돌아가서 셀빅의 마음을 전해주자.
zts1763e	벨로치카에게 요정의 가루를 구하러 가자
zts1764e	라울에게 요정의 가루를 가져다주자
zts1765e	퀸꼬닭 레이드 보물 상자에서 퀸꼬닭의 깃털을 얻어 어중이에게 가져다주자.
zts1766e	일일 퀘스트(에릴 카운터)
zts1767e	퀸꼬닭 레이드를 1회 완료하고 에릴 카운터에게 보상을 받자.
zts1768e	에릴 카운터에게 돌아가서 보상을 받자.
zts1769e	마을에 숨겨놓은 노란 달걀을 찾자.
zts1770e	일일 퀘스트(셀빅 비기너)
zts1771e	셀빅에게 부탁받은 물건을 받자.
zts1772e	셀로인 빈티지에게 셀빅의 부활절 선물을 가져다주자.
zts1773e	셀빅 비기너에게 돌아가서 보상을 받자.
zts1774e	몬스터에게 붉은 달걀을 얻어 벨로치카 티어에게 가져다주자.
zts1775e	퀸꼬닭 레이드 보물 상자에서 퀸꼬닭의 깃털을 얻어 라울 엔디넬에게 가져다주자.
zts1776e	아침의 평원 데굴데굴절벽 4층으로 이동하라
zts1777e	신전옆 오솔길의 버려진 마법사의 탑 4층으로 가라
zts1778e	소용돌이맵 동에 있는 첫번째 지맥을 끊어라
zts1779e	소용돌이맵 서에 있는 두번째 지맥을 끊어라
zts1780e	소용돌이맵 남에 있는 세번째 지맥을 끊어라
zts1781e	소용돌이맵 북에 있는 네번째 지맥을 끊어라
zts1782e	불의 영웅
zts1783e	대마법사 칸의 이야기를 듣자.
zts1784e	리아 아카무르와 대화하라.
zts1785e	바실리스크 뿔을 모아라.
zts1786e	리아 아카무르에게 투구의 수리를 부탁하자.
zts1787e	대마법사 칸에게 로베르토의 투구를 전달하자.
zts1788e	네피 아카무르와 대화하라.
zts1789e	신비한 모래를 모아라.
zts1790e	신비한 모래를  주고 아이린의 고글과 교환하라.
zts1791e	대마법사 칸에게 아이린의 고글을 전달하자.
zts1792e	하마드 아카무르와 대화하라.
zts1793e	도적단 두목들을 제거하자.
zts1794e	하마드 아카무르에게 돌아가자.
zts1795e	대마법사 칸에게 볼프강의 건틀렛을 전달하자.
zts1796e	시공에서 진정한 불의 영웅들을 만나보자.
zts1797e	시공의 돌에서 겪었던 일들을 대마법사 칸에게 이야기하자.
zts1798e	항해사의 징표(이벤트)를 모아주세요.
zts1799e	캡틴 모자(1일)을 착용하고 캡틴 잭스패논과 대화하세요.
zts1800e	쿵펜의 부하들을 잡아주세요.
zts1801e	쿵펜의 보물지도(이벤트)를 모아주세요.
zts1802e	밀짚 모자(1일)을 착용하고 캡틴 잭스패논과 대화하세요.
zts1803e	몬스터를 사냥하여 펌프킨 시럽을 모아주세요.
zts1804e	귀여운 펌프킨 헤드 모자(1일)을 착용하고 에릴카운터와 대화하자.
zts1805e	잭오랜턴 보물상자에서 펌프킨 헤드를 모아주세요.
zts1806e	바이킹 가족
zts1807e	눈의요정 위니가 녹기 전에 얼음을 가져다주자.
zts1808e	바이킹 가족의 영혼을 깨울 수 있는 방법에 대해 라울 엔디넬에게 물어보자.
zts1809e	바이킹 가족의 영혼을 깨울 수 있는 방법에 대해 셀빅 비기너에게 물어보자.
zts1810e	눈의요정 위니에게 알아낸 방법에 대해 알려주자.
zts1811e	빌 스미스에게 뿔피리 제작을 요청하자.
zts1812e	빌 스미스에게 뿔피리 제작에 필요한 재료를 전달하자.
zts1813e	뿔피리를 만들었다. 눈의요정 위니에게 돌아가자.
zts1814e	눈의요정 위니에게 있는 힘껏 뿔피리를 불어보자.
zts1815e	바이킹 가족의 영혼을 뒤따라 시공에 들어가보자.
zts1816e	시공에서 있었던 일에 대해 눈의요정 위니에게 말해주자.
zts1817e	야생 소리꽃의 기운
zts1818e	퀘스트를 완료하고 강화효과를 받으세요
zts1819e	혹한의 히스란트
zts1820e	무법지대 인근에서 메테르가 말한 빙하를 찾아보자.
zts1821e	수상한 빙하를 자세히 살펴보자.
zts1822e	블루매지션 메테르에게 돌아가자.
zts1823e	트레저헌터 본부의 리아 아카무르에게 문의 염주에 대해 물어보자.
zts1824e	시린 헤이즐에게 정보 이용료 10만 골드를 지불하자.
zts1825e	사막 여우를 사냥하여 문의 염주를 구하라.
zts1826e	빙하로 돌아가서 문의 염주를 전달하자.
zts1827e	블루매지션 메테르에게 돌아가 정보를 얻자.
zts1828e	칼잡이 벨몬에게 에드워드의 조련용 장갑에 대해 물어보자.
zts1829e	무법지대를 위협하는 가톤의 정예 도적단을 기습하자.
zts1830e	부대장 가톤을 잡아 무법지대 공격 명령서를 얻자.
zts1831e	칼잡이 벨몬에게 돌아가 에드워드의 조련용 장갑을 받자.
zts1832e	빙하로 돌아가서 에드워드의 조련용 장갑을 전달하자.
zts1833e	메테르에게 돌아가 일리시아의 머리장식에 대한 정보를 얻자.
zts1834e	네피 아카무르에게 일리시아의 머리장식에 대해 물어보자.
zts1835e	네피 아카무르에게 얼음꽃을 전달하고 일리시아의 머리장식을 받자.
zts1836e	빙하로 가서 일리시아의 머리장식을 전달하자.
zts1837e	고대 영혼의 힘을 빌려 시공을 탐험해보자.
zts1838e	빙하로 가서 결계를 파괴한 것을 알려주자.
zts1839e	메테르에게 한기 서린 두루마리를 전달하자.
zts1840e	해군 모자(1일)을 착용하고 캡틴 잭스패논과 대화하세요.
zts1841e	싱싱한 간이 필요해
zts1842e	일반 필드의 몬스터를 사냥해서 싱싱한 간을 수집하자
zts1843e	구미호에게 심판을..
zts1844e	구미호 레이드를 완료하자
zts1845e	여우 사냥
zts1846e	붉은 여우와 갈색 여우를 사냥하자
zts1847e	진실을 말할 수 있는자
zts1848e	박씨네 셋째 아들을 만나보자
zts1849e	잃어버린 준비물
zts1850e	파란 병, 노란 병, 빨간 병을 수집하자
zts1851e	빨간 병의 효과
zts1852e	구미호에게 빨간 병을 사용하자
zts1853e	수행중인 붉은 여우와 갈색 여우를 사냥하자
zts1854e	오누이의 어머니를 찾아서(1)
zts1855e	호랑이 마루를 찾아보자.
zts1856e	오누이의 어머니를 찾아서(2)
zts1857e	인절미와 팥떡을 수집하자.
zts1858e	오누이의 어머니를 찾아서(3)
zts1859e	지나가는 나그네를 만나보자
zts1860e	위기의 오누이 구출
zts1861e	호랑이 마루를 물리치자
zts1862e	참기름이 필요해
zts1863e	참기름 5개를 모아라
zts1864e	부자가 된 흥부
zts1865e	흥부를 만나보자
zts1866e	신기한 흥부의 박씨
zts1867e	신기한 흥부의 박을 까보자
zts1868e	흥부에게 받은 박씨의 결과
zts1869e	놀부를 만나보자
zts1870e	수상한 놀부의 박씨
zts1871e	수상한 놀부의 박을 까보자
zts1872e	놀부에게 받은 박씨의 결과
zts1873e	무서운 도깨비
zts1874e	도깨비 홍비와 청비를 물리치자
zts1875e	다리를 다친 제비
zts1876e	상처 치료제를 수집하자
zts1877e	변해버린 용사들(1)
zts1878e	사라키엘이 말한 지역으로 이동하자
zts1879e	변해버린 용사들(2)
zts1880e	의문의 여인
zts1881e	변해버린 용사들(3)
zts1882e	변해버린 용사들(5)
zts1883e	사라키엘과 대화하자
zts1884e	변해버린 용사들(6)
zts1885e	변해버린 용사들(7)
zts1886e	치료약의 재료인 빛의 영혼석 조각을 수집하자
zts1887e	마녀 로레나 처치(1)
zts1888e	어둠의 독초를 채집하여 어둠의 씨앗을 수집하자
zts1889e	마녀 로레나 처치(2)
zts1890e	마녀 로레나를 물리치자
zts1891e	영웅들을 위하여
zts1892e	마녀 로레나를 처치하라
zts1893e	변해버린 용사들(4)
zts1894e	용사를 찾아라
zts1895e	사라카엘이 말한 지역으로 이동하자
zts1896e	사라카엘과 대화하자
zts1897e	별주부의 사연
zts1898e	토끼들의 흔적을 찾아보자
zts1899e	당근과 토끼
zts1900e	당근을 구해 수상한 토끼굴에서 토끼를 유인해 보자
zts1901e	망고 팸의 흔적을 찾자
zts1902e	토끼들의 아지트
zts1903e	두목 토끼 망고를 물리쳐라
zts1904e	두목 토끼를 물리치고 훔쳐간 보물을 되찾자
zts1905e	두얼굴의 바오
zts1906e	바오의 정체가 이상하지만, 일단 되찾은 보물을 일단 해결하자
zts1907e	심마니
zts1908e	홍삼을 구하자
zts1909e	수상한 토끼굴
zts1910e	수상한 토끼굴을 바우에게 알려주자
zts1911e	토끼의 흔적을 찾아라
zts1912e	망고팸의 임원급을 찾아보자
zts1913e	주식회사 용궁
zts1914e	바다속 용궁
zts1915e	두목 토끼를 물리치고 훔쳐간 보물을 되찾아 바우에게 돌아가자
zts1916e	두얼굴의 바우
zts1917e	바우의 정체가 이상하지만, 일단 되찾은 보물을 해결하자
zts1918e	용궁에서 온 그대
zts1919e	의문의 인물
zts1920e	그라함과의 대화
zts1921e	잊혀진 군도(1)
zts1922e	성기사 그라함과의 대화
zts1923e	잊혀진 군도(2)
zts1924e	잊혀진 군도(3)
zts1925e	천사와의 대화
zts1926e	잊혀진 군도(4)
zts1927e	악마와의 대화
zts1928e	잊혀진 군도(5)
zts1929e	천사와 악마(1)
zts1930e	천사 아사엘과의 대화
zts1931e	천사와 악마(2)
zts1932e	헬로드 제 1관문에 잡입한 미스틱헤븐 정찰부대의 흔적을 찾아라
zts1933e	천사와 악마(3)
zts1934e	천사와 악마(4)
zts1935e	악마들을 처치하고 아사엘에게 돌아가자
zts1936e	천사와 악마(5)
zts1937e	천사 라멜과의 대화
zts1938e	천사와 악마(6)
zts1939e	바쿰을 처치하고 증거로 뿔과 꼬리를 라멜에게 가져다 주자
zts1940e	천사와 악마(7)
zts1941e	천사와 악마(8)
zts1942e	천사 사키엘과의 대화
zts1943e	천사와 악마(9)
zts1944e	마정석을 모아 사키엘에게 가져다주자
zts1945e	천사와 악마(10)
zts1946e	천사와 악마(11)
zts1947e	천사와 악마(12)
zts1948e	여신 지나스 레이드 1회 완료하기
zts1949e	천사와 악마(13)
zts1950e	악마들을 설득하기 위하여
zts1951e	천사와 악마(14)
zts1952e	악마 바라크와의 대화
zts1953e	천사와 악마(15)
zts1954e	천사들을 처치하고 바라크에게 보고하라
zts1955e	천사와 악마(16)
zts1956e	광신도를 처치하고 변질된 기운을 구해오자
zts1957e	천사와 악마(17)
zts1958e	천사와 악마(18)
zts1959e	악마 제파르와의 대화
zts1960e	천사와 악마(19)
zts1961e	순수한 영혼을 구해 제파르에게 전해주자
zts1962e	천사와 악마(20)
zts1963e	천사와 악마(21)
zts1964e	악마 포르네우스와의 대화
zts1965e	천사와 악마(22)
zts1966e	천사들을 물리치고 포르네우스에게 돌아가자
zts1967e	천사와 악마(23)
zts1968e	성혈을 구해서 포르네우스에게 돌아가자
zts1969e	천사와 악마(24)
zts1970e	천사와 악마(25)
zts1971e	천사와 악마(26)
zts1972e	여신 에레니아 레이드 1회 완료하기
zts1973e	천사와 악마(27)
zts1974e	그라함에게 결과를 알려주자
zts1975e	악마 바라크과의 대화
zts1976e	거대한 홀리스톤
zts1977e	실종된 정찰대
zts1978e	성기사 그라함에게 이야기를 듣자
zts1979e	실종된 정찰대(2)
zts1980e	성기사 단장의 이야기를 듣자
zts1981e	새로운 여정을 위한 준비
zts1982e	비행정 앞에 있는 선장과 대화하기
zts1983e	가는 날이 장날
zts1984e	엔진 수리를 위한 재료를 모아주세요
zts1985e	아는 놈이 더하다더니
zts1986e	비행정에 탑승하자
zts1987e	금지를 향해
zts1988e	선장과 대화하라
zts1989e	탐색
zts1990e	정찰대의 흔적을 찾자
zts1991e	탐색(2)
zts1992e	정찰대의 행방을 쫓아라
zts1993e	탐색(3)
zts1994e	실종된 이들의 흔적을 찾자
zts1995e	생존자
zts1996e	세뇌당한 성기사를 제압하라
zts1997e	아차..
zts1998e	부상당한 성기사가 회복할 수 있도록 실로안의 샘물을 가져다 주자
zts1999e	생명의 은인
zts2000e	성기사단장과 대화하라
zts2001e	그곳에선 무슨 일이 있었나
zts2002e	부상당한 성기사와 대화하라
zts2003e	사라진 이들이 남긴 단서를 쫓아라
zts2004e	성기사들이 몬스터가 된 이유를 밝힐만한 단서를 수집하라
zts2005e	복원 작업
zts2006e	펠리체 교단 연금사제를 찾아가보자
zts2007e	복원 작업(2)
zts2008e	연금사제가 요구하는 재료를 구하자
zts2009e	진실
zts2010e	복원된 일기장을 성기사 단장에게 전해 주자
zts2011e	남겨진 자들
zts2012e	죽음으로 안식을
zts2013e	성기사들이 편히 쉴 수 있도록 도와주자
zts2014e	부디 평안하기를
zts2015e	선과 악
zts2016e	엘디넨과 대화하라
zts2017e	선과 악(2)
zts2018e	엘디넨의 이야기를 마저 듣자
zts2019e	선과 악(3)
zts2020e	창조의 안셀로안과 파괴의 페르논
zts2021e	안셀로안 지역을 탐사하라
zts2022e	창조의 안셀로안과 파괴의 페르논(2)
zts2023e	대지의 기억을 읽어 과거에 무슨일이 있었는지 확인하자
zts2024e	창조의 안셀로안과 파괴의 페르논(3)
zts2025e	대지의 기억을 마저 확인하자
zts2026e	빛을 따라서
zts2027e	프로즌 크라운으로 향하라
zts2028e	아카식 레코드
zts2029e	대마법사 페어로슈와 대화하라
zts2030e	아카식 레코드(2)
zts2031e	아카식레코드의 봉인을 풀기위한 재료를 구해오자
zts2032e	아카식 레코드(3)
zts2033e	대마법사 페어로슈와 대화
zts2034e	정화 의식
zts2035e	정화의식에 필요한 재료를 구해서 대마법사 페어로슈에게 가져다 주자
zts2036e	정화 의식(2)
zts2037e	세계의 운명을 걸고
zts2038e	페르논을 쓰러트리자
zts2039e	여정의 끝
zts2040e	엘디넨에게 그동안 있었던 일들을 말해주자
zts2041e	한시가 급하다.
zts2042e	실마리
zts2043e	성기사단장에게 성기사의 말을 전해주자
zts2044e	정체를 알 수 없는 악령들
zts2045e	악령들에게서 떨어진 물품들을 성기사단장에게 보여주자
zts2046e	슬라드 종족의 비극
zts2047e	망자들을 위하여
zts2048e	안셀로안의 곁으로
zts2049e	성기사들을 안셀로안의 곁으로 보내주자
zts2050e	잊혀진 종족과 새로운 단서
zts2051e	페르논의 기운을 가지고 슬라드 종족에 대해 알만한 이를 찾아보자
zts2052e	새로운 만남
zts2053e	케르즈시나와 대화하라
zts2054e	안셀로안의 의지를 탐사하자
zts2055e	대지의 깃든 과거의 기억을 읽기
zts2056e	대지에 깃든 과거의 기억을 마저 읽기
zts2057e	여자에게 피부는 매우 중요하다.
zts2058e	케르즈시나에게 재료를 구해다 주자
zts2059e	다크슬라드의 탄생
zts2060e	케르즈시나에게 이야기를 마저 듣자
zts2061e	이봐, 여기 코코아 한잔~
zts2062e	케르즈시나에게 코코아를 가져다 주자
zts2063e	다크슬라드와 페르논
zts2064e	뜻하지 않은 제안
zts2065e	준비
zts2066e	재료를 구하자
zts2067e	카오스
zts2068e	카오스의 영혼이 필요하다
zts2069e	장미빛 미래를 위하여
zts2070e	또 다른 마왕의 탄생
zts2071e	케르즈시나와 대화하자
zts2072e	부상당한 성기사를 찾아라
zts2073e	시공의 균열 (일일)
zts2074e	시공의 균열에서 상대방 진영 5명 처치하기
zts2075e	시공의 균열 탐사 (일일)
zts2076e	시공의 균열에서 상대방 진영 7명 처치하기
zts2077e	시공의 균열의 독재자 (일일)
zts2078e	시공의 균열에서 상대방 진영 10명 처치하기
zts2079e	시공의 균열 연구(1) (일일)
zts2080e	연구에 필요한 균열 조각을 수집하기
zts2081e	시공의 균열 연구(2) (일일)
zts2082e	시공의 균열에서 균열 정수를 수집하기
zts2083e	시공의 균열 연구(3) (일일)
zts2084e	시공의 균열에서 균열 결정을 수집하기
zts2085e	약재 수집 (일일)
zts2086e	다친 성기사들을 치료하기 위해 필요한 약재들을 구해오자
zts2087e	지혈제 (일일)
zts2088e	지혈제를 만들기 위해 필요한 재료들을 구하자
zts2089e	연구 대상 (일일)
zts2090e	페르논의 정수를 가져다주자
zts2091e	장물 찾아 삼만리 (일일)
zts2092e	순수한 미스릴을 찾아서 릴리트에게 가져다주자
zts2093e	세상에서 가장 단단한 보석 (일일)
zts2094e	아다만티움을 찾아서 릴리트에게 가져다주자
zts2095e	희귀한 보석 수집은 여자의 로망 (일일)
zts2096e	에르텔을 찾아서 릴리트에게 가져다주자
zts2097e	죽은 자들을 위한 기도문 (일일)
zts2098e	기도문을 모아서 성기사단장에게 가져다주자
zts2099e	죽은자들의 유품 (일일)
zts2100e	묵주를 모아서 성기사단장에게 가져다주자
zts2101e	떠난 이들의 흔적 (일일)
zts2102e	피묻은 유서를 모아서 성기사단장에게 가져다주자
zts2103e	미리미리 준비하자 (일일)
zts2104e	냉각수를 구해다 주자
zts2105e	워워, 진정해 (일일)
zts2106e	노처녀 히스테리 (일일)
zts2107e	어디서 깽판이야 (일일)
zts2108e	카오스의 영혼을 릴리트에게 가져다 주자
zts2109e	케르토스 토벌 (일일)
zts2110e	케르토스 레이드를 1회 완료하라
zts2111e	발라쿠스 토벌 (일일)
zts2112e	발라쿠스 레이드를 1회 완료하라
zts2113e	그레니가스 토벌 (일일)
zts2114e	그레니가스 레이드를 1회 완료하라
zts2115e	파멸의 케이아스 토벌 (일일)
zts2116e	히스란트 토벌 (일일)
zts2117e	히스란트 레이드를 1회 완료하라
zts2118e	마녀 로레나 토벌 (일일)
zts2119e	마녀 로레나 레이드를 1회 완료하라
zts2120e	악을 응징하자 (일일)
zts2121e	프로즌 크라운에서 상대방 진영 5명 처치하기
zts2122e	위선자들을 응징하기 (일일)
zts2123e	악령 성불 (일일)
zts2124e	악령으로 변한 성기사들을 성불시키자
zts2125e	성기사 구출작전 (일일)
zts2126e	세뇌당한 성기사들을 제압하라
zts2127e	안셀로안의 곁으로 (일일)
zts2128e	미쳐버린 성기사를 처치하라
zts2129e	센티넬 처치 (일일)
zts2130e	미스틱헤븐 지역에서 센티넬 5마리 처치하기
zts2131e	로자니크 처치 (일일)
zts2132e	미스틱헤븐 지역에서 로자니크 5마리 처치하기
zts2133e	에스테르 처치 (일일)
zts2134e	미스틱헤븐 지역에서 에스테르 5마리 처치하기
zts2135e	라제키엘 처치 (일일)
zts2136e	미스틱헤븐 지역에서 라제키엘 5마리 처치하기
zts2137e	미스틱아론 처치 (일일)
zts2138e	미스틱헤븐 지역에서 미스틱아론 5마리 처치하기
zts2139e	광신도 처치 (일일)
zts2140e	미스틱헤븐 지역에서 광신도 5마리 처치하기
zts2141e	정예 데몬 창병 처치 (일일)
zts2142e	헬로드 지역에서 정예 데몬 창병 5마리 처치하기
zts2143e	탈리온 처치 (일일)
zts2144e	헬로드 지역에서 탈리온 5마리 처치하기
zts2145e	레멘트 처치 (일일)
zts2146e	헬로드 지역에서 레멘트 5마리 처치하기
zts2147e	이스마테 처치 (일일)
zts2148e	헬로드 지역에서 이스마테 5마리 처치하기
zts2149e	바쿰 처치 (일일)
zts2150e	헬로드 지역에서 바쿰 5마리 처치하기
zts2151e	케이아스 레이드를 1회 완료하라
zts2152e	뜻밖의 재회
zts2153e	로이의 영혼과 대화하자
zts2154e	사연
zts2155e	로이의 이야기를 계속 듣자
zts2156e	신의 사자
zts2157e	신의 사자인 발키리를 찾아라
zts2158e	전사의 자격
zts2159e	크렘산지 주변의 회색 늑대를 처치하라
zts2160e	전사의 자격(2)
zts2161e	페르논 신전 주변의 사나운 카일규어를 처치하라
zts2162e	전사의 자격(3)
zts2163e	강한 적들에 맞서 자신의 한계를 극복하라
zts2164e	인정
zts2165e	프레이아와 대화하라
zts2166e	동료
zts2167e	새로운 만남(2)
zts2168e	래그너 롤로와 대화하라
zts2169e	노름빚
zts2170e	노름빚(2)
zts2171e	울며겨자먹기
zts2172e	래그너 롤로의 빚을 갚아주자
zts2173e	동료인가, 왠수인가
zts2174e	준비, 끝
zts2175e	떠날 준비
zts2176e	천사의 날개를 구해오자
zts2177e	떠날 준비(2)
zts2178e	프로즌 크라운에서 상대방 진영 3명 처치하기
zts2179e	여정의 시작
zts2180e	협상
zts2181e	돈이 없다면 몸으로 때워야지
zts2182e	모건 스미스와 대화하라
zts2183e	재고비축
zts2184e	광산에 있는 철광석에서 철을 구해오자
zts2185e	거대 닭
zts2186e	아침의 평원에 있는 닭을 처치하자
zts2187e	수송로 정리
zts2188e	크램산지 지역에 몬스터를 처치하자
zts2189e	수송로 정리(2)
zts2190e	프로즌크라운에서 몬스터를 처치하자
zts2191e	도둑 퇴치
zts2192e	단풍나무숲에 있는 워렛을 처치하자
zts2193e	골칫거리들
zts2194e	킹꼬닭 레이드를 3회 완료하기
zts2195e	골칫거리들(2)
zts2196e	아쿠아젤 레이드를 3회 완료하기
zts2197e	골칫거리들(3)
zts2198e	자이센로드 레이드를 3회 완료하기
zts2199e	골칫거리들(4)
zts2200e	다크카스트라 레이드를 3회 완료하기
zts2201e	외상값 받아내기
zts2202e	내가 지켜본다
zts2203e	앞으로의 여정
zts2204e	새로운 만남(1)
zts2205e	전설의 시작
zts2206e	귀향
zts2207e	미드가르도로 이동하라
zts2208e	회상
zts2209e	미드가르드로 이동하라
zts2210e	바이킹과 발키리
zts2211e	미드가르드로
zts2212e	바이킹 주술사
zts2213e	바이킹 주술사를 찾자
zts2214e	오해
zts2215e	에르디미엔과 대화하라
zts2216e	오해(2)
zts2217e	오해(3)
zts2218e	현장 조사
zts2219e	미드가르드에서 단서가 될만한 걸 찾아보자
zts2220e	단서
zts2221e	몬스터를 처치하고 단서를 얻자
zts2222e	사막으로
zts2223e	사막항구 주변으로 이동하라
