zts1e	최고의 서비스
zts302e	침묵의 마스크 A, 침묵의 마스크 B, 침묵의 마스크 C[n]토리토리 구슬, 검투사토리 구슬, 블랙토리 구슬과[n]5가지의 캐시아이템 중 하나가 나옴[n]
zts303e	심연의 눈가리개 A, 심연의 눈가리개 B, 심연의 눈가리개 C[n]토리토리 구슬, 검투사토리 구슬, 블랙토리 구슬과[n]5가지의 캐시아이템 중 하나가 나옴[n]
zts304e	토리를 내 팻으로
zts305e	토리토리 구슬
zts306e	귀여운 토리족을 내 팻으로 등록할 수 있다.[n]
zts307e	검투사 토리 구슬
zts308e	블랙토리 구슬
zts309e	사나운 가면 A, 사나운 가면 B, 사나운 가면 C[n]토리토리 구슬, 검투사토리 구슬, 블랙토리 구슬,[n]장비 보호 스크롤, 등급고정 해제 스크롤, 똑똑한 펫먹이,[n]실로안의 샘물, 큰 sp포인트충전제[n]중 하나가 나옴[n]
zts310e	침묵의 마스크 A, 침묵의 마스크 B, 침묵의 마스크 C[n]토리토리 구슬, 검투사토리 구슬, 블랙토리 구슬,[n]장비 보호 스크롤, 등급고정 해제 스크롤, 똑똑한 펫먹이,[n]실로안의 샘물, 큰 sp포인트충전제[n]중 하나가 나옴[n]
zts311e	심연의 눈가리개 A, 심연의 눈가리개 B, 심연의 눈가리개 C[n]토리토리 구슬, 검투사토리 구슬, 블랙토리 구슬,[n]장비 보호 스크롤, 등급고정 해제 스크롤, 똑똑한 펫먹이,[n]실로안의 샘물, 큰 sp포인트충전제[n]중 하나가 나옴[n]
zts312e	페어리의 능력을 업! 업!
zts313e	페어리 부스터
zts314e	페어리의 능력을 1시간 동안 상승시켜 준다.[n]페어리 부스터 사용 시 사용시간 끝날때까지 다른 페어리로 변경할 수가 없다.[n]
zts315e	미니랜드에 설치시 56칸의 슬롯을 모두 이용할수 있는[n]창고를 빌린다.[n]구매후 처음 설치를 한 순간부터 시간이 체크된다.[n][주의사항][n]기간이 지난후에는 창고가 사라지기 때문에 미리[n]다른 창고를 준비해 놓는것이 좋다.[n]단, 다른 창고의 용량이 더 적은 경우에는 뺄수 없는[n]물건이 생길 수 있으므로 기간이 완료되기 전에[n]정리를 해놓자.[n](주의! 유저간 거래가 되지 않는 아이템입니다.)[n]
zts316e	미니랜드에 설치시 56칸의 슬롯을 모두 이용할수 있다.[n]무제한으로 이용 가능하다.[n](주의! 유저간 거래가 되지 않는 아이템입니다.)[n]
zts317e	펫을 이용해 어디서나 창고를 열수 있다.[n]60일 기간제 아이템[n]
zts318e	페어리 부스터 5개
zts319e	1시간동안 착용하고 있는 페어리의 능력이 30% 추가된다.[n]유료 페어리에게만 사용을 할 수있으며, 사용 후에는 페어리의 외형이 변화된다.[n]페어리 부스터 사용 시 사용시간 끝날때까지  다른 페어리로 변경할 수가 없다.[n]
zts320e	페어리 부스터 10개
zts321e	적을 압도하라!
zts322e	사나운 가면 A
zts323e	치명타가 터질 확률이 1%만큼 증가한다. 모든 공격력이 10만큼 증가한다.[n]근접방어력 : 5[n]원거리방어력 : 5[n]마법방어력 : 15[n]회피 : 0[n]
zts324e	사나운 가면 B
zts325e	사나운 가면 C
zts326e	심안으로 적을 본다!
zts327e	심연의 눈가리개 A
zts328e	치명타에 맞을 확률이 2%만큼 감소한다. 모든 속성기운이 10만큰 증가한다.[n]근접방어력 : 5[n]원거리방어력 : 15[n]마법방어력 : 5[n]회피 : 0[n]
zts329e	심연의 눈가리개 B
zts330e	심연의 눈가리개 C
zts331e	나에게 말은 필요 없다!
zts332e	침묵의 마스크 A
zts333e	치명타에 맞을때 피해가 5%만큼 감소한다. 모든 기운에 대한 저항이 1 증가한다.[n]근접방어력 : 5[n]원거리방어력 : 5[n]마법방어력 : 15[n]회피 : 0[n]
zts334e	침묵의 마스크 B
zts335e	침묵의 마스크 C
zts336e	갈색펑키헤어
zts337e	카드 강화를 안전하게
zts338e	하급 카드 보호스크롤
zts339e	사용시 0~9 등급까지 스페셜리스트 카드를 강화 할수 있다.[n]강화 실패시 영혼 소멸이 되지 않으며, 빛나는 녹색 영혼과 빛나는 붉은 영혼이 사라지지 않는다.[n][사용방법][n]더블클릭시 보호스크롤 효과가 걸린다.[n]다시 더블클릭을 하면 효과가 사라진다.[n](이때는 아이템이 소모되지 않는다.)[n]보호스크롤 효과가 걸렸을때 강화를 하면 보호스크롤이 1개 감소하게 된다[n]
zts340e	상급 카드 보호스크롤
zts341e	사용시 10~14 등급까지 스페셜리스트 카드를 강화 할수 있다.[n]강화 실패시 영혼 소멸이 되지 않으며, 빛나는 맑은 영혼이 사라지지 않는다.[n][사용방법][n]더블클릭시 보호스크롤 효과가 걸린다.[n]다시 더블클릭을 하면 효과가 사라진다.[n](이때는 아이템이 소모되지 않는다.)[n]보호스크롤 효과가 걸렸을때 강화를 하면 보호스크롤이 1개 감소하게 된다[n]
zts342e	소멸된 영혼을 부르자!
zts343e	영혼 부활석
zts344e	소멸된 스페셜리스트 영혼을 다시 사용할 수 있도록 부활시킨다.[n]스크롤을 더블클릭후 영혼이 소멸된 스페셜카드를 클릭하면 바로 부활된다.[n]부가적으로 SP포인트가 10000 증가한다.[n]
zts345e	새로운 마음으로!
zts346e	포인트 초기화 물약
zts347e	스페셜리스트 카드에서 사용한 스테이터스 포인트를 전부 돌려 받는다.[n]스테이터스 창에서 초기화 버튼을 눌러 사용할 수 있다.[n]
zts348e	하급 카드 보호스크롤 1개
zts349e	하급 카드 보호스크롤 5개
zts350e	상급 카드 보호스크롤 1개
zts351e	상급 카드 보호스크롤 5개
zts352e	보상 2배 부적 10개
zts353e	수수께기 상자 세트
zts354e	수수께끼 상자 A, B, C를 각각 1개씩 획득할 수 있다.[n]수수께끼 상자를 열어서 각종 캐시 아이템, 토리 구슬, 신규 가면을 얻을 수 있다.[n]
zts355e	사용시 1~10 등급까지 스페셜리스트 카드를 강화 할수 있다.[n]강화 실패시 영혼 소멸이 되지 않으며, 빛나는 녹색 영혼과 빛나는 붉은 영혼이 사라지지 않는다.[n][사용방법][n]더블클릭시 보호스크롤 효과가 걸린다.[n]다시 더블클릭을 하면 효과가 사라진다.[n](이때는 아이템이 소모되지 않는다.)[n]보호스크롤 효과가 걸렸을때 강화를 하면 보호스크롤이 1개 감소하게 된다[n]
zts356e	사용시 11~15 등급까지 스페셜리스트 카드를 강화 할수 있다.[n]강화 실패시 영혼 소멸이 되지 않으며, 빛나는 맑은 영혼이 사라지지 않는다.[n][사용방법][n]더블클릭시 보호스크롤 효과가 걸린다.[n]다시 더블클릭을 하면 효과가 사라진다.[n](이때는 아이템이 소모되지 않는다.)[n]보호스크롤 효과가 걸렸을때 강화를 하면 보호스크롤이 1개 감소하게 된다[n]
zts357e	신년부터 대박 예감!
zts358e	세뱃돈 봉투 1개
zts359e	하급 카드 보호스크롤, 중간 스페셜 충전제, 안셀로안의 축복, 등급고정 해제 스크롤, 장비 보호 스크롤, 스페셜리스트 메달, 매우큰 전체 회복제, 모험가의 배낭, 실로안의 샘물, 큰 스페셜 충전제, 흑기사의 헬멧, 흑기사의 마스크, 감기걸린토리 구슬, 신년 복돼지 구슬, 복 쥐 구슬 중 한 개가 나온다.[n]
zts360e	세뱃돈 봉투 10개
zts361e	세뱃돈 봉투 5개
zts362e	1주년 기념 메달
zts363e	사용시 15일간 다음 기능이 부여된다.[n][주요효과][n]장비, 주요, 기타 인벤토리의 보유량이 4칸씩 총 12칸이 증가한다.[n]경험치 획득량이 10% 증가한다[n][n][부가효과][n]펫과 파트너의 경험치 획득량이 10% 상승한다.[n]공격력과 방어력이 10% 증가한다[n][n][주의사항][n]모험가의 배낭과 효과가 중복 적용되지 않는다.[n]창고에 넣을 수 없는 아이템입니다.[n]
zts364e	복주머니를 들고 다니는 귀여운 생쥐~
zts365e	복 쥐 구슬
zts366e	귀여운 복 쥐를 내 팻으로 등록할 수 있다.[n][n]복 쥐가 공격 시 일정 확률로 적에게 페스트를 건다. 페스트에 걸린 적은 6초간 항상 치명타에 맞는다.[n]
zts367e	축복을 걸어주는 핑크색 돼지!
zts368e	신년 복돼지 구슬
zts369e	귀여운 복돼지를 내 팻으로 등록할 수 있다.[n][n]신년 복돼지를 노스메이트로 동행하고 있으면, 플레이어의 공격력과 방어력이 10% 향상된다.[n]
zts370e	감기를 옮기고 다니는 사고뭉치!
zts371e	감기걸린토리 구슬
zts372e	귀여운 토리족을 내 팻으로 등록할 수 있다.[n][n]감기걸린토리가 공격 시 일정 확률로 적에게 감기를 옮긴다. 감기에 걸린 적은 15초간 이동속도와 방어등급이 많이 떨어진다.[n]
zts373e	나만의 귀여운 산타클로스!
zts374e	산타토리 구슬
zts375e	귀여운 토리족을 내 팻으로 등록할 수 있다.[n]감기걸린토리가 공격 시 일정 확률로 적에게 감기를 옮긴다. 감기에 걸린 적은 15초간 이동속도와 방어등급이 많이 떨어진다.[n]
zts376e	날렵한 눈매가 인상적이다!
zts377e	반달곰 모자
zts378e	모든 공격력이 5% 증가한다.[n]최대 MP가 200 증가한다.[n]검사, 궁사, 주술사만 착용이 가능하다.[n]남녀공용.[n]착용시부터 사용기간이 적용된다.[n]착용후 거래 불가능.[n]
zts379e	반달곰 모자 (7일)
zts380e	반달곰 모자 (30일)
zts381e	반달곰 모자 (영구)
zts382e	가슴에 V자가 멋있다!
zts383e	반달곰 옷
zts384e	모든 방어력이 5% 증가한다.[n]최대 HP가 200 증가한다.[n]검사, 궁사, 주술사만 착용이 가능하다.[n]남녀공용.[n]착용시부터 사용기간이 적용된다.[n]착용후 거래 불가능.[n]
zts385e	반달곰 옷 (7일)
zts386e	반달곰 옷 (30일)
zts387e	반달곰 옷 (영구)
zts388e	매력 넘치는 다크서클!
zts389e	팬더모자
zts390e	팬더모자 (7일)
zts391e	팬더모자 (30일)
zts392e	팬더모자 (영구)
zts393e	하얀 뱃살이 매력적이다!
zts394e	팬더 옷
zts395e	팬더 옷 (7일)
zts396e	팬더 옷 (30일)
zts397e	팬더 옷 (영구)
zts398e	부드러운 하얀털이 나를 유혹한다!
zts399e	북극곰 모자
zts400e	북극곰 모자 (7일)
zts401e	북극곰 모자 (30일)
zts402e	북극곰 모자 (영구)
zts403e	부드러운 착용감을 가진 하얀 털옷!
zts404e	북극곰 옷
zts405e	북극곰 옷 (7일)
zts406e	북극곰 옷 (30일)
zts407e	북극곰 옷 (영구)
zts408e	쓰다듬어 주고 싶은 귀여움!
zts409e	곰인형 모자
zts410e	곰인형 모자 (7일)
zts411e	곰인형 모자 (30일)
zts412e	곰인형 모자 (영구)
zts413e	안아주고 싶은 귀여움!
zts414e	곰인형 옷
zts415e	곰인형 옷 (7일)
zts416e	곰인형 옷 (30일)
zts417e	곰인형 옷 (영구)
zts418e	힙합을 좋아하는 당신을 위해!
zts419e	힙합 츄리닝
zts420e	모든 방어력이 5% 증가한다.[n]최대 HP가 200 증가한다.[n]검사, 궁사, 주술사만 착용이 가능하다.[n]남자전용.[n]착용시부터 사용기간이 적용된다.[n]착용후 거래 불가능.[n]
zts421e	힙합 츄리닝 (7일)
zts422e	힙합 츄리닝 (30일)
zts423e	힙합 츄리닝 (영구)
zts424e	심플 이즈 베스트~!
zts425e	블랙 엔 화이트
zts426e	모든 방어력이 5% 증가한다.[n]최대 HP가 200 증가한다.[n]검사, 궁사, 주술사만 착용이 가능하다.[n]여자전용.[n]착용시부터 사용기간이 적용된다.[n]착용후 거래 불가능.[n]
zts427e	블랙 엔 화이트 (7일)
zts428e	블랙 엔 화이트 (30일)
zts429e	블랙 엔 화이트 (영구)
zts430e	아뵤옷~! 나는 길거리의 격투가!
zts431e	격투가 츄리닝
zts432e	격투가 츄리닝 (7일)
zts433e	격투가 츄리닝 (30일)
zts434e	격투가 츄리닝 (영구)
zts435e	기본에 충실한 탁월한 체육복!
zts436e	학교 체육복
zts437e	학교 체육복 (7일)
zts438e	학교 체육복 (30일)
zts439e	학교 체육복 (영구)
zts440e	내 몸이 불타고 있어~
zts441e	불꽃 츄리닝
zts442e	불꽃 츄리닝 (7일)
zts443e	불꽃 츄리닝 (30일)
zts444e	불꽃 츄리닝 (영구)
zts445e	하늘을 나는 듯한 착용감!
zts446e	블루스카이 스포츠웨어
zts447e	블루스카이 스포츠웨어 (7일)
zts448e	블루스카이 스포츠웨어 (30일)
zts449e	블루스카이 스포츠웨어 (영구)
zts450e	센스를 아는 당신을 위해!
zts451e	패션 츄리닝
zts452e	패션 츄리닝 (7일)
zts453e	패션 츄리닝 (30일)
zts454e	패션 츄리닝 (영구)
zts455e	귀여운 소녀의 체육복!
zts456e	핫 핑크 스포츠웨어
zts457e	핫 핑크 스포츠웨어 (7일)
zts458e	핫 핑크 스포츠웨어 (30일)
zts459e	핫 핑크 스포츠웨어 (영구)
zts460e	깔끔한 스타일의 캐쥬얼 복장!
zts461e	스마트 진
zts462e	스마트 진 (7일)
zts463e	스마트 진 (30일)
zts464e	스마트 진 (영구)
zts465e	나는 순진한 여학생~♡
zts466e	학교 교복
zts467e	학교 교복 (7일)
zts468e	학교 교복 (30일)
zts469e	학교 교복 (영구)
zts470e	남성미가 넘치는 당신을 위해!
zts471e	밀리터리 진
zts472e	밀리터리 진 (7일)
zts473e	밀리터리 진 (30일)
zts474e	밀리터리 진 (영구)
zts475e	나는 귀여운 아가씨~♡
zts476e	큐티 레이디
zts477e	큐티 레이디 (7일)
zts478e	큐티 레이디 (30일)
zts479e	큐티 레이디 (영구)
zts480e	산뜻한 초록색 캐쥬얼 복장!
zts481e	포레스트 진
zts482e	포레스트 진 (7일)
zts483e	포레스트 진 (30일)
zts484e	포레스트 진 (영구)
zts485e	나는 섹시한 오피스 레이디~♡
zts486e	사무복
zts487e	사무복 (7일)
zts488e	사무복 (30일)
zts489e	사무복 (영구)
zts490e	불같은 정열을 가진 당신을 위해!
zts491e	파이어 진
zts492e	파이어 진 (7일)
zts493e	파이어 진 (30일)
zts494e	파이어 진 (영구)
zts495e	멋을 아는 당신을 위해!
zts496e	헤비메탈 진
zts497e	헤비메탈 진 (7일)
zts498e	헤비메탈 진 (30일)
zts499e	헤비메탈 진 (영구)
zts500e	탐험을 좋아하는 당신을 위해!
zts501e	탐험가 복장
zts502e	탐험가 복장 (7일)
zts503e	탐험가 복장 (30일)
zts504e	탐험가 복장 (영구)
zts505e	생쥐 모자
zts506e	매우 귀여운 생 쥐 모양 모자.[n][n]모든 공격력 +5%[n]최대 MP +200[n]
zts507e	가나다
zts508e	신선한귤 모자
zts509e	신선한 귤 모자. 귤의 성분이 비듬 방지, 두피 마사지, 윤기 있는 머리카락 연출을 가능하게 한다.[n][n]모든 공격력 +5%[n]최대 MP +200[n]
zts510e	호화로운 화분 모자
zts511e	화려한 장식이 달린 화분 모자. 멋이 있지만, 무거워서 목이 아프므로 주의![n][n]모든 공격력 +5%[n]최대 MP +200[n]
zts512e	나무그릇 모자
zts513e	작고 가벼운 나무그릇 모자. 안에서 만두를 꺼내 먹고 싶어진다.[n][n]모든 공격력 +5%[n]최대 MP +200[n]
zts514e	청색 지주모
zts515e	옛날 관리들이나 지주들이 많이 쓰던 모자.  전통적인 분위기를 연출할 수 있다[n][n]모든 공격력 +5%[n]최대 MP +200[n]남성전용[n]
zts516e	녹색 지주모
zts517e	적색 지주모
zts518e	펫 이름표
zts519e	스페셜 충전제
zts520e	모든 HP/MP가 회복되며 나쁜효과가 모두 사라진다.[n]부가적으로 SP포인트가 180000/70000/30000 증가한다.[n]
zts521e	모험가의 배낭
zts522e	파트너의 배낭
zts523e	파트너를 통해 범용 인벤토리[n]50칸을 추가로 사용할 수 있다.[n]
