zts1e	New Item
zts642e	Cella powder
zts643e	Required for [n] 1. Strengthening your equipment [n] 2. Upgrading Soul Gem, Cellon and Crystal [n][n]
zts644e	Soul Gem
zts645e	Used for upgrading equipment [n] Can be graded from +1 to +5
zts646e	Whole Soul Gem
zts647e	Used for upgrading equipment [n] Can be graded from +6 to +10
zts648e	Lv.1 Cellon
zts649e	Adds Lv.1 option to accessories
zts650e	Lv.2 Cellon
zts651e	Adds Lv.2 option to accessories
zts652e	Lv.3 Cellon
zts653e	Adds Lv.3 option to accessories
zts654e	Lv.4 Cellon
zts655e	Adds Lv.4 option to accessories
zts656e	Lv.5 Cellon
zts657e	Adds Lv.5 option to accessories
zts658e	Lv.6 Cellon
zts659e	Adds Lv.6 option to accessories
zts660e	Lv.7 Cellon
zts661e	Adds Lv.7 option to accessories
zts662e	Lv.8 Cellon
zts663e	Adds Lv.8 option to accessories
zts664e	Lv.9 Cellon
zts665e	Adds Lv.9 option to accessories
zts666e	Lv.10 Cellon
zts667e	Adds Lv.10 option to accessories
zts668e	Sands from Dona River
zts669e	Essential for requirement in the production of various items [n][n]
zts670e	Crystal of Crescent
zts671e	Used at home [n] Can be broken down into crystal pieces [n] using [Gem, Cellon, or Crystal production tools] [n][n]
zts672e	Crystal of a Half Moon
zts673e	Used for making your own TimeSpace [n][n]
zts674e	Crystal of a Full Moon
zts675e	Red Crystal Piece
zts676e	Used for production [n][n]
zts677e	Blue Crystal Piece
zts678e	White Crystal Piece
zts679e	Black Crystal Piece
zts680e	Production Tools for the Adventurer
zts681e	Produces items that Adventurers can use [n] Double-click it [n] to see the list [n][n]
zts682e	Soul Gem Refiner
zts683e	Use with Gillion Stone to acquire Cella Powder and Soul Gem. [n] Cella powder and Soul Gem are used for upgrading weapons and armor [n] Double-click to use [n][n]
zts684e	Cellon Refiner
zts685e	Use with Gillion Stone to acquire Cella Powder and Cellon. [n] Cella powder is used for upgrading weapons and armor [n] Cellon is used for adding options to accessories [n] Double-click to use [n][n]
zts686e	Crystal Refiner
zts687e	Use with Gillion Stone to acquire Cella Powder and Cellon. [n] Cella powder is used for upgrading weapons and armor [n] Crystals are used for home and general production [n] Double-click to use [n][n]
zts688e	Production Tools for Swordsman
zts689e	Produces items that Swordsman can use [n] Double-click it [n] to see the list [n][n]
zts690e	Produces items for Archer
zts691e	Produces items that Archers can use [n] Double-click it [n] to see the list [n][n]
zts692e	Production Tools for Sorcerers
zts693e	Produces items that Sorcerers can use [n] Double-click it [n] to see the list [n][n]
zts694e	Ordinary Box
zts695e	Luxurious Box
zts696e	Secret Box
zts697e	Pulling Lever (After)
zts698e	Gold
zts699e	Accessory Production Tools
zts700e	Produces various accessories [n] Double-click to see the list [n][n]
zts701e	Mysterious Crystal Ball (Before)
zts702e	Mysterious Crystal Ball (After)
zts703e	Bonus Box
zts704e	Pressing Button (Before)
zts705e	Pressing Button (After)
zts706e	Wooden Lever (Before)
zts707e	Wooden Lever (After)
zts708e	Devil's Stone Sculpture (Before)
zts709e	Devil's Stone Sculpture (After)
zts710e	Sealed Key
zts711e	Duke's Research Material
zts712e	The materials with which the great magician studied [n] Purpose unknown [n][n]
zts713e	Artifact
zts714e	Increase Attack Power
zts715e	Increase Defense Power
zts716e	Increase Melee Defense
zts717e	Increase Ranged Defense
zts718e	Increase Magic Defense
zts719e	Infinite MP
zts720e	Super Energy
zts721e	Recover All
zts722e	Random Box
zts723e	Nosmate's Respawn
zts724e	Speed Up
zts725e	Mighty Shield
zts726e	Production tools for Gem, Cellon, and Crystal
zts727e	Used for the perfect upgrade of Soul Gem and Cellon in each level [n] Upgrade of Crystal is possible [n][n]
zts728e	Production Tools for Raw Materials
zts729e	Enhances the quality of raw materials [n] such as metal bars, wood, fabric and leather. [n][n]
zts730e	Healing Capsule
zts731e	Click Home
zts732e	Very Big Whole Recovery Potion
zts733e	Special Card
zts734e	Special Point Charger
zts735e	Gives 10,000 points of additional Special Point (SP) [n][n]
zts736e	Land Point Recharger
zts737e	Quick Time Stone
zts738e	Picnic Basket
zts739e	Up to 3 people can dance [n][n]
zts740e	Baby Hog Barbecue
zts741e	Up to 8 people can dance [n][n]
zts742e	Production Tools for Gloves and Shoes
zts743e	Plain Sign Post
zts744e	Put up this sign post to allow others to enter your home. [n] Looks a bit cheap [n][n]
zts745e	House-shaped Sign Post
zts746e	Put up this sign post to allow others to enter your home. [n] Shaped like a home and is of decent quality [n][n]
zts747e	Wild-Sound flower
zts748e	Sound Flower
zts749e	Gives quest [n][n]
zts750e	Gold Reward
zts751e	Acquire a certain amount of Gold, on completion [n][n]
zts752e	Experience Reward
zts753e	Acquire a certain amount of Experience points, on completion [n][n]
zts754e	Job Experience Reward
zts755e	Acquire a certain amount of Job Experience points, on completion [n][n]
zts756e	Reputation Reward
zts757e	Acquire a certain amount of Reputation, on completion [n][n]
zts758e	Piece of TimeSpace Stone for Party
zts759e	Double-click to check the mission [n][n]
zts760e	Piece of TimeSpace Stone for Individual
zts761e	Double-click to check the mission [n][n]
zts762e	Piece of TimeSpace Stone for Raid
zts763e	Piece of TimeSpace Stone for Hunting
zts764e	Piece of TimeSpace Stone for the Lab
zts765e	Point increases
zts766e	Double-click it
zts767e	Feather of Chicken
zts768e	Latex Jelly
zts769e	Deserted Skull
zts770e	Spider Troops - Part 2
zts771e	TimeSpace to get the seal of JackSpider [n] Lv. Limit : 60-69 [n] You can enter it immediately with this[n][n]
zts772e	Rhain Skin
zts773e	Click the partner, and double-click the skin [n] to make him look stylish. [n] Partner's movement speed increases by 2 [n] Be careful not to keep it in the bead, [n] otherwise it will disappear [n][n]
zts774e	Shackle of Past - Part 2
zts775e	TimeSpace to get the seal of Xysendload [n] Lv. Limit : 40-49 [n] With this, you can enter it immediately [n][n]
zts776e	Shackle of Past - Part 3
zts777e	Cake
zts778e	Event for Thanks-giving Day [n] Collect 10 and give it to Eril Counter [n] You can receive Darling [n][n]
zts779e	N (Event)
zts780e	Increase HP and MP by 2,000 respectively [n] N.O.S! If you collect all items, you can obtain the bonus item. [n] This item will disappear when the event ends [n] (The last day of the event is 21st November) [n][n]
zts781e	O (Event)
zts782e	Increase battle experience point by 10% for ten minutes [n] (When the character dies, the effect disappears) [n] N.O.S! If you collect all items, you can obtain the bonus item. [n] This item will disappear when the event ends [n] (The last day of the event is 21st November) [n][n]r
zts783e	S (Event)
zts784e	Increase Attack Power by 20% for ten minutes [n] (When your character dies, the effect disappears) [n] N.O.S! If you collect all items, you can obtain the bonus item. [n] This item will disappear when the event ends [n] (The last day of the event is 21st November) [n][n]
zts785e	! (Event)
zts786e	In case there is only one out of N. O. S, and you use this item, [n] SP will be recharged to 10,000, [n] and you will obtain a bonus item. [n] This item will disappear when the event ends [n] (The last day of the event is 21st November) [n][n]
zts787e	Research paper of Duke
zts788e	Research data which Duke made [n] but it has very difficult academic text, [n] and cannot be understood at all [n][n]
zts789e	Lily of Purity
zts790e	Instant Recharge Card for SP
zts791e	Medal of Erenia
zts792e	[Main Effect] [n] Each volume of equipment, major and minor inventory [n] will increase by 8, total 24, [n] If used with the Medal of Adventure, [n] it would increase by 32 [n] [Additional Effect] [n] The Acquisition volume of battle experience [n] will increase up to 15%. Acquisition volume of job experience [n] will increase up to 15%. Acquisition Experience of your pet and partner [n] will increase up to 15%. (It would increase up to 30%, [n] if used with the Medal of Adventure) Acquisition volume of Gold [n] will increase up to 20%. Acquisition volume of Reputation [n] will increase up to 20%. [n] [Notice] If the period is finished [n] you cannot take all the items [n] from the increased inventory, [n] so you better arrange your items in advance. [n][n]
zts793e	Medal of Adventurer
zts794e	[Main Effect] [n] Each volume of equipment, major and minor inventory [n] will increase by 8, total 24 [n] (If used with the Medal of Adventure, [n] , it would increase by 32) [n] [Additional Effect] The Acquisition volume of battle experience [n] will increase up to 15%. [n] Acquisition volume of Job experience [n] will increase up to 15%. [n] Acquisition Experience of your pet and partner [n] will increase up to 15%. (It would increase up to 30%, [n] if used with the Medal of Adventure) [n] Acquisition volume of Gold [n] will increase up to 20%. [n] Acquisition volume of Reputation [n] will increase up to 20%. [n] [Notice] If the period is finished [n] you cannot take all the items [n] from the increased inventory, [n] so you better arrange your items in advance. [n][n]
zts795e	Self-Introduction
zts796e	Can introduce yourself within 100 letters. [n] [How to use] Double-click 'Self-Introduction' and insert your message. [n] To check the message after inserting, [n] Right-click the portrait of the game character [n][n]
zts797e	Small SP Recharger
zts798e	Recover all HP [n] SP will be increased by 30,000 [n][n]
zts799e	Medium SP Recharger
zts800e	Recover all HP [n] SP will be increased by 70,000 [n][n]
zts801e	Big SP Recharger
zts802e	Recover all HP [n] SP will be increased by 180,000 [n][n]
zts803e	Final TimeSpace of the Lab
zts804e	The place where Radal is lost [n] Lv. limit : 65-80 [n] Can enter immediately after buying [n][n]
zts805e	Springwater of Cylloan
zts806e	Quest to celebrate Nosmall's opening
zts807e	Decoration Balloon
zts808e	Golden Bell
zts809e	Can capture Bushtail [n] (Probability: 100%) [n] Possible even when the Bushtail [n]has more than 50% HP
zts810e	Silver Bell
zts811e	Can capture Bushtail [n] (Probability: 100%) [n] Possible even when the Bushtail [n]has more than 50% HP
zts812e	Seal of AquaGel
zts813e	Can start AquaGel Raid [n] in Jelly Square in Morning Prairie [n] Lv. Limit: 30-49 [n] [How to use] [n] With this, be the team leader [n] And click the other character and [n] click 'raid team join' button [n] Go to the entrance of the raid [n] When the leader enters, [n] the others will follow him automatically [n] [Warning] If the character Lv. is higher [n] than the recommended Lv. [n] he will be able to join, but there will be a penalty [n] (Heart is not increased [n] cannot get the treasure box [n] even though he succeeds in the raid) [n][n]
zts814e	Seal of Xysenload
zts815e	Can start Xysenload Raid [n] at the Cursed Ginseng field [n] at the Fernon temple entrance [n] Recommended Lv.40-59 [n] [How to use] [n] With this, be the team leader [n] And click the other character and [n] click 'raid team join' button [n] Go to the entrance of the raid [n] When the leader enters [n] the others will follow him automatically [n] [Warning] If the character Lv. is higher [n] than the recommended Lv. [n] he will be able to join, but there will be a penalty [n] (Heart is not increased [n] cannot get the treasure box [n] even though he succeeds in the raid) [n][n]
zts816e	Seal of DarkCastra
zts817e	Can start DarkCastra Raid [n] at the Banquet Hall of Wailing at the basement 2 of Fernon Temple [n] Recommended Lv.50-69 [n] [How to use] [n] With this, be the team leader [n] And click the other character and [n] click 'raid team join' button [n] Go to the entrance of the raid [n] When the leader enters [n] the others will follow him automatically [n] [Warning] If the character Lv. is higher [n] than the recommended Lv. [n] he will be able to join, but there will be a penalty [n] (Heart is not increased [n] cannot get the treasure box [n] even though he succeeds in the raid) [n][n]
zts818e	Seal of Jack Spider
zts819e	Can start JackSpider Raid [n] at the Resting place of the Demon [n] in Cave 5 of Mt. Krem [n] Recommended Lv.60-79 [n] [How to use] [n] With this, be the team leader [n] And click the other character and [n] click 'raid team join' button [n] Go to the entrance of the raid [n] When the leader enters [n] the others will follow him automatically [n] [Warning] If the character Lv. is higher [n] than the recommended Lv. [n] he will be able to join, but there will be a penalty [n] (Heart is not increased [n] cannot get the treasure box [n] even though he succeeds in the raid) [n][n]
zts820e	Seal of Sladeheim
zts821e	Can start Sladeheim Raid [n] at the Altar of Pain [n] at the hill of Mt. Krem [n] Recommended Lv.70-89 [n] [How to use] [n] With this, be the team leader [n] And click the other character and [n] click 'raid team join' button [n] Go to the entrance of the raid [n] When the leader enters [n] the others will follow him automatically [n] [Warning] If the character Lv. is higher [n] than the recommended Lv. [n] he will be able to join, but there will be a penalty [n] (Heart is not increased [n] cannot get the treasure box [n] even though he succeeds in the raid) [n][n]
zts822e	Not use
zts823e	Event Box
zts824e	Event coupon
zts825e	Double click to prepare as the event. [n] Can get one out of many items
zts826e	Release Button
zts827e	Release Button (After operating)
zts828e	Teleport Lever
zts829e	Teleport Bone
zts830e	Skin of Kevin
zts831e	Skin of Kung
zts832e	Specialist Medal
zts833e	Basic daily SP point [n] becomes 10,000 + 30,000 [n] totally increased to 40,000 points [n] (If not used, 10% saved) [n][n]
zts834e	Bronze Bell
zts835e	Can capture Bushtail [n] (Probability: 20%) [n] Even possible when the Bushtail [n] is without 50% HP
zts836e	Antler
zts837e	Eril is looking for it [n] Collect 10 and [n] give them to Eril [n][n]
zts838e	TimeSpace of 1st Secret Partner
zts839e	TimeSpace of 2nd Secret Partner
zts840e	TimeSpace of 3rd Secret Partner
zts841e	Medal of Friendship
zts843e	Seal of Shadow Zenas
zts844e	Battle against Shadow Zenas [n] Coming soon [n][n]
zts845e	Terminating Big Vampie
zts846e	Lv. limit: 20-30 [n] can enter at [Morning Prairie] [n] can only enter with 3 members [n]
zts847e	Terminating 108 Devils
zts848e	Lv. limit: 30-40 [n] can enter at [the entrance of Fernon temple] [n] can only enter with 3 members [n][n]
